Drinking hot water in W
258.87
0.00
0.00
322.59
0.00
402.24
3273.71
4165.81
1198.77
653.15
581.46
581.46
1517.37
704.92
422.16
1616.94
1581.10
1318.24
2923.24
4209.62
6611.13
3034.75
0.00
0.00
0.00
282.77
0.00
0.00
0.00
788.56
2596.66
6121.27
744.75
565.53
804.49
1425.77
2258.14
298.70
935.91
1573.13
1274.44
2090.87
3456.91
3468.85
4078.19
4201.65
274.80
394.28
0.00
0.00
0.00
374.37
366.40
266.83
5304.84
5253.06
1306.30
1915.64
1501.44
1370.02
2887.39
1632.87
2043.08
716.87
386.31
298.70
4086.16
4643.72
3325.48
6364.21
362.42
354.45
0.00
286.75
254.89
358.44
322.59
696.96
4456.54
4822.94
1381.97
1979.36
1553.22
1135.04
1019.55
2154.59
0.00
1071.32
1246.56
776.61
5874.35
4587.97
5193.32
3902.96
0.00
0.00
278.78
227.01
0.00
254.89
406.23
0.00
3954.73
3879.06
1979.36
1366.04
2660.38
2047.06
2636.49
947.86
1374.00
1071.32
1298.33
1425.77
3958.72
2238.23
3373.27
4994.19
597.39
358.44
657.13
673.06
167.27
330.56
227.01
266.83
1043.44
9912.72
11374.34
394.28
1704.56
1162.92
633.24
856.26
1744.38
2887.39
2417.44
294.71
776.61
254.89
3074.58
2059.01
3078.56
0.00
0.00
306.66
0.00
258.87
1230.63
0.00
0.00
6256.68
7256.32
1935.55
1684.64
1895.72
601.37
1234.61
1879.79
4655.67
1612.96
1063.36
1306.30
931.93
2664.37
3329.46
1684.64
298.70
246.92
0.00
0.00
688.99
0.00
0.00
2767.91
3325.48
306.66
1939.53
1624.91
1182.84
2062.99
792.54
278.78
1473.57
1577.11
513.76
4404.77
5472.11
5344.66
4078.19
390.30
0.00
0.00
549.60
0.00
0.00
386.31
0.00
4982.25
6826.20
876.17
1485.51
685.01
951.84
4118.02
927.95
1266.47
1943.51
2230.26
1955.46
2082.91
4998.18
4269.36
1533.31
227.01
0.00
0.00
0.00
681.03
354.45
374.37
0.00
7841.76
3576.38
1214.70
760.68
1756.33
1788.19
2935.18
0.00
1174.87
1091.24
633.24
1489.50
2337.79
4807.01
4540.18
3823.31
0.00
254.89
334.54
0.00
0.00
314.63
294.71
0.00
4818.96
3974.65
1377.98
282.77
1485.51
2668.35
3170.16
963.79
872.19
1278.42
2007.24
0.00
3883.05
4205.64
2098.84
2795.79
191.17
0.00
242.94
657.13
0.00
346.49
0.00
768.64
4723.38
5233.15
1417.81
1724.47
712.89
1206.73
1828.02
0.00
1417.81
577.48
696.96
1194.78
2672.33
4735.32
1589.06
2286.02
0.00
617.30
1027.51
0.00
434.10
370.38
601.37
577.48
1222.66
8327.64
11720.82
824.40
426.14
1354.09
1238.59
1951.48
939.90
1887.76
5930.11
1286.38
967.77
454.02
2062.99
2210.35
1549.24
0.00
318.61
0.00
1067.34
286.75
613.32
282.77
0.00
7308.09
8291.80
1139.03
641.20
238.96
1461.62
593.41
2823.67
4412.73
8566.60
1573.13
645.18
234.97
3273.71
2528.96
1951.48
0.00
0.00
278.78
597.39
0.00
310.64
298.70
3755.60
4818.96
1302.31
569.51
808.47
999.64
1995.29
688.99
1537.29
597.39
1226.64
1170.89
2082.91
5372.54
2485.15
1975.38
0.00
0.00
0.00
410.21
227.01
0.00
0.00
0.00
5097.74
7853.71
1051.41
848.30
402.24
4257.41
1859.88
318.61
1620.92
1776.24
617.30
2520.99
2278.05
2759.95
1589.06
1959.44
270.82
704.92
0.00
0.00
0.00
270.82
760.68
203.11
4683.55
5575.66
967.77
1071.32
1119.11
1843.95
3114.40
696.96
1298.33
2544.89
732.80
274.80
2795.79
4102.09
2059.01
2859.51
0.00
330.56
0.00
0.00
0.00
0.00
0.00
0.00
4587.97
4388.84
784.57
461.98
565.53
1995.29
2967.05
696.96
1202.75
2397.53
0.00
1354.09
2250.18
5559.73
3747.64
3289.64
0.00
230.99
0.00
0.00
0.00
203.11
0.00
0.00
3417.08
3827.29
1389.93
1162.92
1624.91
3066.61
2078.92
1457.64
1250.54
959.81
1170.89
1756.33
5209.26
4010.49
3154.23
3743.65
422.16
318.61
0.00
0.00
1047.43
1477.55
0.00
0.00
0.00
6400.06
6360.23
1222.66
1071.32
294.71
2540.91
892.10
1385.95
4416.72
1828.02
943.88
0.00
378.35
1250.54
1083.27
2027.15
390.30
0.00
358.44
310.64
0.00
0.00
426.14
0.00
6658.93
7570.94
720.85
1561.18
2078.92
2198.40
1915.64
2007.24
6551.40
5065.88
485.88
768.64
1143.01
4106.07
1322.23
1820.05
382.33
0.00
211.08
473.93
322.59
366.40
0.00
4711.43
5965.95
330.56
330.56
2015.20
274.80
2700.21
943.88
1198.77
1039.46
0.00
999.64
4078.19
4651.69
3540.54
2990.94
238.96
0.00
378.35
342.50
501.81
438.09
0.00
0.00
5806.65
3508.68
892.10
1039.46
884.14
458.00
3735.69
955.83
1139.03
1433.74
788.56
971.76
2927.22
4133.95
3648.07
2162.56
242.94
0.00
0.00
326.57
0.00
0.00
438.09
0.00
6515.55
7722.28
1545.25
1704.56
939.90
0.00
3584.35
1206.73
1824.04
565.53
1644.82
0.00
3807.38
4424.68
3823.31
4173.78
203.11
0.00
0.00
0.00
0.00
605.36
0.00
0.00
3281.67
4727.36
625.27
653.15
2564.80
1007.60
1664.73
1254.52
219.04
1417.81
1939.53
1170.89
5265.01
3321.50
2803.76
4010.49
0.00
230.99
0.00
310.64
298.70
0.00
0.00
0.00
4122.00
5225.19
561.55
1437.72
1190.80
1083.27
1306.30
1278.42
1736.42
1111.15
358.44
688.99
2600.65
4420.70
4731.34
2309.91
0.00
0.00
0.00
410.21
892.10
0.00
0.00
0.00
645.18
8072.75
9665.80
848.30
2138.66
557.57
1346.12
1943.51
832.37
1855.90
5866.39
828.38
880.16
0.00
1648.80
1660.75
3198.04
418.17
557.57
0.00
390.30
653.15
645.18
326.57
0.00
7570.94
9641.90
609.34
1648.80
1015.57
625.27
541.64
756.70
2660.38
3058.65
728.82
617.30
1174.87
4010.49
3305.57
2361.69
501.81
0.00
246.92
529.69
358.44
0.00
314.63
5014.11
2425.41
1115.13
2345.76
1660.75
884.14
1784.21
704.92
298.70
1521.36
856.26
1154.96
5022.07
2907.31
3512.66
3329.46
0.00
366.40
0.00
681.03
0.00
0.00
310.64
1429.76
3492.75
3054.66
1354.09
537.65
1278.42
0.00
3150.25
1493.48
1632.87
1736.42
0.00
931.93
3978.63
3006.87
1875.81
2859.51
326.57
223.03
0.00
0.00
0.00
0.00
0.00
354.45
4086.16
4360.96
852.28
1154.96
1931.57
975.74
3875.08
1381.97
641.20
931.93
1083.27
1668.71
3731.71
1923.60
3580.37
2903.32
0.00
0.00
0.00
0.00
0.00
290.73
0.00
589.43
3413.10
4858.79
951.84
1366.04
398.26
776.61
2062.99
828.38
744.75
1178.85
541.64
1449.67
3484.78
2222.30
4245.46
4058.28
406.23
473.93
0.00
0.00
688.99
438.09
609.34
0.00
5758.86
5647.34
935.91
1409.84
1015.57
1581.10
4548.14
1672.70
927.95
1182.84
625.27
187.18
3329.46
3305.57
1828.02
3906.94
454.02
0.00
609.34
350.47
465.97
848.30
390.30
688.99
358.44
9737.48
7192.60
1581.10
2767.91
1437.72
1477.55
1684.64
991.67
2206.37
4982.25
621.29
402.24
1322.23
848.30
2963.06
2923.24
374.37
211.08
238.96
223.03
688.99
414.19
0.00
832.37
8168.34
10079.99
1537.29
892.10
1660.75
593.41
2062.99
1545.25
4452.56
3086.52
0.00
792.54
987.69
1684.64
1951.48
1358.07
609.34
262.85
621.29
175.23
0.00
270.82
0.00
4185.72
3855.17
250.90
565.53
497.83
1816.07
1712.52
458.00
0.00
0.00
1286.38
1103.18
2186.45
3397.17
3488.77
3010.85
0.00
0.00
0.00
0.00
410.21
0.00
362.42
215.06
6515.55
2787.83
473.93
1541.27
350.47
1967.41
3966.68
864.23
912.02
621.29
553.58
1067.34
3695.86
2891.38
3751.62
2290.00
513.76
390.30
230.99
768.64
0.00
0.00
0.00
0.00
4532.21
4663.64
796.52
1509.41
1437.72
1381.97
2110.78
696.96
565.53
342.50
685.01
2198.40
5105.71
3170.16
2967.05
4364.94
589.43
322.59
0.00
338.52
0.00
314.63
0.00
0.00
6603.17
5523.88
354.45
1632.87
919.98
657.13
2919.25
955.83
1581.10
0.00
625.27
406.23
4723.38
3978.63
3249.81
3906.94
0.00
593.41
485.88
0.00
0.00
0.00
0.00
0.00
5376.53
7399.69
426.14
1282.40
756.70
1135.04
2891.38
1561.18
983.70
613.32
1170.89
585.44
4341.05
3751.62
3102.45
2517.01
0.00
0.00
0.00
669.08
688.99
370.38
589.43
0.00
0.00
9749.43
7132.86
1198.77
860.24
3417.08
1612.96
1533.31
1955.46
4141.92
3731.71
183.20
692.97
963.79
1389.93
2624.54
2106.80
215.06
302.68
230.99
374.37
649.17
366.40
752.71
0.00
9582.16
8737.85
1601.01
943.88
657.13
0.00
2202.38
1318.24
3166.18
4054.30
195.15
326.57
589.43
2839.60
1565.17
2011.22
242.94
0.00
700.94
322.59
0.00
0.00
306.66
3910.92
4950.39
673.06
1330.19
1131.06
505.79
2847.57
900.07
712.89
1824.04
338.52
864.23
2692.25
1306.30
3667.98
3966.68
334.54
0.00
398.26
645.18
0.00
625.27
0.00
0.00
4966.32
4775.15
410.21
1366.04
1131.06
374.37
3389.20
422.16
1139.03
1541.27
338.52
1310.28
4814.98
1983.34
3341.41
2473.20
398.26
219.04
167.27
334.54
473.93
0.00
0.00
354.45
3154.23
4392.82
1501.44
748.73
1648.80
1278.42
3532.58
2262.12
549.60
1111.15
983.70
0.00
2290.00
5181.38
2652.42
4747.27
649.17
0.00
0.00
0.00
0.00
0.00
0.00
533.67
3102.45
3950.75
1258.51
1445.69
1632.87
1804.12
1668.71
497.83
1035.48
378.35
2138.66
1135.04
3656.04
4902.59
2505.06
2062.99
0.00
0.00
374.37
0.00
0.00
0.00
784.57
0.00
4197.67
6033.66
1095.22
1314.26
203.11
1210.71
5010.12
565.53
573.50
1294.35
282.77
242.94
2051.04
4456.54
1553.22
4110.05
0.00
426.14
378.35
1027.51
330.56
1035.48
665.10
0.00
0.00
11398.23
7754.14
649.17
963.79
1342.14
1246.56
633.24
1612.96
5217.22
3596.30
919.98
581.46
362.42
2250.18
2923.24
1879.79
521.72
338.52
294.71
0.00
422.16
0.00
0.00
290.73
9291.43
9908.74
1760.31
561.55
764.66
238.96
1346.12
334.54
6392.09
4309.19
1513.39
430.12
840.33
1541.27
2748.00
1585.08
406.23
290.73
250.90
661.11
314.63
0.00
0.00
4767.19
6814.25
605.36
549.60
2998.91
764.66
1847.93
1007.60
2118.75
1274.44
1776.24
1091.24
2341.78
2803.76
5734.96
2831.64
0.00
0.00
374.37
0.00
362.42
0.00
565.53
0.00
4261.39
4587.97
916.00
724.84
0.00
1162.92
3596.30
955.83
1521.36
1354.09
298.70
760.68
3508.68
5145.53
4090.14
2644.45
688.99
0.00
0.00
0.00
262.85
262.85
0.00
0.00
3819.32
6646.98
1537.29
1397.90
238.96
1007.60
3560.45
1429.76
1712.52
1660.75
1282.40
605.36
4412.73
2791.81
2449.31
4460.52
334.54
617.30
728.82
0.00
0.00
0.00
0.00
199.13
3357.34
4591.95
1366.04
2975.01
1222.66
2955.10
1999.27
1071.32
832.37
1485.51
1820.05
0.00
2421.43
4846.84
4603.90
3894.99
0.00
274.80
0.00
0.00
207.10
0.00
0.00
318.61
3978.63
4683.55
1254.52
1549.24
692.97
215.06
2636.49
238.96
665.10
230.99
696.96
1234.61
3592.32
5113.67
4364.94
2544.89
227.01
354.45
314.63
0.00
250.90
0.00
653.15
298.70
0.00
8721.92
6220.84
2039.10
1748.37
1354.09
1577.11
1624.91
2130.70
5675.22
3046.70
673.06
0.00
581.46
720.85
1640.84
1453.65
617.30
0.00
764.66
350.47
0.00
298.70
1103.18
0.00
10330.89
6324.39
254.89
1832.00
824.40
1099.20
1346.12
0.00
3198.04
4476.45
338.52
163.29
274.80
1700.57
3440.98
2505.06
270.82
278.78
0.00
0.00
0.00
390.30
270.82
3930.84
4317.15
868.21
919.98
991.67
1318.24
3229.90
1549.24
2031.13
246.92
573.50
1720.49
2867.48
4683.55
3468.85
