Drinking hot water in W
0.00
0.00
0.00
0.00
0.00
0.00
621.29
366.40
776.61
0.00
0.00
720.85
1015.57
282.77
258.87
318.61
350.47
298.70
0.00
286.75
597.39
1310.28
0.00
0.00
0.00
0.00
282.77
306.66
0.00
0.00
1338.16
318.61
0.00
0.00
230.99
0.00
724.84
0.00
0.00
374.37
0.00
0.00
716.87
1461.62
597.39
625.27
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
943.88
872.19
0.00
350.47
0.00
422.16
657.13
0.00
585.44
1007.60
0.00
593.41
362.42
637.22
342.50
1644.82
0.00
0.00
0.00
0.00
0.00
0.00
0.00
298.70
1409.84
700.94
0.00
916.00
0.00
0.00
0.00
0.00
306.66
270.82
374.37
0.00
0.00
657.13
700.94
1214.70
0.00
0.00
0.00
258.87
0.00
0.00
0.00
0.00
354.45
1632.87
0.00
0.00
227.01
0.00
266.83
0.00
0.00
744.75
302.68
0.00
454.02
1270.45
780.59
2142.64
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4488.40
2333.81
0.00
346.49
649.17
326.57
541.64
0.00
1103.18
1182.84
0.00
0.00
0.00
848.30
864.23
318.61
0.00
0.00
0.00
0.00
0.00
0.00
0.00
573.50
1429.76
2102.82
219.04
0.00
629.25
254.89
577.48
0.00
1107.17
1087.25
0.00
310.64
0.00
370.38
0.00
430.12
0.00
350.47
0.00
0.00
242.94
0.00
0.00
669.08
645.18
382.33
362.42
0.00
541.64
876.17
0.00
270.82
0.00
0.00
0.00
585.44
1573.13
577.48
931.93
0.00
0.00
0.00
0.00
0.00
211.08
0.00
0.00
533.67
2325.84
0.00
0.00
0.00
533.67
0.00
681.03
0.00
577.48
0.00
286.75
1381.97
1302.31
864.23
939.90
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
318.61
2043.08
378.35
900.07
708.90
0.00
0.00
294.71
366.40
0.00
0.00
0.00
430.12
1023.53
326.57
756.70
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
995.65
975.74
390.30
366.40
581.46
0.00
1967.41
410.21
0.00
0.00
310.64
0.00
740.77
939.90
374.37
1079.29
0.00
0.00
0.00
0.00
0.00
0.00
