Heat demand in W
1391.50
1607.16
1813.08
2009.87
2175.61
2330.61
2453.04
2510.70
2697.37
2709.98
2781.88
2902.65
2845.92
2739.97
3213.94
3205.12
3272.24
3262.46
2976.80
3334.82
3071.61
3296.85
3359.49
3423.09
3520.42
3560.09
3622.77
3706.57
3769.46
3817.48
3848.77
3876.63
3930.56
3908.09
3705.88
3761.88
3643.48
3406.58
3595.03
3759.55
3698.59
3511.59
3971.61
4079.75
3891.57
4082.38
3871.86
4236.24
4401.79
4477.30
4507.07
4575.76
4659.24
4706.79
4758.78
4801.29
4989.99
5007.78
4870.63
4650.85
4483.59
4411.92
4396.67
4085.92
4304.71
3919.94
4370.25
4451.68
4504.28
4128.89
4306.79
4536.33
4536.96
4553.58
4555.50
4562.88
4543.55
4536.90
4586.42
4599.91
4640.60
4732.87
4719.23
4655.76
4587.64
4248.40
4418.06
4327.87
3869.92
4193.36
4169.12
4042.84
3799.50
3901.20
3727.27
3867.65
3881.10
3860.93
3849.59
3825.36
3801.30
3777.39
3753.62
3688.80
3876.84
3549.70
3517.58
3565.29
3800.23
3750.50
3669.46
3649.35
3432.73
3116.26
3228.43
3488.99
3481.87
3040.13
2999.71
3187.57
3333.89
3313.06
3305.79
3276.46
3259.83
3235.36
3217.17
3183.74
3343.83
3275.49
3125.09
2988.95
2973.89
2855.02
3060.78
2529.15
2631.91
2570.87
2693.52
2689.44
2484.65
2606.15
2660.56
2610.80
2694.65
2694.17
2672.59
2664.62
2657.17
2657.71
2667.13
2671.24
2537.05
2741.65
2764.58
2446.49
2597.62
2564.58
2543.63
2349.11
2395.45
2250.12
2311.07
2078.89
2431.42
2350.98
2210.82
2688.71
2721.88
2790.46
2779.01
2804.92
2851.69
2854.59
2890.63
2641.62
3040.80
3064.73
2779.58
2958.97
2855.98
2781.62
2786.95
2791.36
2570.29
2290.33
2496.48
2519.87
2637.03
2589.28
2571.27
2278.13
2682.55
2684.70
2668.57
2668.76
2672.28
2675.58
2663.65
2664.69
2692.32
2871.40
2491.60
2392.17
2420.53
2684.37
2687.47
2255.47
2409.56
1807.34
2234.08
2529.35
2303.71
2529.13
2363.16
2519.88
2767.26
2786.43
2787.93
2807.64
2833.59
2874.28
2876.49
2911.76
3132.16
3172.48
3141.60
3084.39
2909.13
2880.65
2772.55
2724.06
2759.62
2763.30
2756.06
2373.21
2561.16
2173.10
2407.06
2155.42
2445.06
2430.56
2398.87
2380.02
2353.49
2310.83
2070.80
2249.29
2134.44
1979.50
2116.93
1928.97
1673.18
1894.08
2107.36
2043.83
1947.14
1713.76
1731.82
1839.44
1760.45
1603.40
1931.60
2079.60
2342.18
2362.62
2407.55
2443.46
2462.03
2499.12
2497.66
2539.98
2564.48
2515.42
2051.26
2338.20
2313.38
2453.17
2791.05
2851.23
2510.42
2577.77
2689.44
2763.35
2512.73
2385.77
2639.04
2630.95
2725.58
2733.87
2756.64
2750.70
2734.83
2760.82
2774.33
2698.26
2488.52
2617.89
2093.20
2086.54
2338.72
2084.86
2282.93
1908.44
2209.39
2034.75
2150.27
2178.27
1924.93
2031.16
2276.84
1997.56
2424.76
2116.00
2473.69
2519.03
2276.08
2586.90
2663.77
2707.95
2816.94
2267.80
2453.33
2299.84
2493.77
2176.55
2525.41
2499.76
2447.19
2290.32
2490.05
2260.50
2499.12
2046.15
2611.34
2797.19
2860.40
2938.76
3050.52
3086.49
3111.22
3116.51
3085.80
2618.22
3178.85
2812.16
3152.47
3174.36
3089.77
2988.60
3095.17
2764.69
3073.43
3048.21
2691.68
2980.07
2408.45
2739.07
2639.14
2875.25
2919.36
2924.93
2915.13
2985.75
2981.85
2967.88
2950.59
2540.05
3046.49
2649.34
2603.17
2336.82
2542.38
2425.98
2602.28
2662.86
2377.61
2197.55
2426.62
2722.71
2515.46
2247.40
2452.87
2571.19
2698.62
2714.27
2758.95
2798.86
2817.86
2865.68
2901.00
2903.27
2875.69
2883.68
2861.78
2779.87
2570.22
2532.42
2865.30
2497.83
2671.61
2771.68
2900.00
2556.45
2879.44
2872.92
2806.16
2714.40
3056.40
3077.93
3089.15
3104.34
3139.67
3160.50
3179.99
2944.12
3239.84
2940.68
3022.65
3267.56
3315.75
3130.35
3244.74
3350.14
3098.46
3445.47
3241.87
3516.25
3554.48
3254.92
3282.30
3427.33
3682.28
3729.39
3731.20
3727.27
3725.47
3727.09
3718.28
3713.22
3853.05
3791.48
3509.25
3710.74
3444.33
3592.20
3447.54
3259.30
3440.08
3250.08
3068.70
3251.60
3068.20
2519.13
2817.32
2726.77
2893.19
2820.78
2813.62
2786.67
2761.47
2745.41
2784.36
2885.87
2957.57
3064.18
2758.85
2713.58
3011.33
2674.21
2510.94
2845.80
3040.41
3112.17
2806.21
3168.61
3250.81
3240.53
3233.20
3094.44
3347.44
3278.76
3251.78
3216.07
3226.81
3230.75
3249.46
3247.23
3461.85
3463.90
3347.20
3106.12
2908.06
2829.50
2489.50
2697.73
2658.00
2848.81
2632.53
2677.30
2322.14
2637.32
2785.86
2853.33
2961.68
3009.83
3052.69
3050.52
3057.89
3076.99
3067.49
3033.60
2862.25
2918.56
3223.52
2790.63
2992.49
2822.99
2694.07
2884.58
2885.31
2502.97
2812.00
2955.11
2928.36
2714.75
2758.13
2753.77
2993.00
3007.39
2981.88
3009.68
3030.98
2999.73
2999.62
2821.74
2784.89
3031.14
2978.23
2800.42
2878.24
2727.39
2672.65
2456.44
2392.95
2590.94
2827.37
2428.25
2818.18
2831.66
2708.60
2998.91
3038.25
3068.95
3084.04
3119.28
3200.11
3264.42
3286.54
3328.35
3293.06
3313.40
3027.57
2713.33
2874.99
2876.88
2829.30
2548.79
2728.95
2410.51
2902.29
2640.69
2956.93
2800.38
2982.99
2736.71
3023.29
3088.28
3142.49
3176.27
3216.79
3302.55
3311.40
3304.52
3180.99
3334.68
3353.16
2937.58
3078.00
2651.74
2679.48
2521.70
1935.88
2375.58
2482.12
2412.29
2620.57
2703.85
2413.79
2820.77
2823.77
2842.09
2910.39
2975.19
2802.53
3158.65
2956.00
3315.25
3272.12
3582.47
3474.50
2997.76
3178.57
2896.92
2706.64
2658.58
2732.06
2751.24
2630.12
2817.17
2825.08
3013.50
2933.97
2917.39
3348.80
3455.06
3526.74
3581.56
3685.40
3739.79
3778.52
3836.22
3546.25
3772.27
3644.17
3786.74
3598.11
3491.58
3303.76
3077.08
2827.48
3122.33
2614.06
