Drinking hot water in W
0.00
0.00
0.00
0.00
0.00
0.00
350.47
0.00
294.71
0.00
0.00
0.00
0.00
0.00
0.00
334.54
0.00
0.00
0.00
330.56
955.83
426.14
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
270.82
0.00
0.00
0.00
0.00
0.00
270.82
0.00
0.00
0.00
593.41
434.10
800.50
338.52
0.00
0.00
0.00
242.94
211.08
0.00
0.00
0.00
0.00
0.00
0.00
0.00
330.56
298.70
0.00
0.00
0.00
736.78
0.00
0.00
720.85
458.00
0.00
354.45
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
246.92
0.00
0.00
0.00
0.00
0.00
0.00
219.04
0.00
0.00
0.00
0.00
366.40
0.00
661.11
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
605.36
0.00
418.17
0.00
0.00
0.00
0.00
0.00
0.00
0.00
410.21
1043.44
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
549.60
0.00
0.00
0.00
0.00
0.00
0.00
0.00
812.45
0.00
438.09
0.00
0.00
0.00
230.99
505.79
0.00
0.00
0.00
0.00
370.38
0.00
0.00
0.00
967.77
266.83
354.45
0.00
0.00
0.00
378.35
0.00
573.50
410.21
0.00
0.00
0.00
354.45
314.63
298.70
0.00
0.00
0.00
314.63
0.00
0.00
0.00
318.61
1035.48
0.00
266.83
270.82
0.00
0.00
322.59
0.00
0.00
792.54
740.77
904.05
673.06
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
633.24
0.00
0.00
0.00
0.00
577.48
904.05
0.00
0.00
465.97
0.00
0.00
1314.26
0.00
346.49
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
322.59
0.00
0.00
322.59
374.37
0.00
0.00
0.00
346.49
0.00
422.16
0.00
310.64
477.91
302.68
0.00
0.00
0.00
0.00
0.00
0.00
342.50
0.00
398.26
692.97
366.40
0.00
0.00
0.00
0.00
0.00
238.96
0.00
294.71
0.00
414.19
0.00
0.00
338.52
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
430.12
473.93
0.00
0.00
