Electricity demand in W
267.05
351.14
267.05
877.01
394.75
501.08
1517.85
2231.67
1046.24
3975.93
5825.99
1827.09
4581.19
4475.35
952.02
1183.42
843.02
3119.20
7164.20
2726.70
3094.24
6445.57
1769.74
1548.63
267.05
267.05
742.74
702.70
652.73
343.40
267.05
673.96
3152.75
1425.10
3035.32
698.53
639.76
583.79
645.70
687.19
1565.02
3211.11
1619.08
5253.59
5249.70
1636.28
4563.03
9083.01
292.76
286.90
521.61
267.05
350.80
404.62
614.71
2184.44
4347.30
5303.09
2831.80
1300.04
2743.59
4767.18
2146.29
5050.36
3205.41
2495.02
6321.48
5982.57
4428.82
3456.83
7301.69
1549.85
267.05
267.05
934.58
655.45
767.80
817.31
597.14
714.05
1560.68
883.47
2295.90
2736.35
585.43
1095.14
471.94
1387.84
4520.16
3699.22
10458.99
6136.84
3115.34
4518.79
1415.61
1671.24
267.05
267.05
532.50
497.16
788.50
354.79
793.02
1263.61
3312.90
1979.52
2407.27
1763.33
804.92
3358.15
1158.35
1224.01
1300.75
1200.59
4564.55
2763.99
3102.89
1338.18
4005.21
2429.37
267.05
843.28
389.16
416.46
508.78
352.18
398.26
412.20
1277.69
3023.36
1615.66
4122.31
4812.60
1565.72
6911.70
1419.61
3915.62
2334.27
3001.18
2488.46
2668.51
3506.20
5982.61
1422.76
280.28
2644.56
299.62
267.05
728.45
267.05
755.99
2418.97
1924.99
1447.82
2358.83
3056.95
3417.54
695.87
4295.47
10311.91
2018.79
5463.08
4761.01
5817.85
2399.42
3172.77
6392.38
3580.75
292.76
425.79
519.89
267.05
431.81
611.18
915.88
593.72
3820.10
5129.73
680.51
3361.25
2646.62
1314.33
441.46
766.47
3411.89
768.53
5078.18
4687.49
8975.44
4963.34
3378.35
1882.24
267.05
359.62
419.50
578.02
359.62
308.37
805.07
4882.00
2881.43
2551.54
863.09
1503.41
1841.13
802.94
964.42
752.38
4715.56
5122.05
2728.10
2824.91
3930.02
4407.53
4858.61
2843.06
267.05
267.05
373.59
532.69
527.51
478.63
405.38
2588.54
2462.67
684.75
2879.25
2522.35
2538.22
3959.52
3463.64
2532.46
3535.88
1460.41
3400.52
1547.00
4102.20
2252.87
10533.75
614.20
267.05
569.37
633.26
451.16
511.69
584.94
563.47
644.58
2145.19
1397.12
3067.86
1867.27
1349.49
939.38
880.79
2343.56
3049.10
2359.27
5208.56
5190.20
4742.17
5158.79
4638.90
2991.56
267.05
3348.09
574.41
807.72
427.34
581.60
3036.94
802.13
5159.67
706.70
4340.98
888.22
2537.99
573.84
725.11
3494.31
5276.66
2746.43
2607.20
1274.27
3669.50
6781.05
5989.15
2398.93
267.05
1486.19
335.25
344.10
570.87
495.83
711.47
457.98
1627.01
1799.39
956.11
2806.88
1502.51
1507.77
2239.15
3175.06
3437.87
1332.15
3372.82
3918.30
5941.85
4551.54
1305.42
2624.39
267.05
796.92
417.91
705.52
521.21
496.65
349.23
2451.40
605.03
803.27
763.34
635.08
1785.24
2443.64
1170.63
2356.42
2076.50
5187.46
5735.91
4005.61
4672.46
1566.71
2905.43
2361.93
270.90
480.92
775.36
522.90
436.69
389.91
3050.60
2659.83
1112.93
829.13
907.72
3930.04
703.15
2147.72
2391.46
2381.81
2749.75
2311.67
2212.61
4781.84
4227.27
4717.34
4426.45
3905.35
271.61
400.93
436.49
267.05
504.93
570.38
267.05
588.29
1877.41
607.22
1907.90
2839.05
916.04
3043.87
664.80
669.30
4060.22
4599.42
3819.78
4039.97
2069.74
6044.31
6020.44
2383.34
267.05
422.55
267.05
267.05
425.72
602.33
518.77
390.41
951.05
1578.83
515.94
992.24
3300.21
761.95
890.70
1251.52
1305.90
1344.20
3475.91
3826.22
4424.38
1381.00
3926.72
839.04
267.05
649.08
350.81
583.44
566.17
280.74
749.08
4699.83
1329.98
1049.01
2024.16
991.19
1797.90
2040.36
867.85
3849.17
2841.99
3066.14
2473.46
5368.50
4453.70
1500.99
7183.40
1441.08
267.05
465.67
479.30
547.65
419.43
588.97
405.99
589.50
895.82
3200.92
1062.69
660.65
998.07
1212.59
1596.87
495.18
2573.95
4268.59
6087.18
3992.09
6312.54
2778.90
2480.68
932.20
267.05
339.11
667.77
339.11
484.69
925.52
480.00
660.73
874.81
1970.79
2429.67
3789.02
4292.98
2854.40
3034.02
1797.47
3798.64
7401.90
6399.77
7901.41
4580.01
3043.29
3008.66
6568.77
267.05
652.76
570.83
548.09
501.76
504.17
332.00
320.33
838.42
2185.84
2584.14
1928.74
819.33
5522.28
1536.57
2773.91
3543.06
5559.47
3348.47
4253.38
5243.27
3351.53
3699.25
6244.66
267.05
566.18
367.38
412.87
267.05
398.78
918.70
1003.99
3223.80
1150.71
2137.84
4377.16
762.30
883.32
482.49
2116.43
1522.42
1753.50
3510.38
4209.88
4267.18
2746.41
4874.83
4705.35
292.76
574.73
423.77
429.67
690.95
504.14
768.07
2968.00
1166.77
889.19
3412.19
1382.38
4302.79
3001.10
1256.55
677.48
2105.88
5252.26
3195.43
4994.19
6618.19
1341.35
5414.75
742.27
267.05
637.65
376.64
439.95
520.64
573.63
497.13
825.21
1068.14
2329.94
1135.12
457.17
584.25
482.87
5618.31
1399.62
952.01
3357.57
2544.01
7756.80
2877.76
4650.53
1654.02
3609.90
267.05
1391.57
514.55
431.09
519.53
432.00
419.20
857.89
2046.69
956.84
2797.06
405.31
852.98
2402.24
3564.93
1341.48
1605.19
3948.12
2791.91
5080.99
1304.80
4558.15
4886.02
6037.19
267.05
704.09
445.98
426.34
600.89
267.05
710.33
822.90
4962.30
4155.41
3433.89
945.42
471.32
1747.02
412.27
1197.35
3444.18
2919.88
3877.22
7512.95
5666.09
2822.69
5001.37
3287.91
267.05
352.11
593.61
267.05
267.05
724.08
267.05
616.91
3554.34
2206.45
1486.47
1253.10
769.01
2421.35
786.56
2094.53
5349.73
1216.55
7573.64
4338.75
4898.84
4257.44
5276.11
1930.75
267.05
357.59
599.55
436.22
430.71
347.84
267.05
2651.97
985.74
834.81
1049.69
1201.59
2491.88
689.97
8209.10
2522.97
2765.38
909.64
3324.78
1285.43
3465.34
2703.89
3860.60
740.39
267.05
267.05
413.16
634.80
641.64
527.85
776.72
789.42
2822.11
1190.83
2028.41
2031.94
637.88
6129.71
850.61
450.29
384.58
1754.18
2860.80
1605.96
2228.22
5332.98
9269.67
3932.23
267.05
1288.50
267.05
417.85
552.82
516.93
1987.24
2285.36
2947.83
919.54
1123.15
2915.13
552.76
685.45
505.85
568.51
985.75
1925.25
1331.21
7885.88
3674.49
1743.20
6046.30
869.57
303.56
902.37
774.02
267.05
632.79
401.84
428.82
3881.31
3667.47
849.33
2468.25
452.10
675.23
668.49
1008.53
1150.28
1077.43
3455.74
8846.33
2889.38
5623.89
5186.49
5720.10
3167.79
332.68
421.91
619.55
529.50
509.04
267.05
536.86
437.64
1507.15
2526.63
2578.50
1015.03
413.03
566.51
620.37
1939.02
1185.48
2984.16
2843.98
2596.37
4331.37
4102.78
3787.70
1247.84
267.05
722.58
406.99
267.05
610.39
647.76
625.06
643.64
2392.79
3033.82
1794.17
1565.47
879.51
835.82
1906.95
1446.67
957.21
2628.79
4302.93
5407.26
3023.69
4629.56
2740.83
2315.24
267.05
478.62
267.05
580.67
478.03
618.76
486.15
709.64
1096.80
4878.11
1780.32
2647.43
2593.89
856.64
3987.15
1360.77
4196.21
2774.36
5256.74
2477.41
4650.43
3581.93
6795.07
1859.28
281.88
403.66
677.13
440.42
501.41
267.05
459.18
633.74
2719.37
6223.41
4231.69
1918.60
4360.94
6230.28
4582.43
2060.10
4390.23
5034.25
2991.65
4424.34
6883.56
2524.44
4787.81
3031.96
267.05
348.44
586.10
267.05
299.42
1588.00
508.40
1138.20
793.66
801.74
3588.50
889.18
957.68
3958.61
632.29
663.35
2266.07
3345.79
3649.51
2495.42
2265.00
2307.56
5210.12
984.36
267.05
430.46
398.16
428.16
483.22
352.52
615.15
1742.27
905.23
1048.85
887.83
613.66
1423.73
2296.82
2830.78
5476.58
2719.89
898.68
1118.26
3154.50
4040.16
5627.60
7511.29
7059.60
335.51
516.21
566.51
396.96
474.31
545.30
531.54
3055.91
2694.67
2697.83
1468.05
515.33
766.13
3761.11
825.29
780.69
2134.29
5229.15
4283.34
2146.21
6680.50
5442.94
2412.62
3146.99
267.05
267.05
267.05
424.90
420.64
636.88
474.72
415.55
3265.03
4173.84
836.46
2320.68
3118.50
688.43
1913.67
1018.77
4600.45
2357.51
3259.25
3643.37
7255.25
3999.84
7313.15
3364.95
290.51
545.86
603.14
723.75
388.62
560.31
1412.03
750.01
1271.25
1989.21
734.87
733.95
514.44
3109.17
787.40
3425.86
2500.91
953.17
2885.18
7779.27
9022.40
3282.04
7350.47
7466.43
267.05
474.39
630.73
500.64
529.98
267.05
455.07
534.01
834.00
2238.50
2371.12
3025.80
7072.60
1959.46
4708.21
1293.08
2540.65
1206.35
6981.56
5883.22
3473.07
2102.29
4712.89
2925.07
329.55
470.80
483.25
694.49
267.05
355.61
472.88
590.46
3395.59
1195.52
6529.21
2307.19
3312.74
4582.02
2383.36
4146.09
1744.80
5622.62
8556.40
5013.90
5268.12
5859.83
2106.34
779.08
267.05
567.71
504.73
418.22
335.52
416.54
678.04
1686.26
1119.82
3102.18
1185.63
1044.06
927.52
4842.44
3708.96
6960.63
2015.71
4208.30
1520.61
4044.06
4936.89
3171.44
4421.33
1817.06
300.15
529.21
419.64
670.00
366.12
489.46
433.21
631.53
743.16
742.85
651.08
3280.39
899.06
3589.32
961.93
814.15
1827.95
2999.39
2547.32
2972.97
7243.64
4068.73
4228.26
4050.42
267.05
267.05
603.27
982.24
442.10
740.73
665.43
728.65
3134.45
4023.17
3282.46
3171.51
1653.82
845.69
3317.85
803.84
4188.71
2907.13
3937.68
2306.29
3247.31
7869.36
4386.84
1043.79
267.05
352.33
362.61
267.05
381.98
519.29
585.91
699.04
2954.41
3137.73
4327.14
568.43
3970.20
3853.70
2233.99
5438.00
2882.71
2935.56
2325.87
3407.51
6886.31
2912.30
1664.04
1399.47
276.17
511.19
518.34
700.51
347.83
267.05
1910.14
935.30
2471.55
848.35
878.29
1578.14
933.82
4221.03
1604.79
3014.08
900.20
4721.25
1420.96
7028.61
4201.50
3061.18
4677.01
764.30
267.05
400.99
267.05
430.76
267.05
649.81
586.81
674.06
1356.58
3058.05
763.92
495.03
748.19
5606.61
2629.20
4796.96
4230.39
783.64
1187.11
6946.98
3048.00
5084.39
3894.05
3534.56
292.76
837.12
682.70
660.54
739.75
711.07
801.81
534.80
2267.82
5409.47
3437.87
1917.57
2547.73
5010.25
1738.85
379.27
2339.11
2035.46
4109.26
2319.03
6204.74
5136.60
1900.96
3413.52
267.05
387.04
409.70
345.70
643.92
489.96
411.78
2963.67
1158.98
844.25
1152.45
1457.51
2917.17
1909.68
1072.48
2744.26
3024.10
2385.06
2446.96
3966.65
4650.77
5049.44
4320.46
1539.19
267.05
522.70
486.73
609.47
267.05
586.44
646.01
1352.59
5168.46
1523.06
1063.19
2489.63
975.61
1904.45
3474.08
3136.21
895.05
3965.90
1853.09
4809.54
1779.32
2542.39
3019.21
6265.55
267.05
347.23
563.42
344.76
267.05
807.95
567.19
824.96
1101.92
1936.56
2961.06
1641.05
961.49
3559.33
836.49
3906.03
1366.56
1388.70
4558.59
1618.54
4349.02
2896.36
2383.44
4937.24
267.05
561.12
577.88
493.89
664.96
286.90
548.30
5480.50
3023.29
1049.92
629.04
585.20
1192.02
2884.59
2866.43
1025.53
2493.05
2862.92
4458.80
1464.25
1237.49
5217.09
6365.90
3826.67
267.05
491.41
393.23
644.87
428.01
393.23
359.08
548.06
970.06
3196.64
1252.36
824.01
542.17
2553.70
2754.07
1887.65
3974.76
3992.72
1278.86
2764.78
2561.95
6173.11
1875.72
4926.97
267.05
278.64
1068.68
430.23
512.76
461.12
337.42
