Heat demand in W
7944.45
8863.75
9798.27
10671.03
11395.52
12035.11
12192.31
12835.37
13456.77
13671.67
14167.25
14665.66
14559.20
14951.13
15072.54
14725.95
13807.52
14063.29
14236.69
14771.13
14668.04
13922.78
15168.56
15637.88
16365.42
16610.82
16780.67
17241.87
17494.06
17691.72
17857.97
17827.49
17307.49
18390.64
18218.92
17697.43
17546.74
17092.53
17701.11
17062.17
17254.26
17575.38
18212.11
17375.78
18152.99
18578.19
18201.77
19417.63
20429.52
20768.30
20863.19
21209.96
21625.88
21822.41
21997.85
21585.68
21615.09
22711.72
21219.67
21324.23
20276.96
19850.30
19187.54
19057.04
18309.99
18962.78
18168.29
19238.04
19710.46
18997.08
19529.88
19715.36
20483.52
20623.77
20595.04
20596.42
20569.82
20541.22
20884.58
20391.84
20578.77
20733.42
20510.61
19746.88
20079.75
19613.39
19655.74
18990.22
18569.11
17360.61
17420.71
17088.26
17393.25
16313.60
15754.13
16893.06
17132.17
16839.46
16982.14
16916.19
16831.46
16748.92
16634.96
16134.30
15959.35
16919.01
16146.60
16127.00
15367.30
15584.63
15855.51
15374.64
15363.31
15242.19
15319.14
14071.70
13969.67
14534.87
13638.03
14307.12
14840.57
14147.44
14675.06
14547.42
14479.07
14361.66
14319.57
14045.76
13699.02
13440.50
13280.53
12462.79
12020.49
11830.18
12225.17
12704.99
12306.40
12172.10
11851.35
11336.58
11578.51
11766.02
10997.50
10895.77
11889.59
11888.66
11777.14
11808.30
11794.30
11778.19
11881.53
11771.26
12394.16
12288.42
11958.38
11466.58
10670.05
10337.48
10776.25
10263.34
9880.34
9855.87
9910.84
10616.98
10831.61
11241.75
10745.78
11190.87
12384.90
12732.58
12651.92
12760.36
12965.45
12996.09
13100.05
12485.38
12578.45
13258.91
13050.61
13098.21
12563.55
12048.56
11744.08
11876.86
11668.76
10609.93
10840.31
10792.93
11422.11
11254.93
10908.09
10783.90
11972.29
11996.39
12011.75
11924.08
11743.93
11977.29
11819.21
11834.61
11351.02
12101.09
11723.84
11577.67
11480.49
11545.44
12073.86
11317.21
11618.55
11180.04
11408.02
11971.99
11262.36
11893.54
12044.92
11675.52
12838.33
12846.52
12866.51
12891.00
13085.16
13267.21
13340.75
13359.15
13433.06
13805.11
13938.58
13805.81
12809.49
12138.41
11774.05
11512.77
11548.57
11614.95
11395.64
11448.22
10274.10
9897.69
9454.12
9602.26
10700.73
10646.46
10476.74
10435.95
10253.06
10100.15
10096.29
9764.39
9759.45
9689.72
9239.21
9414.04
9248.40
8774.68
8561.42
8390.74
8172.80
8012.73
8085.11
8341.55
8553.23
7911.54
8496.36
10021.51
10894.13
10903.48
11143.95
11308.18
11362.38
11534.24
11503.20
11757.63
11930.45
12530.38
11995.68
12004.24
12093.22
12014.01
12589.21
13041.47
12816.92
11719.52
12294.30
12839.97
11446.13
11989.33
11249.86
12049.42
12469.94
12390.46
12609.97
12560.11
12427.30
12592.69
12611.56
12022.69
12479.67
11475.07
11344.46
11128.33
10417.57
10784.95
10056.42
10301.67
10220.72
9613.54
10100.53
10155.08
10595.95
10345.14
10564.38
10681.83
11331.03
11506.22
11629.10
11860.59
12055.04
12160.59
12521.12
12714.42
13003.25
13327.28
11893.61
12395.75
11516.17
11671.68
10941.96
11790.18
11505.94
11708.86
11726.01
12257.43
11688.34
12454.69
12539.35
12661.68
13463.28
13847.08
14360.86
14517.64
14607.93
14501.35
14269.55
14312.99
13818.52
14654.08
14361.76
14342.78
14181.75
13986.24
13940.38
13571.96
13383.52
12360.38
13017.56
13194.39
13704.82
12714.45
13066.06
13321.51
13349.27
13372.80
13266.36
13684.42
13299.43
13527.23
13164.62
12998.88
13057.85
13402.33
12649.17
12792.64
11981.16
12506.00
12947.89
11527.97
11223.36
10749.28
11091.76
10664.14
11681.71
10874.44
10754.49
11586.57
12293.85
12372.32
12577.78
12823.67
12881.08
13107.25
13086.17
13449.76
13799.53
14082.62
13581.52
13740.19
13121.05
13276.89
13070.77
12857.95
11913.92
12307.39
12615.94
11853.18
12274.28
12529.88
12464.48
12408.40
13976.56
14008.03
14056.74
14164.56
14314.36
14443.49
14497.48
14502.93
15051.43
15435.01
15721.17
15210.02
15118.67
15510.46
15314.65
15086.99
14881.26
14819.11
15392.06
15712.24
15632.07
15458.20
16111.64
16320.63
16999.24
17093.93
17176.06
17094.05
17073.73
17083.47
16793.19
16786.16
17367.25
17570.28
17254.85
17195.37
16649.78
16606.88
16487.74
15820.30
15255.90
15051.82
14367.29
13439.99
13123.28
12310.74
12486.16
12996.06
12855.75
12661.51
12477.73
12391.47
12238.58
11943.92
12387.47
12908.23
13602.51
12826.91
13277.39
13310.82
12166.73
12702.73
13060.18
12877.62
13257.08
12821.20
13143.58
13338.30
14343.76
14158.94
14217.70
14983.16
15248.92
14937.03
14646.66
14445.77
14562.62
14591.15
14684.20
14279.70
15150.92
14542.41
14177.50
13039.13
11886.68
12225.66
11481.97
11866.93
10965.55
11374.03
11493.41
11604.15
11687.40
11700.88
11882.38
12304.52
13303.93
13526.89
13735.59
13737.96
13713.07
13860.92
13849.73
13848.36
13481.05
13946.31
13336.58
13130.64
12909.31
12000.14
11923.54
12050.90
12016.27
11798.51
11878.06
12138.26
12057.72
11673.87
10968.77
13135.15
13369.44
13453.97
13294.53
13467.30
13570.57
13424.44
13404.08
13170.62
13552.34
13226.10
13126.19
12245.07
12427.15
11538.29
11672.05
11258.36
11459.34
11753.01
12321.02
13490.45
14048.34
13080.74
13302.71
13001.35
13887.65
14009.28
14054.78
14256.09
14692.33
15005.09
15108.79
15255.67
15065.73
15680.66
15206.39
14044.69
14127.94
13381.57
13158.09
13224.29
12893.30
12492.93
13006.43
13044.37
12446.65
12588.89
12340.83
12726.33
13757.25
14064.48
14387.48
14518.75
14714.08
15179.87
14977.97
15314.32
16086.96
16071.18
15499.83
14496.08
13314.26
12611.19
11468.42
11472.68
10813.43
11281.27
11785.06
11567.93
12260.46
11570.61
12343.26
12888.52
12951.98
12571.37
13354.44
13672.14
14217.61
14661.64
14896.93
15439.74
15488.14
15935.05
15590.75
15048.28
13593.57
12306.87
12464.09
12451.98
12490.10
11190.04
12489.93
13232.53
13202.15
12869.81
13687.38
15064.54
15526.61
16054.70
16356.28
16591.65
17159.77
17194.35
17266.11
17772.51
18125.86
17682.99
17591.80
16968.90
15684.55
15180.41
14159.76
12949.81
13629.12
13952.75
14481.67
13688.49
15061.44
14319.89
15002.05
15695.34
16396.32
16659.57
16954.42
17072.85
17398.82
17360.73
17272.04
17461.43
18348.32
17955.96
16768.39
15896.33
14712.57
14380.99
13800.25
12890.54
12870.46
13260.22
13705.52
14543.54
14636.93
14134.48
14108.91
14198.98
15663.40
15961.89
16387.63
16447.50
17145.35
17537.87
17914.76
17735.15
18502.14
17511.66
17081.88
16036.32
15328.37
15200.53
14646.95
13470.90
12740.48
12962.59
13632.35
14001.08
14493.70
14477.47
14975.45
15067.72
16175.82
16573.61
16833.32
17134.35
17346.45
17388.90
17555.41
17760.40
18181.21
18197.51
17274.36
16191.96
15028.95
13860.74
13252.80
13380.15
13348.27
12989.18
13637.61
13632.31
14058.19
14221.67
14689.69
14079.40
14916.11
14547.68
14302.31
13728.06
13798.11
14084.02
14182.91
13654.01
13806.08
13983.05
13564.67
13938.86
13340.26
13268.16
12625.78
12957.68
12995.76
11920.16
11734.22
11381.50
10758.11
11474.69
10565.89
11212.57
11783.84
12626.60
12923.33
13286.26
13539.07
13787.32
13754.57
13689.71
13708.65
14679.11
14085.40
13032.95
12969.09
13277.31
12840.54
11997.79
12525.25
12143.27
12827.90
11711.67
12259.62
12889.57
13220.99
13354.75
13721.82
13544.54
13955.64
14121.02
14230.04
14324.86
14242.54
14141.83
14085.56
14063.87
12822.31
12767.00
12576.69
12161.36
12041.25
11655.91
12385.17
12243.90
11832.24
12096.21
11444.01
11517.69
11615.83
11606.66
12918.42
12992.47
13189.57
13240.00
13215.11
13349.92
13412.69
13208.40
13759.06
13320.19
12993.84
12580.20
12343.60
12113.28
11896.11
12122.07
11584.60
12362.42
12107.52
12255.59
11888.48
12220.38
12400.53
12065.13
12779.03
12881.18
13015.55
13139.71
13013.48
13217.09
13277.08
13038.33
13961.46
13184.94
12808.58
13207.51
10928.50
10760.73
9582.57
10264.71
9484.96
9609.04
10370.81
10929.88
11450.21
10483.07
11091.46
12077.18
13489.29
13968.65
14231.97
14635.70
15019.35
15559.54
15922.13
16060.88
17052.57
16327.60
15169.34
14346.00
13582.06
12437.15
11910.12
11442.41
10616.40
11503.19
11914.65
12004.60
12555.22
12772.90
12838.10
12638.28
13538.43
13768.75
13954.12
14189.73
14344.32
14309.26
14494.89
14478.79
15407.82
15282.39
14226.26
12322.53
10728.23
11054.93
10370.73
9114.57
8892.60
8128.97
10358.29
10843.56
10648.15
11354.65
12257.44
12703.94
14029.34
14514.05
14970.77
15580.37
16045.76
16335.01
16595.99
16017.41
16728.05
16911.55
15931.40
14755.20
13247.44
12664.97
12463.64
12717.19
12862.48
12118.22
13418.92
13344.46
12689.33
13380.79
13065.19
14532.79
15072.63
15150.14
15378.86
15726.26
16130.88
16418.58
16135.00
16458.14
17109.94
17062.13
15920.72
13865.18
12253.70
11603.24
10768.87
9017.79
8061.67
8851.51
9548.66
10468.68
10345.01
9783.72
8688.34
10214.95
10784.15
10823.21
11103.26
11482.59
11249.58
11465.60
11501.33
11085.95
11740.54
11654.63
11063.91
10097.08
9890.72
9079.36
9439.49
8522.14
7550.81
7337.72
8085.88
7831.84
7121.15
8437.45
8762.25
8432.34
9243.61
9389.26
9501.67
9689.85
9809.17
9935.65
10061.04
10098.61
9840.08
10177.77
10345.76
10520.60
9915.85
9791.25
10299.45
9824.26
9905.48
9856.10
9494.72
9198.67
9211.72
8761.88
9187.14
9094.33
10169.63
10304.27
10401.57
10455.18
10531.49
10672.27
10692.05
10789.23
10994.88
10839.24
10317.11
10837.66
10129.28
10266.21
9933.10
9283.59
9751.40
9498.19
8738.18
8603.18
8627.02
8446.21
8851.34
9074.83
9809.63
9638.00
9409.14
9504.46
9302.32
9196.68
8639.57
8805.91
8879.74
9271.00
8709.28
8567.98
8281.26
8269.08
8087.93
7566.17
8064.20
8960.83
8611.97
9875.34
9993.60
10032.07
10621.47
11620.21
11660.73
11352.04
11884.95
12112.97
12616.35
12758.56
13058.81
12998.47
14147.28
13906.66
14306.10
12926.85
14301.21
14677.04
14091.84
14411.06
14266.74
13979.35
12780.50
14046.79
13976.09
13648.88
14273.59
13845.19
15107.72
15149.82
15419.29
15322.95
15404.95
15599.76
15749.08
15773.18
16460.56
15640.94
15360.81
14533.31
14024.49
14015.04
13715.09
13917.06
13372.19
14134.67
13624.04
14004.02
14288.39
13872.75
14134.02
14785.42
15645.24
15857.31
16096.50
16464.78
16623.36
16771.41
16861.48
16965.53
17470.45
17559.83
17355.63
16676.91
16687.26
16493.88
16616.03
16252.33
15233.35
15726.36
15462.66
15969.69
15715.16
16713.62
16682.45
15124.51
17025.84
16770.88
16321.73
16324.27
16311.16
16272.34
16146.79
16121.06
16551.22
16102.24
15193.15
15612.63
14796.57
13507.17
12870.11
12557.06
12255.05
11892.57
11027.72
12322.01
12263.90
11779.62
12128.42
12737.27
12992.70
13165.93
13358.82
13467.72
13778.41
13973.08
15480.18
15704.48
15894.89
15875.93
15141.84
15849.20
13850.76
14941.40
15019.77
14514.03
13486.04
13792.28
13953.79
14597.25
13966.63
14908.10
14846.61
14860.85
15351.90
15676.65
15798.51
16030.59
16264.98
16354.07
16406.78
16389.21
16703.66
16263.06
15514.87
15481.51
14482.59
13822.75
13383.40
12873.67
12680.19
12260.94
12724.26
11957.12
12461.35
11620.05
11577.85
11627.62
11929.88
11505.25
11723.92
12060.93
12004.87
11959.86
11913.95
11641.26
12039.31
11585.09
11736.48
10909.98
10259.17
10405.73
10022.90
9997.92
9314.10
8540.42
8672.16
7973.34
8118.62
8018.57
8357.12
8431.79
9094.99
9176.68
9235.43
9252.43
9639.66
10266.09
10165.41
9764.91
11336.65
11618.31
11622.20
11390.76
10833.05
10249.91
9924.19
9781.47
9030.22
8691.80
8678.99
8680.82
9479.96
8460.78
10153.85
10668.29
11277.67
11337.08
11355.74
11484.46
11642.87
11835.18
11879.94
12012.94
12408.01
12156.28
11894.08
11322.30
11743.70
11591.73
10950.96
10955.63
10405.69
9480.80
9244.13
10304.28
10976.96
11104.19
10559.02
11192.56
12581.86
13071.36
13110.27
13248.83
13669.42
14351.51
14703.45
14602.50
15004.41
14943.37
15103.62
14248.64
13971.40
13906.81
14034.57
14964.33
14779.64
15120.70
15174.34
14611.75
15054.32
14521.86
14941.62
14774.21
15901.86
16068.30
16251.25
16395.48
16410.78
16534.38
16640.50
16428.54
16722.76
15869.33
16399.50
15901.22
16010.59
15246.26
15142.76
14712.61
14991.11
13445.62
14254.77
15155.97
14022.67
14440.90
13912.99
14976.45
15334.26
15328.68
15609.93
15703.99
15987.44
15982.77
15767.92
16126.21
16565.94
15824.64
16067.35
15094.86
14900.34
14043.90
13260.19
13431.44
12694.22
12739.06
12939.18
13210.02
12711.15
13300.00
12864.19
14318.10
