Internal gains in W
220.33
220.33
220.33
220.33
220.33
220.33
220.33
220.33
10.33
10.33
773.22
294.50
10.33
159.70
710.54
221.08
10.33
80.33
835.57
320.75
865.02
463.14
220.33
220.33
220.33
220.33
220.33
220.33
220.33
220.33
220.33
330.97
247.57
218.21
224.45
1352.35
693.43
271.91
25.82
95.82
290.81
1009.13
25.82
180.50
1801.61
344.62
314.45
1043.67
220.33
220.33
220.33
220.33
220.33
259.64
255.76
335.41
533.88
111.72
258.07
895.34
257.87
241.03
200.45
150.33
216.40
1224.60
391.21
389.94
395.62
408.83
369.19
220.33
220.33
220.33
220.33
220.33
220.33
220.33
220.33
306.01
88.67
80.33
666.38
10.33
121.90
879.99
722.79
287.21
507.83
296.53
310.85
151.33
284.93
791.26
355.57
296.94
220.33
220.33
220.33
220.33
220.33
220.33
246.76
930.58
275.14
974.01
862.58
95.82
144.27
211.50
61.72
80.33
199.43
636.53
1344.36
786.38
228.96
340.21
938.74
256.05
220.33
220.33
264.88
220.33
220.33
264.88
220.33
220.33
156.10
216.40
149.71
258.26
582.20
221.91
10.33
46.80
150.33
222.30
278.20
952.63
227.14
415.82
333.76
927.57
220.33
220.33
220.33
220.33
220.33
303.71
220.33
267.53
830.13
316.83
386.86
305.39
959.92
251.23
168.64
80.33
150.33
184.10
958.86
705.17
1592.27
301.82
832.13
235.82
220.33
220.33
220.33
220.33
220.33
220.33
313.93
306.59
264.47
186.78
227.86
201.72
607.16
151.19
77.85
80.33
757.37
326.14
285.05
261.19
787.97
1417.70
350.64
305.99
220.33
220.33
255.38
295.62
220.33
260.57
220.33
220.33
10.33
50.57
80.33
1202.20
10.33
120.57
80.33
10.33
242.35
653.87
1306.05
1491.24
362.88
361.90
866.62
220.33
220.33
220.33
220.33
220.33
220.33
220.33
259.43
257.04
168.88
10.33
10.33
10.33
49.43
47.49
10.33
10.33
714.87
950.37
693.35
772.50
301.59
1026.72
710.95
220.33
220.33
220.33
220.33
257.56
220.33
235.01
861.96
928.49
357.76
344.41
294.57
377.90
1077.71
250.19
232.67
114.48
10.33
80.33
263.55
248.69
63.90
220.33
289.60
220.33
220.33
220.33
220.33
220.33
269.07
253.78
220.33
220.33
537.99
25.82
10.33
10.33
10.33
32.35
10.33
10.33
10.33
10.33
43.78
179.69
114.90
273.90
297.83
220.33
220.33
220.33
220.33
220.33
220.33
244.49
220.33
220.33
80.33
49.22
10.33
104.49
220.81
203.86
223.36
906.39
932.43
337.42
235.21
137.23
150.81
235.82
259.98
244.49
220.33
220.33
220.33
220.33
220.33
220.33
220.33
254.35
80.33
121.44
310.19
801.24
10.33
10.33
80.33
131.72
762.59
760.54
306.69
373.48
309.24
441.50
325.68
254.10
220.33
220.33
220.33
252.56
220.33
220.33
220.33
323.11
329.91
25.82
132.53
542.04
10.33
80.33
95.82
183.92
157.05
241.67
402.41
413.99
811.16
1069.30
402.78
235.82
220.33
220.33
253.86
220.33
220.33
253.86
905.80
220.33
10.33
54.90
10.33
10.33
54.90
10.33
10.33
10.33
54.90
10.33
150.33
335.38
293.74
1459.01
997.39
235.82
220.33
220.33
220.33
220.33
220.33
220.33
257.62
323.11
120.45
80.33
187.04
813.28
220.63
122.95
25.82
25.82
496.90
25.82
10.33
80.33
757.92
356.03
327.52
938.59
220.33
220.33
220.33
220.33
220.33
220.33
220.33
372.81
211.67
730.27
125.61
225.75
857.42
250.23
195.61
550.37
55.33
39.84
165.01
238.43
664.06
372.98
313.34
220.33
220.33
220.33
220.33
220.33
247.42
220.33
220.33
220.33
52.54
