Zip	T_me	T_ne	Zone	Altitude	Latitude	Longitude
85283	8.9	-13.3	13	431	48.6049869	11.6222763
90478	10.0	-12.3	13	317	49.4429032	11.1044714
92342	8.9	-13.6	13	418	49.183423	11.348378
30966	9.9	-11.0	3	64	52.2964253	9.7308342
74255	10.0	-11.0	6	284	49.3594109	9.3420547
24976	8.9	-8.1	3	37	54.7459084	9.38824
97279	9.6	-11.6	13	277	49.8600642	10.11463
06905	9.4	-13.5	4	121	51.6904785	12.7353461
79843	7.7	-13.4	14	834	47.8743285	8.373864
27749	10.0	-8.9	3	8	53.0472662	8.640136
95138	7.3	-14.6	10	594	50.3557333	11.6385605
83246	8.3	-12.9	13	622	47.73552890000001	12.4571325
21274	9.0	-10.7	3	103	53.1973356	9.975689
20249	9.9	-9.2	3	8	53.5900195	9.9897945
18581	8.7	-10.2	2	50	54.3502808	13.4767608
15745	9.7	-12.6	4	59	52.3170435	13.6223898
01217	9.9	-12.9	4	158	51.0144606	13.7439601
65555	9.9	-10.0	7	192	50.4156133	8.063814299999999
48527	10.1	-9.0	5	18	52.43764669999999	7.048719999999999
53227	11.1	-8.1	5	76	50.7225704	7.1557344
55276	10.9	-10.1	12	90	49.83597570000001	8.353858299999999
74939	10.6	-10.3	12	145	49.29679729999999	8.8226362
18236	9.1	-10.9	2	33	54.0631588	11.7968001
94244	7.4	-13.7	10	572	49.0324253	13.0026224
63849	9.6	-11.3	12	269	49.89210449999999	9.2413586
72516	8.2	-12.7	13	635	48.0743365	9.2968088
77773	9.0	-11.8	8	546	48.3111595	8.371970899999999
47589	10.5	-8.2	5	44	51.6738215	6.284361199999999
45889	11.3	-7.4	5	40	51.5364462	7.1149676
94348	9.0	-13.8	13	330	48.8941127	12.4883424
81243	9.0	-13.2	13	530	48.1461738	11.4370982
83646	8.1	-13.9	15	664	47.7479738	11.532873
39606	9.4	-12.4	4	22	52.7890715	11.7223312
85296	8.9	-13.5	13	419	48.6074644	11.5654495
85119	9.1	-13.2	13	368	48.73238449999999	11.5761534
01169	9.8	-13.3	4	212	51.04405389999999	13.6665997
01848	8.5	-14.0	9	341	50.9889401	14.1559133
57642	8.7	-10.3	6	412	50.6312626	7.870066
54655	8.8	-10.7	6	438	50.05755389999999	6.6013778
46342	10.1	-8.8	5	71	51.8807629	6.938673
53424	10.4	-9.0	5	175	50.5867341	7.202768299999999
34466	8.9	-11.5	7	268	51.3340627	9.1815449
57548	9.4	-9.8	6	300	50.8084235	7.881979199999999
28719	9.7	-9.0	3	6	53.1531542	8.7130944
64409	10.5	-10.2	6	176	49.929429	8.763157399999999
87789	8.1	-13.8	13	630	47.92279449999999	10.2011111
87787	7.9	-13.9	15	667	47.9103788	10.2543022
86742	8.7	-12.7	13	468	48.9701921	10.4562576
37444	6.2	-14.2	6	683	51.7404502	10.5280685
19370	9.7	-11.5	4	47	53.427957	11.8776221
02953	9.3	-14.7	4	131	51.533076	14.6623392
86926	8.5	-14.0	13	593	48.0791408	11.0731173
85123	9.1	-13.3	13	369	48.6673149	11.4074367
06842	9.6	-13.3	4	74	51.8180517	12.2418011
97846	9.4	-11.3	6	243	50.0453375	9.519951
53489	10.2	-9.1	5	185	50.5283824	7.2204115
65817	9.5	-10.7	7	305	50.1449687	8.3673263
57632	9.8	-9.6	6	286	50.6475614	7.527755600000001
88260	8.1	-13.3	13	644	47.698093	9.9497347
96050	9.2	-13.7	13	248	49.8791421	10.9244
24220	8.8	-8.9	2	48	54.2419813	10.0891154
16244	9.2	-13.3	4	66	52.8499191	13.6828706
03229	9.5	-13.9	4	86	51.64967540000001	14.0256
86647	9.0	-13.5	13	410	48.60252759999999	10.7190853
97618	9.3	-11.0	13	251	50.3542075	10.257883
89364	8.8	-12.9	13	483	48.4585049	10.3582101
10365	10.1	-12.0	4	51	52.5190891	13.4949508
17091	9.2	-13.1	4	49	53.6518606	13.1241434
26556	9.7	-8.3	1	0	53.5902476	7.458034699999999
76777	11.1	-9.9	12	100	49.1174846	8.318583
33617	10.0	-9.6	6	162	52.005081	8.5246804
54472	8.9	-10.6	6	427	49.8912436	7.0732437
25840	9.1	-8.8	1	0	54.3898494	9.0673506
71642	10.4	-10.9	12	204	48.9073224	9.2575008
97944	9.6	-11.4	13	331	49.4723473	9.6502987
97877	9.9	-10.8	13	224	49.7338642	9.4743245
65199	9.7	-10.5	12	287	50.0859846	8.178891000000002
66882	10.0	-9.7	6	256	49.4239762	7.4783025
82515	8.6	-13.6	13	580	47.9139845	11.4245772
25873	8.9	-9.0	3	15	54.4498694	9.1488069
14822	9.5	-13.0	4	44	52.2003735	12.7926843
29699	9.3	-10.4	3	60	52.904597	9.6581778
24643	9.1	-10.1	3	21	53.8645742	10.0631063
24327	8.9	-8.6	2	41	54.2591447	10.6544506
91093	9.4	-13.2	13	294	49.6547241	10.8913218
98530	8.2	-12.5	10	431	50.5826265	10.5349769
56170	10.1	-9.3	5	246	50.4423663	7.590468400000001
88099	8.9	-11.1	13	556	47.6591542	9.7096367
94486	9.1	-13.3	13	332	48.6897211	13.0017632
32278	9.8	-10.1	6	123	52.2251494	8.6566223
04931	9.6	-13.1	4	93	51.4344034	13.221322
77723	10.6	-9.8	12	218	48.4094882	8.0218952
27404	9.2	-10.0	3	43	53.2679831	9.2725744
72517	8.4	-12.5	13	619	48.0701496	9.2630432
93336	8.8	-13.3	13	439	48.8969537	11.6528283
93494	8.2	-13.7	13	466	49.2853469	12.6746034
93087	8.8	-13.7	13	357	48.9208022	12.2044415
86865	8.5	-14.0	13	576	48.1477661	10.5942152
41061	11.7	-7.0	5	72	51.1941892	6.429517199999999
54292	10.6	-9.0	7	124	49.7700344	6.6792434
40212	11.8	-6.9	5	43	51.22360339999999	6.780529
51467	10.5	-8.6	5	133	51.0139761	7.079237399999999
51469	11.1	-8.2	5	78	50.987157	7.104717099999999
32694	9.4	-10.7	6	178	52.0269121	9.0173133
78606	8.0	-13.0	14	770	48.0174196	8.7265964
24601	8.8	-9.2	3	43	54.1199264	10.2282012
36289	8.1	-12.8	7	433	50.8815014	9.8566315
14774	9.5	-13.0	4	27	52.40321420000001	12.4160508
77704	10.7	-9.7	6	204	48.527811	8.0555632
29488	9.4	-11.7	4	17	52.9146137	11.2152899
87545	6.4	-15.8	15	1055	47.5376286	10.2850265
55595	9.0	-10.8	12	385	49.8638457	7.731759200000001
90473	9.3	-13.3	13	340	49.4005237	11.139112
95503	8.1	-13.7	13	464	49.8949337	11.5061666
17213	9.2	-12.5	4	65	53.44759000000001	12.4319928
71735	9.7	-11.5	6	285	48.87977129999999	8.9653641
72631	9.9	-11.2	6	328	48.62489739999999	9.2418574
24644	9.0	-9.0	3	24	54.1407386	9.8911374
57586	8.3	-10.9	6	471	50.7273315	7.927425799999999
78112	7.6	-13.3	8	824	48.12639970000001	8.3371401
01067	10.5	-12.3	4	112	51.05754959999999	13.7170648
91798	9.2	-13.2	13	429	49.0617227	11.0029735
47169	11.2	-7.6	5	23	51.512382	6.7635077
46325	10.3	-8.5	5	48	51.8441276	6.8572196
40233	11.5	-7.4	5	43	51.2198064	6.8119048
86480	8.7	-13.2	13	530	48.1991265	10.3857483
59427	10.1	-9.6	5	117	51.53842849999999	7.6481486
69198	10.2	-10.5	6	241	49.474868	8.7197271
94350	8.2	-13.9	13	482	49.01678709999999	12.5944403
85456	9.0	-13.6	13	429	48.39050779999999	11.9800201
86150	9.1	-13.5	13	495	48.3656729	10.8942662
39596	9.4	-12.7	4	33	52.727602	11.9501613
54516	10.2	-9.3	7	178	49.9883776	6.9034795
45143	11.3	-7.5	5	58	51.46279209999999	6.9787572
77830	10.1	-10.6	6	279	48.6843423	8.1945598
68167	11.7	-10.0	12	102	49.4985401	8.488693999999999
30159	10.9	-10.0	3	57	52.3749839	9.7388153
88444	8.5	-13.0	13	564	48.0648223	9.8283758
89293	8.4	-13.0	13	584	48.1212613	10.1277829
64750	9.6	-10.9	6	291	49.78854639999999	9.0752805
65347	9.5	-10.3	12	317	50.01444	8.056710599999999
25563	9.2	-9.8	3	5	53.9306622	9.7505702
97999	9.5	-11.7	13	347	49.5279849	9.8421014
13599	10.1	-12.1	4	33	52.5485032	13.2385645
65468	10.9	-9.9	12	84	49.9112155	8.3828584
89431	9.0	-12.8	13	441	48.5424415	10.3239754
89443	9.0	-13.3	13	407	48.655003	10.6480182
49453	9.7	-9.8	3	49	52.5926152	8.4728918
56593	9.7	-9.5	6	299	50.58842	7.531010099999999
57638	10.1	-9.3	6	199	50.6661979	7.5920144
46282	10.6	-8.2	5	37	51.6510004	6.968923299999999
52393	9.3	-9.5	6	384	50.70257369999999	6.3786897
21227	9.3	-10.3	3	31	53.3362201	9.9734979
37293	8.7	-12.8	7	312	51.0060594	10.1648786
95032	7.4	-14.9	10	561	50.2939903	11.9050501
38877	7.1	-13.7	6	549	51.664129	10.7218641
63937	10.2	-10.8	6	181	49.6686309	9.2103516
71549	10.2	-11.2	13	296	48.9333322	9.5234932
06578	8.8	-13.4	4	296	51.29236969999999	11.1138654
06794	9.6	-13.8	4	90	51.6010742	12.1945719
18299	9.1	-12.0	4	9	53.9080728	12.3444359
14641	9.6	-12.6	4	37	52.631423	12.8120194
17039	9.2	-13.0	4	61	53.6039926	13.2898821
06648	9.3	-13.5	4	217	51.124189	11.5332342
36160	8.4	-12.3	7	390	50.5309909	9.8103002
31157	10.0	-10.9	3	66	52.2395766	9.8333352
27711	9.3	-9.7	3	39	53.2648107	8.7422227
49084	10.4	-9.0	5	71	52.2711346	8.0862113
67582	10.9	-10.4	12	94	49.7429604	8.3229467
75210	10.4	-10.7	6	202	48.8994595	8.5750137
64665	10.9	-10.5	12	93	49.7365976	8.585234
31626	9.8	-10.6	3	24	52.7290373	9.2334341
63934	9.8	-11.1	12	247	49.7736904	9.2472028
71737	10.1	-11.1	13	305	48.9434546	9.3417365
57439	9.4	-9.8	6	262	51.1035104	7.866654599999999
26452	9.6	-8.5	1	-2	53.5011295	8.01193
29575	9.2	-11.3	3	63	53.1317523	10.5982234
91315	9.3	-12.8	13	281	49.7275604	10.8311519
73497	8.5	-12.9	13	516	48.9763864	10.3524846
44379	11.0	-8.1	5	74	51.5096015	7.3777551
56588	10.4	-9.2	6	140	50.5496845	7.419148799999999
41065	11.1	-7.7	5	43	51.19517	6.4593441
50935	11.3	-8.0	5	61	50.9210958	6.8968829
04860	9.5	-13.2	4	87	51.5486301	12.9525423
09481	7.2	-15.0	10	611	50.5771254	12.8681889
95615	7.8	-14.2	10	527	50.0145062	12.1116987
10409	10.3	-11.9	4	50	52.5433958	13.4413606
56862	10.4	-9.4	7	92	50.0425903	7.1155482
74838	9.1	-11.8	6	437	49.4571344	9.2104238
64686	9.8	-10.6	6	299	49.7123004	8.6922898
78337	8.9	-11.3	13	613	47.6857668	8.8962072
34637	9.1	-11.5	7	224	50.8406868	9.2932167
73489	9.0	-12.5	13	439	49.0300234	10.0982292
91586	8.8	-13.3	13	442	49.2768001	10.6852019
06792	9.6	-13.7	4	89	51.6299461	12.2546342
13469	10.0	-12.3	4	45	52.6130455	13.3398094
50829	11.1	-8.1	5	46	50.9829287	6.8693678
99086	9.9	-12.3	9	183	50.995767	11.0342893
83737	7.8	-13.8	13	684	47.8102049	11.8988503
34587	9.4	-11.8	7	164	51.1435738	9.4505637
34233	8.9	-11.7	7	252	51.3502842	9.5262922
89188	8.0	-13.2	14	698	48.5085354	9.7544868
87549	6.8	-15.4	15	892	47.5740689	10.2903405
86863	8.7	-14.1	13	510	48.2635887	10.6052102
70182	10.8	-10.3	12	328	48.7772635	9.1875123
08373	9.2	-13.8	9	257	50.8553613	12.5643008
09112	9.5	-13.0	9	330	50.8330573	12.9077033
21075	9.3	-9.7	3	34	53.45994049999999	9.9288308
88436	8.1	-13.5	13	623	47.98829449999999	9.823498
85659	8.6	-13.7	13	518	48.1794523	11.9699065
99880	8.8	-13.2	10	318	50.9318497	10.5608574
51377	11.0	-8.3	5	83	51.0546646	7.072237899999999
79104	10.8	-10.2	6	323	48.0033988	7.8891785
49186	9.9	-9.8	6	98	52.1406115	8.0410329
67240	11.0	-10.6	12	86	49.57741739999999	8.3599128
65428	11.0	-9.3	12	91	49.9901899	8.432798199999999
18317	8.9	-11.6	2	7	54.3107674	12.4996689
09661	9.2	-13.6	9	275	51.0070443	13.125568
39130	9.8	-12.0	4	62	52.15576610000001	11.5721967
85667	8.3	-14.0	13	586	48.0216794	11.8131392
83559	8.7	-13.6	13	410	48.1509183	12.3308309
14478	9.8	-12.4	4	36	52.36701189999999	13.0929825
67814	7.8	-12.6	6	663	49.6292961	7.9307795
77796	9.7	-11.1	6	416	48.2531376	8.110794499999999
25718	9.4	-9.0	1	0	54.01391289999999	8.8976689
83734	7.6	-14.1	15	751	47.7579667	11.8243385
76530	10.5	-10.1	6	228	48.7581482	8.2223291
44149	10.8	-8.2	5	99	51.5070785	7.4176438
63939	9.8	-11.0	12	255	49.7955315	9.1547643
96472	8.6	-12.3	13	375	50.3109186	11.0324667
29413	9.3	-11.8	4	69	52.7836781	10.8767222
02797	7.9	-15.5	10	437	50.8412532	14.7423869
83550	8.7	-12.8	13	483	47.9873386	12.0733719
25368	9.3	-9.9	1	-2	53.7811152	9.6138325
37290	8.7	-12.5	7	303	51.2096007	9.9388149
13347	10.7	-11.3	4	44	52.5496772	13.3643415
53121	10.9	-8.3	5	73	50.73363089999999	7.060132899999999
47166	11.1	-7.8	5	27	51.4935895	6.768954099999999
47119	11.1	-7.8	5	29	51.4534764	6.7325141
68809	11.0	-10.3	12	105	49.2918657	8.5216574
63500	10.7	-10.2	12	116	50.0341081	8.948556199999999
32839	9.3	-11.1	6	158	51.8697126	9.0863736
64380	10.5	-10.3	6	167	49.8624196	8.7619712
31600	10.1	-10.3	3	45	52.5175929	8.9066686
94227	7.0	-14.1	11	648	49.0176942	13.237823
25462	9.2	-10.1	3	12	53.6405776	9.8592201
97230	9.7	-11.4	13	251	49.8271889	10.0063184
24116	9.5	-8.1	2	27	54.32487	10.1135158
94356	9.0	-13.7	13	324	48.95444699999999	12.5394407
84533	9.0	-13.1	13	388	48.2552203	12.8446545
85447	8.7	-13.7	13	487	48.3683646	11.9927454
74374	9.6	-11.5	6	299	49.06709619999999	8.9090913
49134	9.9	-9.6	5	94	52.33309449999999	8.041220299999999
54340	10.0	-9.5	7	246	49.8389074	6.8519481
14979	9.6	-13.0	4	37	52.3687324	13.3165257
13355	10.4	-11.8	4	46	52.5420552	13.3900984
66954	9.6	-10.3	6	378	49.209096	7.5664395
71720	10.1	-11.0	13	272	49.0309465	9.3631815
25596	9.2	-9.3	1	4	54.02256730000001	9.3799367
73257	10.1	-11.0	6	310	48.68673889999999	9.3520569
39439	9.5	-12.8	4	75	51.7975334	11.6126844
91183	8.9	-13.6	13	406	49.2415618	10.9638001
24897	9.1	-8.8	3	2	54.5734947	9.7549239
37581	9.1	-12.3	7	174	51.8672671	10.0583724
06366	10.0	-12.8	4	84	51.73979509999999	11.9707612
07987	8.6	-14.2	9	368	50.6981579	12.2341959
04288	9.6	-13.1	4	136	51.2928924	12.4645518
94239	7.1	-14.1	10	641	48.96535979999999	13.0060132
77756	10.5	-10.2	6	253	48.2831556	8.173212
94377	9.0	-13.8	13	328	48.9538889	12.6073343
86488	8.8	-13.0	13	512	48.2376267	10.2942836
39444	9.2	-12.8	4	160	51.8472326	11.5348352
49549	10.2	-9.3	5	51	52.1364814	7.7372402
26160	9.6	-9.5	3	8	53.1856017	8.0205892
67127	11.0	-10.3	12	104	49.4319401	8.260250599999999
49424	9.7	-9.7	3	39	52.78949540000001	8.4350183
72505	8.2	-12.6	13	629	47.99859190000001	9.2207584
31185	9.7	-11.3	3	94	52.2083557	10.1984322
06449	9.3	-13.0	4	146	51.7793089	11.4729835
83527	8.2	-13.6	13	570	48.1839425	12.1649446
83129	8.3	-13.1	13	580	47.9548195	12.328449
86707	8.8	-13.6	13	440	48.5663323	10.830666
44653	11.1	-7.8	5	47	51.546826	7.1614185
79369	11.0	-9.7	12	172	48.1691546	7.6530305
79689	10.3	-10.3	12	346	47.6434744	7.777499600000001
74074	10.2	-10.8	13	231	49.1260683	9.2582575
34289	8.7	-11.7	7	289	51.3802214	9.2664336
27721	9.5	-9.4	3	27	53.1953433	8.7272731
25845	9.2	-8.2	1	-1	54.5130975	8.8948337
87629	7.4	-14.7	15	796	47.5736375	10.6653526
91338	8.7	-13.5	13	419	49.6231756	11.2314398
02997	9.5	-14.3	4	130	51.38362240000001	14.2431905
97783	9.6	-11.2	13	225	50.0406511	9.7867575
73575	9.3	-12.1	13	414	48.8494284	9.8766058
31542	10.1	-10.8	3	66	52.3365112	9.3702418
36369	7.8	-12.4	7	510	50.5865434	9.2894506
63875	8.9	-11.9	6	411	49.91917609999999	9.2902555
37691	8.3	-12.4	7	362	51.7503906	9.3987768
74906	10.1	-11.0	12	252	49.243727	9.0626332
76706	11.0	-9.9	12	98	49.1701585	8.4202765
64521	10.9	-9.7	12	93	49.9056025	8.4598122
68239	11.1	-10.7	12	97	49.4637092	8.560081
87477	7.4	-14.3	15	746	47.6608782	10.366951
07819	8.7	-14.1	9	341	50.7238637	11.8369896
06808	9.7	-13.6	4	82	51.6013325	12.3071114
84335	8.7	-13.2	13	427	48.3454326	12.7205702
97225	9.5	-11.3	13	273	49.9016992	9.812895
88171	8.2	-12.9	15	657	47.5824064	9.9090586
97464	9.6	-11.3	13	234	50.06223500000001	10.1833043
53879	10.7	-8.3	6	164	50.6533185	6.788765199999999
97842	9.7	-11.2	13	238	49.8671966	9.6380599
30179	10.4	-10.5	3	51	52.41240089999999	9.7575455
31079	8.9	-12.0	3	241	52.04112749999999	9.9131892
24145	8.9	-8.6	2	47	54.2850224	10.1501975
38104	9.7	-11.5	3	82	52.2764013	10.5814705
86807	8.4	-14.0	13	637	48.0262862	10.7345072
96169	8.9	-12.8	13	316	49.9766408	10.7704156
72411	9.2	-11.8	6	475	48.39935209999999	8.9717548
35578	9.5	-10.8	7	240	50.549895	8.5162205
54536	9.3	-10.2	7	361	49.9925684	7.0900566
63911	10.5	-10.7	12	136	49.7679621	9.1806167
84553	8.6	-13.3	13	485	48.1280132	12.6759362
93437	8.6	-13.2	10	399	49.31389600000001	12.8339072
19063	9.3	-11.4	4	35	53.59491490000001	11.4551431
85662	8.4	-14.1	13	572	48.0481043	11.7020474
85356	9.0	-13.5	13	440	48.3827885	11.7631748
86660	9.0	-13.2	13	421	48.67543819999999	10.6947078
38464	9.4	-12.1	3	117	52.36007009999999	10.9010258
97857	9.6	-11.2	13	256	49.9018172	9.6721344
13159	9.6	-12.9	4	48	52.6247459	13.4037697
45663	10.9	-8.1	5	59	51.5819787	7.2346403
24873	8.9	-8.6	3	25	54.6586107	9.5218256
67727	9.9	-10.3	6	276	49.5505327	7.853222499999998
28201	9.8	-9.1	3	0	53.0593756	8.8043744
30171	10.4	-10.6	3	58	52.36569429999999	9.7536133
24620	9.0	-9.3	3	26	54.0710273	10.0393924
81547	9.1	-12.8	13	538	48.1018529	11.5768486
06343	8.3	-14.0	6	320	51.5981877	11.4586877
38554	9.6	-11.6	3	61	52.4627603	10.7193919
34621	8.7	-12.0	7	311	50.9731159	9.3242903
28816	9.6	-9.3	3	8	53.0063839	8.7178351
47638	10.6	-8.2	5	45	51.4220239	6.2540853
67598	10.5	-10.0	12	189	49.69302099999999	8.1945775
56112	10.5	-9.1	7	151	50.3101356	7.6118814
77966	10.8	-9.6	12	160	48.2922119	7.741568099999999
96164	9.2	-13.5	13	239	49.9533982	10.8752049
90431	10.1	-12.2	13	302	49.4459471	11.0267573
90596	9.0	-13.6	13	363	49.3007529	11.1217674
29355	9.5	-11.3	3	54	52.6420934	10.2596847
97497	9.4	-11.7	13	269	49.9068234	10.4026992
92245	8.6	-14.4	13	404	49.4199496	11.8875102
21337	9.6	-10.7	3	38	53.2466765	10.4429366
16348	9.5	-12.7	4	62	52.7836022	13.4903565
56769	8.0	-11.5	6	544	50.2766982	7.0070748
28237	9.7	-9.0	3	5	53.1317586	8.7069552
37632	8.8	-12.1	7	231	51.9297148	9.6380382
70374	10.9	-10.2	12	279	48.8096645	9.2415192
42119	10.1	-8.6	6	300	51.241269	7.156482899999999
80807	9.2	-12.5	13	505	48.1865394	11.585399
70734	10.1	-11.1	12	340	48.8053415	9.2875041
18513	9.0	-11.8	4	2	54.066752	12.9305782
85661	8.7	-13.6	13	504	48.16914879999999	11.9135267
73642	8.8	-12.5	13	516	48.8904349	9.6470416
29468	9.3	-11.8	4	50	52.8907479	10.9563139
58339	8.7	-10.3	6	377	51.2665091	7.467771099999999
67748	10.2	-9.8	12	158	49.6835501	7.6501717
78655	8.3	-12.6	6	666	48.2261037	8.4786778
27239	9.6	-9.7	3	48	52.79928289999999	8.594511100000002
36219	8.6	-12.5	7	323	51.0416201	9.8593703
38479	9.6	-11.6	3	63	52.471672	10.7392619
91599	8.7	-13.0	13	473	49.1479115	10.4237708
67157	10.1	-10.0	6	259	49.4404976	8.1818165
70180	10.8	-10.2	12	308	48.7643143	9.1752629
90765	9.6	-13.0	13	289	49.5005653	10.9940158
88142	9.7	-9.8	13	413	47.5703038	9.638431
96158	9.1	-13.3	13	278	49.8157902	10.8660394
90614	9.3	-13.5	13	317	49.4210933	10.8529109
49849	10.0	-9.0	5	26	52.5373622	6.8422277
79249	10.8	-10.2	6	288	47.9653404	7.8266448
76848	8.9	-11.6	6	539	49.2093364	7.879566100000001
69436	9.6	-10.9	12	351	49.4118442	8.9269634
74865	10.0	-11.0	12	284	49.3239102	9.1472328
73066	10.0	-11.0	6	323	48.71942010000001	9.5691887
24245	8.9	-9.1	3	31	54.21897449999999	10.1654107
18556	9.0	-7.9	2	4	54.6439306	13.3453917
73577	8.7	-12.6	13	514	48.8826128	9.8149482
63936	8.9	-11.8	6	457	49.6403924	9.2472502
31633	10.2	-10.6	3	33	52.5098108	9.1482826
66798	9.6	-10.1	6	374	49.3271048	6.6434337
84384	8.5	-12.5	13	510	48.33249559999999	13.013275
18337	8.9	-11.3	2	36	54.16124749999999	12.4615682
78570	7.8	-13.1	14	807	48.031025	8.874217
16767	9.7	-12.7	4	32	52.7223891	13.1915942
95183	7.4	-15.0	10	552	50.3619376	11.9346972
29579	9.3	-11.8	3	31	53.0214073	10.5734149
86507	8.6	-14.5	13	532	48.2383434	10.8573948
67229	10.9	-10.3	12	117	49.54376449999999	8.2368311
82439	8.1	-13.9	13	626	47.6913111	11.3021415
85053	9.4	-12.7	13	366	48.7505672	11.4578898
54634	9.7	-9.7	7	327	49.9681215	6.542345999999999
50859	10.9	-8.5	5	56	50.9534818	6.8358142
83553	8.5	-13.0	13	525	48.0385059	12.0474706
94262	8.0	-13.3	10	479	49.0305416	12.883881
72658	9.8	-11.2	6	352	48.572032	9.2682129
01561	9.6	-13.6	4	132	51.2834635	13.6765407
38471	9.6	-11.8	3	60	52.490134	10.8936653
79346	10.9	-10.2	12	229	48.1327914	7.673795999999999
16547	9.6	-12.7	4	47	52.70171329999999	13.3018473
24941	9.0	-7.9	2	36	54.7675063	9.4051553
56759	8.0	-11.5	6	541	50.2516571	7.0782815
79822	7.4	-13.6	8	885	47.92728049999999	8.192580099999999
27299	9.5	-9.8	3	13	53.0047548	9.1688496
74385	10.4	-10.8	12	198	48.961891	9.2108171
97725	9.4	-10.8	13	233	50.1452562	9.9643872
82396	8.6	-14.0	13	584	47.9250485	11.1619244
19217	9.0	-11.2	2	48	53.7794357	11.0496685
07646	9.0	-13.7	9	295	50.8562787	11.7790587
15377	9.3	-13.4	4	98	52.5680015	14.0735324
01896	9.1	-14.1	9	259	51.1905921	14.0051025
52477	10.6	-8.5	5	162	50.86482	6.1756589
40724	10.8	-8.1	5	74	51.1770783	6.957192399999999
57413	8.6	-10.6	6	400	51.20890379999999	8.0182899
25794	9.1	-8.8	1	-2	54.2676572	9.2956373
72355	8.2	-12.6	14	688	48.2069452	8.7578166
35745	9.2	-11.0	6	268	50.6859062	8.2960569
89607	8.8	-12.8	13	512	48.2105247	9.6553446
23826	9.0	-10.4	3	31	53.8931936	10.1763137
97534	9.6	-11.4	13	246	49.9645373	10.1206673
86756	9.0	-13.0	13	423	48.8172641	10.5166222
73479	8.6	-12.8	14	514	48.9671719	10.1711494
76768	11.1	-10.0	12	109	48.9823979	8.205235199999999
31848	9.7	-10.7	7	120	52.2184983	9.4374888
82404	8.3	-13.7	13	602	47.7232835	11.3324575
13403	10.3	-11.9	4	38	52.57405079999999	13.318645
12169	9.9	-12.1	4	50	52.45552929999999	13.339803
17328	9.1	-14.2	2	33	53.30035090000001	14.2150304
49479	10.1	-9.1	6	61	52.2483027	7.7094645
86856	8.5	-14.6	13	558	48.1608372	10.7181594
86709	8.6	-12.9	13	501	48.90664719999999	10.7765397
94368	9.0	-13.8	13	331	48.8693489	12.4459766
93470	7.1	-13.7	11	660	49.17576589999999	13.1049924
95632	7.7	-14.2	10	532	50.0429213	12.039721
35428	9.4	-11.2	7	234	50.4773564	8.5809977
26446	9.5	-8.7	1	3	53.4563345	7.868048099999999
45147	11.0	-7.7	5	103	51.4371895	6.988340399999999
52372	10.6	-8.5	6	153	50.7380994	6.4905127
87496	7.2	-14.8	15	803	47.8280407	10.3799773
24351	9.1	-7.8	2	23	54.5813865	9.9288238
93133	8.6	-14.4	13	410	49.2401214	11.998728
01773	5.8	-15.2	10	786	50.7766262	13.7364624
16227	9.5	-13.3	4	24	52.8419071	13.7391022
14828	9.1	-13.1	4	119	52.1717811	12.3747308
87634	7.2	-14.8	15	813	47.8537281	10.4380868
18209	9.1	-10.2	2	52	54.09946650000001	11.8760791
85417	8.9	-13.6	13	436	48.410253	11.7937314
07330	8.3	-14.1	10	425	50.5297658	11.3827995
22589	9.2	-9.8	1	18	53.5764593	9.8230107
38271	9.7	-11.5	3	102	52.0839788	10.2314832
60313	11.8	-8.3	12	108	50.11539440000001	8.680582099999999
67547	11.1	-10.1	12	94	49.6290294	8.3703118
76872	10.9	-10.1	12	132	49.06854269999999	8.1351976
52134	10.8	-8.3	5	112	50.8840217	6.1086614
52457	10.7	-8.7	5	108	50.8965203	6.2670273
52428	10.9	-8.1	5	88	50.9418933	6.394430799999999
41749	10.8	-8.1	5	36	51.2901799	6.3561159
47506	10.8	-8.2	5	33	51.4479279	6.5514802
41468	10.9	-8.2	5	38	51.1615558	6.774528999999999
78594	8.1	-12.8	14	727	48.0441324	8.7037064
60311	11.2	-9.2	12	101	50.1100897	8.6822492
78567	8.4	-12.3	14	675	48.0198861	8.9224348
25884	8.9	-9.0	3	7	54.5701823	9.1791953
63868	10.5	-10.6	12	145	49.87467969999999	9.1360148
72805	7.9	-13.0	14	740	48.41692339999999	9.2565695
77960	10.7	-9.8	6	216	48.29477920000001	7.9399276
49191	9.7	-9.8	6	118	52.32551350000001	8.1513893
36457	8.9	-12.5	7	301	50.7626178	10.1559343
37445	8.7	-13.0	7	271	51.5878334	10.6117219
09125	8.7	-13.6	10	401	50.7941097	12.9331275
83565	8.4	-13.3	13	539	48.02155610000001	12.03508
84051	8.7	-13.4	13	412	48.61514649999999	12.2047503
94143	6.5	-14.1	11	860	48.79673529999999	13.6533973
33014	9.1	-11.5	6	205	51.73672819999999	9.0490757
28205	10.0	-8.8	3	8	53.07013689999999	8.8437507
74545	9.0	-12.2	13	466	49.0968618	9.6778268
36205	9.0	-12.0	7	251	51.0801415	9.9572455
88094	9.8	-9.6	13	451	47.7384006	9.4738852
88361	8.4	-12.5	13	593	47.93355709999999	9.5263469
21400	9.2	-11.1	3	60	53.2341324	10.5692673
13439	10.1	-12.0	4	45	52.59508289999999	13.3542346
13409	10.3	-11.8	4	42	52.5693104	13.3714743
01778	7.0	-14.5	10	608	50.7569262	13.7923125
