Support_Year;Cluster;Timestep;total_demand;to_network;from_network;to_main_grid;from_main_grid;from_grid;to_grid;cluster_weight;from_grid_x_cluster_weight
0;0;0;16.917;0.0;0.0;0.0;16.9;16.9;0.0;6.0;101.39999999999999
0;0;1;145.332;0.0;0.0;0.0;145.3;145.3;0.0;6.0;871.8000000000001
0;0;2;20.233;0.0;0.0;0.0;20.2;20.2;0.0;6.0;121.19999999999999
0;0;3;136.1;0.0;0.0;0.0;136.1;136.1;0.0;6.0;816.5999999999999
0;0;4;136.84900000000002;0.0;0.0;0.0;136.8;136.8;0.0;6.0;820.8000000000001
0;0;5;141.132;0.0;0.0;0.0;141.1;141.1;0.0;6.0;846.5999999999999
0;0;6;162.039;0.0;0.0;0.0;162.0;162.0;0.0;6.0;972.0
0;0;7;196.066;0.0;0.0;0.0;196.1;196.1;0.0;6.0;1176.6
0;0;8;135.951;0.0;0.0;0.0;136.0;136.0;0.0;6.0;816.0
0;0;9;15.847000000000008;0.0;0.0;0.0;15.8;15.8;0.0;6.0;94.80000000000001
0;0;10;7.105427357601002e-15;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;11;19.240000000000002;0.0;0.0;0.0;19.2;19.2;0.0;6.0;115.19999999999999
0;0;12;5.696000000000005;0.0;0.0;0.0;5.7;5.7;0.0;6.0;34.2
0;0;13;135.912;0.0;0.0;0.0;135.9;135.9;0.0;6.0;815.4000000000001
0;0;14;29.922;0.0;0.0;0.0;29.9;29.9;0.0;6.0;179.39999999999998
0;0;15;7.105427357601002e-15;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;16;43.657999999999994;0.0;0.0;0.0;43.7;43.7;0.0;6.0;262.20000000000005
0;0;17;149.156;0.0;0.0;0.0;149.2;149.2;0.0;6.0;895.1999999999999
0;0;18;219.332;0.0;0.0;0.0;219.3;219.3;0.0;6.0;1315.8000000000002
0;0;19;73.206;0.0;0.0;0.0;73.2;73.2;0.0;6.0;439.20000000000005
0;0;20;224.99099999999999;0.0;0.0;0.0;225.0;225.0;0.0;6.0;1350.0
0;0;21;211.56099999999998;0.0;0.0;0.0;211.6;211.6;0.0;6.0;1269.6
0;0;22;202.612;0.0;0.0;0.0;202.6;202.6;0.0;6.0;1215.6
0;0;23;197.134;0.0;0.0;0.0;197.1;197.1;0.0;6.0;1182.6
0;0;24;16.85;0.0;0.0;0.0;16.9;16.9;0.0;6.0;101.39999999999999
0;0;25;18.334;0.0;0.0;0.0;18.3;18.3;0.0;6.0;109.80000000000001
0;0;26;138.70999999999998;0.0;0.0;0.0;138.7;138.7;0.0;6.0;832.1999999999999
0;0;27;178.911;0.0;0.0;0.0;178.9;178.9;0.0;6.0;1073.4
0;0;28;178.208;0.0;0.0;0.0;178.2;178.2;0.0;6.0;1069.1999999999998
0;0;29;182.657;0.0;0.0;0.0;182.7;182.7;0.0;6.0;1096.1999999999998
0;0;30;77.4;0.0;0.0;0.0;77.4;77.4;0.0;6.0;464.40000000000003
0;0;31;216.082;0.0;0.0;0.0;216.1;216.1;0.0;6.0;1296.6
0;0;32;163.171;0.0;0.0;0.0;163.2;163.2;0.0;6.0;979.1999999999999
0;0;33;49.78699999999999;0.0;0.0;0.0;49.8;49.8;0.0;6.0;298.79999999999995
0;0;34;-7.105427357601002e-15;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;35;-3.352000000000018;3.4;0.0;0.0;0.0;0.0;3.4;6.0;0.0
0;0;36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;37;-95.03700000000003;95.0;0.0;0.0;0.0;0.0;95.0;6.0;0.0
0;0;38;-136.433;136.4;0.0;0.0;0.0;0.0;136.4;6.0;0.0
0;0;39;-70.834;70.8;0.0;0.0;0.0;0.0;70.8;6.0;0.0
0;0;40;54.352;0.0;0.0;0.0;54.4;54.4;0.0;6.0;326.4
0;0;41;156.264;0.0;0.0;0.0;156.3;156.3;0.0;6.0;937.8000000000001
0;0;42;206.489;0.0;0.0;0.0;206.5;206.5;0.0;6.0;1239.0
0;0;43;222.076;0.0;0.0;0.0;222.1;222.1;0.0;6.0;1332.6
0;0;44;221.58300000000003;0.0;0.0;0.0;221.6;221.6;0.0;6.0;1329.6
0;0;45;84.301;0.0;0.0;0.0;84.3;84.3;0.0;6.0;505.79999999999995
0;0;46;218.957;0.0;0.0;0.0;219.0;219.0;0.0;6.0;1314.0
0;0;47;46.733;0.0;0.0;0.0;46.7;46.7;0.0;6.0;280.20000000000005
0;0;48;17.282;0.0;0.0;0.0;17.3;17.3;0.0;6.0;103.80000000000001
0;0;49;19.915;0.0;0.0;0.0;19.9;19.9;0.0;6.0;119.39999999999999
0;0;50;19.197;0.0;0.0;0.0;19.2;19.2;0.0;6.0;115.19999999999999
0;0;51;18.749;0.0;0.0;0.0;18.7;18.7;0.0;6.0;112.19999999999999
0;0;52;19.09;0.0;0.0;0.0;19.1;19.1;0.0;6.0;114.60000000000001
0;0;53;122.69;0.0;0.0;0.0;122.7;122.7;0.0;6.0;736.2
0;0;54;129.216;0.0;0.0;0.0;129.2;129.2;0.0;6.0;775.1999999999999
0;0;55;191.041;0.0;0.0;0.0;191.0;191.0;0.0;6.0;1146.0
0;0;56;159.58599999999998;0.0;0.0;0.0;159.6;159.6;0.0;6.0;957.5999999999999
0;0;57;80.16999999999999;0.0;0.0;0.0;80.2;80.2;0.0;6.0;481.20000000000005
0;0;58;8.710000000000008;0.0;0.0;0.0;8.7;8.7;0.0;6.0;52.199999999999996
0;0;59;-7.105427357601002e-15;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;60;87.77700000000002;0.0;0.0;0.0;87.8;87.8;0.0;6.0;526.8
0;0;61;33.229;0.0;0.0;0.0;33.2;33.2;0.0;6.0;199.20000000000002
0;0;62;14.969999999999999;0.0;0.0;0.0;15.0;15.0;0.0;6.0;90.0
0;0;63;-7.105427357601002e-15;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0
0;0;64;-4.290999999999997;4.3;0.0;0.0;0.0;0.0;4.3;6.0;0.0
0;0;65;35.528999999999996;0.0;0.0;0.0;35.5;35.5;0.0;6.0;213.0
0;0;66;83.52799999999999;0.0;0.0;0.0;83.5;83.5;0.0;6.0;501.0
0;0;67;230.14000000000001;0.0;0.0;0.0;230.1;230.1;0.0;6.0;1380.6
0;0;68;204.928;0.0;0.0;0.0;204.9;204.9;0.0;6.0;1229.4
0;0;69;211.104;0.0;0.0;0.0;211.1;211.1;0.0;6.0;1266.6
0;0;70;193.563;0.0;0.0;0.0;193.6;193.6;0.0;6.0;1161.6
0;0;71;186.105;0.0;0.0;0.0;186.1;186.1;0.0;6.0;1116.6
0;0;72;16.68;0.0;0.0;0.0;16.7;16.7;0.0;6.0;100.19999999999999
0;0;73;18.497;0.0;0.0;0.0;18.5;18.5;0.0;6.0;111.0
0;0;74;18.753;0.0;0.0;0.0;18.8;18.8;0.0;6.0;112.80000000000001
0;0;75;19.291;0.0;0.0;0.0;19.3;19.3;0.0;6.0;115.80000000000001
0;0;76;70.59100000000001;0.0;0.0;0.0;70.6;70.6;0.0;6.0;423.59999999999997
0;0;77;19.385;0.0;0.0;0.0;19.4;19.4;0.0;6.0;116.39999999999999
0;0;78;128.015;0.0;0.0;0.0;128.0;128.0;0.0;6.0;768.0
0;0;79;184.432;0.0;0.0;0.0;184.4;184.4;0.0;6.0;1106.4
0;0;80;144.486;0.0;0.0;0.0;144.5;144.5;0.0;6.0;867.0
0;0;81;132.72;0.0;0.0;0.0;132.7;132.7;0.0;6.0;796.1999999999999
0;0;82;128.514;0.0;0.0;0.0;128.5;128.5;0.0;6.0;771.0
0;0;83;131.029;0.0;0.0;0.0;131.0;131.0;0.0;6.0;786.0
0;0;84;103.084;0.0;0.0;0.0;103.1;103.1;0.0;6.0;618.5999999999999
0;0;85;108.405;0.0;0.0;0.0;108.4;108.4;0.0;6.0;650.4000000000001
