Support_Year;Cluster;Timestep;total_demand;to_network;from_network;to_main_grid;from_main_grid;from_grid;to_grid;cluster_weight;from_grid_x_cluster_weight
0;0;0;210.079;0.0;10.28916;0.0;199.78984;210.079;0.0;10.0;2100.79
0;0;1;206.588;0.0;0.0;0.0;206.588;206.588;0.0;10.0;2065.88
0;0;2;202.279;0.0;19.29186;0.0;182.98714;202.279;0.0;10.0;2022.79
0;0;3;200.231;0.0;0.0;0.0;200.231;200.231;0.0;10.0;2002.31
0;0;4;203.0;0.0;0.0;0.0;203.0;203.0;0.0;10.0;2030.0
0;0;5;207.796;0.0;0.0;0.0;207.796;207.796;0.0;10.0;2077.96
0;0;6;211.707;0.0;0.0;0.0;211.707;211.707;0.0;10.0;2117.0699999999997
0;0;7;286.53299999999996;0.0;0.0;0.0;286.533;286.533;0.0;10.0;2865.33
0;0;8;481.584;0.0;0.0;0.0;481.584;481.584;0.0;10.0;4815.84
0;0;9;437.491;0.0;0.0;0.0;437.491;437.491;0.0;10.0;4374.91
0;0;10;452.01599999999996;0.0;0.0;0.0;452.016;452.016;0.0;10.0;4520.16
0;0;11;424.056;0.0;0.0;0.0;424.056;424.056;0.0;10.0;4240.5599999999995
0;0;12;388.43399999999997;0.0;0.0;0.0;388.434;388.434;0.0;10.0;3884.34
0;0;13;352.70500000000004;0.0;0.0;0.0;352.705;352.705;0.0;10.0;3527.0499999999997
0;0;14;323.86799999999994;0.0;0.0;0.0;323.868;323.868;0.0;10.0;3238.68
0;0;15;347.71500000000003;0.0;0.0;0.0;347.715;347.715;0.0;10.0;3477.1499999999996
0;0;16;336.51099999999997;0.0;0.0;0.0;336.511;336.511;0.0;10.0;3365.11
0;0;17;313.93;0.0;0.0;0.0;313.93;313.93;0.0;10.0;3139.3
0;0;18;322.51800000000003;0.0;0.0;0.0;322.518;322.518;0.0;10.0;3225.18
0;0;19;329.869;0.0;52.17844;0.0;277.69056;329.869;0.0;10.0;3298.6900000000005
0;0;20;342.787;0.0;0.0;0.0;342.787;342.787;0.0;10.0;3427.87
0;0;21;346.51;0.0;0.0;0.0;346.51;346.51;0.0;10.0;3465.1
0;0;22;348.608;0.0;0.0;0.0;348.608;348.608;0.0;10.0;3486.08
0;0;23;323.769;0.0;0.0;0.0;323.769;323.769;0.0;10.0;3237.69
0;0;24;242.452;0.0;12.26741;0.0;230.18459;242.452;0.0;10.0;2424.52
0;0;25;247.53;0.0;10.99544;0.0;236.53456;247.53;0.0;10.0;2475.3
0;0;26;247.22899999999998;0.0;0.0;0.0;247.229;247.229;0.0;10.0;2472.29
0;0;27;248.144;0.0;0.0;0.0;248.144;248.144;0.0;10.0;2481.44
0;0;28;245.183;0.0;0.0;0.0;245.183;245.183;0.0;10.0;2451.83
0;0;29;242.12800000000001;0.0;0.0;0.0;242.128;242.128;0.0;10.0;2421.2799999999997
0;0;30;278.87;0.0;0.0;0.0;278.87;278.87;0.0;10.0;2788.7
0;0;31;293.808;0.0;0.0;0.0;293.808;293.808;0.0;10.0;2938.08
0;0;32;270.91299999999995;0.0;0.0;0.0;270.913;270.913;0.0;10.0;2709.13
0;0;33;264.81899999999996;0.0;0.0;0.0;264.819;264.819;0.0;10.0;2648.19
0;0;34;257.921;0.0;0.0;0.0;257.921;257.921;0.0;10.0;2579.21
0;0;35;231.824;0.0;0.0;0.0;231.824;231.824;0.0;10.0;2318.2400000000002
0;0;36;230.705;0.0;0.0;0.0;230.705;230.705;0.0;10.0;2307.05
0;0;37;204.887;0.0;0.0;0.0;204.887;204.887;0.0;10.0;2048.87
0;0;38;206.824;0.0;0.0;0.0;206.824;206.824;0.0;10.0;2068.2400000000002
0;0;39;233.087;0.0;0.0;0.0;233.087;233.087;0.0;10.0;2330.87
0;0;40;224.97899999999998;0.0;0.0;0.0;224.979;224.979;0.0;10.0;2249.79
0;0;41;231.14499999999998;0.0;0.0;0.0;231.145;231.145;0.0;10.0;2311.4500000000003
0;0;42;226.502;0.0;0.0;0.0;226.502;226.502;0.0;10.0;2265.02
0;0;43;226.038;0.0;0.0;0.0;226.038;226.038;0.0;10.0;2260.38
0;0;44;236.066;0.0;0.0;0.0;236.066;236.066;0.0;10.0;2360.66
0;0;45;242.51999999999998;0.0;15.2016;0.0;227.3184;242.52;0.0;10.0;2425.2000000000003
0;0;46;225.894;0.0;0.0;0.0;225.894;225.894;0.0;10.0;2258.94
0;0;47;224.935;0.0;25.37001;0.0;199.56499;224.935;0.0;10.0;2249.35
0;0;48;185.501;0.0;10.07267;0.0;175.42833;185.501;0.0;10.0;1855.01
0;0;49;189.755;0.0;11.46073;0.0;178.29427;189.755;0.0;10.0;1897.55
0;0;50;186.469;0.0;11.07996;0.0;175.38904;186.469;0.0;10.0;1864.69
0;0;51;188.613;0.0;10.73709;0.0;177.87591;188.613;0.0;10.0;1886.13
0;0;52;188.51;0.0;10.92933;0.0;177.58067;188.51;0.0;10.0;1885.1
0;0;53;187.081;0.0;0.0;0.0;187.081;187.081;0.0;10.0;1870.81
0;0;54;189.035;0.0;0.0;0.0;189.035;189.035;0.0;10.0;1890.35
0;0;55;203.666;0.0;0.0;0.0;203.666;203.666;0.0;10.0;2036.6599999999999
0;0;56;204.265;0.0;0.0;0.0;204.265;204.265;0.0;10.0;2042.6499999999999
0;0;57;207.936;0.0;0.0;0.0;207.936;207.936;0.0;10.0;2079.36
0;0;58;206.272;0.0;0.0;0.0;206.272;206.272;0.0;10.0;2062.72
0;0;59;186.929;0.0;0.0;0.0;186.929;186.929;0.0;10.0;1869.29
0;0;60;168.731;0.0;0.0;0.0;168.731;168.731;0.0;10.0;1687.31
0;0;61;153.64600000000002;0.0;0.0;0.0;153.646;153.646;0.0;10.0;1536.4599999999998
0;0;62;143.74599999999998;0.0;8.09844;0.0;135.64756;143.746;0.0;10.0;1437.46
0;0;63;190.70100000000002;0.0;0.0;0.0;190.701;190.701;0.0;10.0;1907.01
0;0;64;213.11599999999999;0.0;0.0;0.0;213.116;213.116;0.0;10.0;2131.1600000000003
