Support_Year;Cluster;Timestep;total_demand;to_network;from_network;to_main_grid;from_main_grid;from_grid;to_grid;cluster_weight;from_grid_x_cluster_weight
0;0;24;90.57;0.0;4.58259;0.0;85.98741;90.57;0.0;5.0;452.84999999999997
0;0;25;165.206;0.0;7.33856;0.0;157.86744;165.206;0.0;5.0;826.03
0;0;26;167.043;0.0;0.0;0.0;167.043;167.043;0.0;5.0;835.215
0;0;27;181.89000000000001;0.0;0.0;0.0;181.89;181.89;0.0;5.0;909.4499999999999
0;0;28;193.845;0.0;0.0;0.0;193.845;193.845;0.0;5.0;969.225
0;0;29;194.828;0.0;0.0;0.0;194.828;194.828;0.0;5.0;974.14
0;0;30;200.247;0.0;0.0;0.0;200.247;200.247;0.0;5.0;1001.2350000000001
0;0;31;224.41500000000002;0.0;0.0;0.0;224.415;224.415;0.0;5.0;1122.075
0;0;32;234.7;0.0;0.0;0.0;234.7;234.7;0.0;5.0;1173.5
0;0;33;219.742;0.0;0.0;0.0;219.742;219.742;0.0;5.0;1098.71
0;0;34;209.488;0.0;0.0;0.0;209.488;209.488;0.0;5.0;1047.44
0;0;35;203.17700000000002;0.0;0.0;0.0;203.177;203.177;0.0;5.0;1015.885
0;0;36;212.999;0.0;0.0;0.0;212.999;212.999;0.0;5.0;1064.995
0;0;37;169.848;0.0;0.0;0.0;169.848;169.848;0.0;5.0;849.24
0;0;38;188.798;0.0;0.0;0.0;188.798;188.798;0.0;5.0;943.99
0;0;39;185.081;0.0;0.0;0.0;185.081;185.081;0.0;5.0;925.405
0;0;40;184.469;0.0;0.0;0.0;184.469;184.469;0.0;5.0;922.345
0;0;41;202.0;0.0;0.0;0.0;202.0;202.0;0.0;5.0;1010.0
0;0;42;212.51799999999997;0.0;0.0;0.0;212.518;212.518;0.0;5.0;1062.59
0;0;43;210.206;0.0;0.0;0.0;210.206;210.206;0.0;5.0;1051.03
0;0;44;220.597;0.0;0.0;0.0;220.597;220.597;0.0;5.0;1102.9850000000001
0;0;45;219.08100000000002;0.0;13.7324;0.0;205.3486;219.081;0.0;5.0;1095.405
0;0;46;199.185;0.0;0.0;0.0;199.185;199.185;0.0;5.0;995.925
0;0;47;189.40800000000002;0.0;21.36299;0.0;168.04501;189.408;0.0;5.0;947.04
0;0;48;132.769;0.0;7.20933;0.0;125.55967;132.769;0.0;5.0;663.845
0;0;49;139.977;0.0;8.45427;0.0;131.52273;139.977;0.0;5.0;699.885
0;0;50;136.605;0.0;8.11704;0.0;128.48796;136.605;0.0;5.0;683.025
0;0;51;140.74099999999999;0.0;8.01191;0.0;132.72909;140.741;0.0;5.0;703.705
0;0;52;140.756;0.0;8.16067;0.0;132.59533;140.756;0.0;5.0;703.78
0;0;53;143.507;0.0;0.0;0.0;143.507;143.507;0.0;5.0;717.5350000000001
0;0;54;147.799;0.0;0.0;0.0;147.799;147.799;0.0;5.0;738.995
0;0;55;199.969;0.0;0.0;0.0;199.969;199.969;0.0;5.0;999.845
0;0;56;222.84099999999998;0.0;0.0;0.0;222.841;222.841;0.0;5.0;1114.205
0;0;57;172.33800000000002;0.0;0.0;0.0;172.338;172.338;0.0;5.0;861.6899999999999
0;0;58;156.137;0.0;0.0;0.0;156.137;156.137;0.0;5.0;780.685
0;0;59;147.359;0.0;0.0;0.0;147.359;147.359;0.0;5.0;736.7950000000001
0;0;60;127.525;0.0;0.0;0.0;127.525;127.525;0.0;5.0;637.625
0;0;61;119.05199999999999;0.0;0.0;0.0;119.052;119.052;0.0;5.0;595.26
0;0;62;114.887;0.0;6.47256;0.0;108.41444;114.887;0.0;5.0;574.435
0;0;63;118.23400000000001;0.0;0.0;0.0;118.234;118.234;0.0;5.0;591.17
0;0;64;116.939;0.0;0.0;0.0;116.939;116.939;0.0;5.0;584.6949999999999
0;0;65;109.85;0.0;20.56259;0.0;89.28741;109.85;0.0;5.0;549.25
0;0;66;125.39;0.0;34.05571;0.0;91.33429;125.39;0.0;5.0;626.95
0;0;67;219.102;0.0;0.0;0.0;219.102;219.102;0.0;5.0;1095.51
0;0;68;110.03200000000001;0.0;0.0;0.0;110.032;110.032;0.0;5.0;550.16
0;0;69;58.384;0.0;0.0;0.0;58.384;58.384;0.0;5.0;291.92
0;0;70;132.997;0.0;0.0;0.0;132.997;132.997;0.0;5.0;664.9850000000001
0;0;71;117.456;0.0;0.0;0.0;117.456;117.456;0.0;5.0;587.28
0;0;72;165.788;0.0;8.71996;0.0;157.06804;165.788;0.0;5.0;828.94
0;0;73;25.119999999999997;0.0;2.2219;0.0;22.8981;25.12;0.0;5.0;125.60000000000001
0;0;74;98.99;0.0;6.94086;0.0;92.04914;98.99;0.0;5.0;494.95
0;0;75;103.33800000000001;0.0;7.12537;0.0;96.21263;103.338;0.0;5.0;516.6899999999999
0;0;76;98.977;0.0;0.0;0.0;98.977;98.977;0.0;5.0;494.885
0;0;77;101.54100000000001;0.0;6.64703;0.0;94.89397;101.541;0.0;5.0;507.705
0;0;78;104.708;0.0;0.0;0.0;104.708;104.708;0.0;5.0;523.54
0;0;79;140.00900000000001;0.0;0.0;0.0;140.009;140.009;0.0;5.0;700.045
0;0;80;150.47;0.0;0.0;0.0;150.47;150.47;0.0;5.0;752.35
0;0;81;129.874;0.0;0.0;0.0;129.874;129.874;0.0;5.0;649.37
0;0;82;124.25;0.0;0.0;0.0;124.25;124.25;0.0;5.0;621.25
0;0;83;110.105;0.0;0.0;0.0;110.105;110.105;0.0;5.0;550.525
0;0;84;118.29899999999999;0.0;0.0;0.0;118.299;118.299;0.0;5.0;591.495
0;0;85;114.884;0.0;0.0;0.0;114.884;114.884;0.0;5.0;574.42
0;0;86;110.62299999999999;0.0;0.0;0.0;110.623;110.623;0.0;5.0;553.115
0;0;87;113.172;0.0;0.0;0.0;113.172;113.172;0.0;5.0;565.86
0;0;88;183.57100000000003;0.0;0.0;0.0;183.571;183.571;0.0;5.0;917.855
0;0;89;200.84;0.0;0.0;0.0;200.84;200.84;0.0;5.0;1004.2
0;0;90;44.815;0.0;0.0;0.0;44.815;44.815;0.0;5.0;224.075
0;0;91;219.052;0.0;0.0;0.0;219.052;219.052;0.0;5.0;1095.26
0;0;92;93.025;0.0;0.0;0.0;93.025;93.025;0.0;5.0;465.125
0;0;93;222.488;0.0;0.0;0.0;222.488;222.488;0.0;5.0;1112.44
0;0;94;81.58699999999999;0.0;0.0;0.0;81.587;81.587;0.0;5.0;407.935
0;0;95;212.142;0.0;0.0;0.0;212.142;212.142;0.0;5.0;1060.71
0;0;96;180.788;0.0;0.0;0.0;180.788;180.788;0.0;5.0;903.94
0;0;97;173.93699999999998;0.0;0.0;0.0;173.937;173.937;0.0;5.0;869.6850000000001
0;0;98;180.794;0.0;0.0;0.0;180.794;180.794;0.0;5.0;903.97
0;0;99;44.228;0.0;0.0;0.0;44.228;44.228;0.0;5.0;221.14000000000001
0;0;100;192.238;0.0;0.0;0.0;192.238;192.238;0.0;5.0;961.19
0;0;101;193.641;0.0;0.0;0.0;193.641;193.641;0.0;5.0;968.2049999999999
0;0;102;197.648;0.0;0.0;0.0;197.648;197.648;0.0;5.0;988.24
0;0;103;213.821;0.0;0.0;0.0;213.821;213.821;0.0;5.0;1069.105
0;0;104;225.601;0.0;0.0;0.0;225.601;225.601;0.0;5.0;1128.005
0;0;105;234.045;0.0;0.0;0.0;234.045;234.045;0.0;5.0;1170.225
0;0;106;204.203;0.0;0.0;0.0;204.203;204.203;0.0;5.0;1021.015
0;0;107;210.224;0.0;0.0;0.0;210.224;210.224;0.0;5.0;1051.12
0;0;108;202.929;0.0;0.0;0.0;202.929;202.929;0.0;5.0;1014.645
0;0;109;198.664;0.0;0.0;0.0;198.664;198.664;0.0;5.0;993.3199999999999
0;0;110;190.727;0.0;0.0;0.0;190.727;190.727;0.0;5.0;953.635
0;0;111;174.288;0.0;0.0;0.0;174.288;174.288;0.0;5.0;871.44
0;0;112;183.90699999999998;0.0;0.0;0.0;183.907;183.907;0.0;5.0;919.5350000000001
0;0;113;191.514;0.0;0.0;0.0;191.514;191.514;0.0;5.0;957.57
0;0;114;228.437;0.0;0.0;0.0;228.437;228.437;0.0;5.0;1142.185
0;0;115;244.17;0.0;0.0;0.0;244.17;244.17;0.0;5.0;1220.85
0;0;116;241.484;0.0;0.0;0.0;241.484;241.484;0.0;5.0;1207.42
0;0;117;232.82399999999998;0.0;0.0;0.0;232.824;232.824;0.0;5.0;1164.1200000000001
0;0;118;232.26999999999998;0.0;0.0;0.0;232.27;232.27;0.0;5.0;1161.3500000000001
0;0;119;202.91;0.0;0.0;0.0;202.91;202.91;0.0;5.0;1014.55
0;0;120;37.095;0.0;0.0;0.0;37.095;37.095;0.0;5.0;185.475
0;0;121;200.58100000000002;0.0;0.0;0.0;200.581;200.581;0.0;5.0;1002.905
0;0;122;196.623;0.0;0.0;0.0;196.623;196.623;0.0;5.0;983.115
0;0;123;196.64600000000002;0.0;0.0;0.0;196.646;196.646;0.0;5.0;983.2299999999999
0;0;124;194.80700000000002;0.0;0.0;0.0;194.807;194.807;0.0;5.0;974.035
0;0;125;200.145;0.0;0.0;0.0;200.145;200.145;0.0;5.0;1000.725
0;0;126;201.088;0.0;0.0;0.0;201.088;201.088;0.0;5.0;1005.4399999999999
0;0;127;229.696;0.0;0.0;0.0;229.696;229.696;0.0;5.0;1148.48
0;0;128;231.314;0.0;0.0;0.0;231.314;231.314;0.0;5.0;1156.57
0;0;129;223.155;0.0;0.0;0.0;223.155;223.155;0.0;5.0;1115.775
0;0;130;210.231;0.0;0.0;0.0;210.231;210.231;0.0;5.0;1051.155
0;0;131;210.26500000000001;0.0;0.0;0.0;210.265;210.265;0.0;5.0;1051.3249999999998
0;0;132;194.80399999999997;0.0;0.0;0.0;194.804;194.804;0.0;5.0;974.02
0;0;133;179.142;0.0;0.0;0.0;179.142;179.142;0.0;5.0;895.71
0;0;134;202.361;0.0;0.0;0.0;202.361;202.361;0.0;5.0;1011.805
0;0;135;206.49699999999999;0.0;0.0;0.0;206.497;206.497;0.0;5.0;1032.4850000000001
0;0;136;221.54899999999998;0.0;0.0;0.0;221.549;221.549;0.0;5.0;1107.7450000000001
0;0;137;161.028;0.0;0.0;0.0;161.028;161.028;0.0;5.0;805.14
0;0;138;243.272;0.0;0.0;0.0;243.272;243.272;0.0;5.0;1216.36
0;0;139;244.72400000000002;0.0;0.0;0.0;244.724;244.724;0.0;5.0;1223.62
0;0;140;236.384;0.0;0.0;0.0;236.384;236.384;0.0;5.0;1181.9199999999998
0;0;141;248.90200000000002;0.0;0.0;0.0;248.902;248.902;0.0;5.0;1244.51
0;0;142;255.719;0.0;0.0;0.0;255.719;255.719;0.0;5.0;1278.595
0;0;143;217.27200000000002;0.0;0.0;0.0;217.272;217.272;0.0;5.0;1086.36
0;0;144;149.104;0.0;0.0;0.0;149.104;149.104;0.0;5.0;745.5200000000001
0;0;145;204.293;0.0;0.0;0.0;204.293;204.293;0.0;5.0;1021.465
0;0;146;200.144;0.0;0.0;0.0;200.144;200.144;0.0;5.0;1000.72
0;0;147;199.977;0.0;0.0;0.0;199.977;199.977;0.0;5.0;999.885
0;0;148;199.863;0.0;0.0;0.0;199.863;199.863;0.0;5.0;999.315
0;0;149;203.12099999999998;0.0;0.0;0.0;203.121;203.121;0.0;5.0;1015.605
0;0;150;201.65099999999998;0.0;0.0;0.0;201.651;201.651;0.0;5.0;1008.2550000000001
0;0;151;223.993;0.0;0.0;0.0;223.993;223.993;0.0;5.0;1119.965
0;0;152;239.989;0.0;0.0;0.0;239.989;239.989;0.0;5.0;1199.945
0;0;153;231.05;0.0;0.0;0.0;231.05;231.05;0.0;5.0;1155.25
0;0;154;221.988;0.0;0.0;0.0;221.988;221.988;0.0;5.0;1109.94
0;0;155;213.92899999999997;0.0;0.0;0.0;213.929;213.929;0.0;5.0;1069.645
0;0;156;206.092;0.0;0.0;0.0;206.092;206.092;0.0;5.0;1030.46
0;0;157;177.134;0.0;0.0;0.0;177.134;177.134;0.0;5.0;885.67
0;0;158;166.185;0.0;0.0;0.0;166.185;166.185;0.0;5.0;830.925
0;0;159;168.912;0.0;0.0;0.0;168.912;168.912;0.0;5.0;844.5600000000001
0;0;160;210.2;0.0;0.0;0.0;210.2;210.2;0.0;5.0;1051.0
0;0;161;179.527;0.0;0.0;0.0;179.527;179.527;0.0;5.0;897.635
0;0;162;220.195;0.0;0.0;0.0;220.195;220.195;0.0;5.0;1100.975
0;0;163;226.056;0.0;0.0;0.0;226.056;226.056;0.0;5.0;1130.28
0;0;164;235.67499999999998;0.0;0.0;0.0;235.675;235.675;0.0;5.0;1178.375
0;0;165;170.306;0.0;0.0;0.0;170.306;170.306;0.0;5.0;851.5300000000001
0;0;166;239.462;0.0;0.0;0.0;239.462;239.462;0.0;5.0;1197.31
0;0;167;182.374;0.0;0.0;0.0;182.374;182.374;0.0;5.0;911.87
0;1;0;7.529;0.0;7.529;0.0;0.0;7.529;0.0;22.0;165.638
0;1;1;12.166;0.0;11.28839;0.0;0.87761;12.166;0.0;22.0;267.652
0;1;2;9.759;0.0;9.759;0.0;0.0;9.759;0.0;22.0;214.698
0;1;3;12.531;0.0;12.52098;0.0;0.01002;12.531;0.0;22.0;275.682
0;1;4;11.731;0.0;11.731;0.0;0.0;11.731;0.0;22.0;258.082
0;1;5;11.157;0.0;10.30765;0.0;0.84935;11.157;0.0;22.0;245.454
0;1;6;17.907;0.0;11.18789;0.0;6.71911;17.907;0.0;22.0;393.954
0;1;7;35.569;0.0;0.0;0.0;35.569;35.569;0.0;22.0;782.518
0;1;8;43.38;0.0;0.0;0.0;43.38;43.38;0.0;22.0;954.36
0;1;9;47.579;0.0;0.0;0.0;47.579;47.579;0.0;22.0;1046.738
0;1;10;56.187;0.0;0.0;0.0;56.187;56.187;0.0;22.0;1236.114
0;1;11;39.313;0.0;0.0;0.0;39.313;39.313;0.0;22.0;864.8860000000001
0;1;12;43.482;0.0;0.0;0.0;43.482;43.482;0.0;22.0;956.604
0;1;13;47.751;0.0;0.0;0.0;47.751;47.751;0.0;22.0;1050.522
0;1;14;41.271;0.0;0.0;0.0;41.271;41.271;0.0;22.0;907.962
0;1;15;39.599;0.0;0.0;0.0;39.599;39.599;0.0;22.0;871.1779999999999
0;1;16;43.974;0.0;0.0;0.0;43.974;43.974;0.0;22.0;967.4279999999999
0;1;17;47.748;0.0;0.0;0.0;47.748;47.748;0.0;22.0;1050.456
0;1;18;65.792;0.0;2.41949;0.0;63.37251;65.792;0.0;22.0;1447.424
0;1;19;68.97;0.0;42.39751;0.0;26.57249;68.97;0.0;22.0;1517.34
0;1;20;69.913;0.0;41.67412;0.0;28.23888;69.913;0.0;22.0;1538.086
0;1;21;65.959;0.0;41.06468;0.0;24.89432;65.959;0.0;22.0;1451.098
0;1;22;63.839;0.0;31.9429;0.0;31.8961;63.839;0.0;22.0;1404.458
0;1;23;48.306;0.0;26.40429;0.0;21.90171;48.306;0.0;22.0;1062.732
0;1;24;7.535;0.0;7.535;0.0;0.0;7.535;0.0;22.0;165.77
0;1;25;8.984;0.0;8.984;0.0;0.0;8.984;0.0;22.0;197.648
0;1;26;10.941;0.0;10.68109;0.0;0.25991;10.941;0.0;22.0;240.70200000000003
0;1;27;9.861;0.0;9.51973;0.0;0.34127;9.861;0.0;22.0;216.942
0;1;28;10.643;0.0;9.04954;0.0;1.59346;10.643;0.0;22.0;234.14600000000002
0;1;29;12.222000000000001;0.0;8.56734;0.0;3.65466;12.222;0.0;22.0;268.884
0;1;30;15.305;0.0;8.37006;0.0;6.93494;15.305;0.0;22.0;336.71
0;1;31;48.881;0.0;0.0;0.0;48.881;48.881;0.0;22.0;1075.382
0;1;32;44.833;0.0;0.0;0.0;44.833;44.833;0.0;22.0;986.326
0;1;33;42.641999999999996;0.0;0.0;0.0;42.642;42.642;0.0;22.0;938.124
0;1;34;40.901;0.0;0.0;0.0;40.901;40.901;0.0;22.0;899.8220000000001
0;1;35;39.772;0.0;0.0;0.0;39.772;39.772;0.0;22.0;874.9839999999999
0;1;36;36.47;0.0;0.0;0.0;36.47;36.47;0.0;22.0;802.3399999999999
0;1;37;38.696999999999996;0.0;0.0;0.0;38.697;38.697;0.0;22.0;851.3340000000001
0;1;38;36.197;0.0;0.0;0.0;36.197;36.197;0.0;22.0;796.3340000000001
0;1;39;41.785;0.0;0.0;0.0;41.785;41.785;0.0;22.0;919.27
0;1;40;48.577;0.0;0.0;0.0;48.577;48.577;0.0;22.0;1068.694
0;1;41;117.13799999999999;0.0;0.0;0.0;117.138;117.138;0.0;22.0;2577.036
0;1;42;43.446;0.0;0.0;0.0;43.446;43.446;0.0;22.0;955.8119999999999
0;1;43;73.201;0.0;38.03234;0.0;35.16866;73.201;0.0;22.0;1610.4219999999998
0;1;44;65.368;0.0;44.1024;0.0;21.2656;65.368;0.0;22.0;1438.096
0;1;45;74.74;0.0;34.28116;0.0;40.45884;74.74;0.0;22.0;1644.28
0;1;46;79.871;0.0;33.22986;0.0;46.64114;79.871;0.0;22.0;1757.1619999999998
0;1;47;36.799;0.0;26.71828;0.0;10.08072;36.799;0.0;22.0;809.578
0;1;48;7.558;0.0;7.558;0.0;0.0;7.558;0.0;22.0;166.276
0;1;49;11.075;0.0;11.075;0.0;0.0;11.075;0.0;22.0;243.64999999999998
0;1;50;11.445;0.0;10.84919;0.0;0.59581;11.445;0.0;22.0;251.79000000000002
0;1;51;11.457;0.0;10.53121;0.0;0.92579;11.457;0.0;22.0;252.05400000000003
0;1;52;9.816;0.0;9.816;0.0;0.0;9.816;0.0;22.0;215.95200000000003
0;1;53;10.751;0.0;10.751;0.0;0.0;10.751;0.0;22.0;236.522
0;1;54;11.091;0.0;11.091;0.0;0.0;11.091;0.0;22.0;244.00199999999998
0;1;55;32.752;0.0;13.18797;0.0;19.56403;32.752;0.0;22.0;720.5440000000001
0;1;56;41.68;0.0;0.0;0.0;41.68;41.68;0.0;22.0;916.96
0;1;57;38.964;0.0;0.0;0.0;38.964;38.964;0.0;22.0;857.208
0;1;58;46.217;0.0;0.0;0.0;46.217;46.217;0.0;22.0;1016.774
0;1;59;48.851;0.0;0.0;0.0;48.851;48.851;0.0;22.0;1074.722
0;1;60;43.685;0.0;0.0;0.0;43.685;43.685;0.0;22.0;961.07
0;1;61;36.403;0.0;0.0;0.0;36.403;36.403;0.0;22.0;800.866
0;1;62;40.428;0.0;0.0;0.0;40.428;40.428;0.0;22.0;889.4159999999999
0;1;63;108.06099999999999;0.0;0.0;0.0;108.061;108.061;0.0;22.0;2377.342
0;1;64;33.06;0.0;0.0;0.0;33.06;33.06;0.0;22.0;727.32
0;1;65;37.919;0.0;0.0;0.0;37.919;37.919;0.0;22.0;834.218
0;1;66;50.193;0.0;0.84467;0.0;49.34833;50.193;0.0;22.0;1104.2459999999999
0;1;67;60.729;0.0;27.01831;0.0;33.71069;60.729;0.0;22.0;1336.038
0;1;68;79.498;0.0;45.18562;0.0;34.31238;79.498;0.0;22.0;1748.9560000000001
0;1;69;71.926;0.0;40.20013;0.0;31.72587;71.926;0.0;22.0;1582.372
0;1;70;54.205;0.0;28.52743;0.0;25.67757;54.205;0.0;22.0;1192.51
0;1;71;47.046;0.0;23.02353;0.0;24.02247;47.046;0.0;22.0;1035.012
0;1;72;7.482;0.0;7.482;0.0;0.0;7.482;0.0;22.0;164.604
0;1;73;11.424;0.0;11.424;0.0;0.0;11.424;0.0;22.0;251.32799999999997
0;1;74;10.566;0.0;10.566;0.0;0.0;10.566;0.0;22.0;232.45200000000003
0;1;75;10.401;0.0;10.401;0.0;0.0;10.401;0.0;22.0;228.822
0;1;76;11.218;0.0;10.95824;0.0;0.25976;11.218;0.0;22.0;246.796
0;1;77;14.061;0.0;14.061;0.0;0.0;14.061;0.0;22.0;309.342
0;1;78;14.356;0.0;11.18091;0.0;3.17509;14.356;0.0;22.0;315.832
0;1;79;16.242;0.0;0.0;0.0;16.242;16.242;0.0;22.0;357.324
0;1;80;36.68;0.0;0.0;0.0;36.68;36.68;0.0;22.0;806.96
0;1;81;52.238;0.0;0.0;0.0;52.238;52.238;0.0;22.0;1149.2359999999999
0;1;82;49.404;0.0;0.0;0.0;49.404;49.404;0.0;22.0;1086.8880000000001
0;1;83;44.567;0.0;0.0;0.0;44.567;44.567;0.0;22.0;980.474
0;1;84;42.026;0.0;0.0;0.0;42.026;42.026;0.0;22.0;924.5720000000001
0;1;85;35.417;0.0;0.0;0.0;35.417;35.417;0.0;22.0;779.174
0;1;86;44.141999999999996;0.0;0.0;0.0;44.142;44.142;0.0;22.0;971.124
0;1;87;96.15899999999999;0.0;0.0;0.0;96.159;96.159;0.0;22.0;2115.498
0;1;88;39.183;0.0;0.0;0.0;39.183;39.183;0.0;22.0;862.026
0;1;89;45.756;0.0;0.0;0.0;45.756;45.756;0.0;22.0;1006.6320000000001
0;1;90;38.544;0.0;0.0;0.0;38.544;38.544;0.0;22.0;847.968
0;1;91;58.075;0.0;34.52872;0.0;23.54628;58.075;0.0;22.0;1277.65
0;1;92;60.634;0.0;39.27503;0.0;21.35897;60.634;0.0;22.0;1333.948
0;1;93;48.063;0.0;30.62723;0.0;17.43577;48.063;0.0;22.0;1057.386
0;1;94;52.452;0.0;31.22128;0.0;21.23072;52.452;0.0;22.0;1153.944
0;1;95;40.887;0.0;26.24116;0.0;14.64584;40.887;0.0;22.0;899.514
0;1;96;7.412;0.0;7.412;0.0;0.0;7.412;0.0;22.0;163.064
0;1;97;11.068;0.0;9.27505;0.0;1.79295;11.068;0.0;22.0;243.49599999999998
0;1;98;10.624;0.0;10.624;0.0;0.0;10.624;0.0;22.0;233.728
0;1;99;10.421;0.0;10.421;0.0;0.0;10.421;0.0;22.0;229.262
0;1;100;9.254;0.0;8.06165;0.0;1.19235;9.254;0.0;22.0;203.588
0;1;101;11.839;0.0;11.839;0.0;0.0;11.839;0.0;22.0;260.458
0;1;102;15.644;0.0;11.85298;0.0;3.79102;15.644;0.0;22.0;344.168
0;1;103;22.949;0.0;0.0;0.0;22.949;22.949;0.0;22.0;504.87800000000004
0;1;104;30.946;0.0;0.0;0.0;30.946;30.946;0.0;22.0;680.812
0;1;105;51.836999999999996;0.0;0.0;0.0;51.837;51.837;0.0;22.0;1140.414
0;1;106;49.20099999999999;0.0;0.0;0.0;49.201;49.201;0.0;22.0;1082.422
0;1;107;52.309000000000005;0.0;0.0;0.0;52.309;52.309;0.0;22.0;1150.798
0;1;108;53.308;0.0;0.0;0.0;53.308;53.308;0.0;22.0;1172.776
0;1;109;49.016;0.0;0.0;0.0;49.016;49.016;0.0;22.0;1078.3519999999999
0;1;110;56.463;0.0;0.0;0.0;56.463;56.463;0.0;22.0;1242.186
0;1;111;51.153999999999996;0.0;0.0;0.0;51.154;51.154;0.0;22.0;1125.3880000000001
0;1;112;47.033;0.0;0.0;0.0;47.033;47.033;0.0;22.0;1034.726
0;1;113;109.53200000000001;0.0;0.0;0.0;109.532;109.532;0.0;22.0;2409.7039999999997
0;1;114;46.632;0.0;0.0;0.0;46.632;46.632;0.0;22.0;1025.904
0;1;115;60.103;0.0;35.54038;0.0;24.56262;60.103;0.0;22.0;1322.266
0;1;116;61.515;0.0;35.90686;0.0;25.60814;61.515;0.0;22.0;1353.33
0;1;117;55.863;0.0;29.68191;0.0;26.18109;55.863;0.0;22.0;1228.9859999999999
0;1;118;63.102;0.0;27.3592;0.0;35.7428;63.102;0.0;22.0;1388.244
0;1;119;41.108;0.0;17.22117;0.0;23.88683;41.108;0.0;22.0;904.376
0;1;120;7.619;0.0;7.619;0.0;0.0;7.619;0.0;22.0;167.618
0;1;121;11.147;0.0;11.14376;0.0;0.00324;11.147;0.0;22.0;245.234
0;1;122;9.85;0.0;9.85;0.0;0.0;9.85;0.0;22.0;216.7
0;1;123;11.929;0.0;10.24995;0.0;1.67905;11.929;0.0;22.0;262.438
0;1;124;10.074;0.0;10.074;0.0;0.0;10.074;0.0;22.0;221.628
0;1;125;13.56;0.0;12.94232;0.0;0.61768;13.56;0.0;22.0;298.32
0;1;126;12.101;0.0;8.06156;0.0;4.03944;12.101;0.0;22.0;266.22200000000004
0;1;127;43.804;0.0;10.62482;0.0;33.17918;43.804;0.0;22.0;963.6880000000001
0;1;128;41.745;0.0;0.0;0.0;41.745;41.745;0.0;22.0;918.39
0;1;129;42.153999999999996;0.0;0.0;0.0;42.154;42.154;0.0;22.0;927.388
0;1;130;43.716;0.0;0.0;0.0;43.716;43.716;0.0;22.0;961.7520000000001
0;1;131;36.152;0.0;0.0;0.0;36.152;36.152;0.0;22.0;795.344
0;1;132;45.556999999999995;0.0;0.0;0.0;45.557;45.557;0.0;22.0;1002.254
0;1;133;35.511;0.0;0.0;0.0;35.511;35.511;0.0;22.0;781.2420000000001
0;1;134;39.407;0.0;0.0;0.0;39.407;39.407;0.0;22.0;866.954
0;1;135;34.67;0.0;0.0;0.0;34.67;34.67;0.0;22.0;762.74
0;1;136;42.794;0.0;0.0;0.0;42.794;42.794;0.0;22.0;941.468
0;1;137;105.332;0.0;0.0;0.0;105.332;105.332;0.0;22.0;2317.304
0;1;138;47.493;0.0;0.0;0.0;47.493;47.493;0.0;22.0;1044.846
0;1;139;74.199;0.0;35.16319;0.0;39.03581;74.199;0.0;22.0;1632.378
0;1;140;71.958;0.0;36.69311;0.0;35.26489;71.958;0.0;22.0;1583.076
0;1;141;78.264;0.0;38.69544;0.0;39.56856;78.264;0.0;22.0;1721.808
