Support_Year;Cluster;Timestep;total_demand;to_network;from_network;to_main_grid;from_main_grid;from_grid;to_grid;cluster_weight;from_grid_x_cluster_weight
0;0;0;190.519;0.0;0.0;0.0;190.519;190.519;0.0;5.0;952.595
0;0;1;259.238;0.0;0.0;0.0;259.238;259.238;0.0;5.0;1296.19
0;0;2;21.506;0.0;0.0;0.0;21.506;21.506;0.0;5.0;107.53
0;0;3;158.394;0.0;0.0;0.0;158.394;158.394;0.0;5.0;791.97
0;0;4;258.428;0.0;0.0;0.0;258.428;258.428;0.0;5.0;1292.1399999999999
0;0;5;266.345;0.0;0.0;0.0;266.345;266.345;0.0;5.0;1331.7250000000001
0;0;6;264.714;0.0;0.0;0.0;264.714;264.714;0.0;5.0;1323.57
0;0;7;303.291;0.0;0.0;0.0;303.291;303.291;0.0;5.0;1516.455
0;0;8;303.26599999999996;0.0;0.0;0.0;303.266;303.266;0.0;5.0;1516.3300000000002
0;0;9;259.54;0.0;0.0;0.0;259.54;259.54;0.0;5.0;1297.7
0;0;10;226.31900000000002;0.0;0.0;0.0;226.319;226.319;0.0;5.0;1131.595
0;0;11;210.531;0.0;0.0;0.0;210.531;210.531;0.0;5.0;1052.655
0;0;12;198.502;0.0;0.0;0.0;198.502;198.502;0.0;5.0;992.51
0;0;13;192.507;0.0;0.0;0.0;192.507;192.507;0.0;5.0;962.5350000000001
0;0;14;276.363;0.0;0.0;0.0;276.363;276.363;0.0;5.0;1381.815
0;0;15;231.296;0.0;0.0;0.0;231.296;231.296;0.0;5.0;1156.48
0;0;16;290.924;0.0;0.0;0.0;290.924;290.924;0.0;5.0;1454.62
0;0;17;111.457;0.0;0.0;0.0;111.457;111.457;0.0;5.0;557.285
0;0;18;337.368;0.0;0.0;0.0;337.368;337.368;0.0;5.0;1686.84
0;0;19;214.337;0.0;0.0;0.0;214.337;214.337;0.0;5.0;1071.685
0;0;20;349.808;0.0;0.0;0.0;349.808;349.808;0.0;5.0;1749.04
0;0;21;277.24;0.0;0.0;0.0;277.24;277.24;0.0;5.0;1386.2
0;0;22;251.123;0.0;0.0;0.0;251.123;251.123;0.0;5.0;1255.615
0;0;23;83.576;0.0;0.0;0.0;83.576;83.576;0.0;5.0;417.88
0;0;24;83.43;0.0;0.0;0.0;83.43;83.43;0.0;5.0;417.15000000000003
0;0;25;220.19799999999998;0.0;0.0;0.0;220.198;220.198;0.0;5.0;1100.99
0;0;26;227.07;0.0;0.0;0.0;227.07;227.07;0.0;5.0;1135.35
0;0;27;246.82;0.0;0.0;0.0;246.82;246.82;0.0;5.0;1234.1
0;0;28;262.87;0.0;0.0;0.0;262.87;262.87;0.0;5.0;1314.35
0;0;29;265.832;0.0;0.0;0.0;265.832;265.832;0.0;5.0;1329.1599999999999
0;0;30;274.839;0.0;0.0;0.0;274.839;274.839;0.0;5.0;1374.195
0;0;31;321.16999999999996;0.0;0.0;0.0;321.17;321.17;0.0;5.0;1605.8500000000001
0;0;32;344.889;0.0;0.0;0.0;344.889;344.889;0.0;5.0;1724.4450000000002
0;0;33;316.957;0.0;0.0;0.0;316.957;316.957;0.0;5.0;1584.7849999999999
0;0;34;301.922;0.0;0.0;0.0;301.922;301.922;0.0;5.0;1509.6100000000001
0;0;35;285.639;0.0;0.0;0.0;285.639;285.639;0.0;5.0;1428.1950000000002
0;0;36;305.532;0.0;0.0;0.0;305.532;305.532;0.0;5.0;1527.6599999999999
0;0;37;261.625;0.0;0.0;0.0;261.625;261.625;0.0;5.0;1308.125
0;0;38;273.062;0.0;0.0;0.0;273.062;273.062;0.0;5.0;1365.31
0;0;39;269.406;0.0;0.0;0.0;269.406;269.406;0.0;5.0;1347.03
0;0;40;260.98199999999997;0.0;0.0;0.0;260.982;260.982;0.0;5.0;1304.91
0;0;41;277.632;0.0;0.0;0.0;277.632;277.632;0.0;5.0;1388.16
0;0;42;321.692;0.0;0.0;0.0;321.692;321.692;0.0;5.0;1608.46
0;0;43;321.262;0.0;0.0;0.0;321.262;321.262;0.0;5.0;1606.31
0;0;44;332.017;0.0;0.0;0.0;332.017;332.017;0.0;5.0;1660.085
0;0;45;323.134;0.0;0.0;0.0;323.134;323.134;0.0;5.0;1615.67
0;0;46;300.832;0.0;0.0;0.0;300.832;300.832;0.0;5.0;1504.1599999999999
0;0;47;262.826;0.0;0.0;0.0;262.826;262.826;0.0;5.0;1314.13
0;0;48;191.24800000000002;0.0;0.0;0.0;191.248;191.248;0.0;5.0;956.24
0;0;49;197.88;0.0;0.0;0.0;197.88;197.88;0.0;5.0;989.4
0;0;50;197.29100000000003;0.0;0.0;0.0;197.291;197.291;0.0;5.0;986.4549999999999
0;0;51;198.962;0.0;0.0;0.0;198.962;198.962;0.0;5.0;994.81
0;0;52;197.98000000000002;0.0;0.0;0.0;197.98;197.98;0.0;5.0;989.9
0;0;53;201.077;0.0;0.0;0.0;201.077;201.077;0.0;5.0;1005.385
0;0;54;230.471;0.0;0.0;0.0;230.471;230.471;0.0;5.0;1152.355
0;0;55;292.903;0.0;0.0;0.0;292.903;292.903;0.0;5.0;1464.515
0;0;56;319.3;0.0;0.0;0.0;319.3;319.3;0.0;5.0;1596.5
0;0;57;258.868;0.0;0.0;0.0;258.868;258.868;0.0;5.0;1294.34
0;0;58;246.436;0.0;0.0;0.0;246.436;246.436;0.0;5.0;1232.18
