Koordinatensystem : Lambert konform konisch
Rechtswert        : 4198500 Meter
Hochwert          : 2678500 Meter
Hoehenlage        : 304 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4198500 2678500  1  1  1  -1.2  986 123  2.2 5  3.0  82    0    0 273 -308  2
4198500 2678500  1  1  2  -1.0  986 121  2.3 7  3.2  89    0    0 270 -308  2
4198500 2678500  1  1  3  -0.9  986 123  2.5 8  3.5  94    0    0 270 -307  2
4198500 2678500  1  1  4  -1.1  986 109  2.4 8  3.4  94    0    0 274 -307  2
4198500 2678500  1  1  5  -1.3  985  91  2.3 8  3.4  94    0    0 274 -306  2
4198500 2678500  1  1  6  -1.6  985  45  1.8 7  3.3  94    0    0 269 -302  2
4198500 2678500  1  1  7  -1.8  984  39  2.0 7  3.2  93    0    0 263 -300  2
4198500 2678500  1  1  8  -2.4  984  32  1.5 6  3.0  91    0    0 257 -299  2
4198500 2678500  1  1  9  -2.7  984  64  1.5 6  3.0  93    0    4 252 -298  2
4198500 2678500  1  1 10  -2.4  983 166  0.9 6  3.1  95   20   61 252 -299  2
4198500 2678500  1  1 11  -2.2  983  68  2.0 4  2.9  87   83  117 241 -301  2
4198500 2678500  1  1 12  -1.1  982 104  2.2 5  2.7  79  103  144 236 -303  2
4198500 2678500  1  1 13  -1.5  981  68  2.1 4  2.7  75  114  153 236 -307  2
4198500 2678500  1  1 14  -1.4  980  69  2.7 5  2.6  74   73  134 235 -311  2
4198500 2678500  1  1 15  -1.7  979  72  2.7 5  2.6  74   32   92 238 -311  2
4198500 2678500  1  1 16  -2.3  978  77  3.0 7  2.6  76    7   38 248 -310  2
4198500 2678500  1  1 17  -3.0  978  92  2.1 7  2.5  78    0    0 259 -310  2
4198500 2678500  1  1 18  -3.2  978  93  2.0 7  2.5  79    0    0 260 -309  2
4198500 2678500  1  1 19  -3.5  978  82  2.3 7  2.4  79    0    0 260 -309  2
4198500 2678500  1  1 20  -3.6  978  86  2.3 8  2.4  79    0    0 268 -310  2
4198500 2678500  1  1 21  -4.0  978  89  1.8 8  2.4  81    0    0 276 -309  2
4198500 2678500  1  1 22  -4.4  978  61  1.4 7  2.5  85    0    0 268 -309  2
4198500 2678500  1  1 23  -4.3  978  69  3.4 7  2.6  91    0    0 263 -310  2
4198500 2678500  1  1 24  -4.5  978  58  2.0 7  2.6  90    0    0 262 -311  2
4198500 2678500  1  2  1  -4.7  978  70  2.8 7  2.5  90    0    0 263 -312  2
4198500 2678500  1  2  2  -4.4  978  76  3.3 7  2.5  90    0    0 264 -313  2
4198500 2678500  1  2  3  -4.4  978  81  3.3 8  2.5  88    0    0 272 -314  2
4198500 2678500  1  2  4  -4.1  978  94  2.1 8  2.5  86    0    0 280 -315  2
4198500 2678500  1  2  5  -4.0  978  87  2.4 8  2.5  86    0    0 282 -315  2
4198500 2678500  1  2  6  -4.0  978  54  2.4 8  2.5  87    0    0 283 -315  2
4198500 2678500  1  2  7  -3.8  978  47  2.6 8  2.6  87    0    0 284 -315  2
4198500 2678500  1  2  8  -3.6  979  48  3.0 8  2.6  88    0    0 285 -314  2
4198500 2678500  1  2  9  -3.6  979  32  2.5 7  2.6  88    0    6 274 -313  2
4198500 2678500  1  2 10  -3.6  980  53  3.4 7  2.6  86    1   40 260 -313  2
4198500 2678500  1  2 11  -3.4  981  48  3.1 7  2.6  84    5   86 258 -314  2
4198500 2678500  1  2 12  -3.3  981  35  3.5 8  2.5  83    1   92 271 -315  2
4198500 2678500  1  2 13  -3.0  981  57  3.0 7  2.5  81    9  124 271 -316  2
4198500 2678500  1  2 14  -2.9  981  52  3.0 4  2.5  79   26  133 227 -316  2
4198500 2678500  1  2 15  -3.1  981  30  2.6 5  2.5  81    5   75 211 -316  2
4198500 2678500  1  2 16  -3.3  982 351  2.0 8  2.6  86    0   24 256 -316  2
4198500 2678500  1  2 17  -3.5  982   1  1.7 8  2.7  88    0    0 283 -316  2
4198500 2678500  1  2 18  -3.4  983 331  1.1 8  2.7  89    0    0 282 -316  2
4198500 2678500  1  2 19  -3.1  983 349  1.6 8  2.7  89    0    0 281 -315  2
4198500 2678500  1  2 20  -3.2  984   9  1.9 8  2.8  89    0    0 280 -315  2
4198500 2678500  1  2 21  -3.2  984 341  1.4 8  2.8  89    0    0 278 -313  2
4198500 2678500  1  2 22  -3.1  985  29  2.5 8  2.8  90    0    0 278 -312  2
4198500 2678500  1  2 23  -3.6  985  38  2.1 8  2.8  91    0    0 277 -310  2
4198500 2678500  1  2 24  -3.6  986  30  1.3 8  2.7  91    0    0 275 -309  2
4198500 2678500  1  3  1  -3.7  985  23  1.6 8  2.7  91    0    0 275 -307  2
4198500 2678500  1  3  2  -3.6  985  21  1.8 7  2.7  90    0    0 269 -306  2
