scenario;category;metric;device;year;value;unit
urban;optimization;tac_distr;;;129670;EUR/a
urban;optimization;co2_distr;;;2501;t/a
urban;optimization;tac_per_distr_year;;0;137180;EUR/a
urban;optimization;co2_sum_distr_year;;0;533;t/a
urban;optimization;LCOE_year;;0;72.65075164691146;EUR/MWh
urban;optimization;tac_per_distr_year;;5;129311;EUR/a
urban;optimization;co2_sum_distr_year;;5;517;t/a
urban;optimization;LCOE_year;;5;75.25405119611243;EUR/MWh
urban;optimization;tac_per_distr_year;;10;125270;EUR/a
urban;optimization;co2_sum_distr_year;;10;487;t/a
urban;optimization;LCOE_year;;10;78.26540955712467;EUR/MWh
urban;optimization;tac_per_distr_year;;15;122102;EUR/a
urban;optimization;co2_sum_distr_year;;15;798;t/a
urban;optimization;LCOE_year;;15;79.96488020944692;EUR/MWh
urban;optimization;tac_per_distr_year;;20;118960;EUR/a
urban;optimization;co2_sum_distr_year;;20;164;t/a
urban;optimization;LCOE_year;;20;83.43080111893553;EUR/MWh
urban;cost;co2_tax_total;;;0;EUR/a
urban;cost;total_inv_cost;;;683762;EUR/a
urban;cost;total_inv_cost_unsubsidized;;;875567;EUR/a
urban;cost;total_ann_inv_cost;;;48870;EUR/a
urban;cost;total_ann_inv_cost_unsubsidized;;;62813;EUR/a
urban;cost;total_om_cost;;;15248;EUR/a
urban;cost;supply_costs_el;;;65551;EUR/a
urban;cost;cap_costs_el;;;0;EUR/a
urban;cost;total_el_costs;;;65551;EUR/a
urban;cost;rev_feed_in_el;;;0;EUR/a
urban;cost;supply_costs_gas;;;0;EUR/a
urban;cost;cap_costs_gas;;;0;EUR/a
urban;cost;total_gas_costs;;;0;EUR/a
urban;cost;rev_feed_in_gas;;;0;EUR/a
urban;cost;supply_costs_biom;;;20055;EUR/a
urban;cost;supply_costs_waste;;;0;EUR/a
urban;cost;supply_costs_hydrogen;;;0;EUR/a
urban;co2;co2_onsite_emissions;;;33;t/a
urban;co2;co2_credit_feedin;;;0;t/a
urban;co2;total_co2_el;;;0;t/a
urban;co2;total_co2_el_feed_in;;;0;t/a
urban;co2;total_co2_gas;;;0;t/a
urban;co2;total_co2_gas_feed_in;;;0;t/a
urban;co2;total_co2_biom;;;0;t/a
urban;co2;total_co2_waste;;;0;t/a
urban;co2;total_co2_hydrogen;;;0;t/a
urban;grid;from_el_grid_total;;;9331;MWh
urban;grid;to_el_grid_total;;;271;MWh
urban;grid;from_el_main_grid_total;;;6433;MWh
urban;grid;to_el_main_grid_total;;;0;MWh
urban;grid;from_network_total;;;2898;MWh
urban;grid;to_network_total;;;271;MWh
urban;grid;from_gas_grid_total;;;0;MWh
urban;grid;to_gas_grid_total;;;0;MWh
urban;grid;biom_import_total;;;8298;MWh
urban;grid;waste_import_total;;;0;MWh
urban;grid;hydrogen_import_total;;;0;MWh
urban;grid;max_el_from_grid;;;158;kW
urban;grid;max_el_to_grid;;;83;kW
urban;grid;max_el_from_main_grid;;;158;kW
urban;grid;max_el_to_main_grid;;;0;kW
urban;grid;max_el_from_network;;;114;kW
urban;grid;max_el_to_network;;;83;kW
urban;grid;max_gas_from_grid;;;0;kW
urban;grid;max_gas_to_grid;;;0;kW
urban;grid;max_biom;;;263;
urban;grid;max_waste;;;0;
urban;grid;max_hydrogen;;;0;
urban;area;PV;PV;;0;qm
urban;area;STC;STC;;0;qm
urban;storage_volume;vol_liter;TES;;23686.0;l
urban;storage_volume;vol_liter;CTES;;0;l
urban;device;capacity;HP;;200.6;kW
urban;device_cost;inv;HP;;0.0;EUR
urban;device_cost;ann_inv;HP;;0.0;EUR/a
urban;device_cost;ann_inv_unsubsidized;HP;;16371.93;EUR/a
urban;device_cost;om_cost;HP;;7348.99;EUR/a
urban;device;capacity;BCHP;;92.1;kW
urban;device_cost;inv;BCHP;;104946.29;EUR
urban;device_cost;ann_inv;BCHP;;8479.21;EUR/a
urban;device_cost;ann_inv_unsubsidized;BCHP;;8479.21;EUR/a
urban;device_cost;om_cost;BCHP;;3148.39;EUR/a
urban;device;capacity;BBOI;;251.0;kW
urban;device_cost;inv;BBOI;;143049.06;EUR
urban;device_cost;ann_inv;BBOI;;11557.75;EUR/a
urban;device_cost;ann_inv_unsubsidized;BBOI;;11557.75;EUR/a
urban;device_cost;om_cost;BBOI;;2860.98;EUR/a
urban;device;capacity;TES;;825.1;kWh
urban;device_cost;inv;TES;;339.14;EUR
urban;device_cost;ann_inv;TES;;27.4;EUR/a
urban;device_cost;ann_inv_unsubsidized;TES;;1052.55;EUR/a
urban;device_cost;om_cost;TES;;169.36;EUR/a
urban;peak;peak_heat_uncl;;;596.2536836144978;kW
urban;peak;peak_power_uncl;;;95.4651132950364;kW
urban;peak;peak_heat_cl;;;402.40544233510116;kW
urban;peak;peak_power_cl;;;95.4651132950364;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;964995.981;kWh
urban;heat_profile_devs_by_year;heat_kW;HP;0;200;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;EB;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;321665.327;kWh
urban;heat_profile_devs_by_year;heat_kW;BCHP;0;144;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;BBOI;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;5;852646.95;kWh
urban;heat_profile_devs_by_year;heat_kW;HP;5;200;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;5;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;EB;5;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;5;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;AC;5;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;5;0.0;kWh
urban;heat_profile_devs_by_year;heat_kW;CHP;5;0;kW
urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;5;0.0;kWh
