Support_Year;Cluster;Timestep;PV;HP;EB;from_grid;to_grid;from_main_grid;to_main_grid;Power_Demand_kW
0;0;0;0;204.638;0;210.079;0;210.079;0;5.441
0;0;1;0;199.019;0;206.588;0;206.588;0;7.569
0;0;2;0;194.704;0;202.279;0;202.279;0;7.575
0;0;3;0;192.549;34.867;235.099;0;235.099;0;7.682
0;0;4;0;195.567;92.741;295.741;0;295.741;0;7.433
0;0;5;0;199.019;92.741;300.538;0;300.538;0;8.777
0;0;6;0;202.908;92.741;304.448;0;304.448;0;8.799
0;0;7;0;205.07;92.741;321.757;0;321.757;0;23.945
0;0;8;0;205.503;92.741;326.306;0;326.306;0;28.062
0;0;9;0.565;206.802;92.741;333.693;0;333.693;0;34.716
0;0;10;13.95;206.802;92.741;329.229;0;329.229;0;43.635
0;0;11;109.974;202.043;92.741;211.87;0;211.87;0;27.06
0;0;12;120.069;196.429;92.741;196.054;0;196.054;0;26.952
0;0;13;67.05;191.688;92.741;246.825;0;246.825;0;29.446
0;0;14;34.863;188.244;92.741;271.08;0;271.08;0;24.958
0;0;15;12.845;185.663;92.741;302.811;0;302.811;0;37.252
0;0;16;4.533;185.663;92.741;316.317;0;316.317;0;42.446
0;0;17;0;186.953;92.741;325.35;0;325.35;0;45.656
0;0;18;0;187.383;92.741;324.607;0;324.607;0;44.483
0;0;19;0;186.523;92.741;334.006;0;334.006;0;54.742
0;0;20;0;186.523;92.741;323.411;0;323.411;0;44.147
0;0;21;0;187.383;92.741;334.367;0;334.367;0;54.243
0;0;22;0;186.523;92.741;332.184;0;332.184;0;52.92
0;0;23;0;188.244;92.741;320.988;0;320.988;0;40.003
0;0;24;0;188.244;48.708;242.452;0;242.452;0;5.5
0;0;25;0;186.953;46.929;247.53;0;247.53;0;13.648
0;0;26;0;186.523;52.944;247.229;0;247.229;0;7.762
0;0;27;0;185.663;51.28;248.145;0;248.145;0;11.201
0;0;28;0;184.374;52.227;245.183;0;245.183;0;8.582
0;0;29;0;182.655;48.769;242.128;0;242.128;0;10.704
0;0;30;0;182.226;84.95;278.87;0;278.87;0;11.694
0;0;31;0;181.796;86.917;293.808;0;293.808;0;25.095
0;0;32;0;181.367;47.812;270.913;0;270.913;0;41.734
0;0;33;2.57;182.226;49.503;262.249;0;262.249;0;33.09
0;0;34;44.015;180.938;41.944;213.906;0;213.906;0;35.039
0;0;35;80.995;179.65;23.434;150.83;0;150.83;0;28.74
0;0;36;62.031;178.792;20.87;168.673;0;168.673;0;31.043
0;0;37;35.141;177.934;0;169.747;0;169.747;0;26.953
0;0;38;13.334;177.077;0;193.49;0;193.49;0;29.747
0;0;39;8.605;174.934;0;224.482;0;224.482;0;58.153
0;0;40;1.385;174.934;0;223.593;0;223.593;0;50.045
0;0;41;0;175.362;0;231.145;0;231.145;0;55.783
0;0;42;0;177.506;0;226.501;0;226.501;0;48.996
0;0;43;0;178.363;0;226.038;0;226.038;0;47.675
0;0;44;0;178.792;0;236.066;0;236.066;0;57.274
0;0;45;0;177.506;0;242.519;0;242.519;0;65.014
0;0;46;0;179.65;0;225.895;0;225.895;0;46.244
0;0;47;0;178.363;0;224.935;0;224.935;0;46.572
0;0;48;0;179.65;0;185.501;0;185.501;0;5.851
0;0;49;0;179.65;0;189.756;0;189.756;0;10.105
0;0;50;0;178.792;0;186.47;0;186.47;0;7.677
0;0;51;0;181.367;0;188.613;0;188.613;0;7.246
0;0;52;0;180.509;0;188.509;0;188.509;0;8.001
0;0;53;0;178.363;0;187.081;0;187.081;0;8.718
0;0;54;0;175.362;0;189.036;0;189.036;0;13.673
0;0;55;0;172.364;0;203.666;0;203.666;0;31.302
0;0;56;0;172.792;0;204.265;0;204.265;0;31.473
0;0;57;1.106;168.598;0;206.83;0;206.83;0;39.338
0;0;58;52.394;160.662;0;153.878;0;153.878;0;45.61
0;0;59;100.687;153.102;0;86.242;0;86.242;0;33.827
0;0;60;133.351;138.996;0;35.38;0;35.38;0;29.735
0;0;61;129.505;124.772;0;24.141;0;24.141;0;28.874
0;0;62;83.409;119.014;0;60.337;0;60.337;0;24.732
0;0;63;43.757;159.543;0;146.944;0;146.944;0;31.158
0;0;64;5.637;161.249;0;207.479;0;207.479;0;51.867
0;0;65;0;34.591;0;77.77;0;77.77;0;43.178
0;0;66;0;117.569;0;182.134;0;182.134;0;64.565
0;0;67;0;165.947;0;229.494;0;229.494;0;63.546
0;0;68;0;164.665;0;214.855;0;214.855;0;50.19
0;0;69;0;166.802;0;234.617;0;234.617;0;67.815
0;0;70;0;167.657;0;224.491;0;224.491;0;56.834
0;0;71;0;170.652;0;202.489;0;202.489;0;31.837
0;0;72;0;172.792;0;178.358;0;178.358;0;5.566
0;0;73;0;174.505;0;184;0;184;0;9.495
0;0;74;0;177.077;0;184.18;0;184.18;0;7.104
0;0;75;0;179.221;0;187.663;0;187.663;0;8.441
0;0;76;0;181.367;0;189.292;0;189.292;0;7.925
0;0;77;0;183.514;0;194.587;0;194.587;0;11.073
0;0;78;0;44.308;0;54.53;0;54.53;0;10.221
0;0;79;0;185.663;0;205.289;0;205.289;0;19.626
0;0;80;0;188.244;0;219.179;0;219.179;0;30.935
0;0;81;1.399;188.244;0;217.96;0;217.96;0;31.116
0;0;82;57.772;186.523;0;172.219;0;172.219;0;43.467
0;0;83;79.719;183.944;0;132.274;0;132.274;0;28.049
0;0;84;77.75;181.796;0;147.885;0;147.885;0;43.839
0;0;85;86.76;173.614;0;115.901;0;115.901;0;29.047
0;0;86;129.937;158.616;0;64.805;0;64.805;0;36.126
0;0;87;75.439;165.12;0;125.577;0;125.577;0;35.896
0;0;88;12.899;157.337;0;188.288;0;188.288;0;43.851
0;0;89;0;147.026;0;198.812;0;198.812;0;51.785
0;0;90;0;147.264;0;202.169;0;202.169;0;54.905
0;0;91;0;149.905;0;200.052;0;200.052;0;50.147
0;0;92;0;154.651;0;218.032;0;218.032;0;63.38
0;0;93;0;159.478;0;205.492;0;205.492;0;46.014
0;0;94;0;160.453;0;206.445;0;206.445;0;45.992
0;0;95;0;150.612;0;184.752;0;184.752;0;34.14
0;0;96;0;164.197;0;169.89;0;169.89;0;5.693
0;0;97;0;164.864;0;179.899;0;179.899;0;15.034
0;0;98;0;164.391;0;172.674;0;172.674;0;8.283
