Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;1.016
0;0;1;1.078
0;0;2;1.069
0;0;3;1.22
0;0;4;1.141
0;0;5;1.24
0;0;6;1.165
0;0;7;1.177
0;0;8;1.047
0;0;9;1.132
0;0;10;1.375
0;0;11;1.162
0;0;12;1.153
0;0;13;1.345
0;0;14;1.239
0;0;15;1.164
0;0;16;1.132
0;0;17;1.116
0;0;18;1.243
0;0;19;1.085
0;0;20;1.116
0;0;21;1.129
0;0;22;1.085
0;0;23;1.177
0;0;24;1.241
0;0;25;1.248
0;0;26;1.279
0;0;27;1.063
0;0;28;1.118
0;0;29;1.176
0;0;30;1.159
0;0;31;1.063
0;0;32;1.309
0;0;33;1.165
0;0;34;1.224
0;0;35;1.278
0;0;36;1.212
0;0;37;1.252
0;0;38;1.124
0;0;39;1.266
0;0;40;1.111
0;0;41;1.253
0;0;42;1.23
0;0;43;1.228
0;0;44;1.153
0;0;45;1.244
0;0;46;1.245
0;0;47;1.032
0;0;48;1.083
0;0;49;1.111
0;0;50;0.977
0;0;51;1.086
0;0;52;1.023
0;0;53;0.996
0;0;54;1.078
0;0;55;1.093
0;0;56;1.13
0;0;57;1.202
0;0;58;1.118
0;0;59;1.125
0;0;60;1.109
0;0;61;1.156
0;0;62;1.041
0;0;63;1.012
0;0;64;1.051
0;0;65;1.146
0;0;66;1.133
0;0;67;1.056
0;0;68;1.087
0;0;69;1.03
0;0;70;0.945
0;0;71;1.081
0;0;72;1.214
0;0;73;1.052
0;0;74;1.078
0;0;75;1.106
0;0;76;1.03
0;0;77;1.18
0;0;78;1.029
0;0;79;1.009
0;0;80;0.98
0;0;81;1.016
0;0;82;1.041
0;0;83;0.99
0;0;84;1.092
0;0;85;1.056
0;0;86;0.98
0;0;87;1.221
0;0;88;1.105
0;0;89;1.138
0;0;90;1.046
0;0;91;1.138
0;0;92;1.096
0;0;93;1.108
0;0;94;1.11
0;0;95;0.998
0;0;96;1.146
0;0;97;1.066
0;0;98;1.101
0;0;99;1.062
0;0;100;1.011
0;0;101;1.08
0;0;102;1.15
0;0;103;0.959
0;0;104;1.057
0;0;105;1.025
0;0;106;1.134
0;0;107;1.097
0;0;108;1.056
0;0;109;1.234
0;0;110;1.125
0;0;111;0.974
0;0;112;1.135
0;0;113;0.947
0;0;114;1.014
0;0;115;1.031
0;0;116;0.98
0;0;117;1.062
0;0;118;1.075
0;0;119;1.07
0;0;120;1.085
0;0;121;1.065
0;0;122;1.197
0;0;123;1.031
0;0;124;1.025
0;0;125;1.103
0;0;126;1.046
0;0;127;1.161
0;0;128;1.077
0;0;129;1.061
0;0;130;1.076
0;0;131;1.041
0;0;132;1.116
0;0;133;1.067
0;0;134;1.022
0;0;135;1.191
0;0;136;1.078
0;0;137;1.117
0;0;138;1.234
0;0;139;0.935
0;0;140;1.092
0;0;141;0.972
0;0;142;1.05
0;0;143;1.113
0;0;144;1.003
0;0;145;1.014
0;0;146;1.197
0;0;147;0.959
0;0;148;1.028
0;0;149;1.045
0;0;150;1.074
0;0;151;1.126
0;0;152;1.055
0;0;153;1.037
0;0;154;1.065
0;0;155;1.061
0;0;156;1.116
0;0;157;1.041
0;0;158;1.043
0;0;159;1.138
0;0;160;1.063
0;0;161;1.082
0;0;162;1.032
0;0;163;0.989
0;0;164;1.128
0;0;165;1.134
0;0;166;1.07
0;0;167;1.139
0;1;0;0.565
0;1;1;0.631
0;1;2;0.678
0;1;3;0.704
0;1;4;0.692
0;1;5;0.655
0;1;6;0.595
0;1;7;4.041
0;1;8;4.665
0;1;9;5.997
0;1;10;6.121
0;1;11;6.584
0;1;12;5.267
0;1;13;5.14
0;1;14;5.611
0;1;15;5.376
0;1;16;5.305
0;1;17;3.908
0;1;18;0.625
0;1;19;0.679
0;1;20;0.645
0;1;21;0.668
0;1;22;0.687
0;1;23;0.677
0;1;24;0.729
0;1;25;0.773
0;1;26;0.62
0;1;27;0.696
0;1;28;0.633
0;1;29;0.736
0;1;30;0.602
0;1;31;3.394
0;1;32;5.236
0;1;33;6.563
0;1;34;5.533
0;1;35;6.44
0;1;36;4.803
0;1;37;6.252
0;1;38;6.062
0;1;39;6.3
0;1;40;5.279
0;1;41;3.445
0;1;42;0.648
0;1;43;0.61
0;1;44;0.714
0;1;45;0.683
0;1;46;0.613
0;1;47;0.615
0;1;48;0.648
0;1;49;0.647
0;1;50;0.681
0;1;51;0.635
0;1;52;0.647
0;1;53;0.594
0;1;54;0.694
0;1;55;0.645
0;1;56;0.535
0;1;57;0.682
0;1;58;0.692
0;1;59;0.576
0;1;60;0.644
0;1;61;0.6
0;1;62;0.577
0;1;63;0.613
0;1;64;0.688
0;1;65;0.685
0;1;66;0.66
0;1;67;0.62
0;1;68;0.62
0;1;69;0.686
0;1;70;0.652
0;1;71;0.645
0;1;72;0.648
0;1;73;0.638
0;1;74;0.642
0;1;75;0.683
0;1;76;0.664
0;1;77;0.67
0;1;78;0.685
0;1;79;0.617
0;1;80;0.602
0;1;81;0.639
0;1;82;0.723
0;1;83;0.695
0;1;84;0.563
0;1;85;0.634
0;1;86;0.627
0;1;87;0.684
0;1;88;0.618
0;1;89;0.715
0;1;90;0.618
0;1;91;0.623
0;1;92;0.586
0;1;93;0.564
0;1;94;0.658
0;1;95;0.637
0;1;96;0.666
0;1;97;0.639
0;1;98;0.65
0;1;99;0.623
0;1;100;0.637
0;1;101;0.604
0;1;102;0.583
0;1;103;3.706
0;1;104;4.455
0;1;105;5.951
0;1;106;6.935
0;1;107;6.266
0;1;108;5.556
0;1;109;6.587
0;1;110;6.064
0;1;111;5.795
0;1;112;5.879
0;1;113;3.786
0;1;114;0.692
0;1;115;0.603
0;1;116;0.586
0;1;117;0.652
0;1;118;0.586
0;1;119;0.689
0;1;120;0.668
0;1;121;0.599
0;1;122;0.607
0;1;123;0.621
0;1;124;0.602
0;1;125;0.708
0;1;126;0.609
0;1;127;3.811
0;1;128;5.085
0;1;129;6.018
0;1;130;6.069
0;1;131;6.1
0;1;132;4.873
0;1;133;5.072
0;1;134;5.796
0;1;135;6.397
0;1;136;5.87
0;1;137;3.74
0;1;138;0.62
0;1;139;0.581
0;1;140;0.59
0;1;141;0.679
0;1;142;0.691
0;1;143;0.636
0;1;144;0.614
0;1;145;0.655
0;1;146;0.624
0;1;147;0.658
0;1;148;0.511
0;1;149;0.674
0;1;150;0.697
0;1;151;3.485
0;1;152;4.754
0;1;153;6.047
0;1;154;6.311
0;1;155;6.7
0;1;156;5.365
0;1;157;5.413
0;1;158;6.28
0;1;159;6.172
0;1;160;5.774
0;1;161;4.213
0;1;162;0.551
0;1;163;0.646
0;1;164;0.637
0;1;165;0.667
0;1;166;0.619
0;1;167;0.643
0;2;0;0.623
0;2;1;0.628
0;2;2;0.596
0;2;3;0.664
0;2;4;0.623
0;2;5;0.551
0;2;6;0.572
0;2;7;3.696
0;2;8;4.842
0;2;9;6.395
0;2;10;5.663
0;2;11;5.913
0;2;12;5.183
0;2;13;6.715
0;2;14;6.211
0;2;15;5.956
0;2;16;6.403
0;2;17;3.31
0;2;18;0.648
0;2;19;0.612
0;2;20;0.681
0;2;21;0.638
0;2;22;0.664
0;2;23;0.548
0;2;24;0.568
0;2;25;0.661
0;2;26;0.565
0;2;27;0.664
0;2;28;0.642
0;2;29;0.587
0;2;30;0.68
0;2;31;3.899
0;2;32;4.648
0;2;33;5.602
0;2;34;5.569
0;2;35;5.777
0;2;36;4.478
0;2;37;5.961
0;2;38;5.796
0;2;39;5.47
0;2;40;5.652
0;2;41;3.384
0;2;42;0.646
0;2;43;0.654
0;2;44;0.665
0;2;45;0.613
0;2;46;0.642
0;2;47;0.67
0;2;48;0.638
0;2;49;0.652
0;2;50;0.627
0;2;51;0.609
0;2;52;0.626
0;2;53;0.709
0;2;54;0.652
0;2;55;0.636
0;2;56;0.672
0;2;57;0.576
0;2;58;0.608
0;2;59;0.645
0;2;60;0.714
0;2;61;0.645
0;2;62;0.635
0;2;63;0.653
0;2;64;0.647
0;2;65;0.665
0;2;66;0.614
0;2;67;0.643
0;2;68;0.628
0;2;69;0.662
0;2;70;0.629
0;2;71;0.68
0;2;72;0.623
0;2;73;0.684
0;2;74;0.663
0;2;75;0.622
0;2;76;0.624
0;2;77;0.626
0;2;78;0.626
0;2;79;0.579
0;2;80;0.592
0;2;81;0.607
0;2;82;0.668
0;2;83;0.673
0;2;84;0.649
0;2;85;0.572
0;2;86;0.64
0;2;87;0.617
0;2;88;0.725
0;2;89;0.641
0;2;90;0.721
0;2;91;0.745
0;2;92;0.651
0;2;93;0.67
0;2;94;0.584
0;2;95;0.575
0;2;96;0.686
0;2;97;0.665
0;2;98;0.692
0;2;99;0.667
0;2;100;0.608
0;2;101;0.698
0;2;102;0.636
0;2;103;3.729
0;2;104;4.638
0;2;105;6.543
0;2;106;6.281
0;2;107;6.271
0;2;108;5.29
0;2;109;5.988
0;2;110;5.6
0;2;111;5.574
0;2;112;6.118
0;2;113;3.729
0;2;114;0.645
0;2;115;0.716
0;2;116;0.638
0;2;117;0.595
0;2;118;0.639
0;2;119;0.6
0;2;120;0.713
0;2;121;0.626
0;2;122;0.669
0;2;123;0.682
0;2;124;0.745
0;2;125;0.642
0;2;126;0.66
0;2;127;3.758
0;2;128;4.603
0;2;129;6.059
0;2;130;6.234
0;2;131;6.167
0;2;132;5.079
0;2;133;5.826
0;2;134;6.163
0;2;135;5.313
0;2;136;5.489
0;2;137;3.542
0;2;138;0.694
0;2;139;0.559
0;2;140;0.675
0;2;141;0.712
0;2;142;0.733
0;2;143;0.647
0;2;144;0.647
0;2;145;0.638
0;2;146;0.639
0;2;147;0.686
0;2;148;0.616
0;2;149;0.648
0;2;150;0.659
0;2;151;3.578
0;2;152;4.583
0;2;153;5.876
0;2;154;5.999
0;2;155;5.677
0;2;156;5.275
0;2;157;5.915
0;2;158;5.304
0;2;159;6.231
0;2;160;5.371
0;2;161;3.44
0;2;162;0.611
0;2;163;0.71
0;2;164;0.689
0;2;165;0.584
0;2;166;0.644
0;2;167;0.714
0;3;0;0.702
0;3;1;0.644
0;3;2;0.656
0;3;3;0.662
0;3;4;0.616
0;3;5;0.609
0;3;6;0.717
0;3;7;3.391
0;3;8;5.553
0;3;9;5.945
0;3;10;6.067
0;3;11;6.167
0;3;12;4.851
0;3;13;6.393
0;3;14;4.907
0;3;15;5.943
0;3;16;6.036
0;3;17;3.492
0;3;18;0.577
0;3;19;0.653
0;3;20;0.609
0;3;21;0.632
0;3;22;0.636
0;3;23;0.657
0;3;24;0.687
0;3;25;0.665
0;3;26;0.55
0;3;27;0.605
0;3;28;0.629
0;3;29;0.637
0;3;30;0.656
0;3;31;3.191
0;3;32;4.722
0;3;33;6.023
0;3;34;6.113
0;3;35;6.53
0;3;36;4.469
0;3;37;5.928
0;3;38;6.014
0;3;39;6.51
0;3;40;5.166
0;3;41;3.668
0;3;42;0.664
0;3;43;0.649
0;3;44;0.749
0;3;45;0.698
0;3;46;0.668
0;3;47;0.675
0;3;48;0.602
0;3;49;0.669
0;3;50;0.598
0;3;51;0.603
0;3;52;0.676
0;3;53;0.635
0;3;54;0.646
0;3;55;0.65
0;3;56;0.685
0;3;57;0.605
0;3;58;0.683
0;3;59;0.72
0;3;60;0.623
0;3;61;0.675
0;3;62;0.627
