Support_Year;Cluster;Timestep;HP;EB;from_grid;from_main_grid;from_network
0;0;0;173.117;0.0;190.191;190.191;0.0
0;0;1;235.52;0.0;259.569;259.569;0.0
0;0;2;0.0;0.0;21.506;21.506;0.0
0;0;3;172.163;0.0;195.777;195.777;0.0
0;0;4;233.734;0.0;257.383;257.383;0.0
0;0;5;241.293;0.0;266.685;266.685;0.0
0;0;6;238.983;0.0;265.051;265.051;0.0
0;0;7;233.79;0.0;303.62;303.62;0.0
0;0;8;199.712;0.0;303.266;303.266;0.0
0;0;9;173.882;0.0;259.54;259.54;0.0
0;0;10;149.204;0.0;226.319;226.319;0.0
0;0;11;135.383;0.0;210.53;210.53;0.0
0;0;12;133.637;0.0;198.502;179.895;18.607
0;0;13;113.708;0.0;192.508;192.508;0.0
0;0;14;195.88;0.0;276.639;276.639;0.0
0;0;15;132.913;0.0;203.663;203.663;0.0
0;0;16;203.324;0.0;291.211;291.211;0.0
0;0;17;0.0;0.0;111.457;111.457;0.0
0;0;18;208.485;0.0;337.661;337.661;0.0
0;0;19;78.147;0.0;213.907;213.907;0.0
0;0;20;211.928;0.0;350.107;350.107;0.0
0;0;21;152.709;0.0;277.282;277.282;0.0
0;0;22;154.82;0.0;251.168;251.168;0.0
0;0;23;0.0;0.0;83.576;83.576;0.0
0;0;24;95.02;0.0;112.332;112.332;0.0
0;0;25;192.652;0.0;220.198;220.198;0.0
0;0;26;203.132;0.0;227.069;227.069;0.0
0;0;27;221.452;0.0;245.422;245.422;0.0
0;0;28;241.87;0.0;263.211;263.211;0.0
0;0;29;242.448;0.0;266.173;266.173;0.0
0;0;30;246.495;0.0;275.186;275.186;0.0
0;0;31;246.495;0.0;321.518;321.518;0.0
0;0;32;239.589;0.0;344.89;344.89;0.0
0;0;33;237.14;0.0;316.957;316.957;0.0
0;0;34;222.876;0.0;301.922;301.922;0.0
0;0;35;210.624;0.0;285.638;285.638;0.0
0;0;36;234.943;0.0;305.863;305.863;0.0
0;0;37;182.348;0.0;261.294;261.294;0.0
0;0;38;196.825;0.0;273.061;273.061;0.0
0;0;39;191.246;0.0;269.406;269.406;0.0
0;0;40;180.183;0.0;260.982;260.982;0.0
0;0;41;173.314;0.0;277.632;277.632;0.0
0;0;42;188.699;0.0;321.693;321.693;0.0
0;0;43;195.241;0.0;321.262;321.262;0.0
0;0;44;202.689;0.0;332.017;332.017;0.0
0;0;45;206.964;0.0;323.134;323.134;0.0
0;0;46;180.643;0.0;300.832;300.832;0.0
0;0;47;189.344;0.0;262.826;262.826;0.0
0;0;48;174.216;0.0;191.248;191.248;0.0
0;0;49;172.202;0.0;197.88;197.88;0.0
0;0;50;173.973;0.0;197.291;197.291;0.0
0;0;51;177.081;0.0;198.961;198.961;0.0
0;0;52;177.674;0.0;197.98;197.98;0.0
0;0;53;179.567;0.0;201.078;201.078;0.0
0;0;54;202.961;0.0;229.817;229.817;0.0
0;0;55;226.875;0.0;293.222;293.222;0.0
0;0;56;226.875;0.0;319.619;319.619;0.0
0;0;57;176.603;0.0;258.868;258.868;0.0
0;0;58;168.554;0.0;246.435;246.435;0.0
0;0;59;146.99;0.0;207.84;128.534;79.306
0;0;60;131.389;0.0;197.553;19.33;178.223
0;0;61;118.901;0.0;191.897;19.719;172.177
0;0;62;112.487;0.0;187.313;139.544;47.769
0;0;63;120.749;0.0;189.44;189.44;0.0
0;0;64;104.974;0.0;187.056;187.056;0.0
0;0;65;76.192;0.0;157.413;157.413;0.0
0;0;66;74.796;0.0;188.152;188.152;0.0
0;0;67;200.46;0.0;329.269;329.269;0.0
0;0;68;63.061;0.0;187.155;187.155;0.0
0;0;69;0.0;0.0;126.043;126.043;0.0
0;0;70;100.087;0.0;222.254;222.254;0.0
0;0;71;92.303;0.0;171.902;171.902;0.0
0;0;72;207.911;0.0;225.68;225.68;0.0
0;0;73;1.127;0.0;27.031;27.031;0.0
0;0;74;113.646;0.0;134.724;134.724;0.0
0;0;75;116.542;0.0;139.551;139.551;0.0
0;0;76;116.318;0.0;137.421;137.421;0.0
0;0;77;118.041;0.0;138.824;138.824;0.0
0;0;78;118.718;0.0;146.135;146.135;0.0
0;0;79;171.747;0.0;213.923;213.923;0.0
0;0;80;171.921;0.0;226.41;226.41;0.0
0;0;81;116.724;0.0;181.118;181.118;0.0
0;0;82;112.0;0.0;197.65;197.65;0.0
0;0;83;101.993;0.0;175.624;165.116;10.508
0;0;84;97.744;0.0;169.016;169.016;0.0
0;0;85;89.367;0.0;161.022;127.074;33.949
0;0;86;87.241;0.0;159.613;7.634;151.979
0;0;87;108.1;0.0;176.002;174.991;1.011
0;0;88;197.024;0.0;260.544;260.544;0.0
0;0;89;199.314;0.0;301.798;301.798;0.0
0;0;90;0.0;0.0;111.58;111.58;0.0
0;0;91;198.948;0.0;309.534;309.534;0.0
0;0;92;33.978;0.0;134.324;134.324;0.0
0;0;93;218.821;0.0;339.276;339.276;0.0
0;0;94;20.648;0.0;108.964;108.964;0.0
0;0;95;225.148;0.0;302.465;302.465;0.0
0;0;96;228.603;0.0;245.147;245.147;0.0
0;0;97;202.531;0.0;235.585;235.585;0.0
0;0;98;216.759;0.0;239.672;239.672;0.0
0;0;99;14.554;0.0;36.303;36.303;0.0
0;0;100;241.87;0.0;264.28;264.28;0.0
0;0;101;243.604;0.0;269.891;269.891;0.0
0;0;102;243.026;0.0;271.894;271.894;0.0
0;0;103;241.87;0.0;301.347;301.347;0.0
0;0;104;241.293;0.0;302.04;302.04;0.0
0;0;105;235.061;0.0;311.897;311.897;0.0
0;0;106;215.348;0.0;309.62;309.62;0.0
0;0;107;205.131;0.0;284.916;196.002;88.913
0;0;108;210.034;0.0;294.909;294.909;0.0
0;0;109;191.115;0.0;285.486;285.486;0.0
0;0;110;183.142;0.0;255.387;255.387;0.0
0;0;111;176.104;0.0;256.673;256.673;0.0
0;0;112;168.058;0.0;243.463;243.463;0.0
0;0;113;174.932;0.0;273.191;273.191;0.0
0;0;114;226.875;0.0;327.636;327.636;0.0
0;0;115;227.451;0.0;358.021;358.021;0.0
0;0;116;228.027;0.0;337.874;337.874;0.0
0;0;117;229.755;0.0;339.102;339.102;0.0
0;0;118;236.674;0.0;338.526;338.526;0.0
0;0;119;198.924;0.0;279.409;279.409;0.0
0;0;120;0.0;0.0;17.164;17.164;0.0
0;0;121;233.93;0.0;266.631;266.631;0.0
0;0;122;249.387;0.0;273.899;273.899;0.0
0;0;123;247.073;0.0;271.182;271.182;0.0
0;0;124;245.338;0.0;267.337;267.337;0.0
0;0;125;247.651;0.0;271.123;271.123;0.0
0;0;126;245.916;0.0;275.866;275.866;0.0
