Support_Year;Cluster;Timestep;HP;EB;from_grid;from_main_grid;from_network
0;0;127;244.76;0.0;334.466;334.466;0.0
0;0;128;246.495;0.0;350.888;350.888;0.0
0;0;129;246.495;0.0;316.811;316.811;0.0
0;0;130;232.526;0.0;317.228;317.228;0.0
0;0;131;216.602;0.0;290.132;290.132;0.0
0;0;132;212.194;0.0;281.714;281.714;0.0
0;0;133;181.897;0.0;256.601;256.601;0.0
0;0;134;222.846;0.0;293.59;293.59;0.0
0;0;135;225.148;0.0;299.292;299.292;0.0
0;0;136;227.451;0.0;322.558;322.558;0.0
0;0;137;127.44;0.0;255.92;255.92;0.0
0;0;138;232.637;0.0;359.74;359.74;0.0
0;0;139;233.213;0.0;376.187;376.187;0.0
0;0;140;232.637;0.0;352.933;352.933;0.0
0;0;141;234.367;0.0;335.23;335.23;0.0
0;0;142;234.367;0.0;359.782;359.782;0.0
0;0;143;225.706;0.0;294.871;294.871;0.0
0;0;144;157.096;0.0;174.763;174.763;0.0
0;0;145;251.703;0.0;283.611;283.611;0.0
0;0;146;252.282;0.0;274.919;274.919;0.0
0;0;147;251.703;0.0;275.497;275.497;0.0
0;0;148;252.861;0.0;277.586;277.586;0.0
0;0;149;253.44;0.0;280.281;280.281;0.0
0;0;150;249.966;0.0;282.458;282.458;0.0
0;0;151;248.23;0.0;328.422;328.422;0.0
0;0;152;247.073;0.0;349.953;349.953;0.0
0;0;153;245.916;0.0;326.612;326.612;0.0
0;0;154;244.76;0.0;325.264;312.354;12.909
0;0;155;234.902;0.0;303.376;187.261;116.115
0;0;156;225.341;0.0;309.389;209.088;100.302
0;0;157;192.366;0.0;272.714;185.827;86.887
0;0;158;177.396;0.0;260.018;147.944;112.074
0;0;159;166.44;0.0;237.335;237.335;0.0
0;0;160;221.121;0.0;313.211;313.211;0.0
0;0;161;183.868;0.0;279.745;279.745;0.0
0;0;162;223.422;0.0;340.998;340.998;0.0
0;0;163;228.027;0.0;348.512;348.512;0.0
0;0;164;229.755;0.0;356.216;356.216;0.0
0;0;165;143.809;0.0;257.992;257.992;0.0
0;0;166;237.251;0.0;348.996;348.996;0.0
0;0;167;168.955;0.0;243.046;243.046;0.0
0;1;0;0.0;0.0;17.989;17.989;0.0
0;1;1;0.0;0.0;23.255;23.255;0.0
0;1;2;0.0;0.0;23.143;23.143;0.0
0;1;3;0.0;0.0;21.498;21.498;0.0
0;1;4;0.0;0.0;20.967;20.967;0.0
0;1;5;0.0;0.0;22.931;22.931;0.0
0;1;6;0.0;0.0;34.738;34.738;0.0
0;1;7;0.0;0.0;62.845;33.644;29.2
0;1;8;0.0;0.0;77.501;0.0;77.501
0;1;9;0.0;0.0;77.11;0.0;77.11
0;1;10;0.0;0.0;81.076;0.0;81.076
0;1;11;0.0;0.0;77.919;0.0;77.919
0;1;12;0.0;0.0;74.173;0.0;74.173
0;1;13;0.0;0.0;83.849;0.0;83.849
0;1;14;0.0;0.0;73.651;0.0;73.651
0;1;15;0.0;0.0;76.907;0.0;76.907
0;1;16;56.258;0.0;143.037;0.0;143.037
0;1;17;0.0;0.0;111.289;29.881;81.409
0;1;18;0.0;0.0;107.061;107.061;0.0
0;1;19;0.0;0.0;122.371;122.371;0.0
0;1;20;0.0;0.0;124.403;124.403;0.0
0;1;21;0.0;0.0;111.132;111.132;0.0
0;1;22;0.0;0.0;104.452;104.452;0.0
0;1;23;0.0;0.0;77.846;77.846;0.0
0;1;24;0.0;0.0;17.355;17.355;0.0
0;1;25;0.0;0.0;26.723;26.723;0.0
0;1;26;0.0;0.0;23.085;23.085;0.0
0;1;27;0.0;0.0;23.11;23.11;0.0
0;1;28;0.0;0.0;24.173;24.173;0.0
0;1;29;0.0;0.0;25.641;25.641;0.0
0;1;30;0.0;0.0;28.276;28.276;0.0
0;1;31;0.0;0.0;66.847;54.042;12.805
0;1;32;4.67;0.0;81.58;0.0;81.58
0;1;33;4.439;0.0;79.876;0.0;79.876
0;1;34;4.153;0.0;79.722;0.0;79.722
0;1;35;4.318;0.0;82.895;0.0;82.895
0;1;36;8.725;0.0;69.65;0.0;69.65
0;1;37;3.315;0.0;75.51;0.0;75.51
0;1;38;4.051;0.0;80.093;0.0;80.093
0;1;39;81.897;0.0;155.754;0.0;155.754
0;1;40;0.0;0.0;82.072;0.0;82.072
0;1;41;36.306;0.0;124.469;0.0;124.469
0;1;42;0.0;0.0;98.397;63.646;34.751
0;1;43;0.0;0.0;122.484;122.484;0.0
0;1;44;0.0;0.0;131.598;131.598;0.0
0;1;45;0.0;0.0;118.838;118.838;0.0
0;1;46;0.0;0.0;107.994;107.994;0.0
0;1;47;0.0;0.0;70.285;70.285;0.0
0;1;48;0.0;0.0;17.385;17.385;0.0
0;1;49;0.0;0.0;24.797;24.797;0.0
0;1;50;0.0;0.0;24.379;24.379;0.0
0;1;51;0.0;0.0;23.103;23.103;0.0
0;1;52;0.0;0.0;21.947;21.947;0.0
0;1;53;0.0;0.0;22.954;22.954;0.0
0;1;54;0.0;0.0;35.244;35.244;0.0
0;1;55;0.0;0.0;55.09;55.09;0.0
0;1;56;0.0;0.0;75.434;0.0;75.434
0;1;57;0.0;0.0;59.689;0.0;59.689
0;1;58;5.14;0.0;90.505;0.0;90.505
0;1;59;4.349;0.0;76.638;0.0;76.638
0;1;60;3.919;0.0;75.573;0.0;75.573
0;1;61;3.468;0.0;81.833;0.0;81.833
0;1;62;60.357;0.0;134.02;0.0;134.02
0;1;63;22.549;0.0;98.326;0.0;98.326
0;1;64;44.908;0.0;117.175;0.0;117.175
0;1;65;0.0;0.0;94.343;0.0;94.343
0;1;66;0.0;0.0;105.985;105.985;0.0
0;1;67;0.0;0.0;124.163;124.163;0.0
0;1;68;0.0;0.0;131.535;131.535;0.0
0;1;69;0.0;0.0;115.146;115.146;0.0
0;1;70;0.0;0.0;119.896;119.896;0.0
0;1;71;0.0;0.0;84.662;84.662;0.0
0;1;72;0.0;0.0;17.365;17.365;0.0
0;1;73;0.0;0.0;24.07;24.07;0.0
0;1;74;0.0;0.0;22.578;22.578;0.0
0;1;75;0.0;0.0;22.352;22.352;0.0
0;1;76;0.0;0.0;24.16;24.16;0.0
0;1;77;0.0;0.0;23.863;23.863;0.0
0;1;78;0.0;0.0;24.583;24.583;0.0
0;1;79;0.0;0.0;42.237;0.0;42.237
0;1;80;0.0;0.0;43.922;0.0;43.922
0;1;81;4.919;0.0;68.762;0.0;68.762
0;1;82;4.926;0.0;63.739;0.0;63.739
0;1;83;4.723;0.0;68.838;0.0;68.838
0;1;84;3.776;0.0;76.597;0.0;76.597
0;1;85;4.811;0.0;84.864;0.0;84.864
0;1;86;3.724;0.0;62.118;0.0;62.118
0;1;87;102.057;0.0;176.915;0.0;176.915
0;1;88;0.0;0.0;68.892;0.0;68.892
0;1;89;0.0;0.0;93.093;0.0;93.093
0;1;90;0.0;0.0;107.235;73.962;33.274
0;1;91;0.0;0.0;93.46;93.46;0.0
0;1;92;0.0;0.0;98.34;98.34;0.0
0;1;93;0.0;0.0;103.639;103.639;0.0
0;1;94;0.0;0.0;107.166;107.166;0.0
0;1;95;0.0;0.0;69.617;69.617;0.0
0;1;96;0.0;0.0;19.569;19.569;0.0
0;1;97;0.0;0.0;30.595;30.595;0.0
0;1;98;0.0;0.0;24.166;24.166;0.0
0;1;99;0.0;0.0;22.786;22.786;0.0
0;1;100;0.0;0.0;24.026;24.026;0.0
0;1;101;0.0;0.0;23.977;23.977;0.0
0;1;102;0.0;0.0;29.663;29.663;0.0
0;1;103;0.0;0.0;57.721;34.244;23.477
0;1;104;0.0;0.0;64.737;0.0;64.737
0;1;105;4.879;0.0;88.618;0.0;88.618
0;1;106;4.577;0.0;90.414;0.0;90.414
0;1;107;5.052;0.0;100.464;0.0;100.464
0;1;108;8.939;0.0;94.952;0.0;94.952
0;1;109;3.739;0.0;83.801;0.0;83.801
0;1;110;4.797;0.0;90.541;0.0;90.541
0;1;111;40.784;0.0;119.565;0.0;119.565
0;1;112;58.115;0.0;160.604;0.0;160.604
0;1;113;0.0;0.0;93.946;0.0;93.946
0;1;114;0.0;0.0;100.858;85.722;15.136
0;1;115;0.0;0.0;108.578;108.578;0.0
0;1;116;0.0;0.0;116.126;116.126;0.0
0;1;117;0.0;0.0;116.674;116.674;0.0
0;1;118;0.0;0.0;105.6;105.6;0.0
0;1;119;0.0;0.0;89.315;89.315;0.0
0;1;120;0.0;0.0;17.254;17.254;0.0
0;1;121;0.0;0.0;25.948;25.948;0.0
0;1;122;0.0;0.0;21.824;21.824;0.0
0;1;123;0.0;0.0;24.068;24.068;0.0
0;1;124;0.0;0.0;21.652;21.652;0.0
0;1;125;0.0;0.0;22.917;22.917;0.0
0;1;126;0.0;0.0;33.774;33.774;0.0
0;1;127;0.0;0.0;83.067;83.067;0.0
0;1;128;0.0;0.0;89.751;0.0;89.751
0;1;129;5.003;0.0;83.552;0.0;83.552
0;1;130;5.753;0.0;78.703;0.0;78.703
0;1;131;4.07;0.0;75.016;0.0;75.016
0;1;132;7.963;0.0;86.484;0.0;86.484
0;1;133;4.261;0.0;75.54;0.0;75.54
0;1;134;3.806;0.0;87.485;0.0;87.485
0;1;135;32.366;0.0;112.117;0.0;112.117
0;1;136;63.9;0.0;151.181;0.0;151.181
0;1;137;0.0;0.0;92.244;0.0;92.244
0;1;138;0.0;0.0;121.66;119.103;2.557
0;1;139;0.0;0.0;132.421;132.421;0.0
0;1;140;0.0;0.0;123.776;123.776;0.0
0;1;141;0.0;0.0;100.279;100.279;0.0
0;1;142;0.0;0.0;107.191;107.191;0.0
0;1;143;0.0;0.0;84.711;84.711;0.0
0;1;144;0.0;0.0;17.57;17.57;0.0
0;1;145;0.0;0.0;23.791;23.791;0.0
0;1;146;0.0;0.0;23.035;23.035;0.0
0;1;147;0.0;0.0;22.002;22.002;0.0
0;1;148;0.0;0.0;22.518;22.518;0.0
0;1;149;0.0;0.0;21.913;21.913;0.0
0;1;150;0.0;0.0;26.408;26.408;0.0
0;1;151;0.0;0.0;65.537;62.605;2.932
0;1;152;0.0;0.0;79.595;0.0;79.595
0;1;153;4.736;0.0;78.721;0.0;78.721
0;1;154;4.145;0.0;89.954;0.0;89.954
0;1;155;3.995;0.0;82.562;0.0;82.562
0;1;156;8.771;0.0;88.117;0.0;88.117
0;1;157;3.577;0.0;94.359;0.0;94.359
0;1;158;4.144;0.0;84.471;0.0;84.471
0;1;159;126.123;0.0;196.021;0.0;196.021
0;1;160;40.063;0.0;122.222;0.0;122.222
0;1;161;5.675;0.0;110.198;0.0;110.198
0;1;162;11.768;0.0;118.654;76.564;42.09
0;1;163;0.0;0.0;122.336;122.336;0.0
0;1;164;0.0;0.0;124.667;124.667;0.0
0;1;165;0.0;0.0;123.342;123.342;0.0
0;1;166;0.0;0.0;120.635;120.635;0.0
0;1;167;0.0;0.0;95.676;95.676;0.0
0;2;0;0.0;0.0;16.569;16.569;0.0
0;2;1;0.0;0.0;24.058;24.058;0.0
0;2;2;174.808;0.0;196.889;196.889;0.0
0;2;3;0.0;0.0;22.732;22.732;0.0
0;2;4;11.683;0.0;32.943;32.943;0.0
0;2;5;198.169;0.0;220.025;220.025;0.0
0;2;6;0.0;0.0;24.451;24.451;0.0
0;2;7;91.135;0.0;170.071;170.071;0.0
0;2;8;0.0;0.0;106.538;106.538;0.0
0;2;9;94.876;0.0;181.275;165.332;15.943
0;2;10;87.615;0.0;168.688;0.0;168.688
0;2;11;197.597;0.0;260.424;0.0;260.424
0;2;12;150.401;0.0;227.263;0.0;227.263
0;2;13;42.943;0.0;119.17;0.0;119.17
0;2;14;37.34;0.0;114.039;0.0;114.039
0;2;15;31.581;0.0;116.913;0.0;116.913
0;2;16;30.695;0.0;120.713;43.796;76.917
0;2;17;30.253;0.0;158.718;158.718;0.0
0;2;18;0.0;0.0;117.045;117.045;0.0
0;2;19;123.322;0.0;238.838;238.838;0.0
0;2;20;69.928;0.0;206.367;206.367;0.0
0;2;21;0.0;0.0;128.435;128.435;0.0
0;2;22;150.714;0.0;269.328;269.328;0.0
0;2;23;87.801;0.0;162.994;162.994;0.0
0;2;24;0.0;0.0;16.598;16.598;0.0
0;2;25;0.0;0.0;25.986;25.986;0.0
0;2;26;218.246;0.0;241.97;241.97;0.0
0;2;27;11.33;0.0;33.638;33.638;0.0
0;2;28;220.546;0.0;242.034;242.034;0.0
0;2;29;59.747;0.0;82.675;82.675;0.0
0;2;30;175.842;0.0;201.694;201.694;0.0
0;2;31;179.061;0.0;261.978;261.978;0.0
0;2;32;162.242;0.0;255.018;255.018;0.0
0;2;33;152.527;0.0;236.081;191.74;44.341
0;2;34;131.838;0.0;206.384;33.504;172.88
0;2;35;113.072;0.0;175.479;0.0;175.479
0;2;36;131.182;0.0;198.281;0.0;198.281
0;2;37;152.832;0.0;234.484;0.0;234.484
0;2;38;0.0;0.0;80.508;0.0;80.508
0;2;39;0.0;0.0;62.677;0.0;62.677
0;2;40;170.545;0.0;258.23;258.23;0.0
0;2;41;26.651;0.0;137.965;137.965;0.0
0;2;42;41.318;0.0;170.235;170.235;0.0
0;2;43;51.678;0.0;169.212;169.212;0.0
0;2;44;59.312;0.0;184.797;184.797;0.0
0;2;45;59.173;0.0;177.082;177.082;0.0
0;2;46;0.0;0.0;101.152;101.152;0.0
0;2;47;11.494;0.0;87.858;87.858;0.0
0;2;48;0.0;0.0;20.281;20.281;0.0
0;2;49;0.0;0.0;21.822;21.822;0.0
0;2;50;65.405;0.0;87.065;87.065;0.0
0;2;51;68.815;0.0;91.106;91.106;0.0
0;2;52;70.261;0.0;92.568;92.568;0.0
0;2;53;72.812;0.0;95.051;95.051;0.0
0;2;54;66.842;0.0;95.969;95.969;0.0
0;2;55;99.627;0.0;171.454;171.454;0.0
0;2;56;99.512;0.0;191.543;191.543;0.0
0;2;57;63.904;0.0;146.259;146.259;0.0
0;2;58;57.096;0.0;127.549;62.773;64.776
0;2;59;51.169;0.0;114.968;35.336;79.632
0;2;60;39.925;0.0;121.324;0.0;121.324
0;2;61;61.786;0.0;135.94;0.0;135.94
0;2;62;0.0;0.0;80.288;37.107;43.182
0;2;63;35.221;0.0;104.868;27.035;77.834
0;2;64;72.869;0.0;158.707;158.707;0.0
0;2;65;175.315;0.0;288.517;288.517;0.0
0;2;66;0.0;0.0;126.611;126.611;0.0
0;2;67;31.999;0.0;157.841;157.841;0.0
0;2;68;0.0;0.0;136.313;136.313;0.0
0;2;69;0.0;0.0;111.207;111.207;0.0
0;2;70;0.0;0.0;124.524;124.524;0.0
0;2;71;0.0;0.0;67.876;67.876;0.0
0;2;72;0.0;0.0;18.428;18.428;0.0
0;2;73;50.596;0.0;76.709;76.709;0.0
0;2;74;53.043;0.0;73.509;73.509;0.0
0;2;75;55.249;0.0;81.61;81.61;0.0
0;2;76;56.967;0.0;80.041;80.041;0.0
0;2;77;60.151;0.0;85.565;85.565;0.0
0;2;78;61.65;0.0;89.18;89.18;0.0
0;2;79;100.717;0.0;140.243;140.243;0.0
0;2;80;105.528;0.0;161.512;161.512;0.0
0;2;81;68.48;0.0;150.544;150.544;0.0
0;2;82;63.594;0.0;134.073;0.0;134.073
0;2;83;57.421;0.0;120.899;0.0;120.899
0;2;84;27.603;0.0;93.973;63.626;30.347
0;2;85;27.547;0.0;115.078;115.078;0.0
0;2;86;177.596;0.0;236.534;210.057;26.477
0;2;87;88.494;0.0;155.253;155.253;0.0
0;2;88;0.0;0.0;85.542;85.542;0.0
0;2;89;0.0;0.0;103.161;103.161;0.0
0;2;90;0.0;0.0;88.756;88.756;0.0
0;2;91;0.0;0.0;102.16;102.16;0.0
0;2;92;187.873;0.0;314.969;314.969;0.0
0;2;93;52.337;0.0;169.069;169.069;0.0
0;2;94;0.0;0.0;105.049;105.049;0.0
0;2;95;66.977;0.0;145.271;145.271;0.0
0;2;96;0.0;0.0;18.844;18.844;0.0
0;2;97;0.0;0.0;26.883;26.883;0.0
0;2;98;97.791;0.0;121.488;121.488;0.0
0;2;99;201.605;0.0;226.165;226.165;0.0
0;2;100;117.566;0.0;139.472;139.472;0.0
0;2;101;0.0;0.0;23.644;23.644;0.0
0;2;102;137.89;0.0;167.037;167.037;0.0
0;2;103;137.404;0.0;202.691;202.691;0.0
0;2;104;119.849;0.0;219.093;219.093;0.0
0;2;105;114.01;0.0;208.621;208.621;0.0
0;2;106;100.579;0.0;203.76;203.76;0.0
0;2;107;93.3;0.0;178.366;178.366;0.0
0;2;108;94.77;0.0;185.531;185.531;0.0
0;2;109;151.805;0.0;262.703;262.703;0.0
0;2;110;0.0;0.0;83.488;83.488;0.0
0;2;111;73.922;0.0;181.372;181.372;0.0
0;2;112;77.523;0.0;181.757;181.757;0.0
0;2;113;73.451;0.0;213.09;213.09;0.0
0;2;114;90.806;0.0;222.466;222.466;0.0
0;2;115;95.121;0.0;221.968;221.968;0.0
0;2;116;102.039;0.0;207.438;207.438;0.0
0;2;117;100.026;0.0;219.866;219.866;0.0
0;2;118;88.861;0.0;188.771;188.771;0.0
0;2;119;204.471;0.0;272.6;272.6;0.0
0;2;120;0.0;0.0;20.172;20.172;0.0
0;2;121;209.058;0.0;235.451;235.451;0.0
0;2;122;21.178;0.0;43.703;43.703;0.0
0;2;123;123.795;0.0;147.1;147.1;0.0
0;2;124;126.699;0.0;148.458;148.458;0.0
0;2;125;129.181;0.0;153.425;153.425;0.0
0;2;126;152.765;0.0;190.587;190.587;0.0
0;2;127;145.207;0.0;229.103;229.103;0.0
0;2;128;125.193;0.0;231.425;231.425;0.0
0;2;129;118.825;0.0;218.286;218.286;0.0
0;2;130;113.241;0.0;193.792;193.792;0.0
0;2;131;103.917;0.0;167.889;115.147;52.742
0;2;132;95.584;0.0;173.546;0.0;173.546
0;2;133;74.596;0.0;159.528;0.0;159.528
0;2;134;189.588;0.0;261.543;72.198;189.345
0;2;135;172.663;0.0;253.67;228.391;25.279
0;2;136;0.0;0.0;90.737;90.737;0.0
0;2;137;0.0;0.0;104.427;104.427;0.0
0;2;138;0.0;0.0;132.304;132.304;0.0
0;2;139;199.887;0.0;325.34;325.34;0.0
0;2;140;64.782;0.0;175.311;175.311;0.0
0;2;141;0.0;0.0;103.225;103.225;0.0
0;2;142;187.361;0.0;287.121;287.121;0.0
0;2;143;0.0;0.0;72.931;72.931;0.0
0;2;144;108.127;0.0;128.216;128.216;0.0
0;2;145;111.336;0.0;138.79;138.79;0.0
0;2;146;116.607;0.0;137.902;137.902;0.0
0;2;147;119.331;0.0;141.474;141.474;0.0
0;2;148;123.115;0.0;144.816;144.816;0.0
0;2;149;123.528;0.0;144.155;144.155;0.0
0;2;150;148.464;0.0;177.923;177.923;0.0
0;2;151;149.092;0.0;223.585;223.585;0.0
0;2;152;123.631;0.0;221.375;221.375;0.0
0;2;153;120.557;0.0;211.614;211.614;0.0
0;2;154;115.643;0.0;194.876;187.036;7.84
0;2;155;107.05;0.0;171.928;98.361;73.567
0;2;156;105.561;0.0;180.808;93.359;87.45
0;2;157;81.12;0.0;163.082;27.622;135.459
0;2;158;69.816;0.0;157.266;38.932;118.334
0;2;159;64.221;0.0;137.806;137.806;0.0
0;2;160;59.455;0.0;143.181;143.181;0.0
0;2;161;57.469;0.0;160.9;160.9;0.0
0;2;162;71.712;0.0;199.761;199.761;0.0
0;2;163;75.142;0.0;218.041;218.041;0.0
0;2;164;74.115;0.0;207.849;207.849;0.0
0;2;165;73.311;0.0;198.239;198.239;0.0
0;2;166;119.068;0.0;224.378;224.378;0.0
0;2;167;192.447;0.0;252.309;252.309;0.0
0;3;0;249.966;0.0;267.649;267.649;0.0
0;3;1;250.545;0.0;281.891;281.891;0.0
0;3;2;248.809;0.0;270.988;270.988;0.0
0;3;3;249.387;0.0;272.479;272.479;0.0
0;3;4;249.966;0.0;271.169;271.169;0.0
0;3;5;254.019;0.0;279.356;279.356;0.0
0;3;6;254.019;0.0;283.793;283.793;0.0
0;3;7;253.44;0.0;338.366;338.366;0.0
0;3;8;251.703;0.0;365.185;365.185;0.0
0;3;9;248.809;63.848;420.283;420.283;0.0
0;3;10;245.916;59.307;383.984;383.984;0.0
0;3;11;243.026;40.046;357.278;357.278;0.0
0;3;12;240.715;36.839;344.234;310.561;33.674
0;3;13;237.828;0.0;321.334;288.845;32.488
0;3;14;225.724;0.0;308.107;302.308;5.799
0;3;15;224.573;0.0;302.993;236.198;66.795
0;3;16;227.451;0.0;333.2;333.2;0.0
0;3;17;232.637;0.0;382.014;382.014;0.0
0;3;18;234.367;0.0;362.118;362.118;0.0
0;3;19;239.56;0.0;366.864;366.864;0.0
0;3;20;241.87;0.0;360.546;360.546;0.0
0;3;21;244.182;0.0;355.074;355.074;0.0
0;3;22;245.916;0.0;360.556;360.556;0.0
0;3;23;248.23;0.0;327.788;327.788;0.0
0;3;24;250.545;0.0;268.622;268.622;0.0
0;3;25;254.019;0.0;280.186;280.186;0.0
0;3;26;254.019;0.0;275.535;275.535;0.0
0;3;27;254.019;0.0;275.789;275.789;0.0
0;3;28;255.178;0.0;276.833;276.833;0.0
0;3;29;255.758;0.0;278.293;278.293;0.0
0;3;30;255.178;0.0;286.613;286.613;0.0
