district;Support_Year;Cluster;Timestep;total_demand;to_network;from_network;to_main_grid
ghd6;15;1;3;0.0;0.0;0.0;0.0
ghd6;15;1;4;0.0;0.0;0.0;0.0
ghd6;15;1;5;0.0;0.0;0.0;0.0
ghd6;15;1;6;0.0;0.0;0.0;0.0
ghd6;15;1;7;0.0;0.0;0.0;0.0
ghd6;15;1;8;0.0;0.0;0.0;0.0
ghd6;15;1;9;0.0;0.0;0.0;0.0
ghd6;15;1;10;0.0;0.0;0.0;0.0
ghd6;15;1;11;0.0;0.0;0.0;0.0
ghd6;15;1;12;0.0;0.0;0.0;0.0
ghd6;15;1;13;0.0;0.0;0.0;0.0
ghd6;15;1;14;0.0;0.0;0.0;0.0
ghd6;15;1;15;0.0;0.0;0.0;0.0
ghd6;15;1;16;0.0;0.0;0.0;0.0
ghd6;15;1;17;0.0;0.0;0.0;0.0
ghd6;15;1;18;0.0;0.0;0.0;0.0
ghd6;15;1;19;0.0;0.0;0.0;0.0
ghd6;15;1;20;0.0;0.0;0.0;0.0
ghd6;15;1;21;0.0;0.0;0.0;0.0
ghd6;15;1;22;0.0;0.0;0.0;0.0
ghd6;15;1;23;0.0;0.0;0.0;0.0
ghd6;15;1;24;0.0;0.0;0.0;0.0
ghd6;15;1;25;4.837;0.0;0.0;0.0
ghd6;15;1;26;4.73;0.0;0.0;0.0
ghd6;15;1;27;4.536;0.0;0.0;0.0
ghd6;15;1;28;5.817;0.0;0.0;0.0
ghd6;15;1;29;14.655;0.0;0.0;0.0
ghd6;15;1;30;0.0;0.0;0.0;0.0
ghd6;15;1;31;9.752;0.0;0.0;0.0
ghd6;15;1;32;0.0;0.0;7.893;0.0
ghd6;15;1;33;0.0;0.0;9.056;0.0
ghd6;15;1;34;0.0;0.0;10.877;0.0
ghd6;15;1;35;0.0;0.0;9.608;0.0
ghd6;15;1;36;0.0;0.0;9.311;0.0
ghd6;15;1;37;0.0;0.0;7.355;0.0
ghd6;15;1;38;0.0;0.0;8.253;0.0
ghd6;15;1;39;0.0;0.0;17.131;0.0
ghd6;15;1;40;0.0;0.0;0.0;0.0
ghd6;15;1;41;80.516;0.0;30.104;0.0
ghd6;15;1;42;0.0;0.0;0.0;0.0
ghd6;15;1;43;0.0;0.0;0.0;0.0
ghd6;15;1;44;0.0;0.0;0.0;0.0
ghd6;15;1;45;0.0;0.0;0.0;0.0
ghd6;15;1;46;0.0;0.0;0.0;0.0
ghd6;15;1;47;0.0;0.0;0.0;0.0
ghd6;15;1;48;0.0;0.0;0.0;0.0
ghd6;15;1;49;0.0;0.0;0.0;0.0
ghd6;15;1;50;0.0;0.0;0.0;0.0
ghd6;15;1;51;0.0;0.0;0.0;0.0
ghd6;15;1;52;0.0;0.0;0.0;0.0
ghd6;15;1;53;0.0;0.0;0.0;0.0
ghd6;15;1;54;0.0;0.0;0.0;0.0
ghd6;15;1;55;0.0;0.0;0.0;0.0
ghd6;15;1;56;0.0;0.0;0.0;0.0
ghd6;15;1;57;0.0;0.0;0.0;0.0
ghd6;15;1;58;0.0;0.0;7.286;0.0
ghd6;15;1;59;0.0;0.0;7.577;0.0
ghd6;15;1;60;0.0;0.0;6.907;0.0
ghd6;15;1;61;0.0;0.0;7.056;0.0
ghd6;15;1;62;0.0;0.0;6.483;0.0
ghd6;15;1;63;119.111;0.0;1.919;0.0
ghd6;15;1;64;0.0;0.0;0.0;0.0
ghd6;15;1;65;0.0;0.0;0.0;0.0
ghd6;15;1;66;0.0;0.0;0.0;0.0
ghd6;15;1;67;0.0;0.0;0.0;0.0
ghd6;15;1;68;0.0;0.0;0.0;0.0
ghd6;15;1;69;0.0;0.0;0.0;0.0
ghd6;15;1;70;0.0;0.0;0.0;0.0
ghd6;15;1;71;0.0;0.0;0.0;0.0
ghd6;15;1;72;0.0;0.0;0.0;0.0
ghd6;15;1;73;0.0;0.0;0.0;0.0
ghd6;15;1;74;0.0;0.0;0.0;0.0
ghd6;15;1;75;0.0;0.0;0.0;0.0
ghd6;15;1;76;0.0;0.0;0.0;0.0
ghd6;15;1;77;0.0;0.0;0.0;0.0
ghd6;15;1;78;0.0;0.0;0.0;0.0
ghd6;15;1;79;0.0;0.0;0.0;0.0
ghd6;15;1;80;0.0;0.0;0.0;0.0
ghd6;15;1;81;0.0;0.0;8.216;0.0
ghd6;15;1;82;0.0;0.0;6.54;0.0
ghd6;15;1;83;0.0;0.0;8.272;0.0
ghd6;15;1;84;0.0;0.0;7.801;0.0
ghd6;15;1;85;0.0;0.0;6.776;0.0
ghd6;15;1;86;0.0;0.0;6.63;0.0
ghd6;15;1;87;0.0;0.0;122.456;0.0
ghd6;15;1;88;0.0;0.0;0.0;0.0
ghd6;15;1;89;0.0;0.0;0.0;0.0
ghd6;15;1;90;0.0;0.0;0.0;0.0
ghd6;15;1;91;0.0;0.0;0.0;0.0
ghd6;15;1;92;0.0;0.0;0.0;0.0
ghd6;15;1;93;0.0;0.0;0.0;0.0
ghd6;15;1;94;0.0;0.0;0.0;0.0
ghd6;15;1;95;0.0;0.0;0.0;0.0
ghd6;15;1;96;0.0;0.0;0.0;0.0
ghd6;15;1;97;0.0;0.0;0.0;0.0
ghd6;15;1;98;0.0;0.0;0.0;0.0
ghd6;15;1;99;0.0;0.0;0.0;0.0
ghd6;15;1;100;0.0;0.0;0.0;0.0
ghd6;15;1;101;0.0;0.0;0.0;0.0
ghd6;15;1;102;0.0;0.0;0.0;0.0
ghd6;15;1;103;0.0;0.0;0.0;0.0
ghd6;15;1;104;0.0;0.0;0.0;0.0
ghd6;15;1;105;0.0;0.0;9.94;0.0
ghd6;15;1;106;0.0;0.0;13.225;0.0
ghd6;15;1;107;0.0;0.0;10.251;0.0
ghd6;15;1;108;0.0;0.0;10.162;0.0
ghd6;15;1;109;0.0;0.0;9.148;0.0
ghd6;15;1;110;0.0;0.0;8.101;0.0
ghd6;15;1;111;0.0;0.0;9.599;0.0
ghd6;15;1;112;0.0;0.0;8.674;0.0
ghd6;15;1;113;101.967;0.0;5.162;0.0
ghd6;15;1;114;0.0;0.0;0.0;0.0
ghd6;15;1;115;0.0;0.0;0.0;0.0
ghd6;15;1;116;0.0;0.0;0.0;0.0
ghd6;15;1;117;0.0;0.0;0.0;0.0
ghd6;15;1;118;0.0;0.0;0.0;0.0
ghd6;15;1;119;0.0;0.0;0.0;0.0
ghd6;15;1;120;0.0;0.0;0.0;0.0
ghd6;15;1;121;0.0;0.0;0.0;0.0
ghd6;15;1;122;0.0;0.0;0.0;0.0
ghd6;15;1;123;0.0;0.0;0.0;0.0
ghd6;15;1;124;0.0;0.0;0.0;0.0
ghd6;15;1;125;0.0;0.0;0.0;0.0
ghd6;15;1;126;0.0;0.0;0.0;0.0
ghd6;15;1;127;0.0;0.0;0.0;0.0
ghd6;15;1;128;0.0;0.0;0.0;0.0
ghd6;15;1;129;0.0;0.0;11.262;0.0
ghd6;15;1;130;0.0;0.0;11.396;0.0
ghd6;15;1;131;0.0;0.0;9.324;0.0
ghd6;15;1;132;0.0;0.0;10.068;0.0
ghd6;15;1;133;0.0;0.0;8.51;0.0
ghd6;15;1;134;0.0;0.0;8.578;0.0
ghd6;15;1;135;0.0;0.0;9.05;0.0
ghd6;15;1;136;0.0;0.0;7.907;0.0
ghd6;15;1;137;75.281;0.0;29.732;0.0
ghd6;15;1;138;0.0;0.0;0.0;0.0
ghd6;15;1;139;0.0;0.0;0.0;0.0
ghd6;15;1;140;0.0;0.0;0.0;0.0
ghd6;15;1;141;0.0;0.0;0.0;0.0
ghd6;15;1;142;0.0;0.0;0.0;0.0
ghd6;15;1;143;0.0;0.0;0.0;0.0
ghd6;15;1;144;0.0;0.0;0.0;0.0
ghd6;15;1;145;0.0;0.0;0.0;0.0
ghd6;15;1;146;0.0;0.0;0.0;0.0
ghd6;15;1;147;0.0;0.0;0.0;0.0
ghd6;15;1;148;0.0;0.0;0.0;0.0
ghd6;15;1;149;0.0;0.0;0.0;0.0
ghd6;15;1;150;0.0;0.0;0.0;0.0
ghd6;15;1;151;0.0;0.0;0.0;0.0
ghd6;15;1;152;0.0;0.0;0.0;0.0
ghd6;15;1;153;0.0;0.0;10.941;0.0
ghd6;15;1;154;0.0;0.0;11.144;0.0
ghd6;15;1;155;0.0;0.0;9.955;0.0
ghd6;15;1;156;0.0;0.0;10.932;0.0
ghd6;15;1;157;0.0;0.0;8.528;0.0
ghd6;15;1;158;0.0;0.0;8.942;0.0
ghd6;15;1;159;106.3;0.0;89.15;0.0
ghd6;15;1;160;0.0;0.0;0.0;0.0
ghd6;15;1;161;39.241;0.0;38.036;0.0
ghd6;15;1;162;0.0;0.0;0.0;0.0
ghd6;15;1;163;0.0;0.0;0.0;0.0
ghd6;15;1;164;0.0;0.0;0.0;0.0
ghd6;15;1;165;0.0;0.0;0.0;0.0
ghd6;15;1;166;0.0;0.0;0.0;0.0
ghd6;15;1;167;0.0;0.0;0.0;0.0
ghd6;15;2;0;328.42;0.0;0.0;0.0
ghd6;15;2;1;335.54;0.0;0.0;0.0
ghd6;15;2;2;87.189;0.0;0.0;0.0
ghd6;15;2;3;0.0;0.0;0.0;0.0
ghd6;15;2;4;0.0;0.0;0.0;0.0
ghd6;15;2;5;0.0;0.0;0.0;0.0
ghd6;15;2;6;0.0;0.0;0.0;0.0
ghd6;15;2;7;161.488;0.0;0.0;0.0
ghd6;15;2;8;123.357;0.0;10.303;0.0
ghd6;15;2;9;18.789;0.0;85.423;0.0
ghd6;15;2;10;0.0;0.0;79.487;0.0
ghd6;15;2;11;0.0;0.0;64.365;0.0
ghd6;15;2;12;0.0;0.0;46.394;0.0
ghd6;15;2;13;0.0;0.0;38.155;0.0
ghd6;15;2;14;226.206;0.0;48.127;0.0
ghd6;15;2;15;256.692;0.0;16.757;0.0
ghd6;15;2;16;257.522;0.0;15.928;0.0
ghd6;15;2;17;276.101;0.0;0.001;0.0
ghd6;15;2;18;282.292;0.0;0.0;0.0
ghd6;15;2;19;215.369;0.0;0.0;0.0
ghd6;15;2;20;0.0;0.0;0.0;0.0
ghd6;15;2;21;0.0;0.0;0.0;0.0
ghd6;15;2;22;0.0;0.0;0.0;0.0
ghd6;15;2;23;0.0;0.0;0.0;0.0
ghd6;15;2;24;0.0;0.0;0.0;0.0
ghd6;15;2;25;0.0;0.0;0.0;0.0
ghd6;15;2;26;0.0;0.0;0.0;0.0
ghd6;15;2;27;0.0;0.0;0.0;0.0
ghd6;15;2;28;0.0;0.0;0.0;0.0
ghd6;15;2;29;0.0;0.0;0.0;0.0
ghd6;15;2;30;0.0;0.0;0.0;0.0
ghd6;15;2;31;0.0;0.0;0.0;0.0
ghd6;15;2;32;0.0;0.0;0.0;0.0
ghd6;15;2;33;20.156;0.0;71.401;0.0
ghd6;15;2;34;0.0;0.0;61.437;0.0
ghd6;15;2;35;0.0;0.0;42.836;0.0
ghd6;15;2;36;0.0;0.0;32.262;0.0
ghd6;15;2;37;0.0;0.0;24.461;0.0
ghd6;15;2;38;99.882;0.0;160.187;0.0
ghd6;15;2;39;0.0;0.0;0.0;0.0
ghd6;15;2;40;82.187;0.0;16.594;0.0
ghd6;15;2;41;0.0;0.0;0.0;0.0
ghd6;15;2;42;0.0;0.0;0.0;0.0
ghd6;15;2;43;0.0;0.0;0.0;0.0
ghd6;15;2;44;0.0;0.0;0.0;0.0
ghd6;15;2;45;0.0;0.0;0.0;0.0
ghd6;15;2;46;0.0;0.0;0.0;0.0
ghd6;15;2;47;0.0;0.0;0.0;0.0
ghd6;15;2;48;0.0;0.0;0.0;0.0
ghd6;15;2;49;0.0;0.0;0.0;0.0
ghd6;15;2;50;0.0;0.0;0.0;0.0
ghd6;15;2;51;16.543;0.0;0.0;0.0
ghd6;15;2;52;18.969;0.0;0.0;0.0
ghd6;15;2;53;20.16;0.0;0.0;0.0
ghd6;15;2;54;20.525;0.0;0.0;0.0
ghd6;15;2;55;28.241;0.0;0.0;0.0
ghd6;15;2;56;28.915;0.0;0.0;0.0
ghd6;15;2;57;20.469;0.0;0.0;0.0
ghd6;15;2;58;17.39;0.0;0.0;0.0
ghd6;15;2;59;34.363;0.0;0.001;0.0
ghd6;15;2;60;0.0;0.0;0.0;0.0
ghd6;15;2;61;14.295;0.0;0.0;0.0
ghd6;15;2;62;11.076;0.0;0.0;0.0
ghd6;15;2;63;113.106;0.0;0.0;0.0
ghd6;15;2;64;0.0;0.0;0.0;0.0
ghd6;15;2;65;0.0;0.0;0.0;0.0
ghd6;15;2;66;0.0;0.0;0.0;0.0
ghd6;15;2;67;0.0;0.0;0.0;0.0
ghd6;15;2;68;0.0;0.0;0.0;0.0
ghd6;15;2;69;0.0;0.0;0.0;0.0
ghd6;15;2;70;0.0;0.0;0.0;0.0
ghd6;15;2;71;0.0;0.0;0.0;0.0
ghd6;15;2;72;291.144;0.0;0.0;0.0
ghd6;15;2;73;0.0;0.0;0.0;0.0
ghd6;15;2;74;0.0;0.0;0.0;0.0
ghd6;15;2;75;0.0;0.0;0.0;0.0
ghd6;15;2;76;0.0;0.0;0.0;0.0
ghd6;15;2;77;0.0;0.0;0.0;0.0
ghd6;15;2;78;0.0;0.0;0.0;0.0
ghd6;15;2;79;0.0;0.0;0.0;0.0
ghd6;15;2;80;62.53;0.0;0.0;0.0
ghd6;15;2;81;0.0;0.0;0.0;0.0
ghd6;15;2;82;42.156;0.0;0.0;0.0
ghd6;15;2;83;5.326;0.0;31.591;0.0
ghd6;15;2;84;0.0;0.0;28.958;0.0
ghd6;15;2;85;0.0;0.0;26.489;0.0
ghd6;15;2;86;280.523;0.0;0.0;0.0
ghd6;15;2;87;280.523;0.0;0.0;0.0
ghd6;15;2;88;291.144;0.0;0.0;0.0
ghd6;15;2;89;283.177;0.0;0.001;0.0
ghd6;15;2;90;298.231;0.0;0.0;0.0
ghd6;15;2;91;0.0;0.0;0.0;0.0
ghd6;15;2;92;303.551;0.0;0.0;0.0
ghd6;15;2;93;0.0;0.0;0.0;0.0
ghd6;15;2;94;308.873;0.0;0.0;0.0
ghd6;15;2;95;132.789;0.0;0.0;0.0
ghd6;15;2;96;0.0;0.0;0.0;0.0
ghd6;15;2;97;0.0;0.0;0.0;0.0
ghd6;15;2;98;0.0;0.0;0.0;0.0
ghd6;15;2;99;0.0;0.0;0.0;0.0
ghd6;15;2;100;0.0;0.0;0.0;0.0
ghd6;15;2;101;0.0;0.0;0.0;0.0
ghd6;15;2;102;0.0;0.0;0.0;0.0
ghd6;15;2;103;0.0;0.0;0.0;0.0
ghd6;15;2;104;186.023;0.0;5.558;0.0
ghd6;15;2;105;92.984;0.0;65.618;0.0
ghd6;15;2;106;48.389;0.0;63.059;0.0
ghd6;15;2;107;76.966;0.0;17.557;0.0
ghd6;15;2;108;21.062;0.0;55.336;0.0
ghd6;15;2;109;20.926;0.0;43.568;0.0
ghd6;15;2;110;24.402;0.0;34.161;0.0
ghd6;15;2;111;57.442;0.0;0.0;0.0
ghd6;15;2;112;55.625;0.0;0.0;0.0
ghd6;15;2;113;179.855;0.0;0.0;0.0
ghd6;15;2;114;0.0;0.0;0.0;0.0
ghd6;15;2;115;0.0;0.0;0.0;0.0
ghd6;15;2;116;140.808;0.0;0.0;0.0
ghd6;15;2;117;0.0;0.0;0.0;0.0
ghd6;15;2;118;158.212;0.0;0.0;0.0
ghd6;15;2;119;0.0;0.0;0.0;0.0
ghd6;15;2;120;86.37;0.0;0.0;0.0
ghd6;15;2;121;87.038;0.0;0.0;0.0
ghd6;15;2;122;90.265;0.0;0.0;0.0
ghd6;15;2;123;93.067;0.0;0.0;0.0
ghd6;15;2;124;96.558;0.0;0.0;0.0
ghd6;15;2;125;99.016;0.0;0.0;0.0
ghd6;15;2;126;105.971;0.0;0.0;0.0
ghd6;15;2;127;80.854;0.0;0.0;0.0
ghd6;15;2;128;69.012;0.0;0.0;0.0
ghd6;15;2;129;65.08;0.0;0.0;0.0
ghd6;15;2;130;59.351;0.0;0.001;0.0
ghd6;15;2;131;46.803;0.0;0.001;0.0
ghd6;15;2;132;13.631;0.0;21.961;0.0
ghd6;15;2;133;0.0;0.0;25.252;0.0
ghd6;15;2;134;18.288;0.0;0.0;0.0
ghd6;15;2;135;18.461;0.0;0.0;0.0
ghd6;15;2;136;16.513;0.0;0.0;0.0
ghd6;15;2;137;257.661;0.0;0.0;0.0
ghd6;15;2;138;261.274;0.0;0.0;0.0
ghd6;15;2;139;264.29;0.0;0.0;0.0
ghd6;15;2;140;0.0;0.0;0.0;0.0
ghd6;15;2;141;0.0;0.0;0.0;0.0
ghd6;15;2;142;51.413;0.0;0.0;0.0
ghd6;15;2;143;0.0;0.0;0.0;0.0
ghd6;15;2;144;0.0;0.0;0.0;0.0
ghd6;15;2;145;0.0;0.0;0.0;0.0
ghd6;15;2;146;0.0;0.0;0.0;0.0
ghd6;15;2;147;0.0;0.0;0.0;0.0
ghd6;15;2;148;0.0;0.0;0.0;0.0
ghd6;15;2;149;0.0;0.0;0.0;0.0
ghd6;15;2;150;0.0;0.0;0.0;0.0
ghd6;15;2;151;0.0;0.0;0.0;0.0
ghd6;15;2;152;0.0;0.0;0.0;0.0
ghd6;15;2;153;66.98;0.0;0.0;0.0
ghd6;15;2;154;63.055;0.0;0.0;0.0
ghd6;15;2;155;55.443;0.0;0.0;0.0
ghd6;15;2;156;43.051;0.0;0.0;0.0
ghd6;15;2;157;34.336;0.0;0.0;0.0
ghd6;15;2;158;29.147;0.0;0.0;0.0
ghd6;15;2;159;29.106;0.0;0.0;0.0
ghd6;15;2;160;248.074;0.0;0.0;0.0
ghd6;15;2;161;0.0;0.0;0.0;0.0
ghd6;15;2;162;0.0;0.0;0.0;0.0
ghd6;15;2;163;0.0;0.0;0.0;0.0
ghd6;15;2;164;0.0;0.0;0.0;0.0
ghd6;15;2;165;0.0;0.0;0.0;0.0
ghd6;15;2;166;98.505;0.0;0.0;0.0
ghd6;15;2;167;286.717;0.0;0.0;0.0
ghd6;15;3;0;0.0;0.0;0.0;0.0
ghd6;15;3;1;271.934;0.0;0.0;0.0
ghd6;15;3;2;324.054;0.0;0.0;0.0
ghd6;15;3;3;329.615;0.0;0.0;0.0
ghd6;15;3;4;387.367;0.0;0.0;0.0
ghd6;15;3;5;297.279;0.0;0.0;0.0
ghd6;15;3;6;363.185;0.0;0.0;0.0
ghd6;15;3;7;316.482;0.0;0.0;0.0
ghd6;15;3;8;294.883;0.0;0.0;0.0
ghd6;15;3;9;278.637;0.0;0.0;0.0
ghd6;15;3;10;271.0;0.0;0.0;0.0
ghd6;15;3;11;252.749;0.0;0.0;0.0
ghd6;15;3;12;235.626;0.0;0.0;0.0
ghd6;15;3;13;178.126;0.0;35.901;0.0
ghd6;15;3;14;317.143;0.0;32.656;0.0
ghd6;15;3;15;348.015;0.0;0.0;0.0
ghd6;15;3;16;352.476;0.0;0.0;0.0
ghd6;15;3;17;360.512;0.0;0.0;0.0
ghd6;15;3;18;363.193;0.0;0.0;0.0
ghd6;15;3;19;0.0;0.0;0.0;0.0
ghd6;15;3;20;0.0;0.0;0.0;0.0
ghd6;15;3;21;0.0;0.0;0.0;0.0
ghd6;15;3;22;375.728;0.0;0.0;0.0
ghd6;15;3;23;384.677;0.0;0.0;0.0
ghd6;15;3;24;388.264;0.0;0.0;0.0
ghd6;15;3;25;0.0;0.0;0.0;0.0
ghd6;15;3;26;335.448;0.0;0.0;0.0
ghd6;15;3;27;342.589;0.0;0.0;0.0
ghd6;15;3;28;348.652;0.0;0.0;0.0
ghd6;15;3;29;355.407;0.0;0.0;0.0
ghd6;15;3;30;367.221;0.0;0.0;0.0
ghd6;15;3;31;329.012;0.0;0.0;0.0
ghd6;15;3;32;304.231;0.0;0.0;0.0
ghd6;15;3;33;280.527;0.0;0.0;0.0
ghd6;15;3;34;268.665;0.0;0.0;0.0
ghd6;15;3;35;256.949;0.0;0.0;0.0
ghd6;15;3;36;249.808;0.0;0.0;0.0
ghd6;15;3;37;239.442;0.0;0.0;0.0
ghd6;15;3;38;231.365;0.0;0.0;0.0
ghd6;15;3;39;250.096;0.0;0.0;0.0
ghd6;15;3;40;246.399;0.0;0.0;0.0
ghd6;15;3;41;253.892;0.0;0.0;0.0
ghd6;15;3;42;275.469;0.0;0.0;0.0
ghd6;15;3;43;273.597;0.0;0.0;0.0
ghd6;15;3;44;281.233;0.0;0.0;0.0
ghd6;15;3;45;294.001;0.0;0.0;0.0
ghd6;15;3;46;287.302;0.0;0.0;0.0
ghd6;15;3;47;279.523;0.0;0.0;0.0
ghd6;15;3;48;74.227;0.0;0.0;0.0
ghd6;15;3;49;73.373;0.0;0.0;0.0
ghd6;15;3;50;71.101;0.0;0.0;0.0
ghd6;15;3;51;70.195;0.0;0.0;0.0
ghd6;15;3;52;74.324;0.0;0.0;0.0
ghd6;15;3;53;74.137;0.0;0.0;0.0
ghd6;15;3;54;77.962;0.0;0.0;0.0
ghd6;15;3;55;93.924;0.0;0.0;0.0
ghd6;15;3;56;98.514;0.0;0.0;0.0
ghd6;15;3;57;89.657;0.0;0.0;0.0
ghd6;15;3;58;89.433;0.0;0.0;0.0
ghd6;15;3;59;90.931;0.0;0.0;0.0
ghd6;15;3;60;89.493;0.0;0.0;0.0
ghd6;15;3;61;82.299;0.0;0.0;0.0
ghd6;15;3;62;75.92;0.0;0.0;0.0
ghd6;15;3;63;83.178;0.0;0.0;0.0
ghd6;15;3;64;83.751;0.0;0.0;0.0
ghd6;15;3;65;261.224;0.0;0.0;0.0
ghd6;15;3;66;340.884;0.0;0.0;0.0
ghd6;15;3;67;0.0;0.0;0.0;0.0
ghd6;15;3;68;0.0;0.0;0.0;0.0
ghd6;15;3;69;0.0;0.0;0.0;0.0
ghd6;15;3;70;0.0;0.0;0.0;0.0
ghd6;15;3;71;117.372;0.0;0.0;0.0
ghd6;15;3;72;123.794;0.0;0.0;0.0
ghd6;15;3;73;125.057;0.0;0.0;0.0
ghd6;15;3;74;130.593;0.0;0.0;0.0
ghd6;15;3;75;137.273;0.0;0.0;0.0
ghd6;15;3;76;138.186;0.0;0.0;0.0
ghd6;15;3;77;140.406;0.0;0.0;0.0
ghd6;15;3;78;303.067;0.0;0.0;0.0
ghd6;15;3;79;0.0;0.0;0.0;0.0
ghd6;15;3;80;164.755;0.0;0.0;0.0
ghd6;15;3;81;154.067;0.0;0.0;0.0
ghd6;15;3;82;153.797;0.0;0.0;0.0
ghd6;15;3;83;155.707;0.0;0.0;0.0
ghd6;15;3;84;145.81;0.0;0.0;0.0
ghd6;15;3;85;352.476;0.0;0.0;0.0
ghd6;15;3;86;163.48;0.0;0.0;0.0
ghd6;15;3;87;358.726;0.0;0.0;0.0
ghd6;15;3;88;363.193;0.0;0.0;0.0
ghd6;15;3;89;364.087;0.0;0.0;0.0
ghd6;15;3;90;368.558;0.0;0.0;0.0
ghd6;15;3;91;375.717;0.0;0.0;0.0
ghd6;15;3;92;0.0;0.0;0.0;0.0
ghd6;15;3;93;381.988;0.0;0.0;0.0
ghd6;15;3;94;385.574;0.0;0.0;0.0
ghd6;15;3;95;386.47;0.0;0.0;0.0
ghd6;15;3;96;388.264;0.0;0.0;0.0
ghd6;15;3;97;391.853;0.0;0.0;0.0
ghd6;15;3;98;392.751;0.0;0.0;0.0
ghd6;15;3;99;395.445;0.0;0.0;0.0
ghd6;15;3;100;391.853;0.0;0.0;0.0
ghd6;15;3;101;386.47;0.0;0.0;0.0
ghd6;15;3;102;382.884;0.0;0.0;0.0
ghd6;15;3;103;381.092;0.0;0.0;0.0
ghd6;15;3;104;374.822;0.0;0.0;0.0
ghd6;15;3;105;372.137;0.0;0.0;0.0
ghd6;15;3;106;381.092;0.0;0.0;0.0
ghd6;15;3;107;382.884;0.0;0.0;0.0
ghd6;15;3;108;386.47;0.0;0.0;0.0
ghd6;15;3;109;382.884;0.0;0.0;0.0
ghd6;15;3;110;367.429;0.0;0.0;0.0
ghd6;15;3;111;360.975;0.0;0.0;0.0
ghd6;15;3;112;346.77;0.0;0.0;0.0
ghd6;15;3;113;342.106;0.0;0.0;0.0
ghd6;15;3;114;354.038;0.0;0.0;0.0
ghd6;15;3;115;345.712;0.0;0.0;0.0
ghd6;15;3;116;347.679;0.0;0.0;0.0
ghd6;15;3;117;363.325;0.0;0.0;0.0
ghd6;15;3;118;371.242;0.0;0.0;0.0
ghd6;15;3;119;373.031;0.0;0.0;0.0
ghd6;15;3;120;373.031;0.0;0.0;0.0
ghd6;15;3;121;374.822;0.0;0.0;0.0
ghd6;15;3;122;380.195;0.0;0.0;0.0
ghd6;15;3;123;386.47;0.0;0.0;0.0
ghd6;15;3;124;393.649;0.0;0.0;0.0
ghd6;15;3;125;306.667;0.0;0.0;0.0
ghd6;15;3;126;398.139;0.0;0.0;0.0
ghd6;15;3;127;369.877;0.0;0.0;0.0
ghd6;15;3;128;344.612;0.0;0.0;0.0
ghd6;15;3;129;332.563;0.0;0.0;0.0
ghd6;15;3;130;302.076;0.0;0.0;0.0
ghd6;15;3;131;290.984;0.0;0.0;0.0
ghd6;15;3;132;277.889;0.0;0.0;0.0
ghd6;15;3;133;263.304;0.0;0.0;0.0
ghd6;15;3;134;249.555;0.0;0.0;0.0
ghd6;15;3;135;264.226;0.0;0.0;0.0
ghd6;15;3;136;375.717;0.0;0.0;0.0
ghd6;15;3;137;148.813;0.0;0.0;0.0
ghd6;15;3;138;292.812;0.0;0.0;0.0
ghd6;15;3;139;385.574;0.0;0.0;0.0
ghd6;15;3;140;233.914;0.0;0.0;0.0
ghd6;15;3;141;344.894;0.0;0.0;0.0
ghd6;15;3;142;350.171;0.0;0.0;0.0
ghd6;15;3;143;358.331;0.0;0.0;0.0
ghd6;15;3;144;391.853;0.0;0.0;0.0
ghd6;15;3;145;330.213;0.0;0.0;0.0
ghd6;15;3;146;394.547;0.0;0.0;0.0
ghd6;15;3;147;350.99;0.0;0.0;0.0
ghd6;15;3;148;376.838;0.0;0.0;0.0
ghd6;15;3;149;380.609;0.0;0.0;0.0
ghd6;15;3;150;382.342;0.0;0.0;0.0
ghd6;15;3;151;333.307;0.0;0.0;0.0
ghd6;15;3;152;308.876;0.0;0.0;0.0
ghd6;15;3;153;267.645;0.0;0.0;0.0
ghd6;15;3;154;254.203;0.0;0.0;0.0
ghd6;15;3;155;224.63;0.0;0.0;0.0
ghd6;15;3;156;210.602;0.0;0.0;0.0
ghd6;15;3;157;352.476;0.0;0.0;0.0
ghd6;15;3;158;43.4;0.0;0.0;0.0
ghd6;15;3;159;203.203;0.0;0.0;0.0
ghd6;15;3;160;199.836;0.0;0.0;0.0
ghd6;15;3;161;195.628;0.0;0.0;0.0
ghd6;15;3;162;214.52;0.0;0.0;0.0
ghd6;15;3;163;212.952;0.0;0.0;0.0
ghd6;15;3;164;216.49;0.0;0.0;0.0
ghd6;15;3;165;349.103;0.0;0.0;0.0
ghd6;15;3;166;350.692;0.0;0.0;0.0
ghd6;15;3;167;354.261;0.0;0.0;0.0
ghd6;20;0;0;0.0;0.0;0.0;0.0
ghd6;20;0;1;217.313;0.0;0.0;0.0
ghd6;20;0;2;0.0;0.0;0.0;0.0
ghd6;20;0;3;184.181;0.0;0.0;0.0
ghd6;20;0;4;189.651;0.0;0.0;0.0
ghd6;20;0;5;194.335;0.0;0.0;0.0
ghd6;20;0;6;207.456;0.0;0.0;0.0
ghd6;20;0;7;174.592;0.0;0.0;0.0
ghd6;20;0;8;158.401;0.0;0.0;0.0
ghd6;20;0;9;159.604;0.0;0.0;0.0
ghd6;20;0;10;137.255;0.0;0.0;0.0
ghd6;20;0;11;126.764;0.0;0.0;0.0
ghd6;20;0;12;109.408;0.0;0.0;0.0
ghd6;20;0;13;195.528;0.0;0.0;0.0
ghd6;20;0;14;0.0;0.0;0.0;0.0
ghd6;20;0;15;101.773;0.0;0.0;0.0
