Support_Year;Cluster;Timestep;Power_Demand_kW;PV;HP;EB;from_grid;to_grid;from_main_grid;to_main_grid;to_network
0;2;93;62.695;0;0;0;62.695;0;62.695;0;0
0;2;94;55.447;0;140.514;0;195.961;0;195.961;0;0
0;2;95;42.414;0;48.996;0;91.411;0;91.411;0;0
0;2;96;17.04;0;106.209;0;123.25;0;123.25;0;0
0;2;97;25.743;0;108.058;0;133.8;0;133.8;0;0
0;2;98;18.744;0;0;0;18.744;0;18.744;0;0
0;2;99;19.302;0;0;0;19.302;0;19.302;0;0
0;2;100;19.654;0;92.565;0;112.219;0;112.219;0;0
0;2;101;18.927;0;153.455;0;172.382;0;172.382;0;0
0;2;102;22.055;0;0;0;22.055;0;22.055;0;0
0;2;103;50.665;42.369;129.44;0;137.737;0;137.737;0;0
0;2;104;47.99;278.728;113.171;0;0;117.567;0;0;117.567
0;2;105;63.532;515.376;96.587;0;0;355.256;0;0;355.256
0;2;106;62.651;572.1;70.957;0;0;438.492;0;0;438.492
0;2;107;58.264;432.182;58.079;0;0;315.839;0;0;315.839
0;2;108;52.848;557.771;70.999;0;0;433.923;0;0;433.923
0;2;109;47.804;500.504;35.048;0;0;417.652;0;0;417.652
0;2;110;51.659;471.744;18.242;0;0;401.843;0;0;401.843
0;2;111;50.396;248.168;33.627;0;0;164.145;0;0;164.145
0;2;112;52.639;143.043;29.86;0;0;60.544;0;0;60.544
0;2;113;63.642;117.705;28.216;0;0;25.847;0;0;25.847
0;2;114;69.822;18.109;35.148;0;86.86;0;86.86;0;0
0;2;115;67.327;0;36.48;0;103.807;0;103.807;0;0
0;2;116;73.727;0;79.052;0;152.779;0;152.779;0;0
0;2;117;59.035;0;0;0;59.035;0;59.035;0;0
0;2;118;64.329;0;80.755;0;145.084;0;145.084;0;0
0;2;119;37.669;0;0;0;37.669;0;37.669;0;0
0;2;120;16.642;0;47.851;0;64.492;0;64.492;0;0
0;2;121;24.197;0;47.629;0;71.826;0;71.826;0;0
0;2;122;21.166;0;49.893;0;71.059;0;71.059;0;0
0;2;123;19.23;0;52.824;0;72.054;0;72.054;0;0
0;2;124;18.572;0;54.559;0;73.131;0;73.131;0;0
0;2;125;19.618;0;57.014;0;76.632;0;76.632;0;0
0;2;126;24.537;0;64.078;0;88.615;0;88.615;0;0
0;2;127;61.531;16.07;62.483;0;107.945;0;107.945;0;0
0;2;128;63.792;87.261;103.271;0;79.802;0;79.802;0;0
0;2;129;61.404;143.104;0;0;0;81.7;0;0;81.7
0;2;130;47.451;179.787;43.03;0;0;89.306;0;0;89.306
0;2;131;53.709;211.562;33.961;0;0;123.892;0;0;123.892
0;2;132;42.242;396.937;28.265;0;0;326.43;0;0;326.43
0;2;133;63.945;516.944;46.098;0;0;406.9;0;0;406.9
0;2;134;45.994;239.715;0;0;0;193.721;0;0;193.721
0;2;135;46.361;125.41;0;0;0;79.05;0;0;79.05
0;2;136;42.042;110.882;1.918;0;0;66.922;0;0;66.922
0;2;137;69.168;71.798;117.216;0;114.587;0;114.587;0;0
0;2;138;81.197;15.055;118.86;0;185.001;0;185.001;0;0
0;2;139;93.458;0;86.45;0;179.907;0;179.907;0;0
0;2;140;78.981;0;0;0;78.981;0;78.981;0;0
0;2;141;69.214;0;0;0;69.214;0;69.214;0;0
0;2;142;63.181;0;66.846;0;130.027;0;130.027;0;0
0;2;143;39.6;0;26.066;0;65.666;0;65.666;0;0
0;2;144;16.821;0;32.583;0;49.404;0;49.404;0;0
0;2;145;18.137;0;0;0;18.137;0;18.137;0;0
0;2;146;18.381;0;0;0;18.381;0;18.381;0;0
0;2;147;19.946;0;0;0;19.946;0;19.946;0;0
0;2;148;18.542;0;0;0;18.542;0;18.542;0;0
0;2;149;19.36;0;0;0;19.36;0;19.36;0;0
0;2;150;19.909;0;0;0;19.909;0;19.909;0;0
0;2;151;55.644;6.576;52.687;0;101.755;0;101.755;0;0
0;2;152;66.119;33.847;57.102;0;89.374;0;89.374;0;0
0;2;153;59.316;62.969;54.344;0;50.691;0;50.691;0;0
0;2;154;63.812;60.912;54.469;0;57.369;0;57.369;0;0
0;2;155;48.366;89.302;40.936;0;0;0;0;0;0
0;2;156;48.873;128.413;39.055;0;0;40.485;0;0;40.485
0;2;157;54.665;99.688;28.672;0;0;16.351;0;0;16.351
0;2;158;58.686;103.97;24.785;0;0;20.499;0;0;20.499
0;2;159;49.592;86.527;96.202;0;59.268;0;59.268;0;0
0;2;160;65.513;42.774;123.594;0;146.333;0;146.333;0;0
0;2;161;73.734;19.559;0;0;54.175;0;54.175;0;0
0;2;162;79.333;4.661;0;0;74.672;0;74.672;0;0
0;2;163;71.248;0;0;0;71.248;0;71.248;0;0
0;2;164;82.687;0;0;0;82.687;0;82.687;0;0
0;2;165;63.305;0;0;0;63.305;0;63.305;0;0
0;2;166;64.019;0;120.775;0;184.793;0;184.793;0;0
0;2;167;42.924;0;130.434;0;173.358;0;173.358;0;0
0;3;0;19.833;0;176.223;0;196.056;0;196.056;0;0
0;3;1;23.589;0;176.631;0;200.219;0;200.219;0;0
0;3;2;19.446;0;175.407;0;194.852;0;194.852;0;0
0;3;3;19.494;0;175.815;0;195.309;0;195.309;0;0
0;3;4;19.414;0;176.223;0;195.636;0;195.636;0;0
0;3;5;20.603;0;179.08;0;199.683;0;199.683;0;0
0;3;6;23.326;0;179.08;0;202.406;0;202.406;0;0
0;3;7;61.609;0;178.672;0;240.28;0;240.28;0;0
0;3;8;70.265;0;177.447;0;247.712;0;247.712;0;0
0;3;9;63.779;80.765;175.407;0;158.421;0;158.421;0;0
0;3;10;52.134;155.905;173.368;0;69.597;0;69.597;0;0
0;3;11;44.439;131.704;171.33;0;84.065;0;84.065;0;0
0;3;12;60.295;299.984;169.701;0;0;69.988;0;0;69.988
0;3;13;49.62;555.233;167.666;0;0;337.948;0;0;337.948
0;3;14;45.51;518.475;159.132;0;0;313.832;0;0;313.832
0;3;15;47.487;331.794;158.32;0;0;125.987;0;0;125.987
0;3;16;60.713;72.445;160.35;0;148.618;0;148.618;0;0
0;3;17;82.349;0;164.006;0;246.355;0;246.355;0;0
0;3;18;73.535;0;165.225;0;238.76;0;238.76;0;0
0;3;19;78.495;0;168.887;0;247.382;0;247.382;0;0
0;3;20;82.184;0;170.515;0;252.699;0;252.699;0;0
0;3;21;72.069;0;172.145;0;244.214;0;244.214;0;0
0;3;22;57.974;0;173.368;0;231.342;0;231.342;0;0
0;3;23;43.124;0;174.999;0;218.123;0;218.123;0;0
0;3;24;17.035;0;176.631;0;193.665;0;193.665;0;0
0;3;25;25.436;0;179.08;0;204.517;0;204.517;0;0
0;3;26;18.063;0;179.08;0;197.144;0;197.144;0;0
0;3;27;18.728;0;179.08;0;197.808;0;197.808;0;0
0;3;28;19.204;0;179.897;0;199.101;0;199.101;0;0
0;3;29;21.563;0;180.306;0;201.869;0;201.869;0;0
0;3;30;24.582;0;179.897;0;204.479;0;204.479;0;0
0;3;31;49.645;0;181.532;0;231.177;0;231.177;0;0
0;3;32;67.647;0;179.489;0;247.136;0;247.136;0;0
0;3;33;74.18;69.461;177.447;0;182.165;0;182.165;0;0
0;3;34;53.248;268.158;174.183;0;0;40.728;0;0;40.728
0;3;35;55.277;305.467;173.368;0;0;76.822;0;0;76.822
0;3;36;54.663;352.98;172.145;0;0;126.172;0;0;126.172
0;3;37;46.228;254.707;173.368;0;0;35.111;0;0;35.111
0;3;38;64.734;57.542;173.368;0;180.559;0;180.559;0;0
0;3;39;58.449;32.766;174.591;0;200.274;0;200.274;0;0
0;3;40;77.215;7.701;174.183;0;243.697;0;243.697;0;0
0;3;41;73.501;0;174.999;0;248.5;0;248.5;0;0
0;3;42;73.857;0;174.999;0;248.856;0;248.856;0;0
0;3;43;80.394;0;174.183;0;254.577;0;254.577;0;0
0;3;44;71.189;0;172.96;14.986;259.135;0;259.135;0;0
0;3;45;65.975;0;171.737;19.398;257.11;0;257.11;0;0
0;3;46;65.006;0;167.905;0;232.91;0;232.91;0;0
0;3;47;44.16;0;164.532;0;208.692;0;208.692;0;0
0;3;48;17.056;0;114.32;0;131.376;0;131.376;0;0
0;3;49;23.612;0;108.224;0;131.836;0;131.836;0;0
0;3;50;18.913;0;105.338;0;124.251;0;124.251;0;0
0;3;51;19.286;0;102.332;0;121.617;0;121.617;0;0
0;3;52;18.387;0;101.416;0;119.803;0;119.803;0;0
0;3;53;25.311;0;101.979;0;127.29;0;127.29;0;0
0;3;54;29.255;0;101.252;0;130.507;0;130.507;0;0
0;3;55;52.2;0;117.252;0;169.453;0;169.453;0;0
0;3;56;57.796;0;124.015;0;181.81;0;181.81;0;0
0;3;57;71.795;10.48;108.756;0;170.072;0;170.072;0;0
0;3;58;53.664;47.557;110.453;0;116.561;0;116.561;0;0
0;3;59;58.962;41.921;108.073;0;125.114;0;125.114;0;0
0;3;60;44.443;145.109;103.743;0;3.077;0;3.077;0;0
0;3;61;43.151;326.966;97.34;0;0;186.475;0;0;186.475
0;3;62;51.519;192.697;90.553;0;0;50.625;0;0;50.625
0;3;63;55.338;139.549;97.469;0;13.258;0;13.258;0;0
0;3;64;76.996;17.656;91.154;0;150.495;0;150.495;0;0
0;3;65;82.681;0;153.86;0;236.542;0;236.542;0;0
0;3;66;69.336;0;155.076;0;224.412;0;224.412;0;0
0;3;67;68.438;0;157.104;0;225.541;0;225.541;0;0
0;3;68;85.99;0;138.74;0;224.73;0;224.73;0;0
0;3;69;56.64;0;0;0;56.64;0;56.64;0;0
0;3;70;61.653;0;0;0;61.653;0;61.653;0;0
0;3;71;46.291;0;109.936;0;156.227;0;156.227;0;0
0;3;72;17.341;0;113.719;0;131.06;0;131.06;0;0
0;3;73;20.941;0;116.383;0;137.325;0;137.325;0;0
0;3;74;19.578;0;118.769;0;138.346;0;138.346;0;0
0;3;75;18.538;0;123.482;0;142.02;0;142.02;0;0
0;3;76;19.418;0;122.066;0;141.483;0;141.483;0;0
0;3;77;20.08;0;123.653;0;143.734;0;143.734;0;0
0;3;78;19.544;0;161.162;0;180.706;0;180.706;0;0
0;3;79;29.436;0;113.313;0;142.749;0;142.749;0;0
0;3;80;33.248;0;152.566;0;185.814;0;185.814;0;0
0;3;81;39.941;7.638;133.536;0;165.839;0;165.839;0;0
0;3;82;43.794;15.281;151.544;0;180.056;0;180.056;0;0
0;3;83;48.939;33.442;163.599;0;179.097;0;179.097;0;0
0;3;84;37.401;61.163;161.974;0;138.212;0;138.212;0;0
0;3;85;33.178;360.316;160.35;0;0;166.788;0;0;166.788
0;3;86;39.063;349.705;162.787;0;0;147.855;0;0;147.855
0;3;87;40.576;207.808;163.193;0;0;4.039;0;0;4.039
0;3;88;49.96;23.082;165.225;0;192.103;0;192.103;0;0
0;3;89;48.384;0;165.632;0;214.016;0;214.016;0;0
0;3;90;57.49;0;167.666;0;225.156;0;225.156;0;0
0;3;91;68.944;0;170.923;0;239.866;0;239.866;0;0
0;3;92;88.446;0;172.96;0;261.406;0;261.406;0;0
0;3;93;75.65;0;173.775;0;249.426;0;249.426;0;0
0;3;94;51.511;0;175.407;0;226.918;0;226.918;0;0
0;3;95;54.673;0;175.815;0;230.487;0;230.487;0;0
0;3;96;16.808;0;176.631;0;193.439;0;193.439;0;0
0;3;97;24.204;0;178.263;0;202.468;0;202.468;0;0
0;3;98;18.725;0;178.672;0;197.397;0;197.397;0;0
0;3;99;19.992;0;179.897;0;199.89;0;199.89;0;0
0;3;100;18.46;0;178.263;0;196.723;0;196.723;0;0
0;3;101;19.349;0;175.815;0;195.164;0;195.164;0;0
0;3;102;20.25;0;174.183;0;194.433;0;194.433;0;0
0;3;103;49.278;0;173.368;162.912;385.558;0;385.558;0;0
0;3;104;63.069;0;170.515;119.348;352.932;0;352.932;0;0
0;3;105;77.869;5.749;169.294;99.914;341.328;0;341.328;0;0
0;3;106;84.303;20.198;173.368;98.552;336.025;0;336.025;0;0
0;3;107;78.152;25.979;174.183;94.551;320.908;0;320.908;0;0
0;3;108;79.822;49.116;175.815;94.797;301.319;0;301.319;0;0
0;3;109;70.516;57.165;174.183;72.573;260.107;0;260.107;0;0
0;3;110;88.041;42.326;173.368;49.918;269;0;269;0;0
0;3;111;72.666;24.038;172.145;53.441;274.214;0;274.214;0;0
0;3;112;75.761;3.837;171.33;44.847;288.101;0;288.101;0;0
0;3;113;77.309;0;170.923;38.344;286.576;0;286.576;0;0
0;3;114;70.677;0;170.923;69.143;310.742;0;310.742;0;0
0;3;115;90.288;0;170.515;57.172;317.975;0;317.975;0;0
0;3;116;74.175;0;169.294;58.615;302.084;0;302.084;0;0
0;3;117;68.176;0;169.294;52.457;289.927;0;289.927;0;0
0;3;118;66.156;0;168.887;22.117;257.16;0;257.16;0;0
0;3;119;47.439;0;169.701;25.824;242.965;0;242.965;0;0
0;3;120;17.436;0;169.701;37.874;225.011;0;225.011;0;0
0;3;121;22.701;0;170.515;37.122;230.339;0;230.339;0;0
0;3;122;19.235;0;172.96;48.472;240.667;0;240.667;0;0
0;3;123;18.923;0;175.815;60.191;254.929;0;254.929;0;0
0;3;124;18.225;0;179.08;77.263;274.568;0;274.568;0;0
0;3;125;19.209;0;181.532;91.502;292.243;0;292.243;0;0
0;3;126;21.872;0;181.123;124.737;327.732;0;327.732;0;0
0;3;127;55.171;0;181.532;119.422;356.124;0;356.124;0;0
0;3;128;70.235;0;180.306;80.741;331.282;0;331.282;0;0
0;3;129;72.251;18.144;178.263;74.812;307.183;0;307.183;0;0
0;3;130;63.975;47.581;174.183;56.203;246.779;0;246.779;0;0
0;3;131;69.482;44.247;173.368;40.475;239.077;0;239.077;0;0
0;3;132;52.176;119.77;172.552;36.825;141.784;0;141.784;0;0
0;3;133;48.244;133.582;170.515;6.21;91.388;0;91.388;0;0
0;3;134;71.341;32.648;170.923;0;209.615;0;209.615;0;0
0;3;135;66.665;21.142;171.737;0;217.26;0;217.26;0;0
0;3;136;71.989;1.916;170.923;0;240.995;0;240.995;0;0
0;3;137;68.675;0;173.368;3.32;245.362;0;245.362;0;0
0;3;138;75.726;0;174.183;33.264;283.173;0;283.173;0;0
0;3;139;85.687;0;175.407;45.891;306.985;0;306.985;0;0
0;3;140;67.531;0;177.447;51.943;296.921;0;296.921;0;0
0;3;141;62.729;0;178.672;63.079;304.48;0;304.48;0;0
0;3;142;69.766;0;179.897;43.989;293.652;0;293.652;0;0
0;3;143;38.321;0;180.714;61.605;280.641;0;280.641;0;0
0;3;144;19.412;0;178.263;65.125;262.8;0;262.8;0;0
0;3;145;19.466;0;180.306;76.301;276.072;0;276.072;0;0
0;3;146;18.844;0;179.489;79.704;278.037;0;278.037;0;0
0;3;147;20.297;0;181.532;88.871;290.701;0;290.701;0;0
0;3;148;19.021;0;180.714;91.855;291.59;0;291.59;0;0
0;3;149;21.432;0;181.123;93.636;296.191;0;296.191;0;0
0;3;150;28.428;0;179.897;129.565;337.89;0;337.89;0;0
0;3;151;59.692;0;178.263;112.949;350.905;0;350.905;0;0
0;3;152;78.905;0;176.631;65.977;321.512;0;321.512;0;0
0;3;153;68.233;64.254;170.108;36.004;210.091;0;210.091;0;0
0;3;154;53.187;179.474;167.259;16.944;57.916;0;57.916;0;0
0;3;155;54.772;87.864;157.058;0;123.967;0;123.967;0;0
0;3;156;55.049;54.447;156.139;0;156.741;0;156.741;0;0
0;3;157;67.896;61.542;160.35;0;166.703;0;166.703;0;0
0;3;158;71.658;42.021;162.38;0;192.017;0;192.017;0;0
0;3;159;82.598;18.129;161.568;0;226.037;0;226.037;0;0
0;3;160;81.895;8.592;160.756;0;234.058;0;234.058;0;0
0;3;161;66.235;0;160.35;0;226.585;0;226.585;0;0
0;3;162;73.484;0;160.35;0;233.834;0;233.834;0;0
0;3;163;83.247;0;160.35;0;243.597;0;243.597;0;0
0;3;164;70.296;0;158.726;0;229.022;0;229.022;0;0
0;3;165;75.095;0;159.132;0;234.227;0;234.227;0;0
0;3;166;71.442;0;159.538;0;230.98;0;230.98;0;0
0;3;167;48.858;0;161.162;0;210.02;0;210.02;0;0
5;0;0;16.917;0;0;0;16.917;0;16.917;0;0
5;0;1;20.252;0;155.076;0;175.328;0;175.328;0;0
5;0;2;20.233;0;13.926;0;34.159;0;34.159;0;0
5;0;3;21.322;0;103.437;0;124.759;0;124.759;0;0
5;0;4;18.806;0;106.38;0;125.186;0;125.186;0;0
5;0;5;20.756;0;108.482;0;129.238;0;129.238;0;0
5;0;6;25.416;0;123.124;0;148.54;0;148.54;0;0
5;0;7;61.582;0;121.196;0;182.778;0;182.778;0;0
5;0;8;58.982;90.667;111.861;0;80.175;0;80.175;0;0
5;0;9;52.5;297.386;106.356;0;0;138.53;0;0;138.53
5;0;10;48.088;344.493;99.779;0;0;196.626;0;0;196.626
5;0;11;43.522;201.271;90.193;0;0;67.556;0;0;67.556
5;0;12;49.385;266.441;134.939;0;0;82.118;0;0;82.118
5;0;13;52;119.182;67.183;0;0;0;0;0;0
5;0;14;60.819;92.025;31.206;0;0;0;0;0;0
5;0;15;50.338;255.949;147.383;0;0;58.227;0;0;58.227
5;0;16;51.659;159.828;108.169;0;0;0;0;0;0
5;0;17;70.634;48.966;0;0;21.668;0;21.668;0;0
5;0;18;73.924;0.941;146.17;0;219.153;0;219.153;0;0
5;0;19;73.206;0;0;0;73.206;0;73.206;0;0
5;0;20;83.508;0;52.834;0;136.342;0;136.342;0;0
5;0;21;63.241;0;148.597;0;211.838;0;211.838;0;0
5;0;22;51.868;0;151.025;0;202.893;0;202.893;0;0
5;0;23;44.369;0;153.05;0;197.419;0;197.419;0;0
5;0;24;16.85;0;0;0;16.85;0;16.85;0;0
5;0;25;18.334;0;0;0;18.334;0;18.334;0;0
5;0;26;19.988;0;103.873;0;123.86;0;123.86;0;0
5;0;27;19.67;0;159.538;0;179.208;0;179.208;0;0
5;0;28;18.562;0;159.944;0;178.506;0;178.506;0;0
5;0;29;20.173;0;162.787;0;182.96;0;182.96;0;0
5;0;30;23.287;0;0.069;0;23.356;0;23.356;0;0
5;0;31;61.958;0;138.896;0;200.854;0;200.854;0;0
5;0;32;65.764;83.781;127.051;0;109.035;0;109.035;0;0
5;0;33;52.36;260.474;119.767;0;0;88.346;0;0;88.346
5;0;34;52.567;387.073;111.602;0;0;222.905;0;0;222.905
5;0;35;47.295;390.327;96.607;0;0;246.426;0;0;246.426
5;0;36;42.366;289.414;96.266;0;0;150.782;0;0;150.782
5;0;37;51.243;566.432;83.808;0;0;431.382;0;0;431.382
5;0;38;51.218;643.65;147.383;0;0;445.049;0;0;445.049
5;0;39;53.353;516.195;144.553;0;0;318.289;0;0;318.289
5;0;40;57.102;264.024;144.553;0;0;62.369;0;0;62.369
5;0;41;57.079;89.042;31.963;0;0;0;0;0;0
5;0;42;61.974;1.884;145.766;0;205.856;0;205.856;0;0
5;0;43;74.16;0;148.192;0;222.352;0;222.352;0;0
5;0;44;71.647;0;117.101;0;188.748;0;188.748;0;0
5;0;45;58.305;0;28.415;0;86.72;0;86.72;0;0
5;0;46;65.383;0;153.86;0;219.243;0;219.243;0;0
5;0;47;46.733;0;96.929;0;143.662;0;143.662;0;0
5;0;48;17.282;0;0;0;17.282;0;17.282;0;0
5;0;49;19.915;0;0;0;19.915;0;19.915;0;0
5;0;50;19.197;0;0;0;19.197;0;19.197;0;0
5;0;51;18.749;0;0;0;18.749;0;18.749;0;0
5;0;52;19.09;0;23.479;0;42.569;0;42.569;0;0
5;0;53;20.694;0;91.918;0;112.611;0;112.611;0;0
5;0;54;23.065;0;95.663;0;118.727;0;118.727;0;0
5;0;55;60.294;0;117.828;0;178.122;0;178.122;0;0
5;0;56;63.73;56.944;113.075;0;119.861;0;119.861;0;0
5;0;57;51.505;152.732;97.419;0;0;3.808;0;0;3.808
5;0;58;48.399;268.753;90.199;0;0;130.154;0;0;130.154
5;0;59;41.674;372.298;96.036;0;0;234.587;0;0;234.587
5;0;60;41.584;198.691;149.811;0;0;7.296;0;0;7.296
5;0;61;47.117;81.577;34.46;0;0;0;0;0;0
5;0;62;49.054;65.534;16.48;0;0;0;0;0;0
5;0;63;47.918;380.839;77.5;0;0;255.42;0;0;255.42
5;0;64;57.25;394.969;144.149;0;0;193.57;0;0;193.57
5;0;65;70.428;67.101;0;0;3.327;0;3.327;0;0
5;0;66;84.017;0.94;18.397;0;101.475;0;101.475;0;0
5;0;67;88.679;0;48.48;0;137.159;0;137.159;0;0
5;0;68;71.117;0;134.06;0;205.177;0;205.177;0;0
5;0;69;77.293;0;134.06;0;211.352;0;211.352;0;0
5;0;70;57.741;0;136.076;0;193.816;0;193.816;0;0
5;0;71;43.434;0;106.515;0;149.949;0;149.949;0;0
5;0;72;16.68;0;0;0;16.68;0;16.68;0;0
5;0;73;18.497;0;0;0;18.497;0;18.497;0;0
5;0;74;18.753;0;0;0;18.753;0;18.753;0;0
5;0;75;19.291;0;0;0;19.291;0;19.291;0;0
5;0;76;18.646;0;126.332;0;144.977;0;144.977;0;0
5;0;77;19.385;0;0;0;19.385;0;19.385;0;0
5;0;78;21.275;0;96.193;0;117.468;0;117.468;0;0
5;0;79;23.975;0;160.756;0;184.731;0;184.731;0;0
5;0;80;38.687;18.284;87.721;0;108.125;0;108.125;0;0
5;0;81;35.583;49.392;110.689;0;96.88;0;96.88;0;0
5;0;82;40.063;80.066;108.157;0;68.154;0;68.154;0;0
5;0;83;40.237;136.284;103.381;0;7.334;0;7.334;0;0
5;0;84;46.263;203.16;99.269;0;0;57.628;0;0;57.628
5;0;85;36.957;175.037;138.08;0;0;0;0;0;0
5;0;86;41.332;96.87;55.538;0;0;0;0;0;0
5;0;87;30.673;158.757;128.084;0;0;0;0;0;0
5;0;88;33.745;92.593;159.538;0;100.69;0;100.69;0;0
5;0;89;38.165;142.733;161.568;0;57;0;57;0;0
5;0;90;53.996;14.378;0;0;39.619;0;39.619;0;0
5;0;91;66.306;0;46.63;0;112.935;0;112.935;0;0
5;0;92;86.208;0;166.039;0;252.246;0;252.246;0;0
5;0;93;67.065;0;121.978;0;189.043;0;189.043;0;0
5;0;94;67.394;0;168.48;0;235.874;0;235.874;0;0
5;0;95;47.262;0;168.48;0;215.742;0;215.742;0;0
5;0;96;16.928;0;169.701;0;186.629;0;186.629;0;0
5;0;97;23.989;0;171.33;0;195.319;0;195.319;0;0
5;0;98;17.948;0;172.145;0;190.093;0;190.093;0;0
5;0;99;18.371;0;173.368;0;191.739;0;191.739;0;0
5;0;100;19.023;0;173.368;0;192.391;0;192.391;0;0
5;0;101;19.237;0;173.368;0;192.605;0;192.605;0;0
5;0;102;20.112;0;172.552;0;192.664;0;192.664;0;0
5;0;103;57.712;0;172.96;0;230.672;0;230.672;0;0
5;0;104;67.911;67.911;171.737;0;171.737;0;171.737;0;0
5;0;105;47.477;161.731;170.108;0;55.855;0;55.855;0;0
5;0;106;54.912;146.067;165.444;0;74.289;0;74.289;0;0
5;0;107;64.118;115.036;152.992;0;102.074;0;102.074;0;0
5;0;108;53.382;104.101;149.359;0;98.639;0;98.639;0;0
5;0;109;50.888;87.122;138.909;0;102.675;0;102.675;0;0
5;0;110;53.597;358.432;160.35;0;0;144.486;0;0;144.486
5;0;111;49.389;318.959;158.726;0;0;110.844;0;0;110.844
5;0;112;69.74;49.526;159.132;0;179.346;0;179.346;0;0
5;0;113;72.969;39.588;164.006;0;197.386;0;197.386;0;0
5;0;114;82.471;15.37;165.632;0;232.733;0;232.733;0;0
5;0;115;83.674;0;125.638;0;209.312;0;209.312;0;0
5;0;116;82.816;0;0;0;82.816;0;82.816;0;0
5;0;117;75.133;0;157.522;0;232.654;0;232.654;0;0
5;0;118;67.236;0;150.549;0;217.785;0;217.785;0;0
5;0;119;40.051;0;156.62;0;196.672;0;196.672;0;0
5;0;120;18.89;0;164.317;0;183.207;0;183.207;0;0
5;0;121;21.302;0;166.895;0;188.197;0;188.197;0;0
5;0;122;19.23;0;173.775;0;193.005;0;193.005;0;0
5;0;123;19.221;0;175.407;0;194.628;0;194.628;0;0
5;0;124;17.906;0;175.407;0;193.312;0;193.312;0;0
5;0;125;18.701;0;175.407;0;194.108;0;194.108;0;0
5;0;126;21.776;0;174.591;0;196.367;0;196.367;0;0
5;0;127;61.177;0;174.999;0;236.176;0;236.176;0;0
5;0;128;68.58;81.82;166.82;0;153.58;0;153.58;0;0
5;0;129;49.433;263.687;173.368;0;0;40.886;0;0;40.886
5;0;130;50.955;259.958;170.515;0;0;38.488;0;0;38.488
5;0;131;46.573;114.006;126.144;0;58.711;0;58.711;0;0
5;0;132;47.952;77.742;153.866;0;124.076;0;124.076;0;0
5;0;133;61.175;146.278;136.972;0;51.87;0;51.87;0;0
5;0;134;58.734;124.821;132.436;0;66.349;0;66.349;0;0
5;0;135;48.127;242.913;162.787;0;0;32;0;0;32
5;0;136;49.306;204.929;163.599;0;7.976;0;7.976;0;0
5;0;137;60.065;209.995;164.412;0;14.482;0;14.482;0;0
5;0;138;78.816;5.753;168.073;0;241.136;0;241.136;0;0
5;0;139;70.461;0;170.108;0;240.57;0;240.57;0;0
5;0;140;73.079;0;172.145;0;245.224;0;245.224;0;0
5;0;141;56.957;0;174.591;0;231.548;0;231.548;0;0
5;0;142;70.845;0;23.988;0;94.833;0;94.833;0;0
5;0;143;40.193;0;178.263;0;218.456;0;218.456;0;0
5;0;144;16.649;0;178.263;0;194.913;0;194.913;0;0
5;0;145;20.916;0;181.532;0;202.448;0;202.448;0;0
5;0;146;19.2;0;181.123;0;200.323;0;200.323;0;0
5;0;147;19.012;0;184.395;0;203.407;0;203.407;0;0
5;0;148;19.016;0;185.622;0;204.638;0;204.638;0;0
5;0;149;18.933;0;186.851;0;205.784;0;205.784;0;0
5;0;150;22.165;0;190.129;0;212.294;0;212.294;0;0
5;0;151;58.021;2.917;189.719;0;244.823;0;244.823;0;0
5;0;152;53.952;177.219;189.309;0;66.042;0;66.042;0;0
5;0;153;50.245;461.455;186.441;0;0;224.768;0;0;224.768
5;0;154;44.56;558.688;181.123;0;0;333.006;0;0;333.006
5;0;155;43.651;403.513;175.815;0;0;184.048;0;0;184.048
5;0;156;45.316;536.909;173.368;0;0;318.226;0;0;318.226
5;0;157;59.808;271.482;170.923;0;0;40.751;0;0;40.751
5;0;158;57.623;95.118;173.368;0;135.873;0;135.873;0;0
5;0;159;48.26;167.338;172.96;0;53.882;0;53.882;0;0
5;0;160;54.876;267.946;177.855;0;0;35.215;0;0;35.215
5;0;161;56.285;148.609;179.08;0;86.756;0;86.756;0;0
5;0;162;61.855;20.285;179.08;0;220.65;0;220.65;0;0
5;0;163;74.505;0;183.167;0;257.672;0;257.672;0;0
5;0;164;75.637;0;185.213;0;260.851;0;260.851;0;0
5;0;165;71.567;0;187.67;0;259.237;0;259.237;0;0
5;0;166;63.412;0;189.719;0;253.131;0;253.131;0;0
5;0;167;50.47;0;186.851;0;237.321;0;237.321;0;0
5;1;0;16.763;0;0;0;16.763;0;16.763;0;0
5;1;1;17.892;0;0;0;17.892;0;17.892;0;0
5;1;2;18.353;0;0;0;18.353;0;18.353;0;0
5;1;3;19.991;0;0;0;19.991;0;19.991;0;0
5;1;4;21.049;0;0;0;21.049;0;21.049;0;0
5;1;5;19.563;0;0;0;19.563;0;19.563;0;0
5;1;6;26.057;9.534;0;0;16.523;0;16.523;0;0
5;1;7;40.093;104.488;0;0;0;64.395;0;0;64.395
5;1;8;60.865;294.512;0;0;0;233.647;0;0;233.647
5;1;9;64.839;507.033;0;0;0;442.195;0;59.074;383.121
5;1;10;61.129;675.207;0;0;0;614.078;0;207.185;406.894
5;1;11;53.857;765.32;0;0;0;711.463;0;339.794;371.67
5;1;12;52.06;835.621;0;0;0;783.561;0;421.651;361.91
5;1;13;57.414;936.164;0;0;0;878.75;0;502.392;376.358
