scenario;category;metric;device;year;value;unit
4zb;optimization;tac_distr;;;533488;EUR/a
4zb;optimization;co2_distr;;;6009;t/a
4zb;optimization;tac_per_distr_year;;0;622260;EUR/a
4zb;optimization;co2_sum_distr_year;;0;4111;t/a
4zb;optimization;LCOE_year;;0;63.130138652811986;EUR/MWh
4zb;optimization;tac_per_distr_year;;5;526913;EUR/a
4zb;optimization;co2_sum_distr_year;;5;1118;t/a
4zb;optimization;LCOE_year;;5;59.56794886549701;EUR/MWh
4zb;optimization;tac_per_distr_year;;10;484688;EUR/a
4zb;optimization;co2_sum_distr_year;;10;487;t/a
4zb;optimization;LCOE_year;;10;59.1868185418005;EUR/MWh
4zb;optimization;tac_per_distr_year;;15;441151;EUR/a
4zb;optimization;co2_sum_distr_year;;15;250;t/a
4zb;optimization;LCOE_year;;15;57.74837376503916;EUR/MWh
4zb;optimization;tac_per_distr_year;;20;421981;EUR/a
4zb;optimization;co2_sum_distr_year;;20;42;t/a
4zb;optimization;LCOE_year;;20;59.54801276167646;EUR/MWh
4zb;cost;co2_tax_total;;;0;EUR/a
4zb;cost;total_inv_cost;;;3585182;EUR/a
4zb;cost;total_inv_cost_unsubsidized;;;4116665;EUR/a
4zb;cost;total_ann_inv_cost;;;253097;EUR/a
4zb;cost;total_ann_inv_cost_unsubsidized;;;292274;EUR/a
4zb;cost;total_om_cost;;;81198;EUR/a
4zb;cost;supply_costs_el;;;252094;EUR/a
4zb;cost;cap_costs_el;;;0;EUR/a
4zb;cost;total_el_costs;;;252094;EUR/a
4zb;cost;rev_feed_in_el;;;61109;EUR/a
4zb;cost;supply_costs_gas;;;0;EUR/a
4zb;cost;cap_costs_gas;;;0;EUR/a
4zb;cost;total_gas_costs;;;0;EUR/a
4zb;cost;rev_feed_in_gas;;;0;EUR/a
4zb;cost;supply_costs_biom;;;415;EUR/a
4zb;cost;supply_costs_waste;;;0;EUR/a
4zb;cost;supply_costs_hydrogen;;;0;EUR/a
4zb;co2;co2_onsite_emissions;;;1;t/a
4zb;co2;co2_credit_feedin;;;0;t/a
4zb;co2;total_co2_el;;;0.0;t/a
4zb;co2;total_co2_el_feed_in;;;0.0;t/a
4zb;co2;total_co2_gas;;;0;t/a
4zb;co2;total_co2_gas_feed_in;;;0;t/a
4zb;co2;total_co2_biom;;;0;t/a
4zb;co2;total_co2_waste;;;0;t/a
4zb;co2;total_co2_hydrogen;;;0;t/a
4zb;grid;from_el_grid_total;;;44586;MWh
4zb;grid;to_el_grid_total;;;16915;MWh
4zb;grid;from_el_main_grid_total;;;44295;MWh
4zb;grid;to_el_main_grid_total;;;16022;MWh
4zb;grid;from_network_total;;;291;MWh
4zb;grid;to_network_total;;;892;MWh
4zb;grid;from_gas_grid_total;;;0;MWh
4zb;grid;to_gas_grid_total;;;0;MWh
4zb;grid;biom_import_total;;;56;MWh
4zb;grid;waste_import_total;;;0;MWh
4zb;grid;hydrogen_import_total;;;0;MWh
4zb;grid;max_el_from_grid;;;1286;kW
4zb;grid;max_el_to_grid;;;935;kW
4zb;grid;max_el_from_main_grid;;;1286;kW
4zb;grid;max_el_to_main_grid;;;935;kW
4zb;grid;max_el_from_network;;;164;kW
4zb;grid;max_el_to_network;;;210;kW
4zb;grid;max_gas_from_grid;;;0;kW
4zb;grid;max_gas_to_grid;;;0;kW
4zb;grid;max_biom;;;1368;
4zb;grid;max_waste;;;0;
4zb;grid;max_hydrogen;;;0;
4zb;area;PV;PV;;6838;qm
4zb;area;STC;STC;;0;qm
4zb;storage_volume;vol_liter;TES;;65418.1;l
4zb;storage_volume;vol_liter;CTES;;0;l
4zb;device;capacity;PV;;1360.9;kW
4zb;device_cost;inv;PV;;1360907.54;EUR
4zb;device_cost;inv_unsubsidized;PV;;1360907.54;EUR
4zb;device_cost;ann_inv;PV;;100049.47;EUR/a
4zb;device_cost;ann_inv_unsubsidized;PV;;100049.47;EUR/a
4zb;device_cost;om_cost;PV;;27218.15;EUR/a
4zb;device;capacity;HP;;1513.7;kW
4zb;device_cost;inv;HP;;775635.82;EUR
4zb;device_cost;inv_unsubsidized;HP;;1292726.37;EUR
4zb;device_cost;ann_inv;HP;;57022.21;EUR/a
4zb;device_cost;ann_inv_unsubsidized;HP;;95037.02;EUR/a
4zb;device_cost;om_cost;HP;;42659.97;EUR/a
4zb;device;capacity;EB;;472.0;kW
4zb;device_cost;inv;EB;;62081.48;EUR
4zb;device_cost;inv_unsubsidized;EB;;62081.48;EUR
4zb;device_cost;ann_inv;EB;;4564.03;EUR/a
4zb;device_cost;ann_inv_unsubsidized;EB;;4564.03;EUR/a
4zb;device_cost;om_cost;EB;;620.81;EUR/a
4zb;device;capacity;BBOI;;1163.2;kW
4zb;device_cost;inv;BBOI;;72989.64;EUR
4zb;device_cost;inv_unsubsidized;BBOI;;72989.64;EUR
4zb;device_cost;ann_inv;BBOI;;5897.25;EUR/a
4zb;device_cost;ann_inv_unsubsidized;BBOI;;5897.25;EUR/a
4zb;device_cost;om_cost;BBOI;;1459.79;EUR/a
4zb;device;capacity;TES;;2278.7;kWh
4zb;device_cost;inv;TES;;21587.97;EUR
4zb;device_cost;inv_unsubsidized;TES;;35979.95;EUR
4zb;device_cost;ann_inv;TES;;1744.22;EUR/a
4zb;device_cost;ann_inv_unsubsidized;TES;;2907.03;EUR/a
4zb;device_cost;om_cost;TES;;467.74;EUR/a
4zb;peak;peak_heat_uncl;;;{0: 2964.802841565197, 5: 2623.8505147851993, 10: 2386.6662874599833, 15: 2179.1300885504197, 20: 1968.6290867992907};kW
4zb;peak;peak_power_uncl;;;270.3746016146788;kW
4zb;peak;peak_heat_cl;;;2311.9533198148524;kW
4zb;peak;peak_power_cl;;;265.84054332863207;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;5701321.782;kWh
4zb;heat_profile_devs_by_year;heat_kW;HP;0;1513;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;252869.98;kWh
4zb;heat_profile_devs_by_year;heat_kW;EB;0;472;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;BCHP;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;9601.649;kWh
4zb;heat_profile_devs_by_year;heat_kW;BBOI;0;1163;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
4zb;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;5;5202655.475;kWh
4zb;heat_profile_devs_by_year;heat_kW;HP;5;1513;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;5;70762.645;kWh
4zb;heat_profile_devs_by_year;heat_kW;EB;5;472;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;AC;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;CHP;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;BOI;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;GHP;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;BCHP;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;BBOI;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;WCHP;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;WBOI;5;0;kW
4zb;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;5;0.0;kWh
4zb;heat_profile_devs_by_year;heat_kW;FC;5;0;kW
