Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;59.186
0;0;1;74.803
0;0;2;83.195
0;0;3;95.852
0;0;4;100.607
0;0;5;106.745
0;0;6;115.818
0;0;7;201.531
0;0;8;181.693
0;0;9;91.588
0;0;10;85.675
0;0;11;78.563
0;0;12;70.192
0;0;13;60.178
0;0;14;57.585
0;0;15;84.733
0;0;16;63.076
0;0;17;30.189
0;0;18;29.175
0;0;19;29.406
0;0;20;48.746
0;0;21;55.678
0;0;22;70.599
0;0;23;64.831
0;0;24;79.535
0;0;25;87.195
0;0;26;102.331
0;0;27;117.576
0;0;28;126.844
0;0;29;138.805
0;0;30;182.531
0;0;31;169.59
0;0;32;110.282
0;0;33;93.316
0;0;34;90.199
0;0;35;65.792
0;0;36;106.715
0;0;37;103.251
0;0;38;76.36
0;0;39;60.92
0;0;40;49.911
0;0;41;45.446
0;0;42;74.35
0;0;43;64.047
0;0;44;69.728
0;0;45;76.723
0;0;46;61.429
0;0;47;64.745
0;0;48;91.133
0;0;49;107.26
0;0;50;117.642
0;0;51;128.779
0;0;52;141.944
0;0;53;145.551
0;0;54;149.234
0;0;55;211.809
0;0;56;206.437
0;0;57;136.671
0;0;58;116.024
0;0;59;99.677
0;0;60;67.583
0;0;61;64.448
0;0;62;48.626
0;0;63;76.06
0;0;64;70.702
0;0;65;35.744
0;0;66;35.159
0;0;67;25.166
0;0;68;52.935
0;0;69;57.416
0;0;70;65.362
0;0;71;64.052
0;0;72;82.306
0;0;73;94.423
0;0;74;109.649
0;0;75;121.691
0;0;76;134.198
0;0;77;144.282
0;0;78;143.065
0;0;79;202.514
0;0;80;191.128
0;0;81;89.213
0;0;82;57.646
0;0;83;32.569
0;0;84;23.25
0;0;85;21.827
0;0;86;17.144
0;0;87;52.373
0;0;88;46.247
0;0;89;12.206
0;0;90;11.834
0;0;91;12.991
0;0;92;28.462
0;0;93;34.311
0;0;94;36.157
0;0;95;18.734
0;0;96;26.385
0;0;97;35.363
0;0;98;45.978
0;0;99;56.06
0;0;100;71.6
0;0;101;84.106
0;0;102;133.06
0;0;103;116.367
0;0;104;55.599
0;0;105;30.229
0;0;106;15.522
0;0;107;16.286
0;0;108;32.042
0;0;109;18.459
0;0;110;14.16
0;0;111;14.855
0;0;112;15.986
0;0;113;18.49
0;0;114;41.695
0;0;115;38.979
0;0;116;39.514
0;0;117;43.849
0;0;118;8.025
0;0;119;8.043
0;0;120;10.694
0;0;121;17.737
0;0;122;22.95
0;0;123;30.408
0;0;124;36.268
0;0;125;43.256
0;0;126;87.016
0;0;127;95.909
0;0;128;58.16
0;0;129;58.174
0;0;130;49.066
0;0;131;40.042
0;0;132;46.16
0;0;133;20.243
0;0;134;17.85
0;0;135;18.98
0;0;136;17.946
0;0;137;17.583
0;0;138;41.078
0;0;139;40.294
0;0;140;41.134
