Support_Year;Cluster;Timestep;Heat_Demand_kW;Heat_Demand_TES_kW
0;2;63;144.878;0.0
0;2;64;132.884;167.84
0;2;65;61.601;657.2
0;2;66;72.404;-72.404
0;2;67;87.616;39.448
0;2;68;129.736;-129.736
0;2;69;145.956;-145.956
0;2;70;149.403;-149.403
0;2;71;145.959;-145.959
0;2;72;179.6;-179.6
0;2;73;190.68;0.0
0;2;74;200.501;0.0
0;2;75;209.469;0.0
0;2;76;215.984;0.0
0;2;77;227.37;0.0
0;2;78;232.338;0.0
0;2;79;378.434;0.0
0;2;80;395.329;0.0
0;2;81;255.777;0.0
0;2;82;238.235;0.0
0;2;83;189.836;33.938
0;2;84;144.251;-33.599
0;2;85;112.214;0.0
0;2;86;109.26;609.541
0;2;87;157.561;196.064
0;2;88;143.733;-143.733
0;2;89;95.261;-95.261
0;2;90;122.949;-122.949
0;2;91;125.595;-125.595
0;2;92;164.437;554.365
0;2;93;187.159;8.906
0;2;94;207.922;-207.922
0;2;95;193.092;52.688
0;2;96;326.081;-326.081
0;2;97;333.838;-333.838
0;2;98;349.655;0.0
0;2;99;357.387;361.415
0;2;100;376.184;38.273
0;2;101;392.113;-392.113
0;2;102;479.367;0.0
0;2;103;475.04;0.0
0;2;104;413.209;0.0
0;2;105;399.675;0.0
0;2;106;360.653;0.0
0;2;107;338.418;0.0
0;2;108;344.746;0.0
0;2;109;276.057;284.281
0;2;110;281.438;-281.438
0;2;111;268.132;0.0
0;2;112;279.575;0.0
0;2;113;264.133;0.0
0;2;114;324.681;0.0
0;2;115;339.143;0.0
0;2;116;362.777;0.0
0;2;117;353.618;0.0
0;2;118;313.263;0.0
0;2;119;335.252;383.549
0;2;120;373.818;-373.818
0;2;121;386.281;332.521
0;2;122;406.997;-334.973
0;2;123;419.879;0.0
0;2;124;429.727;0.0
0;2;125;438.146;0.0
0;2;126;518.139;0.0
0;2;127;500.635;0.0
0;2;128;432.825;0.0
0;2;129;415.391;0.0
0;2;130;400.336;0.0
0;2;131;375.843;0.0
0;2;132;353.855;0.0
0;2;133;281.128;0.0
0;2;134;260.545;458.257
0;2;135;241.24;403.667
0;2;136;238.704;-238.704
0;2;137;248.195;-248.195
0;2;138;300.053;-300.053
0;2;139;310.814;407.987
0;2;140;329.497;-99.828
0;2;141;351.646;-351.646
0;2;142;310.06;341.289
0;2;143;337.876;-337.876
0;2;144;370.755;0.0
0;2;145;381.757;0.0
0;2;146;397.652;0.0
0;2;147;408.054;0.0
0;2;148;419.849;0.0
0;2;149;423.563;0.0
0;2;150;504.918;0.0
0;2;151;507.053;0.0
0;2;152;426.249;0.0
0;2;153;419.109;0.0
0;2;154;405.397;0.0
0;2;155;379.519;0.0
0;2;156;381.789;0.0
0;2;157;299.428;0.0
0;2;158;263.111;0.0
0;2;159;244.225;0.0
0;2;160;225.416;0.0
0;2;161;217.233;0.0
0;2;162;268.649;0.0
0;2;163;280.659;0.0
0;2;164;277.648;0.0
0;2;165;274.638;0.0
0;2;166;232.205;212.522
0;2;167;250.756;468.045
0;3;0;747.518;-28.717
0;3;1;756.937;-38.135
0;3;2;764.147;-45.346
0;3;3;773.483;-54.682
0;3;4;782.411;-63.61
0;3;5;805.421;-86.62
0;3;6;894.707;-175.906
0;3;7;885.305;-166.503
0;3;8;805.08;-86.279
0;3;9;791.611;-9.6
0;3;10;777.515;0.0
0;3;11;758.447;0.0
0;3;12;755.272;0.0
0;3;13;677.221;41.581
0;3;14;602.574;116.227
0;3;15;571.136;147.665
0;3;16;552.76;166.041
0;3;17;553.832;164.969
0;3;18;625.131;93.67
0;3;19;653.275;65.527
0;3;20;689.886;28.916
0;3;21;708.58;10.221
0;3;22;650.252;68.549
0;3;23;679.644;39.157
0;3;24;727.007;-8.206
0;3;25;750.039;-31.238
0;3;26;765.723;-46.921
0;3;27;778.903;-60.101
0;3;28;793.228;-74.427
0;3;29;806.979;-88.178
0;3;30;912.315;-193.514
0;3;31;895.827;-177.026
0;3;32;817.565;-98.764
0;3;33;808.05;-51.232
0;3;34;779.524;0.0
0;3;35;758.972;0.0
0;3;36;765.478;0.0
0;3;37;705.623;13.178
0;3;38;698.883;19.918
0;3;39;711.907;6.894
0;3;40;696.192;22.609
0;3;41;710.418;8.383
0;3;42;757.959;-39.158
0;3;43;774.469;-29.359
0;3;44;781.346;0.0
0;3;45;770.815;0.0
0;3;46;697.62;0.0
0;3;47;693.595;0.0
0;3;48;615.174;0.0
0;3;49;595.633;0.0
0;3;50;582.915;0.0
0;3;51;567.292;0.0
0;3;52;568.298;0.0
0;3;53;565.19;0.0
0;3;54;558.826;13.052
0;3;55;708.988;9.813
0;3;56;741.308;-22.507
0;3;57;584.544;0.0
0;3;58;580.992;0.0
0;3;59;572.754;0.0
0;3;60;554.056;0.0
0;3;61;528.696;0.0
0;3;62;502.649;0.0
0;3;63;542.39;0.0
0;3;64;529.558;0.0
0;3;65;457.842;260.96
0;3;66;470.368;248.434
0;3;67;473.061;245.74
0;3;68;526.716;148.486
0;3;69;538.431;-538.431
0;3;70;555.849;-337.741
0;3;71;520.898;0.0
0;3;72;546.864;0.0
0;3;73;548.056;0.0
0;3;74;561.732;0.0
0;3;75;577.992;0.0
0;3;76;576.837;0.0
0;3;77;581.49;0.0
0;3;78;580.38;138.421
0;3;79;779.79;-79.797
0;3;80;775.468;-56.667
0;3;81;620.468;0.0
0;3;82;618.67;0.0
0;3;83;611.645;0.0
0;3;84;596.713;0.0
0;3;85;576.781;142.021
0;3;86;577.89;124.739
0;3;87;610.777;108.024
0;3;88;617.321;101.48
0;3;89;542.474;176.327
0;3;90;573.101;145.701
0;3;91;601.519;117.282
0;3;92;659.228;-87.027
0;3;93;667.503;51.298
0;3;94;698.481;20.32
0;3;95;669.659;49.143
0;3;96;817.302;-98.501
0;3;97;831.001;-112.2
0;3;98;844.148;-125.347
0;3;99;860.88;-142.079
0;3;100;858.939;-47.734
0;3;101;851.239;-38.977
0;3;102;926.489;-114.227
0;3;103;928.209;-115.947
0;3;104;832.91;-20.648
0;3;105;809.128;3.134
0;3;106;814.654;-2.392
0;3;107;810.663;1.599
0;3;108;845.705;-33.443
0;3;109;788.74;0.0
0;3;110;772.594;0.0
0;3;111;770.119;0.0
0;3;112;743.929;0.0
0;3;113;742.41;0.0
0;3;114;801.676;0.0
0;3;115;789.885;0.0
0;3;116;796.807;0.0
0;3;117;782.462;0.0
0;3;118;713.302;49.327
0;3;119;728.454;83.808
0;3;120;751.189;61.073
0;3;121;755.41;56.852
0;3;122;771.42;40.842
0;3;123;788.972;23.29
0;3;124;812.9;-0.638
0;3;125;835.503;-23.241
0;3;126;930.354;-118.092
0;3;127;920.205;-107.942
0;3;128;833.42;-21.158
0;3;129;836.21;-23.948
0;3;130;807.237;5.025
0;3;131;794.831;17.431
0;3;132;824.837;-12.575
0;3;133;743.513;68.749
0;3;134;737.11;75.152
0;3;135;732.252;80.01
0;3;136;721.364;90.898
0;3;137;728.568;83.694
0;3;138;802.149;10.113
0;3;139;800.479;11.783
0;3;140;817.988;-5.726
0;3;141;823.083;-10.821
0;3;142;772.657;39.605
0;3;143;791.223;21.039
0;3;144;812.513;-0.251
0;3;145;827.764;-15.501
0;3;146;832.992;-20.73
0;3;147;843.867;-31.605
0;3;148;851.447;-39.185
0;3;149;856.429;-44.166
0;3;150;948.79;-136.528
0;3;151;915.666;-103.403
0;3;152;834.925;-22.663
0;3;153;795.655;0.0
0;3;154;761.563;0.0
0;3;155;716.426;2.375
0;3;156;721.153;-2.352
0;3;157;662.465;56.336
0;3;158;652.748;66.053
0;3;159;652.916;65.886
0;3;160;626.384;92.418
0;3;161;615.57;103.232
0;3;162;684.712;34.089
0;3;163;657.325;61.477
0;3;164;667.074;51.728
0;3;165;655.13;63.671
0;3;166;585.806;132.995
0;3;167;605.25;113.552
5;0;0;506.188;212.613
5;0;1;529.046;189.755
5;0;2;558.209;-558.209
5;0;3;577.129;-314.107
5;0;4;591.203;0.0
5;0;5;599.852;0.0
5;0;6;692.479;0.0
5;0;7;670.522;0.0
5;0;8;567.454;0.0
5;0;9;521.838;0.0
5;0;10;466.471;0.0
5;0;11;430.44;0.0
5;0;12;432.217;0.0
5;0;13;369.888;0.0
5;0;14;335.178;383.623
5;0;15;340.801;127.884
5;0;16;330.77;388.032
5;0;17;321.843;-321.843
5;0;18;380.927;336.348
5;0;19;394.192;-298.367
5;0;20;405.695;313.106
5;0;21;439.532;8.906
5;0;22;422.083;8.906
5;0;23;453.743;-453.743
5;0;24;500.55;-423.697
5;0;25;520.919;0.0
5;0;26;545.294;0.0
5;0;27;563.314;0.0
5;0;28;582.2;0.0
5;0;29;593.504;125.297
5;0;30;706.177;-122.592
5;0;31;720.239;-1.438
5;0;32;628.048;0.0
5;0;33;626.044;0.0
5;0;34;598.296;0.0
5;0;35;570.896;0.0
5;0;36;588.163;130.639
5;0;37;550.161;-129.332
5;0;38;537.406;0.0
5;0;39;526.029;0.0
5;0;40;501.772;0.0
5;0;41;485.058;0.0
5;0;42;529.442;0.0
5;0;43;547.796;0.0
5;0;44;563.044;0.0
5;0;45;577.79;0.0
5;0;46;501.803;0.0
5;0;47;524.67;0.0
5;0;48;480.369;0.0
5;0;49;480.745;0.0
5;0;50;486.902;0.0
5;0;51;494.364;0.0
5;0;52;498.508;0.0
5;0;53;503.82;0.0
5;0;54;507.765;0.0
5;0;55;679.389;0.0
5;0;56;673.504;0.0
5;0;57;504.352;0.0
5;0;58;490.11;0.0
5;0;59;443.505;0.0
5;0;60;407.375;0.0
5;0;61;374.858;0.0
5;0;62;358.658;0.0
5;0;63;392.79;0.0
5;0;64;344.461;0.0
5;0;65;248.566;0.0
5;0;66;241.909;0.0
5;0;67;242.551;476.25
5;0;68;293.504;-166.998
5;0;69;301.445;-301.445
5;0;70;312.044;0.0
5;0;71;286.98;0.0
5;0;72;315.058;333.067
5;0;73;329.736;-329.736
5;0;74;346.624;0.0
5;0;75;355.455;0.0
5;0;76;357.686;0.0
5;0;77;363.982;0.0
5;0;78;366.068;0.0
5;0;79;531.042;0.0
5;0;80;536.002;0.0
5;0;81;366.967;0.0
5;0;82;353.102;0.0
5;0;83;324.279;0.0
5;0;84;312.536;0.0
5;0;85;287.385;0.0
5;0;86;281.35;0.0
5;0;87;339.255;3.678
5;0;88;313.699;405.102
5;0;89;232.831;485.97
5;0;90;288.103;-288.103
5;0;91;295.947;302.946
5;0;92;370.465;-342.641
5;0;93;361.863;356.938
5;0;94;412.061;-412.061
5;0;95;380.962;337.839
5;0;96;536.028;95.853
5;0;97;553.223;8.906
5;0;98;582.405;8.906
5;0;99;606.253;-606.253
5;0;100;621.968;-272.712
5;0;101;636.819;40.946
5;0;102;736.731;-17.93
5;0;103;741.182;-22.381
5;0;104;660.095;0.0
5;0;105;631.006;0.0
5;0;106;585.121;0.0
5;0;107;562.836;0.0
5;0;108;580.562;0.0
5;0;109;528.269;0.0
5;0;110;517.744;0.0
5;0;111;500.374;0.0
5;0;112;478.728;0.0
5;0;113;447.332;0.0
5;0;114;498.636;220.165
5;0;115;477.543;241.258
5;0;116;502.007;216.794
5;0;117;526.87;191.931
5;0;118;490.791;42.552
5;0;119;524.731;8.906
5;0;120;585.641;-585.641
5;0;121;595.393;-293.118
5;0;122;620.581;0.0
5;0;123;628.853;0.0
5;0;124;635.191;0.0
5;0;125;654.944;34.603
5;0;126;742.401;-23.6
5;0;127;729.352;-10.55
5;0;128;662.644;0.0
5;0;129;654.873;0.0
5;0;130;621.212;0.0
5;0;131;591.405;0.0
5;0;132;590.916;0.0
5;0;133;520.8;0.0
5;0;134;508.259;210.542
5;0;135;497.982;220.819
5;0;136;482.671;236.13
5;0;137;484.005;-484.005
5;0;138;540.408;58.18
5;0;139;545.491;173.31
5;0;140;562.895;155.906
5;0;141;573.515;145.286
5;0;142;510.984;207.817
5;0;143;579.523;-245.518
5;0;144;629.84;-629.84
5;0;145;640.415;0.0
5;0;146;660.82;21.026
5;0;147;670.395;48.406
5;0;148;685.633;33.168
5;0;149;696.139;22.663
5;0;150;789.223;-70.421
5;0;151;769.973;-51.172
5;0;152;687.338;0.0
5;0;153;685.247;0.0
5;0;154;663.403;0.0
5;0;155;632.099;0.0
5;0;156;622.875;0.0
5;0;157;543.822;0.0
5;0;158;509.213;0.0
5;0;159;483.965;0.0
5;0;160;441.835;276.967
5;0;161;429.342;-83.066
5;0;162;466.96;251.842
5;0;163;478.304;240.497
5;0;164;498.552;220.249
5;0;165;538.343;-216.831
5;0;166;486.416;232.386
5;0;167;518.749;-387.801
5;1;0;6.184;-6.184
5;1;1;5.811;-5.811
5;1;2;7.08;-7.08
5;1;3;6.766;-6.766
5;1;4;5.814;-5.814
5;1;5;7.202;-7.202
5;1;6;62.28;-62.28
5;1;7;58.736;-58.736
5;1;8;15.928;-15.928
5;1;9;19.341;-19.341
5;1;10;20.112;-20.112
5;1;11;21.287;-21.287
5;1;12;39.656;-39.656
5;1;13;21.843;-21.843
5;1;14;24.48;-24.48
5;1;15;22.671;-22.671
5;1;16;21.006;317.819
5;1;17;20.491;-20.491
5;1;18;47.608;-47.608
5;1;19;46.337;-46.337
5;1;20;49.921;-49.921
5;1;21;44.728;-44.728
5;1;22;7.006;-7.006
5;1;23;6.353;-6.353
5;1;24;6.316;-6.316
5;1;25;5.753;-5.753
5;1;26;5.859;-5.859
5;1;27;7.421;-7.421
5;1;28;6.214;-6.214
5;1;29;6.457;-6.457
5;1;30;56.591;-56.591
5;1;31;64.414;-64.414
5;1;32;19.562;0.0
5;1;33;19.568;0.0
5;1;34;19.211;0.0
5;1;35;20.646;0.0
5;1;36;43.681;0.0
5;1;37;16.995;0.0
5;1;38;21.084;0.0
5;1;39;17.197;415.298
5;1;40;23.305;-23.305
5;1;41;18.467;164.608
5;1;42;47.716;-47.716
5;1;43;49.0;-49.0
5;1;44;49.957;-49.957
5;1;45;55.46;-55.46
5;1;46;8.574;-8.574
5;1;47;6.027;-6.027
5;1;48;7.191;-7.191
5;1;49;8.074;-8.074
5;1;50;7.823;-7.823
5;1;51;9.218;-9.218
5;1;52;8.126;-8.126
5;1;53;10.395;-10.395
5;1;54;6.873;-6.873
5;1;55;104.556;-104.556
5;1;56;101.814;-101.814
5;1;57;19.712;-19.712
5;1;58;22.899;0.0
5;1;59;20.006;0.0
5;1;60;19.227;0.0
5;1;61;17.113;0.0
5;1;62;22.368;182.092
5;1;63;56.555;-56.555
5;1;64;56.611;157.147
5;1;65;12.873;187.021
5;1;66;15.788;-15.788
5;1;67;11.831;-11.831
5;1;68;35.944;-35.944
5;1;69;31.532;-31.532
5;1;70;38.821;-38.821
5;1;71;8.654;-8.654
5;1;72;8.102;-8.102
5;1;73;8.59;-8.59
5;1;74;10.585;-10.585
5;1;75;9.512;-9.512
5;1;76;9.563;-9.563
5;1;77;7.878;-7.878
5;1;78;6.832;-6.832
5;1;79;110.038;-110.038
5;1;80;104.777;-104.777
5;1;81;20.297;0.0
5;1;82;21.053;0.0
5;1;83;20.818;0.0
5;1;84;17.092;0.0
5;1;85;22.686;0.0
5;1;86;17.607;0.0
5;1;87;58.548;424.028
5;1;88;54.138;-54.138
5;1;89;10.769;-10.769
5;1;90;13.358;-13.358
5;1;91;13.748;-13.748
5;1;92;32.85;-32.85
5;1;93;38.959;-38.959
5;1;94;35.883;-35.883
5;1;95;7.547;-7.547
5;1;96;6.085;-6.085
5;1;97;6.98;-6.98
5;1;98;5.361;-5.361
5;1;99;7.497;-7.497
5;1;100;6.859;-6.859
5;1;101;6.147;-6.147
5;1;102;53.23;-53.23
5;1;103;66.625;-66.625
5;1;104;20.077;-20.077
5;1;105;19.648;0.0
5;1;106;19.314;0.0
5;1;107;22.625;0.0
5;1;108;41.801;0.0
5;1;109;18.033;0.0
5;1;110;22.937;0.0
5;1;111;18.395;459.767
5;1;112;21.276;-21.276
5;1;113;18.652;-18.652
5;1;114;50.029;-50.029
5;1;115;48.061;-48.061
5;1;116;46.129;-46.129
5;1;117;45.044;-45.044
5;1;118;7.866;-7.866
5;1;119;6.059;-6.059
5;1;120;6.338;-6.338
5;1;121;6.324;-6.324
5;1;122;6.3;-6.3
5;1;123;5.696;-5.696
5;1;124;7.358;-7.358
5;1;125;7.011;-7.011
