scenario;category;metric;device;year;value;unit
rural;optimization;tac_distr;;;228288;EUR/a
rural;optimization;co2_distr;;;74;t/a
rural;cost;total_annual_costs_devices;;;84669;EUR/a
rural;cost;total_connection_costs;;;0;EUR/a
rural;cost;heat_grid_costs;;;37393;EUR/a
rural;cost;annualized_energy_costs;;;106225;EUR/a
rural;cost;annualized_misc_costs;;;0;EUR/a
rural;device;capacity;PV;;121.1;kW
rural;device;capacity;STC;;500.0;kW
rural;device;capacity;HP;;167.6;kW
rural;device;capacity;EB;;71.4;kW
rural;device;capacity;CHP;;10.0;kW
rural;device;capacity;BOI;;10.0;kW
rural;device;capacity;BCHP;;147.3;kW
rural;device;capacity;TES;;1244.2;kWh
rural;yearly_totals;from_el_grid_total;;0;121;MWh
rural;yearly_totals;to_el_grid_total;;0;88;MWh
rural;yearly_totals;from_el_main_grid_total;;0;121;MWh
rural;yearly_totals;to_el_main_grid_total;;0;88;MWh
rural;yearly_totals;from_network_total;;0;0;MWh
rural;yearly_totals;to_network_total;;0;0;MWh
rural;yearly_totals;from_gas_grid_total;;0;0;MWh
rural;yearly_totals;to_gas_grid_total;;0;0;MWh
