Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;1.253
0;0;1;1.253
0;0;2;1.253
0;0;3;1.253
0;0;4;1.253
0;0;5;1.252
0;0;6;1.252
0;0;7;1.252
0;0;8;1.252
0;0;9;1.252
0;0;10;1.252
0;0;11;1.252
0;0;12;1.252
0;0;13;1.252
0;0;14;1.252
0;0;15;1.252
0;0;16;1.251
0;0;17;1.251
0;0;18;1.251
0;0;19;1.251
0;0;20;1.251
0;0;21;1.251
0;0;22;1.251
0;0;23;1.251
0;0;24;1.251
0;0;25;1.251
0;0;26;1.25
0;0;27;1.25
0;0;28;1.25
0;0;29;1.25
0;0;30;1.25
0;0;31;1.25
0;0;32;1.25
0;0;33;1.25
0;0;34;1.25
0;0;35;1.25
0;0;36;1.25
0;0;37;1.249
0;0;38;1.249
0;0;39;1.249
0;0;40;1.249
0;0;41;1.249
0;0;42;1.249
0;0;43;1.249
0;0;44;1.249
0;0;45;1.249
0;0;46;1.249
0;0;47;1.249
0;0;48;1.248
0;0;49;1.268
0;0;50;1.265
0;0;51;1.276
0;0;52;1.282
0;0;53;1.287
0;0;54;1.248
0;0;55;1.248
0;0;56;1.248
0;0;57;1.248
0;0;58;1.248
0;0;59;1.248
0;0;60;1.247
0;0;61;1.247
0;0;62;1.247
0;0;63;1.247
0;0;64;1.247
0;0;65;1.247
0;0;66;1.247
0;0;67;1.247
0;0;68;1.247
0;0;69;1.247
0;0;70;1.247
0;0;71;1.247
0;0;72;1.246
0;0;73;1.246
0;0;74;1.246
0;0;75;1.246
0;0;76;1.246
0;0;77;1.249
0;0;78;1.246
0;0;79;1.246
0;0;80;1.246
0;0;81;1.246
0;0;82;1.246
0;0;83;1.246
0;0;84;1.245
0;0;85;1.245
0;0;86;1.245
0;0;87;1.245
0;0;88;1.245
0;0;89;1.245
0;0;90;1.245
0;0;91;1.245
0;0;92;1.245
0;0;93;1.245
0;0;94;1.245
0;0;95;1.245
0;0;96;1.245
0;0;97;1.244
0;0;98;1.244
0;0;99;1.244
0;0;100;1.244
0;0;101;1.244
0;0;102;1.244
0;0;103;1.244
0;0;104;1.244
0;0;105;1.244
0;0;106;1.244
0;0;107;1.244
0;0;108;1.244
0;0;109;1.244
0;0;110;1.244
0;0;111;1.243
0;0;112;1.243
0;0;113;1.243
0;0;114;1.243
0;0;115;1.243
0;0;116;1.243
0;0;117;1.243
0;0;118;1.243
0;0;119;1.243
0;0;120;1.243
0;0;121;1.243
0;0;122;1.243
0;0;123;1.243
0;0;124;1.243
0;0;125;1.242
0;0;126;1.242
0;0;127;1.242
0;0;128;1.242
0;0;129;1.242
0;0;130;1.242
0;0;131;1.242
0;0;132;1.242
0;0;133;1.242
0;0;134;1.242
0;0;135;1.242
0;0;136;1.242
0;0;137;1.242
0;0;138;1.242
0;0;139;1.241
0;0;140;1.241
0;0;141;1.241
0;0;142;1.241
0;0;143;1.241
0;0;144;1.241
0;0;145;1.241
0;0;146;1.241
0;0;147;1.241
0;0;148;1.241
0;0;149;1.241
0;0;150;1.241
0;0;151;1.241
0;0;152;1.241
0;0;153;1.241
0;0;154;1.241
0;0;155;1.24
0;0;156;1.24
0;0;157;1.24
0;0;158;1.24
0;0;159;1.24
0;0;160;1.24
0;0;161;1.24
0;0;162;1.24
0;0;163;1.24
0;0;164;1.24
0;0;165;1.24
0;0;166;1.24
0;0;167;1.24
0;1;0;1.274
0;1;1;1.285
0;1;2;1.291
0;1;3;1.294
0;1;4;1.322
0;1;5;1.333
0;1;6;1.338
0;1;7;1.291
0;1;8;1.8
0;1;9;2.085
0;1;10;8.309
0;1;11;7.558
0;1;12;7.364
0;1;13;2.223
0;1;14;2.151
0;1;15;4.619
0;1;16;6.003
0;1;17;4.215
0;1;18;1.902
0;1;19;1.256
0;1;20;1.256
0;1;21;1.256
0;1;22;1.256
0;1;23;1.257
0;1;24;1.257
0;1;25;1.257
0;1;26;1.257
0;1;27;1.257
0;1;28;1.257
0;1;29;1.257
0;1;30;1.257
0;1;31;1.257
0;1;32;2.182
0;1;33;2.321
0;1;34;7.614
0;1;35;6.185
0;1;36;9.257
0;1;37;1.577
0;1;38;2.022
0;1;39;6.604
0;1;40;4.734
0;1;41;3.727
0;1;42;2.272
0;1;43;1.4
0;1;44;1.259
0;1;45;1.259
0;1;46;1.259
0;1;47;1.259
0;1;48;1.259
0;1;49;1.259
0;1;50;1.26
0;1;51;1.26
0;1;52;1.26
0;1;53;1.26
0;1;54;1.26
0;1;55;1.26
0;1;56;1.26
0;1;57;1.26
0;1;58;1.26
0;1;59;1.261
0;1;60;1.261
0;1;61;1.261
0;1;62;1.261
