Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;17.073
0;0;1;24.049
0;0;2;21.506
0;0;3;23.614
0;0;4;23.649
0;0;5;25.392
0;0;6;26.068
0;0;7;69.83
0;0;8;103.554
0;0;9;85.658
0;0;10;77.115
0;0;11;75.148
0;0;12;64.865
0;0;13;78.799
0;0;14;80.759
0;0;15;70.75
0;0;16;87.886
0;0;17;111.457
0;0;18;129.177
0;0;19;135.76
0;0;20;138.179
0;0;21;124.574
0;0;22;96.348
0;0;23;83.576
0;0;24;17.311
0;0;25;27.546
0;0;26;23.938
0;0;27;23.971
0;0;28;21.34
0;0;29;23.725
0;0;30;28.692
0;0;31;75.023
0;0;32;105.3
0;0;33;79.817
0;0;34;79.046
0;0;35;75.015
0;0;36;70.919
0;0;37;78.946
0;0;38;76.237
0;0;39;78.16
0;0;40;80.799
0;0;41;104.318
0;0;42;132.993
0;0;43;126.021
0;0;44;129.328
0;0;45;116.17
0;0;46;120.189
0;0;47;73.482
0;0;48;17.032
0;0;49;25.678
0;0;50;23.318
0;0;51;21.881
0;0;52;20.306
0;0;53;21.51
0;0;54;26.856
0;0;55;66.347
0;0;56;92.744
0;0;57;82.265
0;0;58;77.882
0;0;59;60.85
0;0;60;66.164
0;0;61;72.996
0;0;62;74.826
0;0;63;68.691
0;0;64;82.082
0;0;65;81.222
0;0;66;113.357
0;0;67;128.81
0;0;68;124.094
0;0;69;126.043
0;0;70;122.167
0;0;71;79.599
0;0;72;17.769
0;0;73;25.904
0;0;74;21.078
0;0;75;23.01
0;0;76;21.103
0;0;77;20.783
0;0;78;27.417
0;0;79;42.175
0;0;80;54.489
0;0;81;64.393
0;0;82;85.65
0;0;83;73.631
0;0;84;71.273
0;0;85;71.655
0;0;86;72.372
0;0;87;67.902
0;0;88;63.519
0;0;89;102.484
0;0;90;111.58
0;0;91;110.586
0;0;92;100.345
0;0;93;120.455
0;0;94;88.315
0;0;95;77.317
0;0;96;16.545
0;0;97;33.055
0;0;98;22.913
0;0;99;21.75
0;0;100;22.41
0;0;101;26.287
0;0;102;28.868
0;0;103;59.477
0;0;104;60.747
0;0;105;76.836
0;0;106;94.272
0;0;107;79.785
0;0;108;84.875
0;0;109;94.371
0;0;110;72.245
0;0;111;80.569
0;0;112;75.405
0;0;113;98.259
0;0;114;100.76
0;0;115;130.57
0;0;116;109.847
0;0;117;109.347
0;0;118;101.852
0;0;119;80.485
0;0;120;17.164
0;0;121;32.7
0;0;122;24.512
0;0;123;24.109
0;0;124;21.999
0;0;125;23.471
0;0;126;29.95
0;0;127;89.706
0;0;128;104.393
0;0;129;70.316
0;0;130;84.702
0;0;131;73.53
0;0;132;69.52
0;0;133;74.704
0;0;134;70.744
0;0;135;74.144
0;0;136;95.107
0;0;137;128.48
0;0;138;127.103
0;0;139;142.974
0;0;140;120.296
0;0;141;100.863
0;0;142;125.415
0;0;143;69.165
0;0;144;17.667
0;0;145;31.908
0;0;146;22.637
0;0;147;23.794
0;0;148;24.725
0;0;149;26.841
0;0;150;32.492
0;0;151;80.192
0;0;152;102.88
0;0;153;80.696
0;0;154;80.504
0;0;155;68.474
0;0;156;84.048
0;0;157;80.347
0;0;158;82.622
0;0;159;70.895
0;0;160;92.091
0;0;161;95.877
0;0;162;117.576
0;0;163;120.485
0;0;164;126.46
0;0;165;114.182
0;0;166;111.745
0;0;167;74.091
0;1;0;17.989
0;1;1;23.255
0;1;2;23.143
0;1;3;21.498
0;1;4;20.967
0;1;5;22.931
0;1;6;34.738
0;1;7;62.845
0;1;8;77.501
0;1;9;77.11
0;1;10;81.076
0;1;11;77.919
0;1;12;74.173
0;1;13;83.849
0;1;14;73.651
0;1;15;76.907
0;1;16;86.779
0;1;17;111.289
0;1;18;107.061
0;1;19;122.371
0;1;20;124.403
0;1;21;111.132
0;1;22;104.452
0;1;23;77.846
0;1;24;17.355
0;1;25;26.723
0;1;26;23.085
0;1;27;23.11
0;1;28;24.173
0;1;29;25.641
0;1;30;28.276
0;1;31;66.847
0;1;32;76.91
0;1;33;75.438
0;1;34;75.569
0;1;35;78.577
0;1;36;60.925
0;1;37;72.195
0;1;38;76.042
0;1;39;73.858
0;1;40;82.072
0;1;41;88.162
0;1;42;98.397
0;1;43;122.484
0;1;44;131.598
0;1;45;118.838
0;1;46;107.994
0;1;47;70.285
0;1;48;17.385
0;1;49;24.797
0;1;50;24.379
0;1;51;23.103
0;1;52;21.947
0;1;53;22.954
0;1;54;35.244
0;1;55;55.09
0;1;56;75.434
0;1;57;59.689
0;1;58;85.365
0;1;59;72.289
0;1;60;71.654
0;1;61;78.364
0;1;62;73.663
0;1;63;75.776
0;1;64;72.266
0;1;65;94.343
0;1;66;105.985
0;1;67;124.163
0;1;68;131.535
0;1;69;115.146
0;1;70;119.896
0;1;71;84.662
0;1;72;17.365
0;1;73;24.07
0;1;74;22.578
0;1;75;22.352
0;1;76;24.16
0;1;77;23.863
0;1;78;24.583
0;1;79;42.237
0;1;80;43.922
0;1;81;63.843
0;1;82;58.813
0;1;83;64.115
0;1;84;72.822
0;1;85;80.053
0;1;86;58.395
0;1;87;74.858
0;1;88;68.892
0;1;89;93.093
0;1;90;107.235
0;1;91;93.46
0;1;92;98.34
0;1;93;103.639
0;1;94;107.166
0;1;95;69.617
0;1;96;19.569
0;1;97;30.595
0;1;98;24.166
0;1;99;22.786
0;1;100;24.026
0;1;101;23.977
0;1;102;29.663
0;1;103;57.721
0;1;104;64.737
0;1;105;83.74
0;1;106;85.838
0;1;107;95.412
0;1;108;86.013
0;1;109;80.062
0;1;110;85.744
0;1;111;78.782
0;1;112;102.489
0;1;113;93.946
0;1;114;100.858
0;1;115;108.578
0;1;116;116.126
0;1;117;116.674
0;1;118;105.6
0;1;119;89.315
0;1;120;17.254
0;1;121;25.948
0;1;122;21.824
0;1;123;24.068
0;1;124;21.652
0;1;125;22.917
0;1;126;33.774
0;1;127;83.067
0;1;128;89.751
0;1;129;78.549
0;1;130;72.949
0;1;131;70.947
0;1;132;78.521
0;1;133;71.279
0;1;134;83.679
0;1;135;79.752
0;1;136;87.281
0;1;137;92.244
0;1;138;121.66
0;1;139;132.421
0;1;140;123.776
0;1;141;100.279
0;1;142;107.191
0;1;143;84.711
0;1;144;17.57
0;1;145;23.791
0;1;146;23.035
0;1;147;22.002
0;1;148;22.518
0;1;149;21.913
0;1;150;26.408
0;1;151;65.537
0;1;152;79.595
0;1;153;73.984
0;1;154;85.809
0;1;155;78.567
0;1;156;79.346
0;1;157;90.782
0;1;158;80.328
0;1;159;69.897
0;1;160;82.159
0;1;161;104.523
0;1;162;106.886
0;1;163;122.336
0;1;164;124.667
0;1;165;123.342
0;1;166;120.635
0;1;167;95.676
0;2;0;16.569
0;2;1;24.058
0;2;2;22.081
0;2;3;22.732
0;2;4;21.26
0;2;5;21.856
0;2;6;24.451
0;2;7;78.936
0;2;8;106.538
0;2;9;86.4
0;2;10;81.073
0;2;11;62.827
0;2;12;76.863
0;2;13;76.227
0;2;14;76.699
0;2;15;85.332
0;2;16;90.017
0;2;17;128.465
0;2;18;117.045
0;2;19;115.516
0;2;20;136.44
0;2;21;128.435
0;2;22;118.614
0;2;23;75.193
0;2;24;16.598
0;2;25;25.986
0;2;26;23.725
0;2;27;22.308
0;2;28;21.489
0;2;29;22.928
0;2;30;25.853
0;2;31;82.916
0;2;32;92.776
0;2;33;83.554
0;2;34;74.546
0;2;35;62.406
0;2;36;67.099
0;2;37;81.652
0;2;38;80.508
0;2;39;62.677
0;2;40;87.685
0;2;41;111.314
0;2;42;128.916
0;2;43;117.534
0;2;44;125.484
0;2;45;117.909
0;2;46;101.152
0;2;47;76.364
0;2;48;20.281
0;2;49;21.822
0;2;50;21.659
0;2;51;22.291
0;2;52;22.307
0;2;53;22.238
0;2;54;29.127
0;2;55;71.827
0;2;56;92.031
0;2;57;82.355
0;2;58;70.453
0;2;59;63.799
0;2;60;81.399
0;2;61;74.154
0;2;62;80.288
0;2;63;69.648
0;2;64;85.838
0;2;65;113.203
0;2;66;126.611
0;2;67;125.841
0;2;68;136.313
0;2;69;111.207
0;2;70;124.524
0;2;71;67.876
0;2;72;18.428
0;2;73;26.113
0;2;74;20.466
0;2;75;26.362
0;2;76;23.074
0;2;77;25.414
0;2;78;27.53
0;2;79;39.526
0;2;80;55.984
0;2;81;82.064
0;2;82;70.479
0;2;83;63.478
0;2;84;66.37
0;2;85;87.531
0;2;86;58.938
0;2;87;66.759
0;2;88;85.542
0;2;89;103.161
0;2;90;88.756
0;2;91;102.16
0;2;92;127.095
0;2;93;116.732
0;2;94;105.049
0;2;95;78.293
0;2;96;18.844
0;2;97;26.883
0;2;98;23.697
0;2;99;24.559
0;2;100;21.906
0;2;101;23.644
0;2;102;29.146
0;2;103;65.287
0;2;104;99.244
0;2;105;94.611
0;2;106;103.181
0;2;107;85.066
0;2;108;90.761
0;2;109;110.898
0;2;110;83.488
0;2;111;107.449
0;2;112;104.234
0;2;113;139.639
0;2;114;131.66
0;2;115;126.847
0;2;116;105.399
0;2;117;119.839
0;2;118;99.91
0;2;119;68.129
0;2;120;20.172
0;2;121;26.393
0;2;122;22.526
0;2;123;23.305
0;2;124;21.76
0;2;125;24.244
0;2;126;37.822
0;2;127;83.896
0;2;128;106.232
0;2;129;99.461
0;2;130;80.55
0;2;131;63.972
0;2;132;77.962
0;2;133;84.932
0;2;134;71.955
0;2;135;81.007
0;2;136;90.737
0;2;137;104.427
0;2;138;132.304
0;2;139;125.453
0;2;140;110.529
0;2;141;103.225
0;2;142;99.76
0;2;143;72.931
0;2;144;20.089
0;2;145;27.454
0;2;146;21.296
0;2;147;22.143
0;2;148;21.7
0;2;149;20.627
0;2;150;29.459
0;2;151;74.493
0;2;152;97.743
0;2;153;91.056
0;2;154;79.233
0;2;155;64.877
0;2;156;75.247
0;2;157;81.962
0;2;158;87.451
0;2;159;73.584
0;2;160;83.727
0;2;161;103.431
0;2;162;128.048
0;2;163;142.899
0;2;164;133.734
0;2;165;124.927
0;2;166;105.31
0;2;167;59.863
0;3;0;17.683
0;3;1;31.347
0;3;2;22.179
0;3;3;23.092
0;3;4;21.203
0;3;5;25.336
0;3;6;29.773
0;3;7;84.926
0;3;8;113.482
0;3;9;107.626
0;3;10;78.761
0;3;11;74.206
0;3;12;66.68
0;3;13;83.505
0;3;14;82.384
0;3;15;78.421
0;3;16;105.749
0;3;17;149.377
0;3;18;127.752
0;3;19;127.304
0;3;20;118.675
0;3;21;110.892
0;3;22;114.64
0;3;23;79.558
0;3;24;18.077
0;3;25;26.166
0;3;26;21.515
0;3;27;21.769
0;3;28;21.655
0;3;29;22.536
0;3;30;31.435
0;3;31;85.303
0;3;32;101.423
0;3;33;89.644
0;3;34;82.402
0;3;35;77.358
0;3;36;72.727
0;3;37;94.382
0;3;38;76.116
0;3;39;86.76
0;3;40;103.675
0;3;41;122.355
0;3;42;124.714
0;3;43;136.928
0;3;44;131.949
0;3;45;108.249
0;3;46;106.791
0;3;47;85.476
0;3;48;17.997
0;3;49;21.961
0;3;50;24.297
0;3;51;22.72
0;3;52;22.614
0;3;53;22.702
0;3;54;25.29
0;3;55;72.846
0;3;56;100.408
0;3;57;95.085
0;3;58;104.158
0;3;59;85.87
0;3;60;82.245
0;3;61;65.856
0;3;62;69.868
0;3;63;81.333
0;3;64;103.981
0;3;65;117.063
0;3;66;123.723
0;3;67;147.077
0;3;68;115.065
0;3;69;124.495
0;3;70;111.03
0;3;71;84.343
0;3;72;17.18
0;3;73;28.936
0;3;74;21.812
0;3;75;23.923
0;3;76;22.896
0;3;77;25.596
0;3;78;28.29
0;3;79;34.892
0;3;80;69.121
0;3;81;73.043
0;3;82;90.966
0;3;83;90.051
