power_profile_energy_kwh_BCHP_0;;kWh
power_kW_BCHP_0;91;kW
power_profile_energy_kwh_WCHP_0;;kWh
power_kW_WCHP_0;0;kW
power_profile_energy_kwh_ELYZ_0;;kWh
power_kW_ELYZ_0;0;kW
power_profile_energy_kwh_FC_0;;kWh
power_kW_FC_0;0;kW
power_profile_energy_kwh_from_grid_0;;kWh
power_kW_from_grid_0;92;kW
power_profile_energy_kwh_to_grid_0;;kWh
power_kW_to_grid_0;356;kW
from_el_grid_total_0;71;MWh
to_el_grid_total_0;346;MWh
from_el_main_grid_total_0;;MWh
to_el_main_grid_total_0;;MWh
from_network_total_0;;MWh
to_network_total_0;;MWh
from_gas_grid_total_0;0;MWh
to_gas_grid_total_0;0;MWh
biom_import_total_0;816;MWh
waste_import_total_0;0;MWh
hydrogen_import_total_0;0;MWh
