# Solution file
# Created: 2026-03-11 18:25:09
# Objective value: 32540.36444418726
# Variable values
cap[('PV', 'example')] 9.480564
cap[('WT', 'example')] 0.000000
cap[('STC', 'example')] 97.998658
cap[('WAT', 'example')] 0.000000
cap[('HP', 'example')] 57.304851
cap[('EB', 'example')] 0.000000
cap[('CC', 'example')] 0.000000
cap[('AC', 'example')] 0.000000
cap[('CHP', 'example')] 0.000000
cap[('BOI', 'example')] 0.000000
cap[('GHP', 'example')] 0.000000
cap[('BCHP', 'example')] 17.065156
cap[('BBOI', 'example')] 0.000000
cap[('WCHP', 'example')] 0.000000
cap[('WBOI', 'example')] 0.000000
cap[('ELYZ', 'example')] 0.000000
cap[('FC', 'example')] 0.000000
cap[('H2S', 'example')] 0.000000
cap[('SAB', 'example')] 0.000000
cap[('TES', 'example')] 558.411246
cap[('CTES', 'example')] 0.000000
cap[('BAT', 'example')] 0.000000
cap[('GS', 'example')] 0.000000
area[('PV', 'example')] 47.641023
area[('STC', 'example')] 139.998083
gas[('CHP', 'example', 0, 0, 0)] 0.000000
gas[('CHP', 'example', 0, 0, 1)] 0.000000
gas[('CHP', 'example', 0, 0, 2)] 0.000000
gas[('CHP', 'example', 0, 0, 3)] 0.000000
gas[('CHP', 'example', 0, 0, 4)] 0.000000
gas[('CHP', 'example', 0, 0, 5)] 0.000000
gas[('CHP', 'example', 0, 0, 6)] 0.000000
gas[('CHP', 'example', 0, 0, 7)] 0.000000
gas[('CHP', 'example', 0, 0, 8)] 0.000000
gas[('CHP', 'example', 0, 0, 9)] 0.000000
gas[('CHP', 'example', 0, 0, 10)] 0.000000
gas[('CHP', 'example', 0, 0, 11)] 0.000000
gas[('CHP', 'example', 0, 0, 12)] 0.000000
gas[('CHP', 'example', 0, 0, 13)] 0.000000
gas[('CHP', 'example', 0, 0, 14)] 0.000000
gas[('CHP', 'example', 0, 0, 15)] 0.000000
gas[('CHP', 'example', 0, 0, 16)] 0.000000
gas[('CHP', 'example', 0, 0, 17)] 0.000000
gas[('CHP', 'example', 0, 0, 18)] 0.000000
gas[('CHP', 'example', 0, 0, 19)] 0.000000
