scenario;category;metric;device;year;value;unit
6urban;optimization;tac_distr;;;206535;EUR/a
6urban;optimization;co2_distr;;;2707;t/a
6urban;optimization;tac_per_distr_year;;0;245132;EUR/a
6urban;optimization;co2_sum_distr_year;;0;1848;t/a
6urban;optimization;LCOE_year;;0;63.831490281900905;EUR/MWh
6urban;optimization;tac_per_distr_year;;5;204249;EUR/a
6urban;optimization;co2_sum_distr_year;;5;506;t/a
6urban;optimization;LCOE_year;;5;60.01036384792274;EUR/MWh
6urban;optimization;tac_per_distr_year;;10;185641;EUR/a
6urban;optimization;co2_sum_distr_year;;10;220;t/a
6urban;optimization;LCOE_year;;10;59.475691705136306;EUR/MWh
6urban;optimization;tac_per_distr_year;;15;165044;EUR/a
6urban;optimization;co2_sum_distr_year;;15;112;t/a
6urban;optimization;LCOE_year;;15;57.27979978599169;EUR/MWh
6urban;optimization;tac_per_distr_year;;20;158022;EUR/a
6urban;optimization;co2_sum_distr_year;;20;19;t/a
6urban;optimization;LCOE_year;;20;59.708475324596904;EUR/MWh
6urban;cost;co2_tax_total;;;0;EUR/a
6urban;cost;total_inv_cost;;;1025033;EUR/a
6urban;cost;total_inv_cost_unsubsidized;;;1227859;EUR/a
6urban;cost;total_ann_inv_cost;;;70250;EUR/a
6urban;cost;total_ann_inv_cost_unsubsidized;;;85208;EUR/a
6urban;cost;total_om_cost;;;21488;EUR/a
6urban;cost;supply_costs_el;;;140824;EUR/a
6urban;cost;cap_costs_el;;;0;EUR/a
6urban;cost;total_el_costs;;;140824;EUR/a
6urban;cost;rev_feed_in_el;;;0;EUR/a
6urban;cost;supply_costs_gas;;;0;EUR/a
6urban;cost;cap_costs_gas;;;0;EUR/a
6urban;cost;total_gas_costs;;;0;EUR/a
6urban;cost;rev_feed_in_gas;;;0;EUR/a
6urban;cost;supply_costs_biom;;;72;EUR/a
6urban;cost;supply_costs_waste;;;0;EUR/a
6urban;cost;supply_costs_hydrogen;;;0;EUR/a
6urban;co2;co2_onsite_emissions;;;0;t/a
6urban;co2;co2_credit_feedin;;;0;t/a
6urban;co2;total_co2_el;;;0.0;t/a
6urban;co2;total_co2_el_feed_in;;;0.0;t/a
6urban;co2;total_co2_gas;;;0;t/a
6urban;co2;total_co2_gas_feed_in;;;0;t/a
6urban;co2;total_co2_biom;;;0;t/a
6urban;co2;total_co2_waste;;;0;t/a
6urban;co2;total_co2_hydrogen;;;0;t/a
6urban;grid;from_el_grid_total;;;23807;MWh
6urban;grid;to_el_grid_total;;;0;MWh
6urban;grid;from_el_main_grid_total;;;20001;MWh
6urban;grid;to_el_main_grid_total;;;0;MWh
6urban;grid;from_network_total;;;3805;MWh
6urban;grid;to_network_total;;;0;MWh
6urban;grid;from_gas_grid_total;;;0;MWh
6urban;grid;to_gas_grid_total;;;0;MWh
6urban;grid;biom_import_total;;;9;MWh
6urban;grid;waste_import_total;;;0;MWh
6urban;grid;hydrogen_import_total;;;0;MWh
6urban;grid;max_el_from_grid;;;562;kW
6urban;grid;max_el_to_grid;;;0;kW
6urban;grid;max_el_from_main_grid;;;562;kW
6urban;grid;max_el_to_main_grid;;;0;kW
6urban;grid;max_el_from_network;;;286;kW
6urban;grid;max_el_to_network;;;0;kW
6urban;grid;max_gas_from_grid;;;0;kW
6urban;grid;max_gas_to_grid;;;0;kW
6urban;grid;max_biom;;;287;
6urban;grid;max_waste;;;0;
6urban;grid;max_hydrogen;;;0;
6urban;area;PV;PV;;0;qm
6urban;area;STC;STC;;0;qm
6urban;storage_volume;vol_liter;TES;;29012.5;l
6urban;storage_volume;vol_liter;CTES;;0;l
6urban;device;capacity;HP;;632.8;kW
6urban;device_cost;inv;HP;;294664.2;EUR
6urban;device_cost;inv_unsubsidized;HP;;491107.0;EUR
6urban;device_cost;ann_inv;HP;;21662.75;EUR/a
6urban;device_cost;ann_inv_unsubsidized;HP;;36104.58;EUR/a
6urban;device_cost;om_cost;HP;;16206.53;EUR/a
6urban;device;capacity;EB;;217.3;kW
6urban;device_cost;inv;EB;;41686.62;EUR
6urban;device_cost;inv_unsubsidized;EB;;41686.62;EUR
6urban;device_cost;ann_inv;EB;;3064.66;EUR/a
6urban;device_cost;ann_inv_unsubsidized;EB;;3064.66;EUR/a
6urban;device_cost;om_cost;EB;;416.87;EUR/a
6urban;device;capacity;BBOI;;490.6;kW
6urban;device_cost;inv;BBOI;;36107.98;EUR
6urban;device_cost;inv_unsubsidized;BBOI;;36107.98;EUR
6urban;device_cost;ann_inv;BBOI;;2917.37;EUR/a
6urban;device_cost;ann_inv_unsubsidized;BBOI;;2917.37;EUR/a
6urban;device_cost;om_cost;BBOI;;722.16;EUR/a
6urban;device;capacity;TES;;1010.6;kWh
6urban;device_cost;inv;TES;;9574.13;EUR
6urban;device_cost;inv_unsubsidized;TES;;15956.88;EUR
6urban;device_cost;ann_inv;TES;;773.55;EUR/a
6urban;device_cost;ann_inv_unsubsidized;TES;;1289.25;EUR/a
6urban;device_cost;om_cost;TES;;207.44;EUR/a
6urban;peak;peak_heat_uncl;;;{0: 1256.0374284499778, 5: 1111.5931241782305, 10: 1011.1101299022321, 15: 923.1875099107336, 20: 834.0088524907852};kW
6urban;peak;peak_power_uncl;;;129.1033401957999;kW
6urban;peak;peak_heat_cl;;;972.3568913572465;kW
6urban;peak;peak_power_cl;;;117.28403419820783;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;2413116.354;kWh
6urban;heat_profile_devs_by_year;heat_kW;HP;0;632;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;117737.372;kWh
6urban;heat_profile_devs_by_year;heat_kW;EB;0;217;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BCHP;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;1665.801;kWh
6urban;heat_profile_devs_by_year;heat_kW;BBOI;0;244;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
6urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;5;2207205.909;kWh
6urban;heat_profile_devs_by_year;heat_kW;HP;5;632;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;5;34462.57;kWh
6urban;heat_profile_devs_by_year;heat_kW;EB;5;217;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;AC;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;CHP;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BOI;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;GHP;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BCHP;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BBOI;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WCHP;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WBOI;5;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;5;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;FC;5;0;kW
6urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;5;;MWh
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;STC;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;10;2029777.641;kWh
6urban;heat_profile_devs_by_year;heat_kW;HP;10;632;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;10;10047.839;kWh
6urban;heat_profile_devs_by_year;heat_kW;EB;10;134;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;AC;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;CHP;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BOI;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;GHP;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BCHP;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BBOI;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WCHP;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WBOI;10;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;10;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;FC;10;0;kW
6urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;10;;MWh
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;STC;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;15;1863277.009;kWh
6urban;heat_profile_devs_by_year;heat_kW;HP;15;632;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;EB;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;AC;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;CHP;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BOI;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;GHP;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BCHP;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BBOI;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WCHP;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WBOI;15;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;15;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;FC;15;0;kW
6urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;15;;MWh
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;STC;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;20;1685530.271;kWh
6urban;heat_profile_devs_by_year;heat_kW;HP;20;632;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;EB;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;AC;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;CHP;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BOI;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;GHP;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BCHP;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;BBOI;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WCHP;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;WBOI;20;0;kW
6urban;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;20;0.0;kWh
6urban;heat_profile_devs_by_year;heat_kW;FC;20;0;kW
6urban;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;20;;MWh
6urban;power_profile_devs_by_year;power_profile_energy_kwh;PV;0;0.0;kWh
6urban;power_profile_devs_by_year;power_kW;PV;0;0;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;WT;0;0.0;kWh
6urban;power_profile_devs_by_year;power_kW;WT;0;0;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;WAT;0;0.0;kWh
6urban;power_profile_devs_by_year;power_kW;WAT;0;0;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;HP;0;763298.803;kWh
6urban;power_profile_devs_by_year;power_kW;HP;0;246;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;EB;0;118926.638;kWh
6urban;power_profile_devs_by_year;power_kW;EB;0;219;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;CC;0;0.0;kWh
6urban;power_profile_devs_by_year;power_kW;CC;0;0;kW
6urban;power_profile_devs_by_year;power_profile_energy_kwh;CHP;0;0.0;kWh
