Support_Year;Cluster;Timestep;Power_Demand_kW;HP;EB;from_grid;from_main_grid;from_network
20;2;165;59.089;43.27;0;102.36;102.36;0
20;2;166;72.45;35.438;0;107.888;107.888;0
20;2;167;58.116;141.324;0;199.439;199.439;0
20;3;0;7.579;0;0;7.579;7.579;0
20;3;1;11.212;136.658;0;147.87;147.87;0
20;3;2;10.726;136.734;0;147.46;147.46;0
20;3;3;10.932;138.497;0;149.43;149.43;0
20;3;4;10.832;187.944;0;198.777;198.777;0
20;3;5;10.444;98.041;0;108.486;108.486;0
20;3;6;15.587;159.396;0;174.983;174.983;0
20;3;7;44.539;156.803;0;201.342;201.342;0
20;3;8;63.188;144.645;0;207.833;207.833;0
20;3;9;44.433;142.409;0;186.842;186.842;0
20;3;10;44.425;135.907;0;180.332;180.332;0
20;3;11;33.123;129.399;0;162.522;162.522;0
20;3;12;34.894;126.755;0;161.649;0;161.649
20;3;13;34.511;114.968;0;149.479;0;149.479
20;3;14;37.502;130.525;0;168.027;0;168.027
20;3;15;31.261;168.852;0;200.113;3.763;196.349
20;3;16;53.609;171.016;0;224.625;224.625;0
20;3;17;63.292;32.165;0;95.456;95.456;0
20;3;18;58.519;176.216;0;234.735;234.735;0
20;3;19;72.949;0;0;72.949;72.949;0
20;3;20;64.755;32.756;0;97.511;97.511;0
20;3;21;75.362;121.067;0;196.429;196.429;0
20;3;22;66.368;131.51;0;197.878;197.878;0
20;3;23;56.032;186.639;0;242.671;242.671;0
20;3;24;7.603;188.38;0;195.982;195.982;0
20;3;25;15.261;0;0;15.261;15.261;0
20;3;26;11.789;139.552;0;151.341;151.341;0
20;3;27;10.03;142.293;0;152.323;152.323;0
20;3;28;11.52;144.942;0;156.462;156.462;0
20;3;29;12.886;147.666;0;160.552;160.552;0
20;3;30;12.437;159.892;0;172.33;172.33;0
20;3;31;40.818;160.531;0;201.348;201.348;0
20;3;32;52.951;149.282;0;202.233;202.233;0
20;3;33;48.473;145.243;0;193.716;193.716;0
20;3;34;42.6;138.907;0;181.507;0;181.507
20;3;35;31.125;131.327;0;162.452;162.452;0
20;3;36;40.573;129.734;0;170.307;0;170.307
20;3;37;38.86;123.911;0;162.77;40.398;122.372
20;3;38;50.671;123.106;0;173.777;173.777;0
20;3;39;48.686;125.81;0;174.496;174.496;0
20;3;40;64.554;123.528;0;188.082;188.082;0
20;3;41;66.666;126.183;0;192.848;192.848;0
20;3;42;66.99;135.825;0;202.815;202.815;0
20;3;43;68.016;135.756;0;203.772;203.772;0
20;3;44;72.645;134.026;0;206.671;206.671;0
20;3;45;56.383;133.288;0;189.67;189.67;0
20;3;46;62.256;122.668;0;184.923;184.923;0
20;3;47;29.609;121.091;0;150.699;150.699;0
20;3;48;7.592;98.043;0;105.634;105.634;0
20;3;49;9.373;92.905;0;102.279;102.279;0
20;3;50;11.162;89.22;0;100.383;100.383;0
20;3;51;11.337;86.643;0;97.98;97.98;0
20;3;52;11.935;86.235;0;98.17;98.17;0
20;3;53;10.746;86.663;0;97.409;97.409;0
20;3;54;15.579;86.113;0;101.692;101.692;0
20;3;55;36.311;106.412;0;142.723;142.723;0
20;3;56;61.286;106.866;0;168.152;168.152;0
20;3;57;36.367;92.043;0;128.41;128.41;0
20;3;58;40.598;93.658;0;134.256;134.256;0
20;3;59;38.029;91.016;0;129.046;129.046;0
20;3;60;33.088;85.976;0;119.064;119.064;0
20;3;61;44.055;79.624;0;123.68;0;123.68
20;3;62;34.741;75.581;0;110.321;110.321;0
20;3;63;37.042;81.288;0;118.33;118.33;0
20;3;64;56.147;78.321;0;134.468;134.468;0
20;3;65;53.098;164.095;0;217.193;217.193;0
20;3;66;63.775;165.391;0;229.167;229.167;0
20;3;67;59.221;79.691;0;138.912;138.912;0
20;3;68;60.661;76.289;0;136.95;136.95;0
20;3;69;79.863;0;0;79.863;79.863;0
20;3;70;56.541;0;0;56.541;56.541;0
20;3;71;44.756;87.47;0;132.226;132.226;0
20;3;72;9.427;90.418;0;99.845;99.845;0
20;3;73;15.975;90.965;0;106.94;106.94;0
20;3;74;10.133;93.066;0;103.199;103.199;0
20;3;75;14.928;96.282;0;111.21;111.21;0
20;3;76;12.168;95.566;0;107.734;107.734;0
20;3;77;13.194;96.7;0;109.894;109.894;0
20;3;78;16.027;171.882;0;187.909;187.909;0
20;3;79;22.548;42.528;0;65.076;65.076;0
20;3;80;23.957;122.578;0;146.535;146.535;0
20;3;81;37.989;103.279;0;141.269;141.269;0
20;3;82;54.446;103.342;0;157.788;157.788;0
20;3;83;46.28;103.206;0;149.486;149.486;0
20;3;84;50.138;97.919;0;148.057;148.057;0
20;3;85;46.23;94;0;140.23;0;140.23
20;3;86;41.449;94.655;0;136.103;0;136.103
20;3;87;35.946;174.048;0;209.994;209.994;0
20;3;88;42.154;67.238;0;109.392;109.392;0
20;3;89;60.9;176.649;0;237.55;237.55;0
20;3;90;52.329;178.818;0;231.148;231.148;0
20;3;91;65.574;20.52;0;86.094;86.094;0
20;3;92;63.903;0;0;63.903;63.903;0
20;3;93;61.103;118.834;0;179.936;179.936;0
20;3;94;53.334;124.036;0;177.37;177.37;0
20;3;95;42.886;121.605;0;164.492;164.492;0
20;3;96;9.606;151.358;0;160.964;160.964;0
20;3;97;15.711;154.446;0;170.156;170.156;0
20;3;98;11.5;156.259;0;167.759;167.759;0
20;3;99;12.656;159.606;0;172.262;172.262;0
20;3;100;11.85;157.874;0;169.725;169.725;0
20;3;101;10.246;153.782;0;164.028;164.028;0
20;3;102;10.837;162.274;0;173.111;173.111;0
20;3;103;30.825;160.624;0;191.448;191.448;0
20;3;104;48.789;142.891;0;191.68;191.68;0
20;3;105;54.755;180.555;0;235.31;235.31;0
20;3;106;65.127;101.854;0;166.98;166.98;0
20;3;107;53.306;144.111;0;197.417;197.417;0
20;3;108;55.034;149.313;0;204.348;204.348;0
20;3;109;49.094;139.189;0;188.283;188.283;0
20;3;110;50.642;137.412;0;188.054;188.054;0
20;3;111;52.908;134.784;0;187.692;187.692;0
20;3;112;67.914;130.074;0;197.989;197.989;0
20;3;113;66.175;129.349;0;195.525;195.525;0
20;3;114;74.718;138.719;0;213.437;213.437;0
20;3;115;72.281;135.385;0;207.666;207.666;0
20;3;116;56.428;135.552;0;191.98;191.98;0
20;3;117;72.386;135.112;0;207.498;207.498;0
20;3;118;55.032;124.754;0;179.786;179.786;0
20;3;119;38.818;134.939;0;173.757;173.757;0
20;3;120;7.797;180.989;0;188.786;188.786;0
20;3;121;15.431;181.858;0;197.289;197.289;0
20;3;122;12.136;184.465;0;196.601;196.601;0
20;3;123;10.901;187.509;0;198.41;198.41;0
20;3;124;10.221;89.503;0;99.724;99.724;0
20;3;125;9.908;0;0;9.908;9.908;0
20;3;126;19.36;165.929;0;185.289;185.289;0
20;3;127;50.993;167.093;0;218.085;218.085;0
20;3;128;49.31;153.885;0;203.195;203.195;0
20;3;129;54.176;148.774;0;202.95;202.95;0
20;3;130;52.342;141.465;0;193.808;193.808;0
20;3;131;52.162;139.852;0;192.013;192.013;0
20;3;132;39.571;138.413;0;177.984;177.984;0
20;3;133;33.374;126.8;0;160.174;160.174;0
20;3;134;53.047;126.252;0;179.299;179.299;0
20;3;135;45.616;128.339;0;173.955;173.955;0
20;3;136;58.246;182.292;0;240.538;240.538;0
20;3;137;67.042;71.894;0;138.935;138.935;0
20;3;138;71.41;139.026;0;210.435;210.435;0
20;3;139;84.527;187.074;0;271.601;271.601;0
20;3;140;65.016;103.904;0;168.919;168.919;0
20;3;141;72.349;149.804;0;222.153;222.153;0
20;3;142;71.248;141.903;0;213.151;213.151;0
20;3;143;45.913;146.363;0;192.276;192.276;0
20;3;144;7.571;190.121;0;197.692;197.692;0
20;3;145;11.523;107.802;0;119.325;119.325;0
20;3;146;10.216;191.428;0;201.644;201.644;0
20;3;147;11.08;114.895;0;125.975;125.975;0
20;3;148;10.368;155.641;0;166.009;166.009;0
20;3;149;12.995;157.252;0;170.247;170.247;0
20;3;150;19.367;168.03;0;187.397;187.397;0
20;3;151;36.418;163.888;0;200.306;200.306;0
20;3;152;57.261;148.226;0;205.487;205.487;0
20;3;153;37.604;136.958;0;174.562;174.562;0
20;3;154;36.675;128.325;0;164.999;164.999;0
20;3;155;38.001;117.662;0;155.663;155.663;0
20;3;156;35.608;117.665;0;153.273;153.273;0
20;3;157;44.595;171.016;0;215.61;215.61;0
20;3;158;46.677;43.712;0;90.388;90.388;0
20;3;159;49.593;106.339;0;155.932;155.932;0
20;3;160;50.3;103.357;0;153.657;153.657;0
20;3;161;72.999;101.604;0;174.604;174.604;0
20;3;162;65.064;107.751;0;172.815;172.815;0
20;3;163;77.706;109.812;0;187.518;187.518;0
20;3;164;56.71;105.707;0;162.417;162.417;0
20;3;165;67.467;106.063;0;173.53;173.53;0
20;3;166;66.572;170.15;0;236.722;236.722;0
20;3;167;52.827;150.46;0;203.287;203.287;0
