Support_Year;Cluster;Timestep;to_network_kW;from_network_kW;to_main_grid_kW;from_main_grid_kW;to_grid_kW;from_grid_kW
0;0;0;0.0;0.0;0.0;16.917;0.0;16.917
0;0;1;0.0;0.0;0.0;157.831;0.0;157.831
0;0;2;0.0;0.0;0.0;20.233;0.0;20.233
0;0;3;0.0;0.0;0.0;136.1;0.0;136.1
0;0;4;0.0;0.0;0.0;136.849;0.0;136.849
0;0;5;0.0;0.0;0.0;141.132;0.0;141.132
0;0;6;0.0;0.0;0.0;162.039;0.0;162.039
0;0;7;0.0;0.0;0.0;196.066;0.0;196.066
0;0;8;0.0;0.0;0.0;35.376;0.0;35.376
0;0;9;297.248;0.0;0.0;0.0;297.248;0.0
0;0;10;357.846;0.0;0.0;0.0;357.846;0.0
0;0;11;132.713;0.0;0.0;0.0;132.713;0.0
0;0;12;236.288;0.0;0.0;0.0;236.288;0.0
0;0;13;0.0;0.0;0.0;0.0;0.0;0.0
0;0;14;0.0;0.0;0.0;0.0;0.0;0.0
0;0;15;218.645;0.0;0.0;0.0;218.645;0.0
0;0;16;62.738;0.0;0.0;0.0;62.738;0.0
0;0;17;0.0;0.0;0.0;0.0;0.0;0.0
0;0;18;0.0;0.0;0.0;219.226;0.0;219.226
0;0;19;0.0;0.0;0.0;73.206;0.0;73.206
0;0;20;0.0;0.0;0.0;83.508;0.0;83.508
0;0;21;0.0;0.0;0.0;212.515;0.0;212.515
0;0;22;0.0;0.0;0.0;203.581;0.0;203.581
0;0;23;0.0;0.0;0.0;198.116;0.0;198.116
0;0;24;0.0;0.0;0.0;16.85;0.0;16.85
0;0;25;0.0;0.0;0.0;18.334;0.0;18.334
0;0;26;0.0;0.0;0.0;22.246;0.0;22.246
0;0;27;0.0;0.0;0.0;179.935;0.0;179.935
0;0;28;0.0;0.0;0.0;179.235;0.0;179.235
0;0;29;0.0;0.0;0.0;183.701;0.0;183.701
0;0;30;0.0;0.0;0.0;74.291;0.0;74.291
0;0;31;0.0;0.0;0.0;216.083;0.0;216.083
0;0;32;0.0;0.0;0.0;70.235;0.0;70.235
0;0;33;239.152;0.0;0.0;0.0;239.152;0.0
0;0;34;447.088;0.0;0.0;0.0;447.088;0.0
0;0;35;435.356;0.0;0.0;0.0;435.356;0.0
0;0;36;275.045;0.0;0.0;0.0;275.045;0.0
0;0;37;722.417;0.0;0.0;0.0;722.417;0.0
0;0;38;849.477;0.0;0.0;0.0;849.477;0.0
0;0;39;642.513;0.0;0.0;0.0;642.513;0.0
0;0;40;227.881;0.0;0.0;0.0;227.881;0.0
0;0;41;0.0;0.0;0.0;0.0;0.0;0.0
0;0;42;0.0;0.0;0.0;148.274;0.0;148.274
0;0;43;0.0;0.0;0.0;165.964;0.0;165.964
0;0;44;0.0;0.0;0.0;168.034;0.0;168.034
0;0;45;0.0;0.0;0.0;105.493;0.0;105.493
0;0;46;0.0;0.0;0.0;219.944;0.0;219.944
0;0;47;0.0;0.0;0.0;153.99;0.0;153.99
0;0;48;0.0;0.0;0.0;17.282;0.0;17.282
0;0;49;0.0;0.0;0.0;19.915;0.0;19.915
0;0;50;0.0;0.0;0.0;19.197;0.0;19.197
0;0;51;0.0;0.0;0.0;18.749;0.0;18.749
0;0;52;0.0;0.0;0.0;75.085;0.0;75.085
0;0;53;0.0;0.0;0.0;122.689;0.0;122.689
0;0;54;0.0;0.0;0.0;129.216;0.0;129.216
0;0;55;0.0;0.0;0.0;191.041;0.0;191.041
0;0;56;0.0;0.0;0.0;96.419;0.0;96.419
