Support_Year;Cluster;Timestep;Heat_Demand_kW;Heat_Demand_TES_kW
0;0;0;564.427;160.684
0;0;1;589.915;135.196
0;0;2;622.432;102.679
0;0;3;643.53;81.581
0;0;4;659.223;65.888
0;0;5;668.866;56.245
0;0;6;772.151;-47.04
0;0;7;747.667;-22.556
0;0;8;632.741;92.37
0;0;9;581.877;-581.877
0;0;10;520.14;-475.888
0;0;11;479.963;-313.152
0;0;12;481.945;0.0
0;0;13;412.444;312.667
0;0;14;373.741;351.37
0;0;15;380.011;-380.011
0;0;16;368.826;-271.547
0;0;17;358.872;366.239
0;0;18;424.754;300.358
0;0;19;439.545;285.566
0;0;20;452.371;272.74
0;0;21;490.102;235.009
0;0;22;470.645;254.466
0;0;23;505.947;109.198
0;0;24;558.14;166.971
0;0;25;580.853;144.258
0;0;26;608.032;117.079
0;0;27;628.125;96.986
0;0;28;649.184;75.927
0;0;29;661.789;63.322
0;0;30;787.425;-53.708
0;0;31;803.105;9.157
0;0;32;700.307;111.955
0;0;33;698.072;-373.895
0;0;34;667.132;-289.388
0;0;35;636.579;-337.977
0;0;36;655.833;-403.317
0;0;37;613.458;-463.156
0;0;38;599.236;-352.273
0;0;39;586.55;0.0
0;0;40;559.502;0.0
0;0;41;540.865;0.0
0;0;42;590.356;0.0
0;0;43;610.822;0.0
0;0;44;627.824;0.0
0;0;45;644.267;0.0
0;0;46;559.537;0.0
0;0;47;585.035;0.0
0;0;48;535.637;96.926
0;0;49;536.056;189.055
0;0;50;542.922;182.189
0;0;51;551.242;173.869
0;0;52;555.863;169.248
0;0;53;561.786;163.325
0;0;54;566.185;158.926
0;0;55;757.554;-32.443
0;0;56;750.993;-25.882
0;0;57;562.379;-562.379
0;0;58;546.499;-444.26
0;0;59;494.532;95.579
0;0;60;454.245;270.866
0;0;61;417.986;-54.559
0;0;62;399.922;-149.903
0;0;63;437.981;287.13
0;0;64;384.092;-66.072
0;0;65;277.164;-277.164
0;0;66;269.741;-87.671
0;0;67;270.457;454.654
0;0;68;327.273;-110.585
0;0;69;336.128;-336.128
0;0;70;347.946;0.0
0;0;71;319.998;0.0
0;0;72;351.307;373.804
0;0;73;367.673;142.762
0;0;74;386.504;338.607
0;0;75;396.351;328.76
0;0;76;398.839;326.272
0;0;77;405.86;319.251
0;0;78;408.185;316.926
0;0;79;592.14;132.971
0;0;80;597.671;127.44
0;0;81;409.188;-409.188
0;0;82;393.728;-393.728
0;0;83;361.588;-361.588
0;0;84;348.494;-348.494
0;0;85;320.449;-115.17
0;0;86;313.721;-256.29
0;0;87;378.288;-148.419
0;0;88;349.791;-183.868
0;0;89;259.619;465.492
0;0;90;321.251;403.861
0;0;91;329.997;395.114
0;0;92;413.089;312.022
0;0;93;403.497;321.614
0;0;94;459.47;77.495
0;0;95;424.793;300.318
0;0;96;597.699;127.412
0;0;97;616.873;23.023
0;0;98;649.412;23.023
0;0;99;676.005;-55.016
0;0;100;693.527;31.584
0;0;101;710.087;15.024
0;0;102;821.494;-96.383
0;0;103;826.458;-101.347
