Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;56.307
0;0;1;55.818
0;0;2;60.898
0;0;3;64.15
0;0;4;77.867
0;0;5;266.785
0;0;6;357.177
0;0;7;327.404
0;0;8;298.535
0;0;9;296.581
0;0;10;266.399
0;0;11;242.925
0;0;12;211.736
0;0;13;194.897
0;0;14;191.162
0;0;15;186.518
0;0;16;179.316
0;0;17;158.64
0;0;18;93.845
0;0;19;84.897
0;0;20;92.285
0;0;21;85.044
0;0;22;51.268
0;0;23;47.517
0;0;24;55.245
0;0;25;53.139
0;0;26;56.009
0;0;27;65.026
0;0;28;66.091
0;0;29;263.355
0;0;30;353.45
0;0;31;337.781
0;0;32;302.078
0;0;33;295.933
0;0;34;267.644
0;0;35;237.022
0;0;36;239.089
0;0;37;201.471
0;0;38;201.019
0;0;39;194.642
0;0;40;179.797
0;0;41;165.436
0;0;42;92.722
0;0;43;91.577
0;0;44;89.901
0;0;45;92.746
0;0;46;47.221
0;0;47;52.518
0;0;48;52.468
0;0;49;62.295
0;0;50;65.78
0;0;51;74.211
0;0;52;70.928
0;0;53;78.281
0;0;54;170.11
0;0;55;188.757
0;0;56;178.185
0;0;57;171.312
0;0;58;158.23
0;0;59;135.267
0;0;60;121.551
0;0;61;129.249
0;0;62;136.063
0;0;63;133.83
0;0;64;120.351
0;0;65;99.973
0;0;66;113.09
0;0;67;103.964
0;0;68;106.73
0;0;69;89.469
0;0;70;73.26
0;0;71;70.087
0;0;72;88.166
0;0;73;87.449
0;0;74;90.487
0;0;75;91.305
0;0;76;90.083
0;0;77;95.49
0;0;78;173.381
0;0;79;202.696
0;0;80;204.388
0;0;81;182.756
0;0;82;175.157
0;0;83;167.512
0;0;84;148.246
0;0;85;157.495
0;0;86;157.412
0;0;87;161.106
0;0;88;142.404
0;0;89;142.967
0;0;90;149.598
0;0;91;145.965
0;0;92;156.782
0;0;93;162.642
0;0;94;121.237
0;0;95;113.268
0;0;96;105.957
0;0;97;112.486
0;0;98;121.029
0;0;99;121.156
0;0;100;121.642
0;0;101;432.281
0;0;102;530.725
0;0;103;498.759
0;0;104;457.849
0;0;105;435.594
0;0;106;402.093
0;0;107;368.971
0;0;108;349.629
0;0;109;325.604
0;0;110;322.051
0;0;111;290.175
0;0;112;275.257
0;0;113;272.719
0;0;114;114.95
0;0;115;128.15
0;0;116;145.443
0;0;117;138.296
0;0;118;70.984
0;0;119;78.567
0;0;120;81.785
0;0;121;88.076
0;0;122;92.997
0;0;123;93.612
0;0;124;99.866
0;0;125;363.743
0;0;126;475.838
0;0;127;450.238
0;0;128;409.644
0;0;129;401.244
0;0;130;367.41
0;0;131;341.825
0;0;132;337.752
0;0;133;305.277
0;0;134;296.314
0;0;135;277.701
0;0;136;266.209
0;0;137;260.183
0;0;138;124.202
0;0;139;125.232
0;0;140;141.01
0;0;141;139.898
0;0;142;76.526
0;0;143;75.872
0;0;144;90.802
0;0;145;88.77
0;0;146;100.047
0;0;147;104.401
0;0;148;104.811
0;0;149;374.884
0;0;150;507.608
0;0;151;483.164
0;0;152;441.066
0;0;153;417.202
0;0;154;379.868
0;0;155;370.282
0;0;156;344.292
0;0;157;340.875
0;0;158;313.159
0;0;159;305.968
0;0;160;301.761
0;0;161;301.362
0;0;162;144.853
0;0;163;159.743
0;0;164;158.427
0;0;165;166.406
0;0;166;85.664
0;0;167;89.099
0;1;0;23.553
0;1;1;20.152
