Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;20.735
0;0;1;29.239
0;0;2;33.436
0;0;3;38.648
0;0;4;32.616
0;0;5;34.606
0;0;6;42.555
0;0;7;90.062
0;0;8;153.751
0;0;9;126.841
0;0;10;140.142
0;0;11;102.701
0;0;12;112.234
0;0;13;121.539
0;0;14;129.224
0;0;15;149.061
0;0;16;145.957
0;0;17;172.339
0;0;18;224.716
0;0;19;214.972
0;0;20;233.107
0;0;21;254.451
0;0;22;216.737
0;0;23;148.672
0;0;24;21.631
0;0;25;40.246
0;0;26;33.603
0;0;27;38.172
0;0;28;33.793
0;0;29;36.008
0;0;30;53.903
0;0;31;77.044
0;0;32;176.445
0;0;33;143.575
0;0;34;124.347
0;0;35;99.783
0;0;36;101.787
0;0;37;145.651
0;0;38;112.956
0;0;39;110.51
0;0;40;126.772
0;0;41;189.16
0;0;42;205.241
0;0;43;236.3
0;0;44;222.61
0;0;45;245.947
0;0;46;262.349
0;0;47;140.974
0;0;48;21.022
0;0;49;36.87
0;0;50;32.638
0;0;51;32.53
0;0;52;37.128
0;0;53;38.878
0;0;54;43.903
0;0;55;89.697
0;0;56;140.723
0;0;57;133.031
0;0;58;115.495
0;0;59;95.839
0;0;60;103.875
0;0;61;105.76
0;0;62;107.733
0;0;63;93.461
0;0;64;145.498
0;0;65;195.086
0;0;66;204.33
0;0;67;217.021
0;0;68;232.834
0;0;69;225.602
0;0;70;228.393
0;0;71;143.34
0;0;72;24.615
0;0;73;36.117
0;0;74;31.556
0;0;75;32.062
0;0;76;33.229
0;0;77;40.732
0;0;78;37.478
0;0;79;51.397
0;0;80;112.95
0;0;81;149.206
0;0;82;174.089
0;0;83;146.261
0;0;84;127.327
0;0;85;137.22
0;0;86;136.784
0;0;87;122.796
0;0;88;140.324
0;0;89;185.285
0;0;90;212.649
0;0;91;214.375
0;0;92;212.165
0;0;93;230.459
0;0;94;202.169
0;0;95;154.238
0;0;96;25.011
0;0;97;38.35
0;0;98;35.206
0;0;99;31.368
0;0;100;36.132
0;0;101;38.978
0;0;102;38.81
0;0;103;62.988
0;0;104;123.798
0;0;105;157.536
0;0;106;154.406
0;0;107;137.563
0;0;108;162.106
0;0;109;143.473
0;0;110;138.267
0;0;111;119.618
0;0;112;139.569
0;0;113;184.473
0;0;114;194.594
0;0;115;227.718
0;0;116;232.712
0;0;117;185.45
0;0;118;210.216
0;0;119;141.096
0;0;120;23.077
0;0;121;37.496
0;0;122;36.282
0;0;123;38.254
0;0;124;34.072
0;0;125;36.731
0;0;126;43.276
0;0;127;73.935
0;0;128;124.714
0;0;129;120.372
0;0;130;125.822
0;0;131;93.086
0;0;132;109.755
0;0;133;122.745
0;0;134;113.69
0;0;135;111.795
0;0;136;144.706
0;0;137;192.459
0;0;138;216.88
0;0;139;224.079
0;0;140;224.67
0;0;141;228.324
0;0;142;224.067
0;0;143;149.534
0;0;144;23.268
0;0;145;44.364
0;0;146;34.425
0;0;147;34.367
0;0;148;33.839
0;0;149;38.193
0;0;150;46.779
0;0;151;98.601
0;0;152;144.607
0;0;153;164.717
0;0;154;118.309
0;0;155;110.854
0;0;156;107.803
0;0;157;126.718
0;0;158;104.252
0;0;159;107.709
0;0;160;122.047
0;0;161;202.923
0;0;162;216.942
0;0;163;210.94
0;0;164;235.712
0;0;165;245.635
0;0;166;227.192
0;0;167;160.822
