Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;0.176
0;0;1;0.316
0;0;2;0.285
0;0;3;0.355
0;0;4;0.176
0;0;5;0.273
0;0;6;0.248
0;0;7;0.437
0;0;8;0.393
0;0;9;2.218
0;0;10;0.253
0;0;11;0.25
0;0;12;0.356
0;0;13;0.461
0;0;14;0.461
0;0;15;0.176
0;0;16;0.316
0;0;17;0.927
0;0;18;0.625
0;0;19;1.863
0;0;20;2.329
0;0;21;0.765
0;0;22;2.051
0;0;23;0.516
0;0;24;0.183
0;0;25;0.559
0;0;26;0.487
0;0;27;0.368
0;0;28;0.388
0;0;29;0.176
0;0;30;0.176
0;0;31;0.26
0;0;32;2.016
0;0;33;0.247
0;0;34;1.683
0;0;35;1.251
0;0;36;0.226
0;0;37;0.18
0;0;38;1.038
0;0;39;0.648
0;0;40;0.183
0;0;41;0.488
0;0;42;0.47
0;0;43;4.267
0;0;44;0.612
0;0;45;1.88
0;0;46;1.894
0;0;47;0.242
0;0;48;0.176
0;0;49;0.402
0;0;50;0.176
0;0;51;0.278
0;0;52;0.402
0;0;53;0.176
0;0;54;0.228
0;0;55;0.636
0;0;56;1.842
0;0;57;0.348
0;0;58;0.333
0;0;59;0.658
0;0;60;0.558
0;0;61;1.329
0;0;62;1.586
0;0;63;1.169
0;0;64;2.895
0;0;65;1.415
0;0;66;0.878
0;0;67;2.052
0;0;68;2.384
0;0;69;1.067
0;0;70;2.246
0;0;71;0.817
0;0;72;0.176
0;0;73;0.176
0;0;74;0.176
0;0;75;0.552
0;0;76;0.176
0;0;77;0.497
0;0;78;0.36
0;0;79;0.522
0;0;80;0.435
0;0;81;2.002
0;0;82;0.317
0;0;83;0.317
0;0;84;0.449
0;0;85;0.448
0;0;86;0.5
0;0;87;0.508
0;0;88;1.737
0;0;89;0.594
0;0;90;0.667
0;0;91;5.056
0;0;92;0.842
0;0;93;2.805
0;0;94;0.38
0;0;95;0.65
0;0;96;0.176
0;0;97;0.176
0;0;98;0.176
0;0;99;0.435
0;0;100;0.176
0;0;101;0.176
0;0;102;0.283
0;0;103;0.395
0;0;104;0.594
0;0;105;0.683
0;0;106;0.519
0;0;107;1.806
0;0;108;0.392
0;0;109;0.386
0;0;110;0.176
0;0;111;0.176
0;0;112;0.441
0;0;113;0.192
0;0;114;2.238
0;0;115;0.449
0;0;116;0.98
0;0;117;2.529
0;0;118;0.237
0;0;119;0.188
0;0;120;0.176
0;0;121;0.195
0;0;122;0.176
0;0;123;0.397
0;0;124;0.176
0;0;125;0.176
0;0;126;0.176
0;0;127;0.176
0;0;128;1.577
0;0;129;0.305
0;0;130;0.289
0;0;131;0.686
0;0;132;0.181
0;0;133;0.341
0;0;134;0.363
0;0;135;0.534
0;0;136;1.499
0;0;137;0.252
0;0;138;1.279
0;0;139;1.642
0;0;140;0.59
0;0;141;1.102
0;0;142;0.756
0;0;143;3.136
0;0;144;0.176
0;0;145;0.378
0;0;146;0.176
0;0;147;0.176
0;0;148;0.176
0;0;149;0.378
0;0;150;0.176
0;0;151;0.539
0;0;152;0.595
0;0;153;0.424
0;0;154;1.835
0;0;155;1.353
0;0;156;0.27
0;0;157;0.503
0;0;158;0.256
0;0;159;0.176
0;0;160;0.198
0;0;161;0.3
0;0;162;0.616
0;0;163;0.586
0;0;164;2.814
0;0;165;1.055
0;0;166;0.675
0;0;167;2.002
0;1;0;0.176
0;1;1;0.176
0;1;2;0.267
0;1;3;0.176
0;1;4;0.176
0;1;5;0.267
0;1;6;0.346
0;1;7;0.512
0;1;8;0.296
0;1;9;0.267
0;1;10;0.465
0;1;11;0.176
0;1;12;0.63
0;1;13;1.933
0;1;14;0.392
0;1;15;0.392
0;1;16;0.176
0;1;17;0.324
0;1;18;0.476
0;1;19;2.831
0;1;20;1.139
0;1;21;0.819
0;1;22;1.591
0;1;23;0.209
0;1;24;0.176
0;1;25;0.295
0;1;26;0.176
0;1;27;0.539
0;1;28;0.389
0;1;29;0.295
0;1;30;0.459
0;1;31;1.674
0;1;32;1.561
0;1;33;1.55
0;1;34;4.496
0;1;35;0.525
0;1;36;0.796
0;1;37;0.176
0;1;38;0.367
0;1;39;0.421
0;1;40;0.176
0;1;41;0.273
0;1;42;1.596
0;1;43;0.73
0;1;44;3.172
0;1;45;3.385
0;1;46;1.711
0;1;47;1.935
0;1;48;0.231
0;1;49;0.238
0;1;50;0.176
0;1;51;0.176
0;1;52;0.176
0;1;53;0.258
0;1;54;0.203
0;1;55;1.829
0;1;56;1.316
0;1;57;0.351
0;1;58;0.327
0;1;59;0.357
0;1;60;0.176
0;1;61;0.176
0;1;62;0.176
0;1;63;0.209
0;1;64;0.271
0;1;65;1.543
0;1;66;0.245
0;1;67;1.594
0;1;68;1.803
0;1;69;2.063
0;1;70;0.559
0;1;71;0.624
0;1;72;0.176
0;1;73;0.377
0;1;74;0.38
0;1;75;0.176
0;1;76;0.387
0;1;77;0.176
0;1;78;0.463
0;1;79;0.535
0;1;80;0.473
0;1;81;0.427
0;1;82;2.213
0;1;83;0.429
0;1;84;0.579
0;1;85;1.856
0;1;86;4.577
0;1;87;0.587
0;1;88;0.827
0;1;89;0.403
0;1;90;3.001
