Support_Year;Cluster;Timestep;HP;EB;from_grid;from_main_grid;Power_Demand_kW
0;3;31;40.368;191.257;95.496;327.121;327.121
0;3;32;42.845;189.104;92.131;324.08;324.08
0;3;33;30.501;186.953;92.501;309.956;309.956
0;3;34;28.734;183.514;62.096;274.344;274.344
0;3;35;35.884;182.655;39.42;257.96;257.96
0;3;36;35.27;181.367;34.495;251.133;251.133
0;3;37;30.053;182.655;3.712;216.421;216.421
0;3;38;27.426;182.655;0.0;210.082;210.082
0;3;39;41.878;183.944;0.02;225.843;225.843
0;3;40;39.48;183.514;3.98;226.975;226.975
0;3;41;69.503;184.374;5.06;258.937;258.937
0;3;42;61.555;184.374;39.786;285.714;285.714
0;3;43;66.871;183.514;36.887;287.272;287.272
0;3;44;66.865;182.226;36.07;285.161;285.161
0;3;45;51.459;180.938;43.054;275.451;275.451
0;3;46;41.725;179.65;12.491;233.867;233.867
0;3;47;44.268;177.077;2.857;224.201;224.201
0;3;48;5.744;158.634;0.0;164.378;164.378
0;3;49;9.571;150.365;0.0;159.936;159.936
0;3;50;7.686;145.279;0.0;152.965;152.965
0;3;51;8.014;139.96;0.0;147.974;147.974
0;3;52;7.499;138.906;0.0;146.405;146.405
0;3;53;8.488;137.977;0.0;146.466;146.466
0;3;54;12.456;136.255;0.0;148.711;148.711
0;3;55;28.593;158.1;0.0;186.694;186.694
0;3;56;46.771;161.301;0.0;208.071;208.071
0;3;57;30.568;142.812;0.0;173.38;173.38
0;3;58;32.349;143.324;0.0;175.673;175.673
0;3;59;31.932;137.704;0.0;169.636;169.636
0;3;60;22.784;134.685;0.0;157.468;157.468
0;3;61;28.691;124.932;0.0;153.623;153.623
0;3;62;27.368;117.458;0.0;144.826;144.826
0;3;63;26.686;120.061;0.0;146.747;146.747
0;3;64;48.659;118.518;0.0;167.177;167.177
0;3;65;54.035;162.103;0.0;216.139;216.139
0;3;66;53.328;163.384;0.0;216.712;216.712
0;3;67;53.704;165.52;0.0;219.224;219.224
0;3;68;65.264;141.108;0.0;206.372;206.372
0;3;69;56.365;0.0;0.0;56.365;56.365
0;3;70;45.329;107.782;0.0;153.111;153.111
0;3;71;36.13;134.031;0.0;170.161;170.161
0;3;72;5.644;137.438;0.0;143.082;143.082
0;3;73;9.651;138.545;0.0;148.196;148.196
0;3;74;7.309;141.803;0.0;149.112;149.112
0;3;75;7.227;146.357;0.0;153.584;153.584
0;3;76;7.625;145.658;0.0;153.283;153.283
0;3;77;7.399;146.587;0.0;153.986;153.986
0;3;78;8.237;169.796;0.0;178.032;178.032
0;3;79;11.481;156.218;0.0;167.698;167.698
0;3;80;24.096;171.936;0.0;196.032;196.032
0;3;81;39.448;155.639;0.0;195.087;195.087
0;3;82;37.104;155.78;0.0;192.885;192.885
0;3;83;41.34;154.447;0.0;195.787;195.787
0;3;84;26.451;149.513;0.0;175.964;175.964
0;3;85;28.73;168.94;0.0;197.67;197.67
0;3;86;37.196;159.857;0.0;197.053;197.053
0;3;87;34.284;171.936;0.0;206.22;206.22
0;3;88;35.587;174.077;0.0;209.664;209.664
0;3;89;45.013;174.505;0.0;219.518;219.518
0;3;90;51.259;176.648;0.0;227.907;227.907
0;3;91;50.658;180.079;0.0;230.737;230.737
0;3;92;54.613;168.959;0.0;223.572;223.572
0;3;93;48.381;183.085;0.0;231.466;231.466
0;3;94;52.415;184.804;0.0;237.219;237.219
0;3;95;36.566;185.233;0.0;221.799;221.799
0;3;96;5.775;186.093;0.0;191.868;191.868
0;3;97;9.948;187.813;0.0;197.762;197.762
0;3;98;6.818;188.244;0.0;195.061;195.061
0;3;99;7.548;189.535;0.0;197.083;197.083
0;3;100;8.038;187.813;0.0;195.852;195.852
0;3;101;7.858;185.233;69.961;263.052;263.052
0;3;102;14.42;183.514;135.368;333.302;333.302
0;3;103;24.89;182.655;124.074;331.62;331.62
0;3;104;31.55;179.65;85.558;296.758;296.758
0;3;105;56.054;178.363;60.26;294.677;294.677
0;3;106;50.133;182.655;74.648;307.437;307.437
0;3;107;43.871;183.514;75.596;302.982;302.982
0;3;108;36.212;185.233;87.866;309.311;309.311
0;3;109;30.286;183.514;62.875;276.676;276.676
0;3;110;45.488;182.655;50.108;278.251;278.251
0;3;111;40.889;181.367;48.294;270.551;270.551
0;3;112;41.351;180.509;43.234;265.093;265.093
0;3;113;49.816;180.079;31.033;260.928;260.928
0;3;114;58.292;180.079;62.479;300.851;300.851
0;3;115;63.566;179.65;57.417;300.633;300.633
0;3;116;40.336;178.363;60.776;279.475;279.475
0;3;117;52.878;178.363;51.539;282.78;282.78
0;3;118;60.444;177.934;13.147;251.525;251.525
0;3;119;47.646;178.792;18.421;244.859;244.859
0;3;120;5.703;178.792;36.486;220.982;220.982
0;3;121;9.903;179.65;37.879;227.432;227.432
0;3;122;7.037;182.226;48.252;237.515;237.515
0;3;123;7.346;185.233;61.003;253.582;253.582
0;3;124;7.377;188.674;78.458;274.509;274.509
0;3;125;8.013;191.257;93.907;293.178;293.178
0;3;126;13.568;190.826;132.063;336.457;336.457
0;3;127;37.169;191.257;136.292;364.717;364.717
0;3;128;33.487;189.965;105.086;328.538;328.538
0;3;129;42.075;187.813;98.722;328.611;328.611
0;3;130;31.137;183.514;84.731;299.383;299.383
0;3;131;35.142;182.655;72.172;289.97;289.97
0;3;132;27.049;181.796;73.925;282.771;282.771
0;3;133;34.018;179.65;31.594;245.263;245.263
0;3;134;31.118;180.079;25.115;236.313;236.313
0;3;135;33.751;180.938;23.866;238.555;238.555
0;3;136;35.027;180.079;21.859;236.966;236.966
0;3;137;54.54;182.655;23.614;260.81;260.81
0;3;138;66.762;183.514;56.85;307.126;307.126
0;3;139;55.963;184.804;69.107;309.874;309.874
0;3;140;62.099;186.953;71.05;320.102;320.102
0;3;141;42.334;188.244;77.79;308.368;308.368
0;3;142;44.663;189.535;64.198;298.395;298.395
0;3;143;39.551;190.396;74.158;304.105;304.105
0;3;144;5.452;187.813;85.817;279.083;279.083
0;3;145;12.775;189.965;94.375;297.115;297.115
0;3;146;7.376;189.104;97.712;294.192;294.192
0;3;147;8.622;191.257;109.812;309.691;309.691
0;3;148;7.093;190.396;112.039;309.528;309.528
0;3;149;8.083;190.826;114.778;313.687;313.687
0;3;150;13.817;189.535;157.343;360.694;360.694
0;3;151;22.423;187.813;157.695;367.932;367.932
0;3;152;46.967;186.093;96.659;329.72;329.72
0;3;153;44.77;179.221;72.019;296.011;296.011
0;3;154;28.816;176.219;49.126;254.161;254.161
0;3;155;24.492;171.508;16.764;212.764;212.764
0;3;156;36.098;170.224;7.82;214.141;214.141
0;3;157;29.482;168.94;0.0;198.422;198.422
0;3;158;35.568;171.079;0.0;206.647;206.647
0;3;159;38.376;170.224;0.0;208.599;208.599
0;3;160;50.269;169.368;0.0;219.637;219.637
0;3;161;45.227;168.94;0.0;214.167;214.167
0;3;162;42.325;168.94;0.0;211.266;211.266
0;3;163;51.995;168.94;0.0;220.935;220.935
0;3;164;57.271;167.23;0.0;224.501;224.501
0;3;165;55.925;167.657;0.0;223.582;223.582
0;3;166;52.342;168.085;0.0;220.426;220.426
0;3;167;37.152;169.796;0.0;206.948;206.948
5;0;0;5.441;159.38;0.0;164.821;164.821
5;0;1;7.569;199.019;0.0;206.588;206.588
5;0;2;7.575;194.704;0.0;202.279;202.279
5;0;3;7.682;192.549;0.0;200.232;200.232
5;0;4;7.433;195.567;0.0;202.999;202.999
5;0;5;8.777;199.019;0.0;207.796;207.796
5;0;6;8.799;202.908;0.0;211.707;211.707
5;0;7;23.945;205.07;0.0;229.016;229.016
5;0;8;28.062;205.503;0.0;233.565;233.565
5;0;9;34.716;206.802;16.712;258.229;258.229
5;0;10;43.635;206.802;122.913;373.35;373.35
5;0;11;27.06;202.043;116.99;346.093;346.093
5;0;12;26.952;196.429;90.265;313.646;313.646
5;0;13;29.446;191.688;60.338;281.471;281.471
5;0;14;24.958;188.244;41.653;254.855;254.855
5;0;15;37.252;185.663;54.287;277.202;277.202
5;0;16;42.446;185.663;39.629;267.738;267.738
5;0;17;45.656;186.953;15.424;248.033;248.033
5;0;18;44.483;187.383;23.764;255.63;255.63
5;0;19;54.742;186.523;21.933;263.198;263.198
5;0;20;44.147;186.523;42.95;273.62;273.62
5;0;21;54.243;187.383;36.485;278.111;278.111
5;0;22;52.92;186.523;40.312;279.755;279.755
5;0;23;40.003;188.244;28.117;256.364;256.364
5;0;24;5.5;183.452;0.0;188.953;188.953
5;0;25;13.648;181.644;0.0;195.292;195.292
5;0;26;7.762;184.635;0.0;192.397;192.397
5;0;27;11.201;185.663;0.0;196.865;196.865
5;0;28;8.582;184.374;0.0;192.956;192.956
5;0;29;10.704;182.655;0.0;193.36;193.36
5;0;30;11.694;182.226;0.0;193.92;193.92
5;0;31;25.095;181.796;0.0;206.892;206.892
5;0;32;41.734;176.481;0.0;218.215;218.215
5;0;33;33.09;177.828;0.0;210.918;210.918
5;0;34;35.039;174.304;0.0;209.343;209.343
5;0;35;28.74;167.552;0.0;196.293;196.293
5;0;36;31.043;165.992;0.0;197.035;197.035
5;0;37;26.953;153.424;0.0;180.377;180.377
5;0;38;29.747;149.104;0.0;178.852;178.852
5;0;39;58.153;143.468;0.0;201.621;201.621
5;0;40;50.045;142.396;0.0;192.441;192.441
5;0;41;55.783;175.362;0.0;231.145;231.145
5;0;42;48.996;126.142;0.0;175.138;175.138
5;0;43;47.675;159.475;0.0;207.15;207.15
5;0;44;57.274;162.069;0.0;219.343;219.343
5;0;45;65.014;177.506;0.0;242.519;242.519
5;0;46;46.244;133.397;0.0;179.641;179.641
5;0;47;46.572;153.011;0.0;199.583;199.583
5;0;48;5.851;161.209;0.0;167.059;167.059
5;0;49;10.105;161.602;0.0;171.707;171.707
5;0;50;7.677;178.792;0.0;186.47;186.47
5;0;51;7.246;151.629;0.0;158.875;158.875
5;0;52;8.001;167.393;0.0;175.394;175.394
5;0;53;8.718;163.799;0.0;172.517;172.517
5;0;54;13.673;158.428;0.0;172.102;172.102
5;0;55;31.302;172.364;0.0;203.666;203.666
5;0;56;31.473;172.792;0.0;204.265;204.265
5;0;57;39.338;150.696;0.0;190.034;190.034
5;0;58;45.61;143.603;0.0;189.213;189.213
5;0;59;33.827;136.845;0.0;170.672;170.672
5;0;60;29.735;124.237;0.0;153.972;153.972
5;0;61;28.874;111.524;0.0;140.398;140.398
5;0;62;24.732;106.377;0.0;131.109;131.109
5;0;63;31.158;159.543;0.0;190.701;190.701
5;0;64;51.867;161.249;0.0;213.117;213.117
5;0;65;43.178;0.0;0.0;43.178;43.178
5;0;66;64.565;101.744;0.0;166.309;166.309
5;0;67;63.546;107.264;0.0;170.81;170.81
5;0;68;50.19;164.665;0.0;214.855;214.855
5;0;69;67.815;166.802;0.0;234.617;234.617
5;0;70;56.834;167.657;0.0;224.491;224.491
5;0;71;31.837;134.061;0.0;165.898;165.898
5;0;72;5.566;94.78;0.0;100.347;100.347
5;0;73;9.495;174.505;0.0;184.0;184.0
5;0;74;7.104;144.408;0.0;151.512;151.512
5;0;75;8.441;150.341;0.0;158.782;158.782
5;0;76;7.925;157.89;0.0;165.815;165.815
5;0;77;11.073;164.312;0.0;175.384;175.384
5;0;78;10.221;29.742;0.0;39.964;39.964
5;0;79;19.626;185.663;0.0;205.289;205.289
5;0;80;30.935;188.244;0.0;219.179;219.179
5;0;81;31.116;185.493;0.0;216.608;216.608
5;0;82;43.467;180.633;0.0;224.1;224.1
5;0;83;28.049;174.812;0.0;202.86;202.86
5;0;84;43.839;164.423;0.0;208.262;208.262
5;0;85;29.047;155.179;0.0;184.227;184.227
5;0;86;36.126;141.774;0.0;177.899;177.899
5;0;87;35.896;147.587;0.0;183.483;183.483
5;0;88;43.851;140.631;0.0;184.481;184.481
5;0;89;51.785;131.415;0.0;183.2;183.2
5;0;90;54.905;131.627;0.0;186.532;186.532
5;0;91;50.147;133.988;0.0;184.135;184.135
5;0;92;63.38;138.23;0.0;201.611;201.611
5;0;93;46.014;142.545;0.0;188.558;188.558
5;0;94;45.992;143.416;0.0;189.408;189.408
5;0;95;34.14;134.62;0.0;168.76;168.76
5;0;96;5.693;146.762;0.0;152.455;152.455
5;0;97;15.034;147.358;0.0;162.393;162.393
5;0;98;8.283;146.935;0.0;155.218;155.218
5;0;99;7.806;145.505;0.0;153.311;153.311
5;0;100;8.87;143.812;0.0;152.682;152.682
5;0;101;7.842;143.368;0.0;151.21;151.21
5;0;102;10.832;156.777;0.0;167.609;167.609
5;0;103;25.078;158.015;0.0;183.093;183.093
5;0;104;40.835;146.162;0.0;186.998;186.998
5;0;105;42.057;144.953;0.0;187.01;187.01
5;0;106;57.042;142.139;0.0;199.181;199.181
5;0;107;22.068;133.237;0.0;155.304;155.304
5;0;108;28.015;133.227;0.0;161.242;161.242
5;0;109;29.246;125.433;0.0;154.679;154.679
5;0;110;42.258;123.04;0.0;165.298;165.298
5;0;111;41.793;122.587;0.0;164.38;164.38
5;0;112;51.978;121.439;0.0;173.417;173.417
5;0;113;43.63;164.238;0.0;207.869;207.869
5;0;114;52.394;81.586;0.0;133.98;133.98
5;0;115;65.058;131.116;0.0;196.173;196.173
5;0;116;52.858;130.749;0.0;183.607;183.607
5;0;117;54.297;130.236;0.0;184.533;184.533
5;0;118;40.265;120.891;0.0;161.156;161.156
5;0;119;27.812;118.407;0.0;146.219;146.219
5;0;120;5.672;114.019;0.0;119.69;119.69
5;0;121;9.334;111.535;0.0;120.869;120.869
5;0;122;8.505;105.337;0.0;113.843;113.843
5;0;123;6.683;101.491;0.0;108.174;108.174
5;0;124;7.336;100.296;0.0;107.632;107.632
5;0;125;12.07;96.439;0.0;108.508;108.508
5;0;126;14.959;103.121;0.0;118.08;118.08
5;0;127;26.337;103.033;0.0;129.37;129.37
5;0;128;46.263;89.379;0.0;135.642;135.642
5;0;129;36.536;88.914;0.0;125.451;125.451
5;0;130;35.964;147.616;0.0;183.58;183.58
5;0;131;28.342;147.191;0.0;175.533;175.533
5;0;132;21.608;41.291;0.0;62.898;62.898
5;0;133;30.828;0.0;0.0;30.828;30.828
5;0;134;29.094;154.001;0.0;183.095;183.095
5;0;135;28.23;154.427;0.0;182.656;182.656
5;0;136;41.905;91.385;0.0;133.29;133.29
5;0;137;52.452;89.912;0.0;142.365;142.365
5;0;138;56.458;0.0;0.0;56.458;56.458
5;0;139;66.343;46.557;0.0;112.9;112.9
5;0;140;57.587;107.303;0.0;164.89;164.89
5;0;141;42.015;111.017;0.0;153.032;153.032
5;0;142;43.64;100.654;0.0;144.294;144.294
5;0;143;29.525;103.592;0.0;133.117;133.117
5;0;144;5.785;106.751;0.0;112.535;112.535
5;0;145;10.049;107.123;0.0;117.172;117.172
5;0;146;7.961;110.063;0.0;118.023;118.023
5;0;147;7.564;111.082;0.0;118.646;118.646
5;0;148;7.387;163.384;0.0;170.771;170.771
5;0;149;8.494;66.758;0.0;75.252;75.252
5;0;150;13.465;166.802;0.0;180.267;180.267
5;0;151;29.183;168.085;0.0;197.267;197.267
5;0;152;29.673;62.845;0.0;92.518;92.518
5;0;153;43.043;132.31;0.0;175.354;175.354
5;0;154;51.247;131.714;0.0;182.961;182.961
5;0;155;28.257;126.768;0.0;155.025;155.025
5;0;156;24.689;123.409;0.0;148.098;148.098
5;0;157;35.256;106.1;0.0;141.356;141.356
5;0;158;31.518;95.558;0.0;127.076;127.076
5;0;159;26.218;93.301;0.0;119.519;119.519
5;0;160;38.479;160.823;0.0;199.301;199.301
5;0;161;57.556;31.901;0.0;89.457;89.457
5;0;162;48.835;164.238;0.0;213.073;213.073
5;0;163;54.472;165.947;0.0;220.419;220.419
5;0;164;56.174;0.0;0.0;56.174;56.174
5;0;165;60.401;144.144;0.0;204.545;204.545
5;0;166;61.065;169.368;0.0;230.433;230.433
5;0;167;34.625;170.224;0.0;204.848;204.848
5;1;0;5.556;0.0;0.0;5.556;5.556
5;1;1;7.117;0.0;0.0;7.117;7.117
5;1;2;7.237;0.0;0.0;7.237;7.237
5;1;3;7.476;0.0;0.0;7.476;7.476
5;1;4;9.078;0.0;0.0;9.078;9.078
5;1;5;10.018;0.0;0.0;10.018;10.018
5;1;6;15.769;0.0;0.0;15.769;15.769
5;1;7;19.946;0.0;0.0;19.946;19.946
5;1;8;30.779;0.0;0.0;30.779;30.779
5;1;9;25.437;0.0;0.0;25.437;25.437
5;1;10;30.081;0.0;0.0;30.081;30.081
5;1;11;25.809;0.0;0.0;25.809;25.809
5;1;12;31.581;0.0;0.0;31.581;31.581
5;1;13;30.316;0.0;0.0;30.316;30.316
5;1;14;31.062;0.0;0.0;31.062;31.062
5;1;15;19.449;0.0;0.0;19.449;19.449
5;1;16;34.787;0.0;0.0;34.787;34.787
5;1;17;46.317;0.0;0.0;46.317;46.317
5;1;18;52.142;0.0;0.0;52.142;52.142
5;1;19;47.588;0.0;0.0;47.588;47.588
5;1;20;53.727;0.0;0.0;53.727;53.727
5;1;21;47.005;0.0;0.0;47.005;47.005
5;1;22;52.088;0.0;0.0;52.088;52.088
5;1;23;27.652;0.0;0.0;27.652;27.652
5;1;24;5.537;0.0;0.0;5.537;5.537
5;1;25;7.472;0.0;0.0;7.472;7.472
5;1;26;8.633;0.0;0.0;8.633;8.633
5;1;27;10.279;0.0;0.0;10.279;10.279
5;1;28;11.091;0.0;0.0;11.091;11.091
5;1;29;12.638;5.504;0.0;18.142;18.142
5;1;30;23.045;0.0;0.0;23.045;23.045
5;1;31;27.063;7.628;0.0;34.691;34.691
5;1;32;31.882;2.427;0.0;34.309;34.309
5;1;33;27.509;2.311;0.0;29.82;29.82
5;1;34;46.815;2.083;0.0;48.898;48.898
5;1;35;26.705;2.63;0.0;29.335;29.335
5;1;36;38.463;3.346;0.0;41.809;41.809
5;1;37;32.259;1.798;0.0;34.057;34.057
5;1;38;29.824;1.629;0.0;31.453;31.453
5;1;39;33.636;3.699;0.0;37.335;37.335
5;1;40;31.196;0.0;0.0;31.196;31.196
5;1;41;49.948;49.507;0.0;99.455;99.455
5;1;42;39.862;0.0;0.0;39.862;39.862
5;1;43;38.274;0.0;0.0;38.274;38.274
5;1;44;49.168;0.0;0.0;49.168;49.168
5;1;45;68.166;0.0;0.0;68.166;68.166
5;1;46;55.194;0.0;0.0;55.194;55.194
5;1;47;40.404;0.0;0.0;40.404;40.404
5;1;48;5.587;0.0;0.0;5.587;5.587
5;1;49;8.168;0.0;0.0;8.168;8.168
5;1;50;8.398;0.0;0.0;8.398;8.398
5;1;51;8.393;0.0;0.0;8.393;8.393
5;1;52;7.837;0.0;0.0;7.837;7.837
5;1;53;7.614;0.0;0.0;7.614;7.614
5;1;54;8.712;0.0;0.0;8.712;8.712
5;1;55;14.814;0.0;0.0;14.814;14.814
5;1;56;36.136;0.0;0.0;36.136;36.136
5;1;57;17.35;0.0;0.0;17.35;17.35
5;1;58;39.009;2.551;0.0;41.559;41.559
5;1;59;32.812;2.155;0.0;34.968;34.968
5;1;60;28.284;1.667;0.0;29.951;29.951
5;1;61;29.525;2.027;0.0;31.551;31.551
5;1;62;26.087;2.933;0.0;29.02;29.02
5;1;63;29.249;58.357;0.0;87.606;87.606
5;1;64;29.366;0.0;0.0;29.366;29.366
5;1;65;38.062;0.0;0.0;38.062;38.062
5;1;66;46.726;0.0;0.0;46.726;46.726
5;1;67;60.323;0.0;0.0;60.323;60.323
5;1;68;56.566;0.0;0.0;56.566;56.566
5;1;69;42.631;0.0;0.0;42.631;42.631
5;1;70;56.778;0.0;0.0;56.778;56.778
5;1;71;34.101;0.0;0.0;34.101;34.101
5;1;72;5.584;0.0;0.0;5.584;5.584
5;1;73;7.115;0.0;0.0;7.115;7.115
5;1;74;7.355;0.0;0.0;7.355;7.355
5;1;75;7.517;0.0;0.0;7.517;7.517
5;1;76;7.784;0.0;0.0;7.784;7.784
5;1;77;8.264;0.0;0.0;8.264;8.264
5;1;78;10.001;0.0;0.0;10.001;10.001
5;1;79;10.264;0.0;0.0;10.264;10.264
5;1;80;21.506;0.0;0.0;21.506;21.506
5;1;81;25.746;2.943;0.0;28.688;28.688
5;1;82;30.147;2.528;0.0;32.675;32.675
5;1;83;27.866;2.268;0.0;30.134;30.134
5;1;84;35.503;1.621;0.0;37.124;37.124
5;1;85;33.516;2.279;0.0;35.795;35.795
5;1;86;30.314;2.793;0.0;33.107;33.107
5;1;87;43.778;50.907;0.0;94.685;94.685
5;1;88;36.414;0.0;0.0;36.414;36.414
5;1;89;44.281;0.0;0.0;44.281;44.281
5;1;90;36.865;0.0;0.0;36.865;36.865
5;1;91;39.171;0.0;0.0;39.171;39.171
5;1;92;44.294;0.0;0.0;44.294;44.294
5;1;93;52.993;0.0;0.0;52.993;52.993
5;1;94;45.558;0.0;0.0;45.558;45.558
5;1;95;37.013;0.0;0.0;37.013;37.013
5;1;96;6.429;0.0;0.0;6.429;6.429
5;1;97;11.26;0.0;0.0;11.26;11.26
5;1;98;8.052;0.0;0.0;8.052;8.052
5;1;99;7.537;0.0;0.0;7.537;7.537
5;1;100;11.67;0.0;0.0;11.67;11.67
5;1;101;7.071;0.0;0.0;7.071;7.071
5;1;102;7.011;0.0;0.0;7.011;7.011
5;1;103;19.04;0.0;0.0;19.04;19.04
5;1;104;29.159;0.0;0.0;29.159;29.159
5;1;105;52.01;2.696;0.0;54.706;54.706
5;1;106;39.401;2.709;0.0;42.11;42.11
5;1;107;40.913;2.521;0.0;43.433;43.433
5;1;108;30.92;3.832;0.0;34.753;34.753
5;1;109;35.889;1.967;0.0;37.856;37.856
5;1;110;36.168;2.081;0.0;38.248;38.248
5;1;111;32.119;2.411;0.0;34.53;34.53
5;1;112;37.604;2.442;0.0;40.046;40.046
5;1;113;44.946;43.209;0.0;88.155;88.155
5;1;114;40.143;0.0;0.0;40.143;40.143
5;1;115;47.535;0.0;0.0;47.535;47.535
5;1;116;61.584;0.0;0.0;61.584;61.584
5;1;117;56.475;0.0;0.0;56.475;56.475
5;1;118;59.879;0.0;0.0;59.879;59.879
5;1;119;43.986;0.0;0.0;43.986;43.986
5;1;120;5.884;0.0;0.0;5.884;5.884
5;1;121;9.468;0.0;0.0;9.468;9.468
5;1;122;7.254;0.0;0.0;7.254;7.254
5;1;123;9.122;0.0;0.0;9.122;9.122
5;1;124;8.57;0.0;0.0;8.57;8.57
5;1;125;6.571;0.0;0.0;6.571;6.571
5;1;126;16.541;0.0;0.0;16.541;16.541
5;1;127;33.247;0.0;0.0;33.247;33.247
5;1;128;32.813;0.0;0.0;32.813;32.813
5;1;129;31.145;2.582;0.0;33.726;33.726
5;1;130;24.17;2.789;0.0;26.959;26.959
5;1;131;34.843;2.555;0.0;37.397;37.397
5;1;132;30.927;4.265;0.0;35.191;35.191
5;1;133;32.938;1.983;0.0;34.921;34.921
5;1;134;27.08;2.175;0.0;29.255;29.255
5;1;135;28.82;2.093;0.0;30.912;30.912
5;1;136;59.928;1.413;0.0;61.34;61.34
5;1;137;39.237;39.287;0.0;78.524;78.524
5;1;138;54.516;0.0;0.0;54.516;54.516
5;1;139;59.02;0.0;0.0;59.02;59.02
5;1;140;56.771;0.0;0.0;56.771;56.771
5;1;141;49.109;0.0;0.0;49.109;49.109
5;1;142;69.681;0.0;0.0;69.681;69.681
5;1;143;40.935;0.0;0.0;40.935;40.935
5;1;144;5.524;0.0;0.0;5.524;5.524
5;1;145;10.374;0.0;0.0;10.374;10.374
5;1;146;7.616;0.0;0.0;7.616;7.616
5;1;147;8.356;0.0;0.0;8.356;8.356
5;1;148;7.122;0.0;0.0;7.122;7.122
5;1;149;8.113;0.0;0.0;8.113;8.113
5;1;150;9.078;0.0;0.0;9.078;9.078
5;1;151;22.761;0.0;0.0;22.761;22.761
5;1;152;27.679;0.0;0.0;27.679;27.679
5;1;153;31.32;2.778;0.0;34.098;34.098
5;1;154;26.432;2.907;0.0;29.339;29.339
5;1;155;26.688;1.683;0.0;28.37;28.37
5;1;156;30.138;3.733;0.0;33.871;33.871
5;1;157;26.009;2.009;0.0;28.019;28.019
5;1;158;40.623;1.642;0.0;42.265;42.265
5;1;159;30.38;92.496;0.0;122.876;122.876
5;1;160;35.677;0.0;0.0;35.677;35.677
5;1;161;48.145;5.076;0.0;53.221;53.221
5;1;162;52.467;5.209;0.0;57.676;57.676
5;1;163;40.077;0.0;0.0;40.077;40.077
5;1;164;56.85;0.0;0.0;56.85;56.85
5;1;165;58.103;0.0;0.0;58.103;58.103
5;1;166;54.126;0.0;0.0;54.126;54.126
5;1;167;52.475;0.0;0.0;52.475;52.475
5;2;0;5.806;0.0;0.0;5.806;5.806
5;2;1;9.661;0.0;0.0;9.661;9.661
5;2;2;7.807;142.941;0.0;150.747;150.747
5;2;3;8.566;0.0;0.0;8.566;8.566
5;2;4;12.599;31.963;0.0;44.562;44.562
5;2;5;8.509;147.191;0.0;155.7;155.7
5;2;6;14.196;0.0;0.0;14.196;14.196
5;2;7;26.663;71.858;0.0;98.522;98.522
5;2;8;36.299;0.0;0.0;36.299;36.299
5;2;9;26.12;71.444;0.0;97.564;97.564
5;2;10;36.185;65.254;0.0;101.439;101.439
5;2;11;34.641;54.635;0.0;89.277;89.277
5;2;12;32.994;44.459;0.0;77.453;77.453
5;2;13;37.06;31.638;0.0;68.697;68.697
5;2;14;26.823;28.963;0.0;55.787;55.787
5;2;15;23.713;44.362;0.0;68.075;68.075
5;2;16;57.119;137.846;0.0;194.966;194.966
5;2;17;37.756;27.959;0.0;65.715;65.715
5;2;18;48.618;0.0;0.0;48.618;48.618
5;2;19;51.007;88.894;0.0;139.901;139.901
5;2;20;47.749;54.461;0.0;102.21;102.21
5;2;21;50.533;0.0;0.0;50.533;50.533
5;2;22;73.602;118.988;0.0;192.59;192.59
5;2;23;41.288;67.641;0.0;108.929;108.929
5;2;24;5.854;0.0;0.0;5.854;5.854
5;2;25;7.817;6.776;0.0;14.593;14.593
5;2;26;7.99;162.103;0.0;170.093;170.093
5;2;27;9.406;19.451;0.0;28.857;28.857
5;2;28;7.555;163.811;0.0;171.366;171.366
5;2;29;10.651;37.939;0.0;48.59;48.59
5;2;30;17.551;116.157;0.0;133.708;133.708
5;2;31;26.853;120.852;0.0;147.704;147.704
5;2;32;38.424;117.2;0.0;155.624;155.624
5;2;33;38.488;108.332;0.0;146.819;146.819
5;2;34;42.074;93.049;0.0;135.123;135.123
5;2;35;26.878;80.29;0.0;107.169;107.169
5;2;36;38.892;60.409;0.0;99.301;99.301
5;2;37;25.016;45.035;0.0;70.051;70.051
5;2;38;34.416;32.947;0.0;67.362;67.362
5;2;39;34.566;26.292;0.0;60.858;60.858
5;2;40;35.387;126.673;0.0;162.059;162.059
5;2;41;45.357;38.984;0.0;84.34;84.34
5;2;42;50.058;32.405;0.0;82.463;82.463
5;2;43;55.415;37.272;0.0;92.687;92.687
5;2;44;69.777;41.165;0.0;110.941;110.941
5;2;45;45.448;45.093;0.0;90.542;90.542
5;2;46;54.373;0.0;0.0;54.373;54.373
5;2;47;31.334;45.577;0.0;76.911;76.911
5;2;48;5.902;0.0;0.0;5.902;5.902
5;2;49;10.52;0.0;0.0;10.52;10.52
5;2;50;6.83;50.272;0.0;57.102;57.102
5;2;51;7.443;53.125;0.0;60.568;60.568
5;2;52;7.155;53.732;0.0;60.887;60.887
5;2;53;9.966;55.267;0.0;65.234;65.234
5;2;54;14.209;51.949;0.0;66.158;66.158
5;2;55;23.793;60.4;0.0;84.194;84.194
5;2;56;53.032;58.792;0.0;111.824;111.824
5;2;57;40.997;46.094;0.0;87.09;87.09
5;2;58;31.269;42.213;0.0;73.482;73.482
5;2;59;35.193;37.769;0.0;72.962;72.962
5;2;60;19.302;32.911;0.0;52.212;52.212
5;2;61;25.744;26.731;0.0;52.475;52.475
5;2;62;30.948;21.986;0.0;52.934;52.934
