Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;8.525
0;0;1;16.131
0;0;2;14.014
0;0;3;12.768
0;0;4;14.236
0;0;5;11.994
0;0;6;16.298
0;0;7;48.428
0;0;8;52.301
0;0;9;46.83
0;0;10;44.995
0;0;11;45.096
0;0;12;40.975
0;0;13;46.95
0;0;14;44.79
0;0;15;50.456
0;0;16;48.377
0;0;17;73.521
0;0;18;76.308
0;0;19;82.327
0;0;20;106.715
0;0;21;116.497
0;0;22;95.69
0;0;23;67.456
0;0;24;8.611
0;0;25;13.005
0;0;26;14.489
0;0;27;14.227
0;0;28;16.559
0;0;29;17.057
0;0;30;18.595
0;0;31;39.1
0;0;32;42.629
0;0;33;45.246
0;0;34;44.584
0;0;35;51.615
0;0;36;35.506
0;0;37;58.983
0;0;38;36.031
0;0;39;49.279
0;0;40;75.907
0;0;41;81.198
0;0;42;71.202
0;0;43;87.837
0;0;44;97.125
0;0;45;122.633
0;0;46;92.677
0;0;47;67.157
0;0;48;8.412
0;0;49;14.019
0;0;50;12.832
0;0;51;14.198
0;0;52;17.447
0;0;53;14.254
0;0;54;14.781
0;0;55;47.46
0;0;56;44.726
0;0;57;57.959
0;0;58;45.81
0;0;59;30.136
0;0;60;42.962
0;0;61;40.65
0;0;62;56.0
0;0;63;45.234
0;0;64;51.437
0;0;65;62.992
0;0;66;71.624
0;0;67;90.687
0;0;68;102.441
0;0;69;112.386
0;0;70;102.499
0;0;71;62.435
0;0;72;10.455
0;0;73;16.201
0;0;74;13.153
0;0;75;13.632
0;0;76;12.307
0;0;77;16.083
0;0;78;15.984
0;0;79;31.371
0;0;80;57.62
0;0;81;54.259
0;0;82;78.005
0;0;83;53.844
0;0;84;66.067
0;0;85;66.969
0;0;86;55.785
0;0;87;68.281
0;0;88;73.861
0;0;89;75.152
0;0;90;79.85
0;0;91;88.049
0;0;92;103.844
0;0;93;97.868
0;0;94;95.34
0;0;95;83.702
0;0;96;12.508
0;0;97;19.325
0;0;98;13.176
0;0;99;13.168
