Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;10.19
0;0;1;14.215
0;0;2;15.141
0;0;3;16.113
0;0;4;20.259
0;0;5;18.615
0;0;6;27.237
0;0;7;65.369
0;0;8;91.984
0;0;9;79.897
0;0;10;70.323
0;0;11;58.889
0;0;12;67.016
0;0;13;56.299
0;0;14;70.773
0;0;15;74.881
0;0;16;105.885
0;0;17;89.828
0;0;18;124.45
0;0;19;107.982
0;0;20;127.654
0;0;21;131.246
0;0;22;118.291
0;0;23;87.802
0;0;24;14.957
0;0;25;21.797
0;0;26;16.658
0;0;27;14.774
0;0;28;15.298
0;0;29;22.546
0;0;30;25.99
0;0;31;62.442
0;0;32;77.126
0;0;33;73.772
0;0;34;82.16
0;0;35;61.438
0;0;36;65.854
0;0;37;64.673
0;0;38;75.177
0;0;39;67.91
0;0;40;90.338
0;0;41;106.851
0;0;42;119.689
0;0;43;110.867
0;0;44;144.968
0;0;45;109.99
0;0;46;147.355
0;0;47;80.609
0;0;48;13.69
0;0;49;20.221
0;0;50;12.704
0;0;51;15.614
0;0;52;14.987
0;0;53;17.117
0;0;54;24.681
0;0;55;55.353
0;0;56;71.016
0;0;57;65.116
0;0;58;67.18
0;0;59;63.526
0;0;60;72.584
0;0;61;59.081
0;0;62;62.873
0;0;63;68.716
0;0;64;87.416
0;0;65;121.96
0;0;66;115.44
0;0;67;123.581
0;0;68;131.965
0;0;69;137.076
0;0;70;107.959
0;0;71;99.429
0;0;72;12.612
0;0;73;17.095
0;0;74;17.799
0;0;75;20.415
0;0;76;17.835
0;0;77;18.304
0;0;78;18.254
0;0;79;30.304
0;0;80;69.169
0;0;81;91.094
0;0;82;107.785
0;0;83;74.779
0;0;84;98.308
0;0;85;73.166
0;0;86;73.621
0;0;87;78.118
0;0;88;87.238
0;0;89;95.984
0;0;90;113.644
0;0;91;115.352
0;0;92;126.42
0;0;93;128.421
0;0;94;113.763
0;0;95;101.224
0;0;96;11.002
0;0;97;18.875
0;0;98;15.873
