Support_Year;Cluster;Timestep;HP;EB;BBOI
0;0;0;725.111;0.0;0.0
0;0;1;725.111;0.0;0.0
0;0;2;725.111;0.0;0.0
0;0;3;725.111;0.0;0.0
0;0;4;725.111;0.0;0.0
0;0;5;725.111;0.0;0.0
0;0;6;725.111;0.0;0.0
0;0;7;725.111;0.0;0.0
0;0;8;725.111;0.0;0.0
0;0;9;0.0;0.0;0.0
0;0;10;44.252;0.0;0.0
0;0;11;166.811;0.0;0.0
0;0;12;481.945;0.0;0.0
0;0;13;725.111;0.0;0.0
0;0;14;725.111;0.0;0.0
0;0;15;0.0;0.0;0.0
0;0;16;97.279;0.0;0.0
0;0;17;725.111;0.0;0.0
0;0;18;725.111;0.0;0.0
0;0;19;725.111;0.0;0.0
0;0;20;725.111;0.0;0.0
0;0;21;725.111;0.0;0.0
0;0;22;725.111;0.0;0.0
0;0;23;615.145;0.0;0.0
0;0;24;725.111;0.0;0.0
0;0;25;725.111;0.0;0.0
0;0;26;725.111;0.0;0.0
0;0;27;725.111;0.0;0.0
0;0;28;725.111;0.0;0.0
0;0;29;725.111;0.0;0.0
0;0;30;725.111;8.606;0.0
0;0;31;725.111;87.151;0.0
0;0;32;725.111;87.151;0.0
0;0;33;324.177;0.0;0.0
0;0;34;377.743;0.0;0.0
0;0;35;298.602;0.0;0.0
0;0;36;252.515;0.0;0.0
0;0;37;150.303;0.0;0.0
0;0;38;221.248;0.0;25.715
0;0;39;469.709;0.0;116.841
0;0;40;201.304;0.0;358.199
0;0;41;540.865;0.0;0.0
0;0;42;590.356;0.0;0.0
0;0;43;610.822;0.0;0.0
0;0;44;627.824;0.0;0.0
0;0;45;644.267;0.0;0.0
0;0;46;559.537;0.0;0.0
0;0;47;585.035;0.0;0.0
0;0;48;632.563;0.0;0.0
0;0;49;725.111;0.0;0.0
0;0;50;725.111;0.0;0.0
0;0;51;725.111;0.0;0.0
0;0;52;725.111;0.0;0.0
0;0;53;725.111;0.0;0.0
0;0;54;725.111;0.0;0.0
0;0;55;725.111;0.0;0.0
0;0;56;725.111;0.0;0.0
0;0;57;0.0;0.0;0.0
0;0;58;102.239;0.0;0.0
0;0;59;590.111;0.0;0.0
0;0;60;725.111;0.0;0.0
0;0;61;363.427;0.0;0.0
0;0;62;250.02;0.0;0.0
0;0;63;725.111;0.0;0.0
0;0;64;318.02;0.0;0.0
0;0;65;0.0;0.0;0.0
0;0;66;182.07;0.0;0.0
0;0;67;725.111;0.0;0.0
0;0;68;216.688;0.0;0.0
0;0;69;0.0;0.0;0.0
0;0;70;347.946;0.0;0.0
0;0;71;319.998;0.0;0.0
0;0;72;725.111;0.0;0.0
0;0;73;510.435;0.0;0.0
0;0;74;725.111;0.0;0.0
0;0;75;725.111;0.0;0.0
0;0;76;725.111;0.0;0.0
0;0;77;725.111;0.0;0.0
0;0;78;725.111;0.0;0.0
0;0;79;725.111;0.0;0.0
0;0;80;725.111;0.0;0.0
0;0;81;0.0;0.0;0.0
0;0;82;0.0;0.0;0.0
0;0;83;0.0;0.0;0.0
0;0;84;0.0;0.0;0.0
0;0;85;205.279;0.0;0.0
0;0;86;57.431;0.0;0.0
0;0;87;229.868;0.0;0.0
0;0;88;165.923;0.0;0.0
0;0;89;725.111;0.0;0.0
0;0;90;725.111;0.0;0.0
0;0;91;725.111;0.0;0.0
0;0;92;725.111;0.0;0.0
0;0;93;725.111;0.0;0.0
0;0;94;536.966;0.0;0.0
0;0;95;725.111;0.0;0.0
0;0;96;725.111;0.0;0.0
0;0;97;639.897;0.0;0.0
0;0;98;672.435;0.0;0.0
0;0;99;620.989;0.0;0.0
0;0;100;725.111;0.0;0.0
0;0;101;725.111;0.0;0.0
0;0;102;725.111;0.0;0.0
0;0;103;725.111;0.0;0.0
0;0;104;0.0;0.0;0.0
0;0;105;725.111;0.0;0.0
0;0;106;725.111;0.0;0.0
0;0;107;80.868;0.0;0.0
0;0;108;725.111;0.0;0.0
0;0;109;531.346;0.0;0.0
0;0;110;725.111;0.0;0.0
0;0;111;98.274;0.0;0.0
0;0;112;725.111;0.0;0.0
0;0;113;725.111;0.0;0.0
0;0;114;0.0;0.0;0.0
0;0;115;725.111;0.0;0.0
0;0;116;725.111;0.0;0.0
0;0;117;725.111;0.0;0.0
0;0;118;725.111;0.0;0.0
0;0;119;725.111;0.0;0.0
0;0;120;725.111;0.0;0.0
0;0;121;725.111;0.0;0.0
0;0;122;725.111;0.0;0.0
0;0;123;725.111;0.0;0.0
0;0;124;725.111;0.0;0.0
0;0;125;725.111;0.0;0.0
0;0;126;725.111;0.0;0.0
0;0;127;725.111;0.0;0.0
