scenario;category;metric;device;year;value;unit
4zb;optimization;tac_distr;;;641323;EUR/a
4zb;optimization;co2_distr;;;193;t/a
4zb;optimization;tac_per_distr_year;;0;641323;EUR/a
4zb;optimization;co2_sum_distr_year;;0;193;t/a
4zb;cost;total_annual_costs_devices;;;179067;EUR/a
4zb;cost;total_connection_costs;;;0;EUR/a
4zb;cost;heat_grid_costs;;;104160;EUR/a
4zb;cost;heat_grid_costs_base;;;0;EUR/a
4zb;cost;annualized_energy_costs;;;358095;EUR/a
4zb;cost;annualized_misc_costs;;;0;EUR/a
4zb;device;capacity;PV;;153.9;kW
4zb;device;capacity;HP;;688.1;kW
4zb;device;capacity;EB;;1805.5;kW
4zb;device;capacity;BCHP;;576.9;kW
4zb;device;capacity;TES;;1867.3;kWh
4zb;yearly_totals;from_el_grid_total;;0;254;MWh
4zb;yearly_totals;to_el_grid_total;;0;372;MWh
4zb;yearly_totals;from_el_main_grid_total;;0;213;MWh
4zb;yearly_totals;to_el_main_grid_total;;0;140;MWh
4zb;yearly_totals;from_network_total;;0;41;MWh
4zb;yearly_totals;to_network_total;;0;232;MWh
4zb;yearly_totals;from_gas_grid_total;;0;0;MWh
4zb;yearly_totals;to_gas_grid_total;;0;0;MWh
