Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;582.131
0;0;1;634.611
0;0;2;676.172
0;0;3;714.951
0;0;4;769.919
0;0;5;827.8
0;0;6;883.928
0;0;7;1167.291
0;0;8;1204.696
0;0;9;1016.865
0;0;10;1041.473
0;0;11;1032.32
0;0;12;995.018
0;0;13;959.585
0;0;14;925.563
0;0;15;980.623
0;0;16;964.562
0;0;17;879.164
0;0;18;874.03
0;0;19;876.285
0;0;20;926.238
0;0;21;931.582
0;0;22;930.17
0;0;23;892.812
0;0;24;916.421
0;0;25;916.245
0;0;26;919.087
0;0;27;918.428
0;0;28;915.095
0;0;29;900.541
0;0;30;1031.671
0;0;31;1032.004
0;0;32;905.379
0;0;33;908.844
0;0;34;898.202
0;0;35;879.386
0;0;36;899.116
0;0;37;813.858
0;0;38;783.975
0;0;39;776.424
0;0;40;764.347
0;0;41;761.834
0;0;42;838.184
0;0;43;857.552
0;0;44;839.185
0;0;45;844.271
0;0;46;742.53
0;0;47;763.181
0;0;48;800.557
0;0;49;803.919
0;0;50;809.731
0;0;51;828.781
0;0;52;826.602
0;0;53;821.637
0;0;54;807.727
0;0;55;1017.765
0;0;56;1021.92
0;0;57;800.855
0;0;58;782.679
0;0;59;751.411
0;0;60;702.319
0;0;61;640.197
0;0;62;610.04
0;0;63;665.114
0;0;64;649.937
0;0;65;543.378
0;0;66;554.909
0;0;67;563.703
0;0;68;617.939
0;0;69;626.027
0;0;70;649.202
0;0;71;602.035
0;0;72;651.35
0;0;73;676.374
0;0;74;696.578
0;0;75;720.118
0;0;76;748.702
0;0;77;779.471
0;0;78;804.924
0;0;79;1055.971
0;0;80;1086.974
0;0;81;866.463
0;0;82;866.207
0;0;83;851.983
0;0;84;815.306
0;0;85;792.204
0;0;86;750.573
0;0;87;789.681
0;0;88;784.418
0;0;89;671.485
0;0;90;671.619
0;0;91;680.135
0;0;92;737.089
0;0;93;739.273
0;0;94;737.009
0;0;95;673.268
0;0;96;708.085
0;0;97;709.785
0;0;98;711.878
0;0;99;705.082
0;0;100;703.434
0;0;101;703.517
0;0;102;820.13
0;0;103;849.838
0;0;104;729.699
0;0;105;718.098
0;0;106;702.155
0;0;107;664.985
0;0;108;703.805
0;0;109;628.311
0;0;110;616.993
0;0;111;619.365
0;0;112;610.451
0;0;113;601.493
0;0;114;686.294
0;0;115;693.219
0;0;116;685.779
0;0;117;683.058
0;0;118;587.522
0;0;119;593.474
0;0;120;597.834
0;0;121;582.765
0;0;122;565.492
0;0;123;548.487
0;0;124;542.087
0;0;125;526.066
0;0;126;651.157
0;0;127;659.52
0;0;128;510.738
0;0;129;502.433
0;0;130;482.995
0;0;131;460.47
0;0;132;515.408
0;0;133;463.127
0;0;134;453.329
0;0;135;444.73
0;0;136;446.278
0;0;137;457.556
0;0;138;550.512
0;0;139;572.394
0;0;140;591.335
0;0;141;577.476
0;0;142;489.67
0;0;143;506.873
0;0;144;544.895
0;0;145;548.379
0;0;146;557.976
0;0;147;566.431
0;0;148;574.231
0;0;149;593.328
0;0;150;733.126
0;0;151;751.629
0;0;152;645.849
0;0;153;681.167
0;0;154;679.435
0;0;155;654.587
0;0;156;671.513
0;0;157;586.386
0;0;158;540.993
0;0;159;517.667
0;0;160;505.265
0;0;161;503.772
0;0;162;582.86
0;0;163;596.545
0;0;164;631.527
0;0;165;631.831
0;0;166;551.255
0;0;167;581.548
0;1;0;632.221
0;1;1;647.537
0;1;2;672.563
0;1;3;687.324
0;1;4;706.429
0;1;5;719.625
0;1;6;868.758
0;1;7;873.701
0;1;8;780.342
0;1;9;795.272
0;1;10;805.344
0;1;11;779.313
0;1;12;790.115
0;1;13;709.317
0;1;14;656.477
0;1;15;618.993
0;1;16;583.305
0;1;17;591.812
0;1;18;704.294
0;1;19;704.727
0;1;20;711.78
0;1;21;727.539
0;1;22;659.015
0;1;23;683.07
0;1;24;719.908
0;1;25;720.229
0;1;26;739.787
0;1;27;743.912
0;1;28;754.903
0;1;29;757.797
0;1;30;897.403
0;1;31;901.751
0;1;32;793.808
0;1;33;795.104
0;1;34;782.639
0;1;35;771.256
0;1;36;823.503
0;1;37;745.893
0;1;38;720.064
0;1;39;705.239
0;1;40;685.204
0;1;41;666.549
0;1;42;742.128
0;1;43;727.922
0;1;44;729.607
0;1;45;730.526
0;1;46;623.204
0;1;47;632.347
0;1;48;678.061
0;1;49;687.928
0;1;50;699.84
0;1;51;707.709
0;1;52;720.588
0;1;53;722.117
0;1;54;734.586
0;1;55;975.477
0;1;56;977.686
0;1;57;783.554
0;1;58;791.062
0;1;59;767.806
0;1;60;748.454
0;1;61;709.647
0;1;62;699.475
0;1;63;773.962
0;1;64;773.185
0;1;65;656.061
0;1;66;649.373
0;1;67;663.091
0;1;68;733.635
0;1;69;733.579
0;1;70;774.549
0;1;71;714.395
0;1;72;762.244
0;1;73;784.257
0;1;74;801.614
0;1;75;817.041
0;1;76;846.965
0;1;77;871.815
0;1;78;896.487
0;1;79;1186.088
0;1;80;1175.616
0;1;81;971.566
0;1;82;959.879
0;1;83;934.117
0;1;84;890.949
0;1;85;851.149
0;1;86;819.662
0;1;87;868.2
0;1;88;861.83
0;1;89;759.971
0;1;90;760.374
0;1;91;792.873
0;1;92;869.099
0;1;93;874.81
0;1;94;884.987
0;1;95;847.905
0;1;96;892.664
0;1;97;910.277
0;1;98;920.562
0;1;99;943.564
0;1;100;961.302
0;1;101;969.33
0;1;102;1109.131
0;1;103;1109.36
0;1;104;1003.069
0;1;105;990.827
0;1;106;977.413
0;1;107;967.858
0;1;108;985.892
0;1;109;918.749
0;1;110;927.623
0;1;111;910.309
0;1;112;893.747
0;1;113;886.8
0;1;114;977.521
0;1;115;981.344
0;1;116;974.131
0;1;117;989.224
0;1;118;907.546
0;1;119;935.182
0;1;120;986.045
0;1;121;1014.993
0;1;122;1046.574
0;1;123;1074.14
0;1;124;1093.87
0;1;125;1115.747
0;1;126;1251.594
0;1;127;1247.943
0;1;128;1155.838
0;1;129;1157.547
0;1;130;1145.533
0;1;131;1135.46
0;1;132;1165.825
0;1;133;1084.286
0;1;134;1078.8
0;1;135;1072.152
0;1;136;1059.72
0;1;137;1044.119
0;1;138;1110.388
0;1;139;1102.181
0;1;140;1118.641
0;1;141;1085.201
0;1;142;987.092
0;1;143;1012.494
0;1;144;1037.336
0;1;145;1044.438
0;1;146;1051.335
0;1;147;1060.484
0;1;148;1063.174
0;1;149;1071.323
0;1;150;1207.46
0;1;151;1230.83
0;1;152;1109.624
0;1;153;1129.449
0;1;154;1126.448
0;1;155;1108.513
0;1;156;1152.004
0;1;157;1089.953
0;1;158;1086.112
0;1;159;1053.842
0;1;160;1052.841
0;1;161;1049.09
0;1;162;1115.086
0;1;163;1114.135
0;1;164;1102.179
0;1;165;1120.95
0;1;166;1015.461
0;1;167;1035.828
0;2;0;8.8
0;2;1;8.72
0;2;2;8.114
0;2;3;8.415
0;2;4;7.215
0;2;5;9.126
0;2;6;82.15
0;2;7;77.866
0;2;8;20.981
0;2;9;24.928
0;2;10;20.415
0;2;11;26.918
0;2;12;56.76
0;2;13;20.114
0;2;14;21.716
0;2;15;24.114
0;2;16;22.989
0;2;17;22.068
0;2;18;64.814
0;2;19;60.231
0;2;20;61.389
0;2;21;65.068
0;2;22;7.74
0;2;23;8.649
0;2;24;6.988
0;2;25;6.755
0;2;26;10.653
0;2;27;9.939
0;2;28;9.242
0;2;29;8.093
0;2;30;79.96
0;2;31;82.462
0;2;32;22.811
0;2;33;22.967
0;2;34;22.128
0;2;35;20.904
0;2;36;50.677
0;2;37;21.728
0;2;38;28.268
0;2;39;25.28
0;2;40;21.548
0;2;41;21.203
0;2;42;60.166
0;2;43;65.973
0;2;44;57.728
0;2;45;70.092
0;2;46;7.449
0;2;47;7.842
0;2;48;11.391
0;2;49;12.508
0;2;50;10.269
0;2;51;10.646
0;2;52;11.046
0;2;53;11.347
0;2;54;13.161
0;2;55;142.804
0;2;56;148.145
0;2;57;25.957
0;2;58;27.662
0;2;59;25.796
0;2;60;26.903
0;2;61;22.765
0;2;62;26.237
0;2;63;69.725
0;2;64;72.123
0;2;65;16.512
0;2;66;14.57
0;2;67;17.709
0;2;68;42.995
0;2;69;49.148
0;2;70;44.168
0;2;71;11.234
0;2;72;11.281
0;2;73;12.594
0;2;74;9.496
0;2;75;13.235
0;2;76;11.79
0;2;77;11.635
0;2;78;11.324
0;2;79;151.514
0;2;80;151.468
0;2;81;26.116
0;2;82;23.896
0;2;83;22.492
0;2;84;27.072
0;2;85;26.579
0;2;86;30.109
0;2;87;76.02
0;2;88;74.608
0;2;89;16.142
0;2;90;14.551
0;2;91;17.299
0;2;92;43.392
0;2;93;53.673
0;2;94;46.723
0;2;95;10.869
0;2;96;7.453
0;2;97;7.863
0;2;98;7.218
0;2;99;8.12
0;2;100;7.791
0;2;101;8.191
0;2;102;79.289
0;2;103;81.68
0;2;104;21.937
0;2;105;23.282
0;2;106;19.591
0;2;107;19.914
0;2;108;55.277
0;2;109;21.235
0;2;110;20.933
0;2;111;22.729
0;2;112;28.35
0;2;113;23.971
0;2;114;68.826
0;2;115;60.126
0;2;116;58.587
0;2;117;64.953
0;2;118;9.72
0;2;119;8.716
0;2;120;9.172
0;2;121;9.96
0;2;122;9.801
0;2;123;7.926
0;2;124;8.777
0;2;125;9.061
0;2;126;74.786
0;2;127;90.767
0;2;128;24.703
0;2;129;22.014
0;2;130;22.301
0;2;131;23.653
0;2;132;53.616
0;2;133;21.969
0;2;134;23.448
0;2;135;21.029
0;2;136;24.818
0;2;137;23.754
0;2;138;67.277
0;2;139;67.504
0;2;140;65.082
0;2;141;64.411
0;2;142;8.804
0;2;143;8.044
0;2;144;9.615
0;2;145;7.907
0;2;146;9.539
0;2;147;7.476
0;2;148;7.443
0;2;149;10.07
0;2;150;81.035
0;2;151;90.096
0;2;152;23.209
0;2;153;26.054
0;2;154;21.003
0;2;155;22.022
0;2;156;50.746
0;2;157;21.675
0;2;158;25.618
0;2;159;23.655
0;2;160;23.894
0;2;161;26.085
0;2;162;66.209
0;2;163;65.201
0;2;164;56.569
0;2;165;62.586
0;2;166;9.215
0;2;167;9.039
0;3;0;166.466
0;3;1;181.661
0;3;2;204.547
0;3;3;228.312
0;3;4;244.089
0;3;5;260.973
0;3;6;379.336
0;3;7;400.592
0;3;8;331.38
0;3;9;340.176
0;3;10;332.631
0;3;11;290.27
0;3;12;260.974
0;3;13;185.806
