scenario;category;metric;device;year;value;unit
1rural;optimization;tac_distr;;;450272;EUR/a
1rural;optimization;co2_distr;;;93;t/a
1rural;optimization;tac_per_distr_year;;0;450272;EUR/a
1rural;optimization;co2_sum_distr_year;;0;93;t/a
1rural;cost;total_annual_costs_devices;;;142351;EUR/a
1rural;cost;total_connection_costs;;;0;EUR/a
1rural;cost;heat_grid_costs;;;58753;EUR/a
1rural;cost;annualized_energy_costs;;;249167;EUR/a
1rural;cost;annualized_misc_costs;;;0;EUR/a
1rural;device;capacity;PV;;78.5;kW
1rural;device;capacity;HP;;200.6;kW
1rural;device;capacity;BCHP;;591.2;kW
1rural;device;capacity;BBOI;;500.0;kW
1rural;device;capacity;TES;;1154.4;kWh
1rural;yearly_totals;from_el_grid_total;;0;119;MWh
1rural;yearly_totals;to_el_grid_total;;0;974;MWh
1rural;yearly_totals;from_el_main_grid_total;;0;9;MWh
1rural;yearly_totals;to_el_main_grid_total;;0;184;MWh
1rural;yearly_totals;from_network_total;;0;110;MWh
1rural;yearly_totals;to_network_total;;0;789;MWh
1rural;yearly_totals;from_gas_grid_total;;0;0;MWh
1rural;yearly_totals;to_gas_grid_total;;0;0;MWh
