Support_Year;Cluster;Timestep;HP;EB
0;0;0;533.893;0.0
0;0;1;533.893;0.0
0;0;2;533.893;0.0
0;0;3;533.893;0.0
0;0;4;533.893;0.0
0;0;5;533.893;0.0
0;0;6;533.893;0.0
0;0;7;533.893;56.943
0;0;8;533.893;245.539
0;0;9;533.893;194.014
0;0;10;533.893;199.563
0;0;11;533.893;193.003
0;0;12;533.893;163.402
0;0;13;533.893;130.255
0;0;14;533.893;109.56
0;0;15;533.893;123.552
0;0;16;533.893;107.318
0;0;17;533.893;80.508
0;0;18;533.893;89.746
0;0;19;533.893;87.718
0;0;20;533.893;110.995
0;0;21;533.893;103.835
0;0;22;533.893;108.074
0;0;23;533.893;94.567
0;0;24;533.893;48.221
0;0;25;533.893;46.46
0;0;26;533.893;52.414
0;0;27;533.893;50.767
0;0;28;533.893;51.705
0;0;29;533.893;48.281
0;0;30;533.893;84.1
0;0;31;533.893;86.047
0;0;32;533.893;47.334
0;0;33;533.893;49.008
0;0;34;533.893;41.525
0;0;35;533.893;23.199
0;0;36;533.893;20.661
0;0;37;533.893;0.0
0;0;38;533.893;0.0
0;0;39;533.893;0.0
0;0;40;533.893;0.0
0;0;41;533.893;0.0
0;0;42;533.893;0.0
0;0;43;533.893;0.0
0;0;44;533.893;0.0
0;0;45;533.893;0.0
0;0;46;533.893;0.0
0;0;47;533.893;0.0
0;0;48;533.893;0.0
0;0;49;533.893;0.0
0;0;50;533.893;0.0
0;0;51;533.893;0.0
0;0;52;533.893;0.0
0;0;53;533.893;0.0
0;0;54;533.893;0.0
0;0;55;533.893;0.0
0;0;56;533.893;0.0
0;0;57;524.835;0.0
0;0;58;506.449;0.0
0;0;59;486.302;0.0
0;0;60;450.665;0.0
0;0;61;414.214;0.0
0;0;62;396.151;0.0
0;0;63;533.893;0.0
0;0;64;533.893;0.0
0;0;65;112.74;0.0
0;0;66;380.207;0.0
0;0;67;386.089;0.0
0;0;68;533.893;0.0
0;0;69;533.893;0.0
0;0;70;533.893;0.0
0;0;71;533.893;0.0
0;0;72;450.414;0.0
0;0;73;533.893;0.0
0;0;74;486.506;0.0
0;0;75;500.449;0.0
0;0;76;519.385;0.0
0;0;77;533.893;0.0
0;0;78;430.235;0.0
0;0;79;533.893;0.0
0;0;80;533.893;0.0
0;0;81;533.893;0.0
0;0;82;533.893;0.0
0;0;83;533.893;0.0
0;0;84;533.893;0.0
0;0;85;517.189;0.0
0;0;86;484.091;0.0
0;0;87;507.671;0.0
0;0;88;484.938;0.0
0;0;89;449.822;0.0
0;0;90;453.891;0.0
0;0;91;460.893;0.0
0;0;92;479.029;0.0
0;0;93;489.119;0.0
0;0;94;492.108;0.0
0;0;95;468.846;0.0
0;0;96;511.135;0.0
0;0;97;511.934;0.0
0;0;98;513.018;0.0
0;0;99;510.581;0.0
0;0;100;523.429;0.0
0;0;101;533.893;0.0
0;0;102;533.893;0.0
0;0;103;533.893;0.0
0;0;104;512.885;0.0
0;0;105;508.64;0.0
0;0;106;498.769;0.0
0;0;107;478.345;0.0
0;0;108;475.865;0.0
0;0;109;448.025;0.0
0;0;110;439.479;0.0
0;0;111;437.86;0.0
0;0;112;432.652;0.0
0;0;113;533.893;0.0
0;0;114;355.7;0.0
0;0;115;467.129;0.0
0;0;116;467.015;0.0
0;0;117;465.181;0.0
0;0;118;435.14;0.0
0;0;119;432.885;0.0
0;0;120;425.74;0.0
0;0;121;419.824;0.0
0;0;122;406.32;0.0
0;0;123;394.741;0.0
0;0;124;390.093;0.0
0;0;125;378.237;0.0
0;0;126;407.867;0.0
0;0;127;404.102;0.0
0;0;128;355.517;0.0
0;0;129;354.674;0.0
0;0;130;533.893;0.0
0;0;131;533.893;0.0
0;0;132;286.444;0.0
0;0;133;0.0;0.0
0;0;134;533.893;0.0
0;0;135;533.893;0.0
0;0;136;410.43;0.0
0;0;137;335.114;0.0
0;0;138;0.0;0.0
0;0;139;230.284;0.0
0;0;140;389.238;0.0
0;0;141;403.759;0.0
0;0;142;369.914;0.0
0;0;143;379.713;0.0
0;0;144;392.321;0.0
0;0;145;394.726;0.0
0;0;146;403.433;0.0
0;0;147;407.171;0.0
0;0;148;533.893;0.0
0;0;149;303.082;0.0
0;0;150;533.893;0.0
0;0;151;533.893;0.0
0;0;152;344.924;0.0
0;0;153;458.514;0.0
0;0;154;457.583;0.0
0;0;155;441.5;0.0
0;0;156;440.797;0.0
0;0;157;384.873;0.0
0;0;158;353.974;0.0
0;0;159;348.382;0.0
0;0;160;533.893;0.0
0;0;161;401.154;0.0
0;0;162;533.893;0.0
0;0;163;533.893;0.0
0;0;164;31.261;0.0
0;0;165;533.893;0.0
0;0;166;533.893;0.0
0;0;167;533.893;0.0
0;1;0;0.0;0.0
0;1;1;0.0;0.0
0;1;2;0.0;0.0
0;1;3;0.0;0.0
0;1;4;0.0;0.0
0;1;5;0.0;0.0
0;1;6;0.0;0.0
0;1;7;0.0;0.0
0;1;8;0.0;0.0
0;1;9;0.0;0.0
0;1;10;0.0;0.0
0;1;11;0.0;0.0
0;1;12;0.0;0.0
0;1;13;0.0;0.0
0;1;14;0.0;0.0
0;1;15;0.0;0.0
0;1;16;0.0;0.0
0;1;17;0.0;0.0
0;1;18;0.0;0.0
0;1;19;0.0;0.0
0;1;20;0.0;0.0
0;1;21;0.0;0.0
0;1;22;0.0;0.0
0;1;23;0.0;0.0
0;1;24;0.0;0.0
0;1;25;0.0;0.0
0;1;26;0.0;0.0
0;1;27;0.0;0.0
0;1;28;0.0;0.0
0;1;29;18.551;0.0
0;1;30;0.0;0.0
0;1;31;38.417;0.0
0;1;32;12.684;0.0
0;1;33;12.707;0.0
0;1;34;12.019;0.0
0;1;35;15.69;0.0
0;1;36;20.898;0.0
0;1;37;11.501;0.0
0;1;38;10.579;0.0
0;1;39;24.163;0.0
0;1;40;0.0;0.0
0;1;41;317.564;0.0
0;1;42;0.0;0.0
0;1;43;0.0;0.0
0;1;44;0.0;0.0
0;1;45;0.0;0.0
0;1;46;0.0;0.0
0;1;47;0.0;0.0
0;1;48;0.0;0.0
0;1;49;0.0;0.0
0;1;50;0.0;0.0
0;1;51;0.0;0.0
0;1;52;0.0;0.0
0;1;53;0.0;0.0
0;1;54;0.0;0.0
0;1;55;0.0;0.0
0;1;56;0.0;0.0
0;1;57;0.0;0.0
0;1;58;14.175;0.0
0;1;59;12.368;0.0
0;1;60;10.199;0.0
0;1;61;12.475;0.0
0;1;62;17.899;0.0
0;1;63;357.14;0.0
0;1;64;0.0;0.0
0;1;65;0.0;0.0
0;1;66;0.0;0.0
0;1;67;0.0;0.0
0;1;68;0.0;0.0
0;1;69;0.0;0.0
0;1;70;0.0;0.0
0;1;71;0.0;0.0
0;1;72;0.0;0.0
0;1;73;0.0;0.0
0;1;74;0.0;0.0
0;1;75;0.0;0.0
0;1;76;0.0;0.0
0;1;77;0.0;0.0
0;1;78;0.0;0.0
0;1;79;0.0;0.0
0;1;80;0.0;0.0
0;1;81;15.149;0.0
0;1;82;13.479;0.0
0;1;83;12.472;0.0
0;1;84;9.155;0.0
0;1;85;13.407;0.0
0;1;86;16.477;0.0
0;1;87;300.296;0.0
0;1;88;0.0;0.0
0;1;89;0.0;0.0
0;1;90;0.0;0.0
0;1;91;0.0;0.0
0;1;92;0.0;0.0
0;1;93;0.0;0.0
0;1;94;0.0;0.0
0;1;95;0.0;0.0
0;1;96;0.0;0.0
0;1;97;0.0;0.0
0;1;98;0.0;0.0
0;1;99;0.0;0.0
0;1;100;0.0;0.0
0;1;101;0.0;0.0
0;1;102;0.0;0.0
0;1;103;0.0;0.0
0;1;104;0.0;0.0
0;1;105;13.544;0.0
0;1;106;14.262;0.0
0;1;107;14.083;0.0
0;1;108;22.358;0.0
0;1;109;11.836;0.0
0;1;110;12.412;0.0
0;1;111;14.504;0.0
0;1;112;14.608;0.0
0;1;113;256.313;0.0
0;1;114;0.0;0.0
0;1;115;0.0;0.0
0;1;116;0.0;0.0
0;1;117;0.0;0.0
0;1;118;0.0;0.0
0;1;119;0.0;0.0
0;1;120;0.0;0.0
0;1;121;0.0;0.0
0;1;122;0.0;0.0
0;1;123;0.0;0.0
0;1;124;0.0;0.0
0;1;125;0.0;0.0
0;1;126;0.0;0.0
0;1;127;0.0;0.0
0;1;128;0.0;0.0
0;1;129;13.323;0.0
0;1;130;15.299;0.0
0;1;131;14.822;0.0
0;1;132;25.951;0.0
0;1;133;12.347;0.0
0;1;134;13.425;0.0
0;1;135;12.955;0.0
0;1;136;8.77;0.0
0;1;137;241.827;0.0
0;1;138;0.0;0.0
0;1;139;0.0;0.0
0;1;140;0.0;0.0
0;1;141;0.0;0.0
0;1;142;0.0;0.0
0;1;143;0.0;0.0
0;1;144;0.0;0.0
0;1;145;0.0;0.0
0;1;146;0.0;0.0
0;1;147;0.0;0.0
0;1;148;0.0;0.0
0;1;149;0.0;0.0
0;1;150;0.0;0.0
0;1;151;0.0;0.0
0;1;152;0.0;0.0
0;1;153;15.078;0.0
0;1;154;16.549;0.0
0;1;155;9.981;0.0
0;1;156;22.847;0.0
0;1;157;12.661;0.0
0;1;158;10.377;0.0
0;1;159;528.479;0.0
0;1;160;0.0;0.0
0;1;161;30.481;0.0
0;1;162;31.36;0.0
0;1;163;30.848;0.0
0;1;164;32.808;0.0
0;1;165;9.593;0.0
0;1;166;0.0;0.0
0;1;167;0.0;0.0
0;2;0;0.0;0.0
0;2;1;0.0;0.0
0;2;2;533.893;0.0
0;2;3;0.0;0.0
0;2;4;183.197;0.0
0;2;5;533.893;0.0
0;2;6;0.0;0.0
0;2;7;344.292;0.0
0;2;8;0.0;0.0
0;2;9;279.424;0.0
0;2;10;258.822;0.0
0;2;11;222.359;0.0
0;2;12;190.308;0.0
0;2;13;137.515;0.0
0;2;14;126.281;0.0
0;2;15;196.171;0.0
0;2;16;533.893;0.0
0;2;17;118.704;0.0
0;2;18;0.0;0.0
0;2;19;359.522;0.0
0;2;20;216.011;0.0
0;2;21;0.0;0.0
0;2;22;459.02;0.0
0;2;23;256.062;0.0
0;2;24;0.0;0.0
0;2;25;85.111;0.0
0;2;26;533.893;0.0
0;2;27;133.347;0.0
0;2;28;533.893;0.0
0;2;29;198.649;0.0
0;2;30;415.955;0.0
0;2;31;429.466;0.0
0;2;32;413.333;0.0
0;2;33;391.951;0.0
0;2;34;351.185;0.0
0;2;35;314.024;0.0
0;2;36;254.707;0.0
0;2;37;198.196;0.0
0;2;38;150.64;0.0
0;2;39;122.599;0.0
0;2;40;533.893;0.0
0;2;41;181.489;0.0
0;2;42;144.26;0.0
0;2;43;161.896;0.0
0;2;44;175.059;0.0
0;2;45;188.948;0.0
0;2;46;0.0;0.0
0;2;47;247.744;0.0
0;2;48;0.0;0.0
0;2;49;0.0;0.0
0;2;50;204.008;0.0
0;2;51;214.349;0.0
0;2;52;218.048;0.0
0;2;53;223.635;0.0
0;2;54;217.083;0.0
0;2;55;260.924;0.0
0;2;56;253.976;0.0
0;2;57;199.734;0.0
0;2;58;185.199;0.0
0;2;59;167.262;0.0
0;2;60;148.55;0.0
0;2;61;121.827;0.0
0;2;62;101.514;0.0
0;2;63;111.79;0.0
0;2;64;145.125;0.0
0;2;65;533.893;0.0
0;2;66;0.0;0.0
0;2;67;194.358;0.0
0;2;68;0.0;0.0
0;2;69;207.45;0.0
0;2;70;0.0;0.0
0;2;71;0.0;0.0
0;2;72;0.0;0.0
0;2;73;173.245;0.0
0;2;74;181.226;0.0
0;2;75;187.085;0.0
0;2;76;191.534;0.0
0;2;77;199.211;0.0
0;2;78;204.041;0.0
0;2;79;268.364;0.0
0;2;80;271.678;0.0
0;2;81;216.048;0.0
0;2;82;205.66;0.0
0;2;83;170.432;0.0
0;2;84;130.539;0.0
0;2;85;108.11;0.0
0;2;86;533.893;0.0
0;2;87;200.252;0.0
0;2;88;103.58;0.0
0;2;89;0.0;0.0
0;2;90;0.0;0.0
0;2;91;0.0;0.0
0;2;92;533.893;0.0
0;2;93;174.819;0.0
0;2;94;0.0;0.0
0;2;95;381.174;0.0
0;2;96;0.0;0.0
0;2;97;23.598;0.0
0;2;98;279.677;0.0
0;2;99;533.893;0.0
0;2;100;373.684;0.0
0;2;101;0.0;0.0
0;2;102;348.92;0.0
0;2;103;356.593;0.0
0;2;104;331.792;0.0
0;2;105;320.318;0.0
0;2;106;297.957;0.0
0;2;107;275.187;0.0
0;2;108;272.577;0.0
0;2;109;468.651;0.0
0;2;110;0.0;0.0
0;2;111;226.404;0.0
0;2;112;227.311;0.0
0;2;113;239.232;0.0
0;2;114;261.744;0.0
0;2;115;275.474;0.0
0;2;116;285.399;0.0
0;2;117;295.396;0.0
0;2;118;268.696;0.0
0;2;119;533.893;0.0
0;2;120;56.008;0.0
0;2;121;533.893;0.0
0;2;122;114.737;0.0
0;2;123;336.59;0.0
0;2;124;345.494;0.0
0;2;125;350.646;0.0
0;2;126;389.807;0.0
0;2;127;379.043;0.0
0;2;128;352.665;0.0
0;2;129;342.066;0.0
0;2;130;325.835;0.0
0;2;131;300.859;0.0
0;2;132;278.09;0.0
0;2;133;231.398;0.0
0;2;134;533.893;0.0
0;2;135;391.006;0.0
0;2;136;0.0;0.0
0;2;137;131.154;0.0
0;2;138;0.0;0.0
0;2;139;533.893;0.0
0;2;140;266.862;0.0
0;2;141;0.0;0.0
0;2;142;533.893;0.0
0;2;143;0.0;0.0
0;2;144;300.8;0.0
0;2;145;310.184;0.0
0;2;146;321.922;0.0
0;2;147;328.063;0.0
0;2;148;335.473;0.0
0;2;149;338.651;0.0
0;2;150;384.19;0.0
0;2;151;381.092;0.0
0;2;152;347.083;0.0
0;2;153;336.122;0.0
0;2;154;319.006;0.0
0;2;155;301.751;0.0
0;2;156;286.309;0.0
0;2;157;239.13;0.0
0;2;158;216.628;0.0
0;2;159;199.379;0.0
0;2;160;189.094;0.0
0;2;161;183.973;0.0
0;2;162;217.573;0.0
0;2;163;223.295;0.0
0;2;164;225.087;0.0
0;2;165;230.132;0.0
0;2;166;367.891;0.0
0;2;167;533.893;0.0
0;3;0;533.893;0.0
0;3;1;533.893;0.0
0;3;2;533.893;0.0
0;3;3;533.893;0.0
0;3;4;533.893;0.0
0;3;5;533.893;0.0
0;3;6;533.893;5.267
0;3;7;533.893;124.734
0;3;8;533.893;80.934
0;3;9;533.893;76.05
0;3;10;533.893;59.526
0;3;11;533.893;35.527
0;3;12;533.893;32.51
0;3;13;533.893;0.0
0;3;14;533.893;0.0
0;3;15;533.893;0.0
0;3;16;533.893;0.0
0;3;17;533.893;0.0
0;3;18;533.893;0.0
0;3;19;533.893;0.0
0;3;20;533.893;0.0
0;3;21;533.893;0.0
0;3;22;533.893;0.0
0;3;23;533.893;0.0
0;3;24;533.893;0.0
0;3;25;533.893;0.0
0;3;26;533.893;0.0
0;3;27;533.893;0.0
0;3;28;533.893;0.0
0;3;29;533.893;0.0
0;3;30;533.893;0.0
0;3;31;533.893;94.541
0;3;32;533.893;91.209
0;3;33;533.893;91.576
0;3;34;533.893;61.475
0;3;35;533.893;39.026
0;3;36;533.893;34.15
0;3;37;533.893;3.675
0;3;38;533.893;0.0
0;3;39;533.893;0.02
0;3;40;533.893;3.94
0;3;41;533.893;5.01
0;3;42;533.893;39.388
0;3;43;533.893;36.518
0;3;44;533.893;35.71
0;3;45;533.893;42.623
0;3;46;533.893;12.366
0;3;47;533.893;2.828
0;3;48;487.73;0.0
0;3;49;472.796;0.0
0;3;50;465.003;0.0
0;3;51;453.791;0.0
0;3;52;450.372;0.0
0;3;53;446.204;0.0
0;3;54;441.778;0.0
0;3;55;511.281;0.0
0;3;56;518.943;0.0
0;3;57;455.937;0.0
0;3;58;454.089;0.0
0;3;59;438.507;0.0
0;3;60;433.314;0.0
0;3;61;408.243;0.0
0;3;62;389.933;0.0
0;3;63;399.634;0.0
0;3;64;393.453;0.0
0;3;65;533.893;0.0
0;3;66;533.893;0.0
0;3;67;533.893;0.0
0;3;68;450.496;0.0
0;3;69;0.0;0.0
0;3;70;335.519;0.0
0;3;71;420.376;0.0
0;3;72;433.242;0.0
0;3;73;437.838;0.0
0;3;74;445.876;0.0
0;3;75;455.599;0.0
0;3;76;456.846;0.0
0;3;77;459.759;0.0
0;3;78;533.893;0.0
0;3;79;485.085;0.0
0;3;80;533.893;0.0
0;3;81;483.29;0.0
0;3;82;482.526;0.0
0;3;83;478.395;0.0
0;3;84;467.76;0.0
0;3;85;533.893;0.0
0;3;86;497.625;0.0
0;3;87;533.893;0.0
0;3;88;533.893;0.0
0;3;89;533.893;0.0
0;3;90;533.893;0.0
0;3;91;533.893;0.0
0;3;92;495.024;0.0
0;3;93;533.893;0.0
0;3;94;533.893;0.0
0;3;95;533.893;0.0
0;3;96;533.893;0.0
0;3;97;533.893;0.0
0;3;98;533.893;0.0
0;3;99;533.893;0.0
0;3;100;533.893;0.0
0;3;101;533.893;69.261
0;3;102;533.893;134.015
0;3;103;533.893;122.833
0;3;104;533.893;84.702
0;3;105;533.893;59.658
0;3;106;533.893;73.901
0;3;107;533.893;74.84
0;3;108;533.893;86.987
0;3;109;533.893;62.246
0;3;110;533.893;49.606
0;3;111;533.893;47.811
0;3;112;533.893;42.801
0;3;113;533.893;30.723
0;3;114;533.893;61.854
0;3;115;533.893;56.843
0;3;116;533.893;60.168
0;3;117;533.893;51.024
0;3;118;533.893;13.015
0;3;119;533.893;18.236
0;3;120;533.893;36.122
0;3;121;533.893;37.5
0;3;122;533.893;47.769
0;3;123;533.893;60.393
0;3;124;533.893;77.673
0;3;125;533.893;92.968
0;3;126;533.893;130.743
0;3;127;533.893;134.929
0;3;128;533.893;104.035
0;3;129;533.893;97.735
0;3;130;533.893;83.883
0;3;131;533.893;71.45
0;3;132;533.893;73.186
0;3;133;533.893;31.278
0;3;134;533.893;24.864
0;3;135;533.893;23.628
0;3;136;533.893;21.64
0;3;137;533.893;23.378
0;3;138;533.893;56.282
0;3;139;533.893;68.416
0;3;140;533.893;70.34
0;3;141;533.893;77.013
0;3;142;533.893;63.556
0;3;143;533.893;73.417
0;3;144;533.893;84.959
0;3;145;533.893;93.431
0;3;146;533.893;96.735
0;3;147;533.893;108.714
