Support_Year;Cluster;Timestep;Power_Demand_kW
0;0;0;4.092
0;0;1;5.815
0;0;2;5.742
0;0;3;5.857
0;0;4;5.744
0;0;5;9.763
0;0;6;8.156
0;0;7;20.012
0;0;8;23.279
0;0;9;27.459
0;0;10;29.128
0;0;11;21.882
0;0;12;18.402
0;0;13;28.212
0;0;14;32.111
0;0;15;23.153
0;0;16;28.599
0;0;17;40.043
0;0;18;35.117
0;0;19;51.706
0;0;20;53.371
0;0;21;53.298
0;0;22;52.776
0;0;23;24.369
0;0;24;4.143
0;0;25;5.166
0;0;26;5.535
0;0;27;6.392
0;0;28;5.702
0;0;29;6.065
0;0;30;13.78
0;0;31;19.782
0;0;32;38.397
0;0;33;25.334
0;0;34;41.097
0;0;35;27.059
0;0;36;24.67
0;0;37;24.631
0;0;38;24.376
0;0;39;33.231
0;0;40;38.094
0;0;41;51.178
0;0;42;44.526
0;0;43;51.491
0;0;44;68.199
0;0;45;48.123
0;0;46;50.69
0;0;47;36.265
0;0;48;4.109
0;0;49;10.407
0;0;50;5.833
0;0;51;7.257
0;0;52;5.636
0;0;53;5.803
0;0;54;11.208
0;0;55;25.552
0;0;56;27.442
0;0;57;30.734
0;0;58;26.558
0;0;59;21.316
0;0;60;31.166
0;0;61;39.274
0;0;62;28.696
0;0;63;32.717
0;0;64;38.019
0;0;65;42.673
0;0;66;42.505
0;0;67;50.298
0;0;68;50.036
0;0;69;54.308
0;0;70;43.701
0;0;71;36.442
0;0;72;4.153
0;0;73;8.019
0;0;74;5.466
0;0;75;5.56
0;0;76;5.432
0;0;77;6.216
0;0;78;9.95
0;0;79;14.078
0;0;80;22.534
0;0;81;39.474
0;0;82;30.101
0;0;83;39.095
0;0;84;30.708
0;0;85;36.887
0;0;86;35.733
0;0;87;37.297
0;0;88;29.783
0;0;89;35.961
0;0;90;50.184
0;0;91;39.806
0;0;92;62.108
0;0;93;51.458
0;0;94;54.668
0;0;95;34.769
0;0;96;4.211
0;0;97;7.164
0;0;98;5.35
0;0;99;6.14
0;0;100;5.727
0;0;101;7.253
0;0;102;11.501
0;0;103;10.953
0;0;104;28.597
0;0;105;43.756
0;0;106;35.985
0;0;107;28.232
0;0;108;27.48
0;0;109;32.477
0;0;110;36.152
0;0;111;42.919
0;0;112;45.631
0;0;113;49.2
0;0;114;44.273
0;0;115;44.025
0;0;116;52.732
0;0;117;50.835
0;0;118;46.927
0;0;119;30.908
0;0;120;4.18
0;0;121;13.204
0;0;122;6.773
0;0;123;5.953
0;0;124;6.061
0;0;125;6.206
0;0;126;16.64
0;0;127;26.484
0;0;128;28.847
0;0;129;21.373
0;0;130;24.061
0;0;131;32.078
0;0;132;29.496
0;0;133;29.383
0;0;134;27.81
0;0;135;31.187
0;0;136;41.104
0;0;137;69.361
0;0;138;56.71
0;0;139;57.045
0;0;140;52.5
0;0;141;54.031
0;0;142;64.351
0;0;143;35.07
0;0;144;4.214
0;0;145;5.434
0;0;146;5.431
0;0;147;5.706
0;0;148;5.369
0;0;149;6.415
0;0;150;23.414
0;0;151;24.779
0;0;152;38.023
0;0;153;33.59
0;0;154;18.202
0;0;155;29.146
0;0;156;24.367
0;0;157;23.708
0;0;158;26.012
0;0;159;24.869
0;0;160;37.609
0;0;161;43.535
0;0;162;37.838
0;0;163;49.712
0;0;164;55.723
0;0;165;40.703
0;0;166;47.776
0;0;167;30.873
0;1;0;4.171
0;1;1;10.449
0;1;2;5.755
0;1;3;5.328
0;1;4;6.484
0;1;5;6.615
0;1;6;8.927
0;1;7;22.076
0;1;8;32.339
0;1;9;34.274
0;1;10;42.093
0;1;11;26.394
0;1;12;23.688
0;1;13;30.163
0;1;14;24.337
