Support_Year;Cluster;Timestep;Heat_Demand_kW;Heat_Demand_TES_kW
0;0;0;493.608;40.284
0;0;1;520.478;13.414
0;0;2;542.799;23.577
0;0;3;563.168;49.729
0;0;4;595.396;17.501
0;0;5;625.961;-13.064
0;0;6;656.397;-43.501
0;0;7;768.842;-155.945
0;0;8;779.432;-166.536
0;0;9;727.906;-115.01
0;0;10;733.456;-120.56
0;0;11;726.896;-114.0
0;0;12;697.295;-84.398
0;0;13;664.147;-51.251
0;0;14;643.452;-30.556
0;0;15;657.445;-44.549
0;0;16;641.21;-28.314
0;0;17;614.4;-1.504
0;0;18;623.638;-10.742
0;0;19;621.61;-8.714
0;0;20;644.888;-31.992
0;0;21;637.728;-24.832
0;0;22;641.966;-29.07
0;0;23;628.459;-15.563
0;0;24;582.113;0.0
0;0;25;580.352;0.0
0;0;26;586.307;0.0
0;0;27;584.66;0.0
0;0;28;585.597;0.0
0;0;29;582.174;12.335
0;0;30;617.993;-5.096
0;0;31;619.94;-7.044
0;0;32;581.226;0.0
0;0;33;582.901;0.0
0;0;34;575.417;0.0
0;0;35;557.092;0.0
0;0;36;554.554;0.0
0;0;37;515.035;18.858
0;0;38;502.96;30.933
0;0;39;489.876;44.017
0;0;40;486.217;47.675
0;0;41;488.386;45.507
0;0;42;532.317;1.575
0;0;43;534.062;-0.169
0;0;44;541.447;-7.555
0;0;45;526.812;7.08
0;0;46;513.329;20.563
0;0;47;512.415;21.478
0;0;48;536.001;-2.108
0;0;49;537.307;-3.414
0;0;50;541.516;-7.623
0;0;51;554.62;-20.727
0;0;52;553.916;-20.024
0;0;53;548.543;-14.65
0;0;54;539.238;-5.345
0;0;55;593.789;-59.896
0;0;56;601.2;-67.307
0;0;57;524.835;0.0
0;0;58;506.449;0.0
0;0;59;486.302;47.591
0;0;60;450.665;83.228
0;0;61;414.214;119.679
0;0;62;396.151;137.742
0;0;63;407.855;126.038
0;0;64;395.022;138.87
0;0;65;373.751;-115.705
0;0;66;380.207;-380.207
0;0;67;386.089;147.804
0;0;68;418.79;115.102
0;0;69;408.495;125.398
0;0;70;421.132;112.76
0;0;71;424.671;109.221
0;0;72;451.949;81.943
0;0;73;462.765;71.128
0;0;74;481.346;52.546
0;0;75;495.289;38.604
0;0;76;514.225;19.667
0;0;77;529.041;4.851
0;0;78;547.819;-538.137
0;0;79;648.885;-114.992
0;0;80;663.049;-129.156
0;0;81;588.587;-54.695
0;0;82;578.454;-44.562
0;0;83;567.661;-33.768
0;0;84;540.234;-6.342
0;0;85;517.189;0.0
0;0;86;484.091;0.0
0;0;87;507.671;0.0
0;0;88;484.938;0.0
0;0;89;449.822;0.0
0;0;90;453.891;0.0
0;0;91;460.893;0.0
0;0;92;479.029;0.0
0;0;93;489.119;0.0
0;0;94;492.108;0.0
0;0;95;468.846;0.0
0;0;96;511.135;0.0
0;0;97;511.934;0.0
0;0;98;513.018;0.0
0;0;99;510.581;0.0
0;0;100;507.188;16.241
0;0;101;506.901;26.992
0;0;102;552.91;-19.018
0;0;103;557.278;-23.385
0;0;104;512.885;0.0
0;0;105;508.64;25.252
0;0;106;498.769;35.124
0;0;107;478.345;55.547
0;0;108;475.865;58.028
0;0;109;448.025;85.868
