Support_Year;Cluster;Timestep;HP
10;0;52;333.849
10;0;53;340.816
10;0;54;340.452
10;0;55;421.376
10;0;56;429.891
10;0;57;342.651
10;0;58;323.358
10;0;59;290.589
10;0;60;263.958
10;0;61;247.366
10;0;62;242.609
10;0;63;247.384
10;0;64;219.6
10;0;65;167.001
10;0;66;159.568
10;0;67;610.355
10;0;68;0.0
10;0;69;0.0
10;0;70;205.489
10;0;71;206.617
10;0;72;463.951
10;0;73;0.0
10;0;74;247.346
10;0;75;250.906
10;0;76;250.513
10;0;77;254.675
10;0;78;256.021
10;0;79;340.551
10;0;80;338.293
10;0;81;255.164
10;0;82;242.155
10;0;83;229.373
10;0;84;213.231
10;0;85;200.948
10;0;86;429.423
10;0;87;610.355
10;0;88;610.355
10;0;89;610.355
10;0;90;0.0
10;0;91;401.672
10;0;92;0.0
10;0;93;610.355
10;0;94;0.0
10;0;95;590.519
10;0;96;402.406
10;0;97;417.062
10;0;98;0.0
10;0;99;0.0
10;0;100;0.0
10;0;101;337.967
10;0;102;492.921
10;0;103;500.927
10;0;104;451.352
10;0;105;440.037
10;0;106;415.301
10;0;107;387.819
10;0;108;399.944
10;0;109;370.947
10;0;110;360.187
10;0;111;355.012
10;0;112;330.26
10;0;113;482.713
10;0;114;610.355
10;0;115;610.355
10;0;116;610.355
10;0;117;610.355
10;0;118;610.355
10;0;119;239.725
10;0;120;0.0
10;0;121;0.0
10;0;122;0.0
10;0;123;440.599
10;0;124;443.788
10;0;125;454.525
10;0;126;507.882
10;0;127;501.521
10;0;128;454.827
10;0;129;455.495
10;0;130;434.806
10;0;131;400.05
10;0;132;399.572
10;0;133;359.867
10;0;134;610.355
10;0;135;610.355
10;0;136;610.355
10;0;137;0.0
10;0;138;494.611
10;0;139;610.355
10;0;140;610.355
10;0;141;610.355
10;0;142;610.355
10;0;143;0.0
10;0;144;0.0
10;0;145;0.0
10;0;146;338.633
10;0;147;464.824
10;0;148;475.224
10;0;149;483.642
10;0;150;526.073
10;0;151;525.044
10;0;152;471.32
10;0;153;469.85
10;0;154;458.163
10;0;155;435.881
10;0;156;423.094
10;0;157;375.425
10;0;158;348.334
10;0;159;328.611
10;0;160;610.355
10;0;161;547.49
10;0;162;610.355
10;0;163;610.355
10;0;164;610.355
10;0;165;0.0
10;0;166;0.0
10;0;167;0.0
10;1;0;0.0
10;1;1;0.0
10;1;2;0.0
10;1;3;0.0
10;1;4;0.0
10;1;5;0.0
10;1;6;0.0
10;1;7;0.0
10;1;8;0.0
10;1;9;0.0
10;1;10;0.0
10;1;11;0.0
10;1;12;0.0
10;1;13;0.0
10;1;14;0.0
10;1;15;0.0
10;1;16;12.512
10;1;17;10.607
10;1;18;113.739
10;1;19;0.0
10;1;20;0.0
10;1;21;0.0
10;1;22;0.0
10;1;23;0.0
10;1;24;4.094
10;1;25;5.228
10;1;26;5.46
10;1;27;5.5
10;1;28;4.962
10;1;29;35.749
10;1;30;0.0
10;1;31;38.09
10;1;32;12.183
10;1;33;12.741
10;1;34;16.627
10;1;35;12.927
10;1;36;22.611
10;1;37;11.299
10;1;38;12.013
10;1;39;25.941
10;1;40;0.0
10;1;41;324.65
10;1;42;0.0
10;1;43;0.0
10;1;44;0.0
10;1;45;0.0
10;1;46;0.0
10;1;47;0.0
10;1;48;0.0
10;1;49;0.0
10;1;50;0.0
10;1;51;0.0
10;1;52;0.0
10;1;53;0.0
10;1;54;0.0
10;1;55;0.0
10;1;56;0.0
10;1;57;0.0
10;1;58;13.974
10;1;59;12.234
10;1;60;11.199
10;1;61;12.653
10;1;62;15.153
10;1;63;332.684
10;1;64;0.0
10;1;65;0.0
10;1;66;0.0
10;1;67;0.0
10;1;68;0.0
10;1;69;0.0
10;1;70;0.0
10;1;71;0.0
10;1;72;0.0
10;1;73;0.0
10;1;74;0.0
10;1;75;0.0
10;1;76;0.0
10;1;77;0.0
10;1;78;0.0
10;1;79;0.0
10;1;80;0.0
10;1;81;12.382
10;1;82;13.797
10;1;83;14.5
10;1;84;12.448
10;1;85;12.389
10;1;86;13.33
10;1;87;282.348
10;1;88;0.0
10;1;89;0.0
10;1;90;0.0
10;1;91;0.0
10;1;92;0.0
10;1;93;0.0
10;1;94;0.0
10;1;95;0.0
10;1;96;0.0
10;1;97;0.0
10;1;98;0.0
10;1;99;0.0
10;1;100;0.0
10;1;101;0.0
10;1;102;0.0
10;1;103;0.0
10;1;104;0.0
10;1;105;12.434
10;1;106;16.271
10;1;107;14.046
10;1;108;25.247
10;1;109;12.754
10;1;110;13.832
10;1;111;17.048
10;1;112;10.756
10;1;113;260.917
10;1;114;0.0
10;1;115;0.0
10;1;116;0.0
10;1;117;0.0
10;1;118;0.0
10;1;119;0.0
10;1;120;0.0
10;1;121;0.0
10;1;122;0.0
10;1;123;0.0
10;1;124;0.0
10;1;125;0.0
10;1;126;0.0
10;1;127;0.0
10;1;128;0.0
10;1;129;14.817
10;1;130;13.335
10;1;131;13.505
10;1;132;24.11
10;1;133;12.337
10;1;134;12.335
10;1;135;15.508
10;1;136;12.212
10;1;137;258.249
10;1;138;0.0
10;1;139;0.0
10;1;140;0.0
10;1;141;0.0
10;1;142;0.0
10;1;143;0.0
10;1;144;0.0
10;1;145;0.0
10;1;146;0.0
10;1;147;0.0
10;1;148;0.0
10;1;149;0.0
10;1;150;0.0
10;1;151;0.0
10;1;152;0.0
10;1;153;11.806
10;1;154;16.438
10;1;155;14.906
10;1;156;22.741
10;1;157;11.287
10;1;158;12.126
10;1;159;429.239
10;1;160;0.0
10;1;161;0.0
10;1;162;0.0
10;1;163;0.0
10;1;164;0.0
10;1;165;0.0
10;1;166;0.0
10;1;167;0.0
10;2;0;0.0
10;2;1;37.227
10;2;2;610.355
10;2;3;0.0
10;2;4;163.801
10;2;5;610.355
10;2;6;0.0
10;2;7;0.0
10;2;8;0.0
10;2;9;218.586
10;2;10;204.784
10;2;11;169.867
10;2;12;136.556
10;2;13;103.41
10;2;14;90.15
10;2;15;610.355
10;2;16;610.355
10;2;17;478.995
10;2;18;0.0
10;2;19;325.555
10;2;20;187.249
10;2;21;0.0
10;2;22;227.333
10;2;23;0.0
10;2;24;0.0
10;2;25;0.0
10;2;26;0.0
10;2;27;0.0
10;2;28;596.541
10;2;29;0.0
10;2;30;344.706
10;2;31;347.428
10;2;32;324.178
10;2;33;314.825
10;2;34;281.416
10;2;35;243.34
10;2;36;209.811
10;2;37;147.67
10;2;38;113.796
10;2;39;462.813
10;2;40;610.355
10;2;41;610.355
10;2;42;24.042
10;2;43;0.0
10;2;44;0.0
10;2;45;0.0
10;2;46;0.0
10;2;47;0.0
10;2;48;0.0
10;2;49;0.0
10;2;50;0.0
10;2;51;0.0
10;2;52;153.155
10;2;53;158.484
10;2;54;152.408
10;2;55;205.941
10;2;56;207.916
10;2;57;141.878
10;2;58;131.671
10;2;59;116.418
10;2;60;99.431
10;2;61;87.038
10;2;62;70.274
10;2;63;85.926
10;2;64;298.113
10;2;65;610.355
10;2;66;0.0
10;2;67;0.0
10;2;68;0.0
10;2;69;0.0
10;2;70;0.0
10;2;71;0.0
10;2;72;0.0
10;2;73;0.0
10;2;74;133.556
10;2;75;138.427
10;2;76;143.628
10;2;77;149.518
10;2;78;153.742
10;2;79;227.031
10;2;80;229.214
10;2;81;164.233
10;2;82;156.472
10;2;83;120.524
10;2;84;90.768
10;2;85;75.412
10;2;86;610.355
10;2;87;610.355
10;2;88;0.0
10;2;89;0.0
10;2;90;0.0
10;2;91;0.0
10;2;92;610.355
10;2;93;0.0
10;2;94;0.0
10;2;95;0.0
10;2;96;0.0
10;2;97;0.0
10;2;98;1.179
10;2;99;610.355
10;2;100;180.74
10;2;101;0.0
10;2;102;313.589
10;2;103;314.937
10;2;104;277.643
10;2;105;263.789
10;2;106;245.861
10;2;107;219.124
10;2;108;221.042
10;2;109;374.782
10;2;110;0.0
10;2;111;187.812
10;2;112;185.135
10;2;113;189.561
10;2;114;219.613
10;2;115;228.058
10;2;116;233.065
10;2;117;238.168
10;2;118;214.479
10;2;119;610.355
10;2;120;0.0
10;2;121;391.909
10;2;122;0.0
10;2;123;274.336
10;2;124;279.036
10;2;125;284.046
10;2;126;321.99
10;2;127;311.632
10;2;128;274.467
10;2;129;271.928
10;2;130;260.725
10;2;131;230.3
10;2;132;217.689
10;2;133;182.315
10;2;134;610.355
10;2;135;610.355
10;2;136;0.0
10;2;137;0.0
10;2;138;0.0
10;2;139;610.355
10;2;140;0.0
10;2;141;0.0
10;2;142;125.423
10;2;143;0.0
10;2;144;242.825
10;2;145;249.31
10;2;146;259.189
10;2;147;263.284
10;2;148;269.454
10;2;149;273.282
10;2;150;315.187
10;2;151;312.688
10;2;152;279.239
10;2;153;266.445
10;2;154;252.417
10;2;155;243.265
10;2;156;229.915
10;2;157;184.301
10;2;158;165.864
10;2;159;156.496
10;2;160;145.817
10;2;161;146.713
10;2;162;180.955
10;2;163;189.822
10;2;164;186.641
10;2;165;194.826
10;2;166;159.088
10;2;167;394.672
10;3;0;237.352
10;3;1;471.219
10;3;2;474.773
10;3;3;479.779
10;3;4;610.355
10;3;5;372.257
10;3;6;542.106
10;3;7;534.507
10;3;8;496.465
10;3;9;494.476
10;3;10;477.452
10;3;11;459.994
10;3;12;454.92
10;3;13;417.625
10;3;14;610.355
10;3;15;610.355
10;3;16;610.355
10;3;17;610.355
10;3;18;610.355
10;3;19;0.0
10;3;20;0.0
10;3;21;81.587
10;3;22;541.616
10;3;23;610.355
10;3;24;610.355
10;3;25;0.0
10;3;26;474.618
10;3;27;483.938
10;3;28;490.71
10;3;29;498.799
10;3;30;541.325
10;3;31;538.592
10;3;32;506.552
10;3;33;498.519
10;3;34;485.706
10;3;35;461.359
10;3;36;459.003
10;3;37;435.306
10;3;38;432.479
10;3;39;438.881
10;3;40;431.93
10;3;41;439.156
10;3;42;472.717
10;3;43;474.686
10;3;44;471.953
10;3;45;472.694
10;3;46;438.149
10;3;47;438.801
10;3;48;362.296
10;3;49;351.101
10;3;50;343.226
10;3;51;337.636
10;3;52;336.048
10;3;53;336.84
10;3;54;335.572
10;3;55;413.601
10;3;56;413.228
10;3;57;353.182
10;3;58;356.641
10;3;59;348.351
10;3;60;332.451
10;3;61;312.72
10;3;62;301.567
10;3;63;325.202
10;3;64;312.501
10;3;65;610.355
10;3;66;610.355
10;3;67;610.355
10;3;68;70.811
10;3;69;0.0
10;3;70;0.0
10;3;71;329.728
10;3;72;342.565
10;3;73;345.51
10;3;74;351.71
10;3;75;360.231
10;3;76;360.249
10;3;77;364.522
10;3;78;610.355
10;3;79;197.537
10;3;80;457.472
10;3;81;385.449
10;3;82;384.726
10;3;83;384.218
10;3;84;368.195
10;3;85;610.355
10;3;86;103.36
10;3;87;610.355
10;3;88;610.355
10;3;89;610.355
10;3;90;610.355
10;3;91;0.0
10;3;92;0.0
10;3;93;256.045
10;3;94;430.68
10;3;95;421.262
10;3;96;521.907
10;3;97;527.677
10;3;98;532.652
10;3;99;540.356
10;3;100;539.392
10;3;101;532.729
10;3;102;567.413
10;3;103;564.282
10;3;104;510.384
10;3;105;610.355
10;3;106;396.637
10;3;107;503.902
10;3;108;517.248
10;3;109;486.691
10;3;110;482.738
10;3;111;476.867
10;3;112;462.395
10;3;113;460.913
10;3;114;494.3
10;3;115;483.573
10;3;116;487.664
10;3;117;486.078
10;3;118;449.898
10;3;119;610.355
10;3;120;610.355
10;3;121;610.355
10;3;122;610.355
10;3;123;610.355
10;3;124;337.475
10;3;125;0.0
10;3;126;557.961
10;3;127;560.608
10;3;128;519.806
10;3;129;508.298
10;3;130;494.651
10;3;131;491.309
10;3;132;488.553
10;3;133;452.909
10;3;134;449.877
10;3;135;455.145
10;3;136;610.355
10;3;137;291.385
10;3;138;486.121
10;3;139;610.355
10;3;140;395.447
10;3;141;510.648
10;3;142;480.422
10;3;143;493.28
10;3;144;610.355
10;3;145;402.962
10;3;146;610.355
10;3;147;424.298
10;3;148;524.55
10;3;149;528.781
10;3;150;568.876
10;3;151;559.938
10;3;152;511.107
10;3;153;490.362
10;3;154;467.278
10;3;155;440.224
10;3;156;443.555
10;3;157;610.355
10;3;158;202.771
10;3;159;400.859
10;3;160;391.588
10;3;161;385.921
10;3;162;409.268
10;3;163;417.095
10;3;164;405.612
10;3;165;405.938
10;3;166;610.355
10;3;167;367.675
15;0;0;595.7
15;0;1;610.355
15;0;2;0.0
15;0;3;0.0
15;0;4;380.684
15;0;5;383.98
15;0;6;423.854
15;0;7;422.435
15;0;8;358.547
15;0;9;328.589
15;0;10;294.357
15;0;11;264.634
15;0;12;265.958
15;0;13;490.098
15;0;14;610.355
15;0;15;610.355
15;0;16;610.355
15;0;17;0.0
15;0;18;408.642
15;0;19;0.0
15;0;20;610.355
15;0;21;283.839
15;0;22;0.0
15;0;23;0.0
15;0;24;0.0
15;0;25;0.0
15;0;26;193.07
15;0;27;362.784
15;0;28;370.917
15;0;29;610.355
15;0;30;210.874
15;0;31;441.551
15;0;32;399.983
15;0;33;393.0
15;0;34;377.989
15;0;35;363.3
15;0;36;610.355
15;0;37;99.476
15;0;38;337.777
15;0;39;334.408
15;0;40;314.582
15;0;41;310.277
15;0;42;337.432
15;0;43;346.534
15;0;44;350.677
15;0;45;359.61
15;0;46;328.391
15;0;47;337.413
15;0;48;288.78
15;0;49;288.608
15;0;50;294.146
15;0;51;302.456
15;0;52;305.906
15;0;53;312.29
15;0;54;311.956
15;0;55;386.107
15;0;56;393.909
15;0;57;313.971
15;0;58;296.293
15;0;59;266.267
15;0;60;241.865
15;0;61;226.661
15;0;62;222.302
15;0;63;226.678
15;0;64;201.219
15;0;65;153.023
15;0;66;146.212
15;0;67;610.355
15;0;68;0.0
15;0;69;0.0
15;0;70;138.721
15;0;71;189.323
15;0;72;425.119
15;0;73;0.0
15;0;74;226.643
15;0;75;229.905
15;0;76;229.545
15;0;77;233.359
15;0;78;234.592
15;0;79;312.047
15;0;80;309.978
15;0;81;233.807
15;0;82;221.887
15;0;83;210.175
15;0;84;195.383
15;0;85;184.129
15;0;86;361.24
15;0;87;610.355
15;0;88;610.355
15;0;89;610.355
15;0;90;0.0
15;0;91;320.77
15;0;92;0.0
15;0;93;610.355
15;0;94;0.0
15;0;95;543.49
15;0;96;369.929
15;0;97;383.359
15;0;98;0.0
15;0;99;0.0
15;0;100;0.0
15;0;101;193.975
15;0;102;451.664
15;0;103;458.999
15;0;104;413.574
15;0;105;403.206
15;0;106;380.54
15;0;107;355.359
15;0;108;366.469
15;0;109;339.898
15;0;110;330.039
15;0;111;325.298
15;0;112;302.618
15;0;113;305.688
15;0;114;610.355
15;0;115;610.355
15;0;116;610.355
15;0;117;610.355
15;0;118;610.355
15;0;119;100.414
15;0;120;0.0
15;0;121;0.0
15;0;122;0.0
15;0;123;403.72
15;0;124;406.643
15;0;125;416.481
15;0;126;465.372
15;0;127;459.544
15;0;128;416.758
15;0;129;417.37
15;0;130;398.412
15;0;131;366.565
15;0;132;366.128
15;0;133;329.746
15;0;134;610.355
15;0;135;610.355
15;0;136;610.355
15;0;137;0.0
15;0;138;220.331
15;0;139;610.355
15;0;140;610.355
15;0;141;610.355
15;0;142;610.355
15;0;143;0.0
15;0;144;0.0
15;0;145;0.0
15;0;146;194.585
15;0;147;425.918
15;0;148;435.447
15;0;149;443.161
15;0;150;482.04
15;0;151;481.098
15;0;152;431.871
15;0;153;430.524
15;0;154;419.815
15;0;155;399.398
15;0;156;387.681
15;0;157;344.002
15;0;158;319.178
15;0;159;301.106
15;0;160;610.355
15;0;161;294.712
15;0;162;610.355
15;0;163;610.355
15;0;164;610.355
15;0;165;0.0
15;0;166;0.0
15;0;167;0.0
15;1;0;0.0
15;1;1;0.0
15;1;2;0.0
15;1;3;0.0
15;1;4;0.0
15;1;5;0.0
15;1;6;0.0
15;1;7;0.0
15;1;8;0.0
15;1;9;0.0
15;1;10;0.0
15;1;11;0.0
15;1;12;0.0
15;1;13;0.0
15;1;14;0.0
15;1;15;0.0
15;1;16;11.465
15;1;17;9.719
15;1;18;104.219
15;1;19;0.0
15;1;20;0.0
15;1;21;0.0
15;1;22;0.0
15;1;23;0.0
15;1;24;3.751
15;1;25;4.79
15;1;26;5.003
15;1;27;5.04
15;1;28;4.547
15;1;29;32.757
15;1;30;0.0
15;1;31;34.902
15;1;32;11.163
15;1;33;11.674
15;1;34;15.235
15;1;35;11.845
15;1;36;20.718
15;1;37;10.353
15;1;38;11.007
15;1;39;23.77
15;1;40;0.0
15;1;41;297.477
15;1;42;0.0
15;1;43;0.0
15;1;44;0.0
15;1;45;0.0
15;1;46;0.0
15;1;47;0.0
15;1;48;0.0
15;1;49;0.0
15;1;50;0.0
15;1;51;0.0
15;1;52;0.0
15;1;53;0.0
15;1;54;0.0
15;1;55;0.0
15;1;56;0.0
15;1;57;0.0
15;1;58;12.804
15;1;59;11.21
15;1;60;10.262
15;1;61;11.594
15;1;62;13.885
15;1;63;304.838
15;1;64;0.0
15;1;65;0.0
15;1;66;0.0
15;1;67;0.0
15;1;68;0.0
15;1;69;0.0
15;1;70;0.0
15;1;71;0.0
15;1;72;0.0
15;1;73;0.0
15;1;74;0.0
15;1;75;0.0
15;1;76;0.0
15;1;77;0.0
15;1;78;0.0
15;1;79;0.0
15;1;80;0.0
15;1;81;11.346
15;1;82;12.643
15;1;83;13.286
15;1;84;11.406
15;1;85;11.352
15;1;86;12.214
15;1;87;258.716
15;1;88;0.0
15;1;89;0.0
15;1;90;0.0
15;1;91;0.0
15;1;92;0.0
15;1;93;0.0
15;1;94;0.0
15;1;95;0.0
15;1;96;0.0
15;1;97;0.0
15;1;98;0.0
15;1;99;0.0
15;1;100;0.0
15;1;101;0.0
15;1;102;0.0
15;1;103;0.0
15;1;104;0.0
15;1;105;11.394
15;1;106;14.909
15;1;107;12.87
15;1;108;23.134
15;1;109;11.687
15;1;110;12.674
15;1;111;15.621
15;1;112;9.856
15;1;113;239.078
15;1;114;0.0
15;1;115;0.0
15;1;116;0.0
15;1;117;0.0
15;1;118;0.0
15;1;119;0.0
15;1;120;0.0
15;1;121;0.0
15;1;122;0.0
15;1;123;0.0
15;1;124;0.0
15;1;125;0.0
15;1;126;0.0
15;1;127;0.0
15;1;128;0.0
15;1;129;13.577
15;1;130;12.219
15;1;131;12.374
15;1;132;22.092
15;1;133;11.304
15;1;134;11.302
15;1;135;14.21
15;1;136;11.19
15;1;137;236.634
15;1;138;0.0
15;1;139;0.0
15;1;140;0.0
15;1;141;0.0
15;1;142;0.0
15;1;143;0.0
15;1;144;0.0
15;1;145;0.0
15;1;146;0.0
15;1;147;0.0
15;1;148;0.0
15;1;149;0.0
15;1;150;0.0
15;1;151;0.0
15;1;152;0.0
15;1;153;10.818
15;1;154;15.062
15;1;155;13.658
15;1;156;20.838
15;1;157;10.342
15;1;158;11.111
15;1;159;393.311
15;1;160;0.0
15;1;161;0.0
15;1;162;0.0
15;1;163;0.0
15;1;164;0.0
15;1;165;0.0
15;1;166;0.0
15;1;167;0.0
15;2;0;0.0
15;2;1;34.111
15;2;2;610.355
15;2;3;0.0
15;2;4;48.418
15;2;5;610.355
15;2;6;0.0
15;2;7;0.0
15;2;8;0.0
15;2;9;200.29
15;2;10;187.644
15;2;11;155.649
15;2;12;125.127
15;2;13;94.755
15;2;14;82.604
15;2;15;610.355
15;2;16;610.355
15;2;17;458.707
15;2;18;0.0
15;2;19;300.703
15;2;20;172.781
15;2;21;0.0
15;2;22;90.252
15;2;23;0.0
15;2;24;0.0
15;2;25;0.0
15;2;26;0.0
15;2;27;0.0
15;2;28;546.611
15;2;29;0.0
15;2;30;315.854
15;2;31;318.349
15;2;32;297.044
15;2;33;288.474
15;2;34;257.862
15;2;35;222.973
15;2;36;192.25
15;2;37;135.31
15;2;38;104.271
15;2;39;443.245
15;2;40;610.355
15;2;41;610.355
15;2;42;0.0
15;2;43;0.0
15;2;44;0.0
15;2;45;0.0
15;2;46;0.0
15;2;47;0.0
15;2;48;0.0
15;2;49;0.0
15;2;50;0.0
15;2;51;0.0
15;2;52;52.416
15;2;53;145.219
15;2;54;139.652
15;2;55;188.703
15;2;56;190.514
15;2;57;130.002
15;2;58;120.65
15;2;59;106.674
15;2;60;91.108
15;2;61;79.753
15;2;62;64.392
15;2;63;78.734
15;2;64;221.559
15;2;65;610.355
15;2;66;0.0
15;2;67;0.0
15;2;68;0.0
15;2;69;0.0
15;2;70;0.0
15;2;71;0.0
15;2;72;0.0
15;2;73;0.0
15;2;74;122.377
15;2;75;126.841
15;2;76;131.606
15;2;77;137.003
15;2;78;140.874
15;2;79;208.028
15;2;80;210.029
15;2;81;150.487
15;2;82;143.375
15;2;83;110.436
15;2;84;83.171
15;2;85;69.1
15;2;86;610.355
15;2;87;456.179
15;2;88;0.0
15;2;89;0.0
15;2;90;0.0
15;2;91;0.0
15;2;92;610.355
15;2;93;0.0
15;2;94;0.0
15;2;95;0.0
15;2;96;0.0
15;2;97;0.0
15;2;98;0.0
15;2;99;610.355
15;2;100;115.037
15;2;101;0.0
15;2;102;287.341
15;2;103;288.577
15;2;104;254.405
15;2;105;241.71
15;2;106;225.282
15;2;107;200.783
15;2;108;202.541
15;2;109;343.412
15;2;110;0.0
15;2;111;172.092
15;2;112;169.639
15;2;113;173.695
15;2;114;201.231
15;2;115;208.969
15;2;116;213.558
15;2;117;218.233
15;2;118;196.527
15;2;119;610.355
15;2;120;0.0
15;2;121;309.036
15;2;122;0.0
15;2;123;251.374
15;2;124;255.681
15;2;125;260.271
15;2;126;295.039
15;2;127;285.548
15;2;128;251.494
15;2;129;249.167
15;2;130;238.903
15;2;131;211.024
15;2;132;199.468
15;2;133;167.055
15;2;134;610.355
15;2;135;578.812
15;2;136;0.0
15;2;137;0.0
15;2;138;0.0
15;2;139;610.355
15;2;140;0.0
15;2;141;0.0
15;2;142;0.0
15;2;143;0.0
15;2;144;222.501
15;2;145;228.443
15;2;146;237.495
15;2;147;241.247
15;2;148;246.901
15;2;149;250.408
15;2;150;288.806
15;2;151;286.516
15;2;152;255.866
15;2;153;244.143
15;2;154;231.29
15;2;155;222.904
15;2;156;210.671
15;2;157;168.875
15;2;158;151.981
15;2;159;143.397
15;2;160;133.612
15;2;161;134.433
15;2;162;165.809
15;2;163;173.934
15;2;164;171.02
15;2;165;178.519
15;2;166;145.772
15;2;167;361.638
15;3;0;217.486
15;3;1;431.778
15;3;2;435.034
15;3;3;439.622
15;3;4;610.355
15;3;5;290.524
15;3;6;496.732
15;3;7;489.769
15;3;8;454.911
15;3;9;453.088
15;3;10;437.489
15;3;11;421.492
15;3;12;416.843
15;3;13;382.67
15;3;14;610.355
15;3;15;610.355
15;3;16;610.355
15;3;17;610.355
15;3;18;610.355
15;3;19;0.0
15;3;20;0.0
15;3;21;0.0
15;3;22;226.057
15;3;23;610.355
15;3;24;610.355
15;3;25;0.0
15;3;26;434.892
15;3;27;443.432
15;3;28;449.638
15;3;29;457.05
15;3;30;496.016
15;3;31;493.512
15;3;32;464.154
15;3;33;456.793
15;3;34;445.052
15;3;35;422.744
15;3;36;420.584
15;3;37;398.871
15;3;38;396.281
15;3;39;402.147
15;3;40;395.777
15;3;41;402.399
15;3;42;433.15
15;3;43;434.955
15;3;44;432.45
15;3;45;433.129
15;3;46;401.476
15;3;47;402.074
15;3;48;331.972
15;3;49;321.714
15;3;50;314.498
15;3;51;309.376
15;3;52;307.921
15;3;53;308.647
15;3;54;307.484
15;3;55;378.983
15;3;56;378.641
15;3;57;323.621
15;3;58;326.79
15;3;59;319.194
15;3;60;304.625
15;3;61;286.545
15;3;62;276.326
15;3;63;297.983
15;3;64;286.344
15;3;65;610.355
15;3;66;610.355
15;3;67;524.161
15;3;68;0.0
15;3;69;0.0
15;3;70;0.0
15;3;71;302.13
15;3;72;313.893
15;3;73;316.59
15;3;74;322.272
15;3;75;330.08
15;3;76;330.096
15;3;77;334.011
15;3;78;610.355
15;3;79;130.427
15;3;80;419.182
15;3;81;353.187
15;3;82;352.524
15;3;83;352.059
15;3;84;337.377
15;3;85;610.355
15;3;86;44.133
15;3;87;610.355
15;3;88;610.355
15;3;89;610.355
15;3;90;610.355
15;3;91;0.0
15;3;92;0.0
15;3;93;39.291
15;3;94;394.632
15;3;95;386.003
15;3;96;478.224
15;3;97;483.51
15;3;98;488.069
15;3;99;495.128
15;3;100;494.244
15;3;101;488.14
15;3;102;519.92
15;3;103;517.051
15;3;104;467.664
15;3;105;610.355
15;3;106;312.863
15;3;107;461.726
15;3;108;473.954
15;3;109;445.955
15;3;110;442.333
15;3;111;436.953
15;3;112;423.692
15;3;113;422.335
15;3;114;452.927
15;3;115;443.098
15;3;116;446.847
15;3;117;445.393
15;3;118;412.241
15;3;119;610.355
15;3;120;610.355
15;3;121;610.355
15;3;122;610.355
15;3;123;610.355
15;3;124;61.357
15;3;125;0.0
15;3;126;511.26
15;3;127;513.685
15;3;128;476.298
15;3;129;465.754
15;3;130;453.248
15;3;131;450.187
15;3;132;447.661
15;3;133;415.0
15;3;134;412.222
15;3;135;417.049
15;3;136;610.355
15;3;137;216.421
15;3;138;445.432
15;3;139;610.355
15;3;140;311.772
15;3;141;467.907
15;3;142;440.21
15;3;143;451.992
15;3;144;610.355
15;3;145;318.658
15;3;146;610.355
15;3;147;338.208
15;3;148;480.645
15;3;149;484.522
15;3;150;521.261
15;3;151;513.071
15;3;152;468.328
15;3;153;449.319
15;3;154;428.167
15;3;155;403.377
15;3;156;406.43
15;3;157;610.355
15;3;158;135.223
15;3;159;367.307
15;3;160;358.812
15;3;161;353.62
15;3;162;375.013
15;3;163;382.184
15;3;164;371.662
15;3;165;371.961
15;3;166;610.355
15;3;167;286.325
20;0;0;484.205
20;0;1;610.355
20;0;2;0.0
20;0;3;0.0
20;0;4;345.67
20;0;5;348.663
20;0;6;384.87
20;0;7;383.581
20;0;8;325.569
20;0;9;298.367
20;0;10;267.283
20;0;11;240.294
20;0;12;241.496
20;0;13;409.593
20;0;14;610.355
20;0;15;610.355
20;0;16;610.355
20;0;17;0.0
20;0;18;319.1
20;0;19;0.0
20;0;20;610.355
20;0;21;259.056
20;0;22;0.0
20;0;23;0.0
20;0;24;0.0
20;0;25;0.0
20;0;26;49.439
20;0;27;329.417
20;0;28;336.802
20;0;29;610.355
20;0;30;135.902
20;0;31;400.939
20;0;32;363.194
20;0;33;356.853
20;0;34;343.223
20;0;35;329.885
20;0;36;610.355
20;0;37;34.75
20;0;38;306.71
20;0;39;303.651
20;0;40;285.648
20;0;41;281.739
20;0;42;306.397
20;0;43;314.661
20;0;44;318.423
20;0;45;326.534
20;0;46;298.187
20;0;47;306.379
20;0;48;262.219
20;0;49;262.063
20;0;50;267.092
20;0;51;274.637
20;0;52;277.77
20;0;53;283.566
20;0;54;283.263
20;0;55;350.594
20;0;56;357.679
20;0;57;285.093
20;0;58;269.041
20;0;59;241.777
20;0;60;219.619
20;0;61;205.814
20;0;62;201.856
20;0;63;205.829
20;0;64;182.712
20;0;65;138.949
20;0;66;132.764
20;0;67;610.355
20;0;68;0.0
20;0;69;0.0
20;0;70;71.491
20;0;71;171.91
20;0;72;386.018
20;0;73;0.0
20;0;74;205.797
20;0;75;208.759
20;0;76;208.432
20;0;77;211.895
20;0;78;213.016
20;0;79;283.346
20;0;80;281.467
20;0;81;212.302
20;0;82;201.478
20;0;83;190.844
20;0;84;177.413
20;0;85;167.194
20;0;86;292.587
20;0;87;610.355
20;0;88;610.355
20;0;89;610.355
20;0;90;0.0
20;0;91;239.311
20;0;92;0.0
20;0;93;610.355
20;0;94;0.0
20;0;95;496.135
20;0;96;337.228
20;0;97;349.422
20;0;98;0.0
20;0;99;0.0
20;0;100;0.0
20;0;101;48.989
20;0;102;410.121
20;0;103;416.782
20;0;104;375.535
20;0;105;366.12
