elec,dhw,occ,gains
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
305.4450434386075,430.92417880446254,7.0,590.7968643347405
356.31949672758424,2545.627335481974,7.0,662.2595654188734
509.44334324983004,1710.7077886905292,5.0,621.7900656583332
1521.9766507604131,765.0945967681201,2.0,668.1650765197745
411.96112526575286,644.6252454513772,3.0,381.9792482011886
604.61076700964,1052.2503614338711,4.0,502.79511040897944
1854.8129424946085,746.9623035696234,4.0,901.6512866836732
256.13495268114264,0.0,2.0,233.0629412244667
2404.385181144152,94.2167218647781,3.0,1003.4471097775702
341.5190210780388,193.99680481726634,3.0,358.5625856824492
505.2301114158881,378.828336361228,6.0,636.2977871292853
2211.8731612917886,633.6208382302901,6.0,1222.5021620200139
3662.269558426134,241.10688711625843,7.0,1781.1249024414155
3814.433626337872,1974.1313312714337,5.0,1688.4787397630612
962.0639200536953,1028.4882934438708,5.0,847.1800638859079
2175.3635954365714,955.1943868059707,7.0,1364.9462075758454
1107.932295478728,1293.4238060582913,7.0,1054.8119678926787
1077.4878846219362,539.7085902162245,7.0,1020.1652368569721
185.46283579392596,160.5594394534021,7.0,551.2027358119956
229.4524313071126,0.0,7.0,565.7193023313472
344.4550134260905,0.0,7.0,603.6701544306098
292.57665154968356,0.0,7.0,586.5502950113955
185.46283579392596,0.0,7.0,551.2027358119956
185.46283579392596,0.0,7.0,551.2027358119956
292.57665154968356,292.2417236880254,7.0,586.5502950113955
343.4233623281838,2974.3091560900803,7.0,653.8770780592632
1862.398525805296,1274.7374217926208,3.0,862.7907583920421
467.65848902192005,283.8302899341356,2.0,346.7987957152583
479.57083097913346,232.62830164825428,1.0,284.5418179874469
317.6642848438278,0.0,0.0,109.70309144714744
185.46283579392596,129.7643270304931,1.0,131.20273581199555
245.46194413153063,0.0,1.0,156.12548566721887
229.4524313071126,0.0,0.0,75.71930233134715
378.3865484781435,0.0,1.0,194.86756099778736
238.47871519647765,376.45640315605414,3.0,288.69797601483765
