elec,dhw,occ,gains
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,2.932929940040417,53.635603638628346
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,3.910573253387223,71.5141381848378
0.0,0.0,1.9552866266936115,35.7570690924189
0.0,0.0,0.9776433133468058,17.87853454620945
0.0,0.0,0.0,1.176627380300829
0.0,0.0,0.0,1.176627380300829
