DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY,Unnamed: 11,Unnamed: 12
0,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,7,0.5,0.5,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,8,0.5,0.7,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,9,0.5,0.7,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,10,0.1,0.5,0.15,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,11,0.1,0.5,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,12,0.1,0.6,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,13,0.1,0.6,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,14,0.2,0.6,0.05,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,15,0.2,0.6,0.05,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,16,0.2,0.5,0.2,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,17,0.5,0.5,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,18,0.5,0.7,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,19,0.5,0.7,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,20,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,21,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,22,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
0,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
0,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,7,0.5,0.5,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,8,0.5,0.7,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,9,0.5,0.7,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,10,0.1,0.5,0.15,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,11,0.1,0.5,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,12,0.1,0.6,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,13,0.1,0.6,0.05,0.1,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,14,0.2,0.6,0.05,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,15,0.2,0.6,0.05,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,16,0.2,0.5,0.2,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,17,0.5,0.5,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,18,0.5,0.7,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,19,0.5,0.7,0.2,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,20,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,21,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,22,0.8,0.8,0.2,0.8,SETPOINT,SETPOINT,0.0,0.0,0.0,,
1,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
1,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,7,0.5,0.5,0.15,0.5,SETPOINT,SETPOINT,0.0,0.0,0.0,,
