temperature;heat_amount_kW
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
20;1000
