Koordinatensystem : Lambert konform konisch
Rechtswert        : 3860500 Meter
Hochwert          : 2657500 Meter
Hoehenlage        : 490 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3860500 2657500  1  1  1  -0.9  934 340  3.2 8  3.9 100    0    0 286 -309  0
3860500 2657500  1  1  2  -1.1  934 300  2.7 8  3.8 100    0    0 286 -309  0
3860500 2657500  1  1  3  -1.2  934 320  3.1 8  3.8 100    0    0 286 -308  0
3860500 2657500  1  1  4  -1.3  934 330  3.5 8  3.8 100    0    0 286 -306  0
3860500 2657500  1  1  5  -1.3  934 340  2.9 7  3.7 100    0    0 278 -303  0
3860500 2657500  1  1  6  -1.0  934 330  2.6 5  3.8 100    0    0 257 -301  0
3860500 2657500  1  1  7  -1.6  934  70  3.5 8  3.7 100    0    0 264 -299  0
3860500 2657500  1  1  8  -2.0  935  60  2.8 6  3.6 100    0    0 271 -298  0
3860500 2657500  1  1  9  -2.5  935  40  3.8 8  3.5 100    0    4 269 -297  0
3860500 2657500  1  1 10  -2.7  936  70  2.9 8  3.4 100    8   51 283 -297  0
3860500 2657500  1  1 11  -2.9  936  40  4.0 5  3.3 100   13   93 260 -298  0
3860500 2657500  1  1 12  -3.0  937  20  3.8 6  3.3 100    1   82 244 -300  0
3860500 2657500  1  1 13  -2.8  937  10  3.2 5  3.3  99    7  115 245 -302  0
3860500 2657500  1  1 14  -2.7  938  20  3.6 4  3.3  99   14  120 231 -303  0
3860500 2657500  1  1 15  -2.8  938  20  2.7 7  3.3 100    0   60 247 -304  0
3860500 2657500  1  1 16  -3.0  939 350  3.2 8  3.3 100    0   23 278 -303  0
3860500 2657500  1  1 17  -3.2  939 360  3.1 7  3.3 100    0    0 278 -301  0
3860500 2657500  1  1 18  -3.4  940 350  2.9 8  3.2 100    0    0 277 -298  0
3860500 2657500  1  1 19  -3.6  940 340  3.6 7  3.2 100    0    0 276 -297  0
3860500 2657500  1  1 20  -3.7  941 360  3.5 7  3.1 100    0    0 267 -296  0
3860500 2657500  1  1 21  -3.8  942 350  4.0 8  3.1  99    0    0 271 -295  0
3860500 2657500  1  1 22  -3.8  943 340  3.1 8  3.1  99    0    0 276 -295  0
3860500 2657500  1  1 23  -3.9  945 330  3.1 7  3.0  99    0    0 266 -295  0
3860500 2657500  1  1 24  -4.1  946 330  3.8 7  3.0  99    0    0 258 -294  0
3860500 2657500  1  2  1  -4.5  946 330  4.4 8  2.9  98    0    0 263 -293  0
3860500 2657500  1  2  2  -4.6  948 320  3.5 8  2.8  98    0    0 268 -292  0
3860500 2657500  1  2  3  -4.7  948 320  3.8 7  2.8  98    0    0 260 -291  0
3860500 2657500  1  2  4  -5.0  949 310  4.4 7  2.8  98    0    0 253 -289  0
3860500 2657500  1  2  5  -5.2  949 310  5.1 8  2.7  98    0    0 258 -288  0
3860500 2657500  1  2  6  -5.4  950 290  4.3 7  2.7  97    0    0 256 -288  0
3860500 2657500  1  2  7  -6.0  951 310  4.0 8  2.6  98    0    0 255 -288  0
3860500 2657500  1  2  8  -6.3  952 300  4.3 8  2.5  98    0    0 260 -288  0
3860500 2657500  1  2  9  -6.2  953 320  3.8 8  2.4  96    0    4 258 -289  0
3860500 2657500  1  2 10  -5.9  954 310  3.7 8  2.5  97    8   50 258 -291  0
3860500 2657500  1  2 11  -5.7  955 300  3.2 7  2.6  98   49  109 252 -294  0
3860500 2657500  1  2 12  -5.2  956 280  3.7 6  2.6  96   80  145 242 -296  0
3860500 2657500  1  2 13  -4.5  956 260  2.8 5  2.6  94   85  156 232 -298  0
3860500 2657500  1  2 14  -3.4  956 220  2.8 5  2.7  91   79  144 230 -299  0
3860500 2657500  1  2 15  -2.9  957 220  2.6 3  2.8  89   51  109 223 -299  0
3860500 2657500  1  2 16  -3.6  957 210  3.5 7  2.9  91    9   45 234 -298  0
3860500 2657500  1  2 17  -3.4  958 200  3.4 8  2.9  94    0    0 255 -296  0
3860500 2657500  1  2 18  -3.4  958 200  3.7 8  3.0  96    0    0 257 -295  0
3860500 2657500  1  2 19  -3.3  958 220  3.5 8  3.0  97    0    0 256 -294  0
3860500 2657500  1  2 20  -3.2  958 210  3.4 8  3.1  98    0    0 255 -294  0
3860500 2657500  1  2 21  -3.2  958 210  3.8 8  3.1  98    0    0 254 -293  0
3860500 2657500  1  2 22  -3.2  959 220  3.7 8  3.1  99    0    0 253 -293  0
3860500 2657500  1  2 23  -3.2  959 220  3.3 8  3.1  99    0    0 252 -292  0
3860500 2657500  1  2 24  -3.3  959 220  4.0 7  3.1  99    0    0 246 -290  0
3860500 2657500  1  3  1  -3.3  959 220  3.7 7  3.1  98    0    0 239 -290  0
3860500 2657500  1  3  2  -3.3  958 220  3.9 8  3.1  98    0    0 241 -291  0
3860500 2657500  1  3  3  -3.2  958 220  3.8 6  3.1  99    0    0 236 -291  0
3860500 2657500  1  3  4  -3.1  958 210  4.2 7  3.1  99    0    0 232 -291  0
3860500 2657500  1  3  5  -3.1  957 200  4.3 7  3.1  98    0    0 235 -291  0
3860500 2657500  1  3  6  -2.8  957 220  4.1 7  3.2  98    0    0 237 -292  0
3860500 2657500  1  3  7  -2.5  957 200  4.6 8  3.3  98    0    0 244 -293  0
3860500 2657500  1  3  8  -2.4  956 210  3.7 8  3.3  98    0    0 249 -294  0
3860500 2657500  1  3  9  -2.2  957 230  3.4 8  3.4  99    0    2 250 -295  0
3860500 2657500  1  3 10  -2.1  957 280  4.4 6  3.4  99   48   19 245 -295  0
3860500 2657500  1  3 11  -2.2  957 300  3.9 6  3.4  98    8   62 237 -296  0
3860500 2657500  1  3 12  -2.4  957 300  3.8 7  3.3  98    6   81 241 -297  0
3860500 2657500  1  3 13  -3.1  957 310  3.6 6  3.2  98    0   48 241 -299  0
3860500 2657500  1  3 14  -4.5  958 310  4.6 8  3.0  98    0   43 242 -300  0
3860500 2657500  1  3 15  -5.2  958 310  3.4 5  2.8  98    0   52 236 -300  0
3860500 2657500  1  3 16  -5.9  959 310  4.0 8  2.6  98    0   20 235 -299  0
3860500 2657500  1  3 17  -7.0  958 330  3.5 8  2.4  98    0    0 245 -298  0
3860500 2657500  1  3 18  -7.2  959 340  3.1 8  2.3  97    0    0 243 -298  0
3860500 2657500  1  3 19  -7.9  959 340  3.9 7  2.2  95    0    0 236 -297  0
3860500 2657500  1  3 20  -7.7  959 330  4.1 7  2.1  94    0    0 229 -297  0
3860500 2657500  1  3 21  -7.6  960 350  3.5 7  2.1  95    0    0 230 -297  0
3860500 2657500  1  3 22  -7.6  960 360  2.1 7  2.1  95    0    0 231 -297  0
3860500 2657500  1  3 23  -7.7  960  20  2.3 7  2.1  95    0    0 231 -296  0
3860500 2657500  1  3 24  -7.6  960  30  2.3 7  2.1  94    0    0 231 -296  0
3860500 2657500  1  4  1  -7.8  960 340  2.1 8  2.1  94    0    0 235 -295  0
3860500 2657500  1  4  2  -7.7  960 340  2.1 8  2.1  94    0    0 240 -294  0
3860500 2657500  1  4  3  -7.5  959 340  2.3 8  2.1  95    0    0 239 -293  0
3860500 2657500  1  4  4  -7.5  959 340  2.6 8  2.2  96    0    0 238 -291  0
3860500 2657500  1  4  5  -7.5  959 340  2.7 8  2.2  96    0    0 237 -288  0
3860500 2657500  1  4  6  -7.6  958 350  2.5 8  2.2  96    0    0 237 -281  0
3860500 2657500  1  4  7  -7.7  958  10  2.5 8  2.2  97    0    0 236 -272  0
3860500 2657500  1  4  8  -7.7  958 340  2.0 8  2.2  97    0    0 235 -266  0
3860500 2657500  1  4  9  -7.8  958 350  1.7 8  2.1  94    0    4 234 -265  0
3860500 2657500  1  4 10  -7.9  958 330  1.7 7  2.0  91    5   39 228 -264  0
3860500 2657500  1  4 11  -7.9  958  30  1.6 8  2.0  90    1   59 228 -263  0
3860500 2657500  1  4 12  -7.5  957  10  1.6 8  2.0  88    5   89 234 -265  0
3860500 2657500  1  4 13  -7.1  957   0  1.7 6  2.0  87   19  114 228 -268  0
3860500 2657500  1  4 14  -7.1  956 330  2.2 5  2.0  87   51  105 218 -270  0
3860500 2657500  1  4 15  -6.9  955 360  1.7 6  2.1  87   44   77 220 -269  0
3860500 2657500  1  4 16  -7.2  955 320  1.6 7  2.1  89    7   35 229 -266  0
3860500 2657500  1  4 17  -7.6  955 330  1.7 7  2.1  91    0    0 232 -259  0
3860500 2657500  1  4 18  -8.2  954 320  1.5 7  2.1  93    0    0 232 -252  0
3860500 2657500  1  4 19  -8.7  954 320  1.4 5  2.0  94    0    0 223 -254  0
3860500 2657500  1  4 20  -9.1  954 330  1.1 4  1.9  94    0    0 211 -258  0
3860500 2657500  1  4 21 -10.0  954 160  1.0 1  1.8  94    0    0 192 -245  0
3860500 2657500  1  4 22 -10.3  954 170  0.9 1  1.7  94    0    0 177 -225  0
3860500 2657500  1  4 23 -10.2  954 160  1.3 0  1.8  95    0    0 173 -215  0
3860500 2657500  1  4 24 -10.6  953 140  0.7 0  1.7  95    0    0 168 -212  0
3860500 2657500  1  5  1 -10.8  953 140  1.5 2  1.7  96    0    0 176 -234  0
3860500 2657500  1  5  2 -10.5  952 130  2.0 2  1.7  98    0    0 184 -260  0
3860500 2657500  1  5  3 -10.1  952 140  1.6 2  1.8  96    0    0 185 -264  0
3860500 2657500  1  5  4 -10.3  951 170  1.6 4  1.8  95    0    0 192 -265  0
3860500 2657500  1  5  5 -10.1  951 130  2.0 7  1.8  96    0    0 214 -265  0
