Datum,t,WG,N,RF,B,D,A,E
06.04.2022T06:00,8.0,3.9,7,95,0,0,324,358
06.04.2022T06:00,7.9,4.4,8,96,0,0,332,356
06.04.2022T06:00,8.0,4.6,7,96,0,0,326,354
06.04.2022T06:00,8.0,5.6,7,99,0,0,320,352
06.04.2022T06:00,8.1,5.2,7,96,0,26,321,352
06.04.2022T06:00,8.2,6.7,8,93,1,78,327,354
06.04.2022T06:00,9.3,6.7,7,88,23,161,327,354
06.04.2022T06:00,9.2,9.0,5,85,22,213,313,357
06.04.2022T06:00,9.4,7.0,7,86,22,244,313,360
06.04.2022T06:00,10.5,9.8,5,79,106,292,315,361
06.04.2022T06:00,9.7,8.6,7,74,41,277,313,365
06.04.2022T06:00,11.2,8.5,7,71,45,269,320,373
06.04.2022T06:00,10.4,8.3,7,70,67,246,319,376
06.04.2022T06:00,10.5,7.6,7,72,23,188,317,373
06.04.2022T06:00,10.5,6.5,7,66,18,141,315,366
06.04.2022T06:00,9.8,7.3,7,65,1,69,312,361
06.04.2022T06:00,9.5,6.5,7,69,0,13,312,358
06.04.2022T06:00,8.7,6.8,7,72,0,0,311,356
06.04.2022T06:00,8.7,6.1,8,74,0,0,318,354
06.04.2022T06:00,9.2,8.5,8,71,0,0,326,352
06.04.2022T06:00,8.4,7.9,8,75,0,0,327,351
06.04.2022T06:00,7.5,5.8,8,88,0,0,326,349
07.04.2022T07:00,7.5,8.1,8,92,0,0,326,348
07.04.2022T07:00,6.9,7.8,8,93,0,0,326,347
07.04.2022T07:00,6.9,7.7,8,97,0,0,327,347
07.04.2022T07:00,6.8,7.3,8,98,0,0,327,346
07.04.2022T07:00,6.8,7.1,8,98,0,0,328,345
07.04.2022T07:00,6.9,6.7,8,97,0,0,328,345
07.04.2022T07:00,6.8,5.5,7,97,0,7,320,345
07.04.2022T07:00,4.9,5.3,8,98,0,24,315,345
07.04.2022T07:00,5.0,4.4,8,98,0,69,318,345
07.04.2022T07:00,5.4,4.7,7,98,0,91,312,347
07.04.2022T07:00,5.2,6.5,8,97,0,101,313,352
07.04.2022T07:00,6.7,7.3,8,95,0,184,319,361
07.04.2022T07:00,8.4,6.3,8,87,51,296,322,368
07.04.2022T07:00,9.8,6.9,6,78,211,291,314,370
07.04.2022T07:00,10.9,8.8,3,60,542,90,292,365
07.04.2022T07:00,10.9,8.1,5,48,144,214,285,361
07.04.2022T07:00,10.5,4.2,6,46,48,159,294,360
07.04.2022T07:00,9.4,6.0,5,47,49,94,289,353
07.04.2022T07:00,6.9,7.5,6,59,5,27,284,346
07.04.2022T07:00,6.1,5.0,6,74,0,0,285,342
07.04.2022T07:00,5.2,3.2,7,84,0,0,287,340
07.04.2022T07:00,5.0,4.1,8,90,0,0,297,341
07.04.2022T07:00,4.7,4.7,7,90,0,0,297,341
07.04.2022T07:00,4.7,3.8,7,90,0,0,293,338
08.04.2022T08:00,4.9,3.9,8,91,0,0,300,336
08.04.2022T08:00,4.7,4.0,8,91,0,0,307,336
08.04.2022T08:00,4.5,3.9,8,90,0,0,309,335
08.04.2022T08:00,4.1,3.6,7,92,0,0,302,333
08.04.2022T08:00,4.1,4.0,7,94,0,0,295,331
08.04.2022T08:00,4.0,4.9,7,95,0,0,295,329
08.04.2022T08:00,3.9,5.0,7,94,0,21,295,329
08.04.2022T08:00,4.5,3.9,7,90,10,101,294,333
08.04.2022T08:00,5.4,5.1,8,86,5,147,302,339
08.04.2022T08:00,6.3,4.7,7,84,23,231,306,347
08.04.2022T08:00,8.1,6.5,7,75,17,255,303,354
08.04.2022T08:00,9.5,7.0,6,65,34,297,304,361
08.04.2022T08:00,9.4,7.7,7,62,56,318,307,367
08.04.2022T08:00,7.8,8.5,7,66,83,318,307,373
08.04.2022T08:00,9.1,7.3,6,70,142,298,301,375
08.04.2022T08:00,9.8,7.1,7,70,49,224,302,373
08.04.2022T08:00,7.9,8.7,7,73,36,167,301,370
08.04.2022T08:00,8.0,7.5,6,76,7,88,292,363
08.04.2022T08:00,7.3,6.8,6,77,3,28,286,356
08.04.2022T08:00,5.9,5.8,6,79,0,0,283,348
08.04.2022T08:00,5.6,4.9,5,80,0,0,275,344
08.04.2022T08:00,5.2,5.9,7,85,0,0,280,343
08.04.2022T08:00,5.5,4.7,7,86,0,0,292,342
08.04.2022T08:00,5.2,4.1,8,88,0,0,298,341
09.04.2022T09:00,5.0,3.8,7,90,0,0,298,341
09.04.2022T09:00,4.6,4.7,8,90,0,0,298,340
09.04.2022T09:00,4.7,4.9,6,91,0,0,293,339
09.04.2022T09:00,4.7,4.2,5,91,0,0,278,338
09.04.2022T09:00,4.6,3.6,8,92,0,0,289,338
09.04.2022T09:00,3.9,4.2,5,92,0,0,288,338
09.04.2022T09:00,4.2,3.8,4,92,14,46,266,337
09.04.2022T09:00,5.2,3.8,4,89,74,130,264,338
09.04.2022T09:00,6.5,4.3,4,82,132,209,268,342
09.04.2022T09:00,7.9,4.8,4,76,195,276,273,345
09.04.2022T09:00,8.0,4.9,4,69,101,330,282,349
09.04.2022T09:00,10.3,4.8,5,62,95,353,297,355
09.04.2022T09:00,8.6,5.1,5,59,162,375,300,363
09.04.2022T09:00,11.9,3.6,4,55,318,339,295,370
09.04.2022T09:00,12.0,4.7,4,48,281,305,291,373
09.04.2022T09:00,11.4,4.6,3,46,291,231,282,373
09.04.2022T09:00,10.5,4.0,4,48,91,191,275,369
09.04.2022T09:00,8.4,2.8,5,59,28,108,277,363
09.04.2022T09:00,8.2,2.1,5,69,19,38,276,355
09.04.2022T09:00,6.2,2.0,5,70,0,0,271,348
09.04.2022T09:00,6.9,3.2,5,74,0,0,270,343
09.04.2022T09:00,5.1,2.3,3,78,0,0,262,342
09.04.2022T09:00,3.5,1.3,3,86,0,0,251,343
09.04.2022T09:00,2.1,2.0,5,92,0,0,257,342
10.04.2022T10:00,1.6,0.5,0,97,0,0,241,341
10.04.2022T10:00,0.9,1.7,0,99,0,0,216,341
10.04.2022T10:00,0.6,1.8,0,99,0,0,216,340
10.04.2022T10:00,0.2,1.5,0,100,0,0,215,339
10.04.2022T10:00,-0.4,1.7,6,100,0,0,243,338
10.04.2022T10:00,-0.3,2.7,6,100,0,0,274,335
10.04.2022T10:00,0.2,3.0,6,100,1,35,274,334
10.04.2022T10:00,1.7,2.4,6,100,14,108,276,337
10.04.2022T10:00,2.7,2.5,8,100,28,179,292,345
10.04.2022T10:00,3.5,3.0,6,100,30,232,296,354
10.04.2022T10:00,5.3,3.1,6,93,179,290,287,365
10.04.2022T10:00,9.2,4.0,4,74,385,258,285,377
10.04.2022T10:00,10.5,4.2,6,60,127,324,290,385
10.04.2022T10:00,9.8,5.0,8,56,3,214,306,389
10.04.2022T10:00,10.6,4.6,6,54,13,223,302,389
10.04.2022T10:00,10.8,6.4,5,52,134,219,287,388
10.04.2022T10:00,10.6,5.7,5,50,170,149,281,385
10.04.2022T10:00,10.8,4.1,4,47,137,76,276,377
10.04.2022T10:00,9.1,4.4,2,49,34,31,265,369
10.04.2022T10:00,8.3,4.3,2,55,0,0,255,359
10.04.2022T10:00,7.2,4.5,6,61,0,0,268,350
10.04.2022T10:00,6.1,4.1,2,69,0,0,265,345
10.04.2022T10:00,5.0,3.4,2,75,0,0,248,341
10.04.2022T10:00,3.6,3.6,5,82,0,0,256,337
11.04.2022T11:00,3.0,3.5,6,88,0,0,271,334
11.04.2022T11:00,2.5,3.0,6,92,0,0,273,332
11.04.2022T11:00,1.7,2.7,7,96,0,0,277,330
11.04.2022T11:00,1.4,2.6,7,99,0,0,281,328
11.04.2022T11:00,1.5,2.1,5,100,0,0,273,326
11.04.2022T11:00,2.1,1.9,7,99,0,0,275,325
11.04.2022T11:00,2.8,2.6,6,99,0,27,283,324
11.04.2022T11:00,3.6,2.1,7,98,5,81,288,328
11.04.2022T11:00,4.9,1.5,7,94,13,143,297,338
11.04.2022T11:00,6.2,2.1,6,89,114,175,296,352
11.04.2022T11:00,8.7,3.0,4,77,439,84,286,366
11.04.2022T11:00,8.8,3.9,7,69,37,243,294,379
11.04.2022T11:00,10.1,4.2,6,66,31,245,307,390
11.04.2022T11:00,10.4,4.2,6,61,5,214,305,397
11.04.2022T11:00,11.1,3.4,7,56,0,162,311,399
11.04.2022T11:00,11.1,2.8,7,52,0,81,316,398
11.04.2022T11:00,11.3,1.9,6,51,10,127,310,393
11.04.2022T11:00,11.1,2.0,7,51,29,75,310,387
11.04.2022T11:00,10.4,3.1,7,53,13,24,314,379
11.04.2022T11:00,9.3,5.0,7,52,0,0,309,370
11.04.2022T11:00,8.4,4.3,8,57,0,0,309,363
11.04.2022T11:00,7.8,3.8,8,67,0,0,310,355
11.04.2022T11:00,7.5,3.2,8,72,0,0,308,350
11.04.2022T11:00,6.9,2.3,8,77,0,0,304,346
12.04.2022T12:00,6.8,2.6,5,82,0,0,290,343
12.04.2022T12:00,6.6,2.8,6,86,0,0,283,341
12.04.2022T12:00,6.1,3.7,6,90,0,0,288,340
12.04.2022T12:00,5.6,3.2,8,94,0,0,298,339
12.04.2022T12:00,5.5,2.2,7,97,0,0,305,337
12.04.2022T12:00,5.2,2.7,6,98,0,0,299,335
12.04.2022T12:00,5.2,2.3,7,94,7,46,300,333
12.04.2022T12:00,5.4,3.4,3,87,56,130,286,334
12.04.2022T12:00,6.6,4.0,4,80,145,204,271,340
12.04.2022T12:00,8.0,3.3,4,74,263,251,280,350
12.04.2022T12:00,9.4,2.5,6,67,82,322,293,362
12.04.2022T12:00,10.6,2.6,7,58,10,266,312,376
12.04.2022T12:00,9.9,4.1,7,54,7,259,318,387
12.04.2022T12:00,10.3,3.0,6,54,14,270,313,393
12.04.2022T12:00,10.4,3.0,8,54,0,112,318,395
12.04.2022T12:00,10.7,2.8,8,54,0,138,328,394
12.04.2022T12:00,10.9,2.8,7,52,36,177,325,390
12.04.2022T12:00,10.7,2.5,6,51,43,113,315,383
12.04.2022T12:00,10.0,3.0,4,54,16,38,299,374
12.04.2022T12:00,8.0,2.9,4,61,0,1,286,365
12.04.2022T12:00,6.6,3.3,6,70,0,0,292,356
12.04.2022T12:00,5.6,2.9,5,75,0,0,294,349
12.04.2022T12:00,4.4,2.5,5,79,0,0,285,342
12.04.2022T12:00,3.5,2.2,1,82,0,0,261,337
13.04.2022T13:00,2.7,3.1,0,85,0,0,233,333
13.04.2022T13:00,2.9,3.6,0,86,0,0,228,330
13.04.2022T13:00,2.3,3.4,2,86,0,0,238,327
13.04.2022T13:00,1.9,3.4,3,88,0,0,252,325
13.04.2022T13:00,1.1,2.8,0,91,0,0,241,324
13.04.2022T13:00,0.7,2.7,0,94,0,0,223,322
13.04.2022T13:00,1.3,2.4,0,94,31,48,223,322
13.04.2022T13:00,3.5,3.4,0,88,146,100,226,326
13.04.2022T13:00,6.2,4.2,0,76,294,127,231,336
13.04.2022T13:00,8.7,5.0,0,62,420,151,238,350
13.04.2022T13:00,10.6,5.2,0,53,534,158,245,365
13.04.2022T13:00,12.3,6.1,1,44,564,188,255,379
13.04.2022T13:00,13.6,6.3,1,37,546,212,264,391
13.04.2022T13:00,14.7,6.4,1,31,605,158,267,399
13.04.2022T13:00,15.1,6.1,1,28,561,132,270,402
13.04.2022T13:00,14.8,6.2,1,29,443,124,271,402
13.04.2022T13:00,15.0,6.0,1,27,302,109,269,398
13.04.2022T13:00,14.3,4.8,1,28,149,86,268,391
13.04.2022T13:00,12.7,4.5,2,32,34,39,272,382
13.04.2022T13:00,11.1,4.1,2,36,0,2,272,372
13.04.2022T13:00,9.6,3.9,3,41,0,0,271,364
13.04.2022T13:00,8.7,4.8,2,47,0,0,268,357
13.04.2022T13:00,9.3,4.9,2,53,0,0,264,352
13.04.2022T13:00,8.5,3.9,0,59,0,0,256,347
14.04.2022T14:00,7.1,3.2,4,66,0,0,262,342
14.04.2022T14:00,6.2,3.1,7,72,0,0,285,339
14.04.2022T14:00,6.2,3.6,7,73,0,0,296,337
14.04.2022T14:00,4.5,3.2,5,78,0,0,285,335
14.04.2022T14:00,3.3,3.3,3,87,0,0,266,333
14.04.2022T14:00,2.8,3.0,3,92,0,0,256,331
14.04.2022T14:00,2.5,2.6,1,95,43,38,246,330
14.04.2022T14:00,6.0,3.0,4,88,61,113,254,334
14.04.2022T14:00,7.6,3.6,5,76,74,188,277,345
14.04.2022T14:00,9.0,4.1,6,68,127,243,290,359
14.04.2022T14:00,11.0,3.7,6,61,196,269,300,374
14.04.2022T14:00,11.3,4.0,5,56,292,272,299,388
14.04.2022T14:00,11.3,4.5,7,54,15,274,304,399
14.04.2022T14:00,12.1,4.8,7,50,52,295,316,407
14.04.2022T14:00,12.9,5.5,5,44,104,273,310,411
14.04.2022T14:00,13.0,5.3,6,42,32,212,307,409
14.04.2022T14:00,12.9,5.6,7,44,32,165,317,405
14.04.2022T14:00,12.1,5.2,6,47,54,98,316,398
14.04.2022T14:00,11.3,4.0,7,50,18,34,313,389
14.04.2022T14:00,10.7,4.1,7,53,0,1,315,379
14.04.2022T14:00,10.1,2.8,8,57,0,0,317,371
14.04.2022T14:00,9.7,3.2,7,62,0,0,316,364
14.04.2022T14:00,9.3,1.6,7,64,0,0,310,358
14.04.2022T14:00,8.4,2.2,8,67,0,0,312,352
15.04.2022T15:00,8.3,2.3,5,69,0,0,304,348
15.04.2022T15:00,7.9,2.3,3,71,0,0,283,345
15.04.2022T15:00,7.8,2.4,5,72,0,0,282,342
15.04.2022T15:00,7.6,2.6,2,73,0,0,277,339
15.04.2022T15:00,7.4,2.7,6,74,0,0,280,337
15.04.2022T15:00,6.5,3.0,6,75,0,0,295,335
15.04.2022T15:00,7.3,3.4,7,77,4,48,298,335
15.04.2022T15:00,8.5,2.6,6,74,25,129,299,340
15.04.2022T15:00,10.6,4.1,5,68,109,207,295,351
15.04.2022T15:00,11.9,4.3,4,58,322,208,291,366
15.04.2022T15:00,12.9,4.5,5,44,130,324,291,381
15.04.2022T15:00,13.2,5.6,7,37,61,345,303,395
15.04.2022T15:00,14.7,5.2,5,36,341,321,306,407
15.04.2022T15:00,15.5,5.5,3,33,493,232,298,415
15.04.2022T15:00,16.3,4.7,2,31,517,167,291,420
15.04.2022T15:00,16.6,4.6,2,32,416,146,291,421
15.04.2022T15:00,16.0,5.9,1,32,282,124,288,417
15.04.2022T15:00,15.1,5.9,1,33,146,92,282,409
15.04.2022T15:00,14.0,5.0,1,35,35,42,277,397
15.04.2022T15:00,12.9,3.7,1,38,0,3,274,385
15.04.2022T15:00,11.0,2.5,2,43,0,0,273,373
15.04.2022T15:00,9.2,2.5,1,51,0,0,268,363
15.04.2022T15:00,7.4,2.0,1,59,0,0,261,356
15.04.2022T15:00,5.8,2.6,0,68,0,0,254,350
16.04.2022T16:00,4.6,2.4,0,74,0,0,246,349
16.04.2022T16:00,4.3,3.0,0,78,0,0,244,350
16.04.2022T16:00,4.2,2.5,0,80,0,0,244,350
16.04.2022T16:00,3.5,2.9,0,82,0,0,242,349
16.04.2022T16:00,2.1,1.8,0,87,0,0,239,348
16.04.2022T16:00,1.5,1.6,0,91,0,1,235,349
16.04.2022T16:00,2.2,1.6,0,94,30,54,234,351
16.04.2022T16:00,6.4,3.1,0,86,127,117,240,357
16.04.2022T16:00,9.5,2.9,0,71,253,163,251,368
16.04.2022T16:00,12.3,4.2,1,60,363,203,264,382
16.04.2022T16:00,14.6,3.0,1,52,459,225,277,397
16.04.2022T16:00,16.1,2.6,1,44,532,231,284,410
16.04.2022T16:00,17.5,2.4,1,37,576,220,288,420
16.04.2022T16:00,18.6,2.7,1,37,565,206,294,426
16.04.2022T16:00,18.8,3.6,4,38,260,305,307,429
16.04.2022T16:00,18.7,2.7,3,38,312,213,313,430
16.04.2022T16:00,18.3,2.6,4,38,257,145,310,428
16.04.2022T16:00,18.4,1.9,3,38,142,100,309,420
16.04.2022T16:00,16.9,1.6,3,37,35,44,300,407
16.04.2022T16:00,13.1,1.7,2,45,0,4,288,393
16.04.2022T16:00,11.1,2.9,3,58,0,0,281,385
16.04.2022T16:00,9.1,2.3,0,66,0,0,268,385
16.04.2022T16:00,8.6,1.8,0,74,0,0,256,382
16.04.2022T16:00,7.2,1.5,0,79,0,0,255,376
17.04.2022T17:00,5.5,2.1,6,86,0,0,271,370
17.04.2022T17:00,4.7,1.2,7,94,0,0,292,363
17.04.2022T17:00,4.2,1.2,8,97,0,0,295,355
17.04.2022T17:00,3.6,2.6,5,98,0,0,286,352
17.04.2022T17:00,3.3,1.2,0,98,0,0,256,352
17.04.2022T17:00,2.7,2.0,0,99,0,2,234,350
17.04.2022T17:00,4.1,1.4,1,100,34,55,238,350
17.04.2022T17:00,7.8,1.4,0,91,136,114,243,359
17.04.2022T17:00,10.7,2.0,0,76,260,160,248,374
17.04.2022T17:00,14.6,2.1,0,63,369,199,260,391
17.04.2022T17:00,17.0,3.9,0,52,476,213,274,407
17.04.2022T17:00,19.5,6.0,1,40,563,208,291,423
17.04.2022T17:00,21.0,6.1,1,32,596,203,305,434
17.04.2022T17:00,21.6,5.2,1,28,565,201,312,439
17.04.2022T17:00,21.9,5.5,1,27,470,204,315,441
17.04.2022T17:00,21.7,5.7,2,26,343,195,317,440
17.04.2022T17:00,21.5,6.3,3,24,264,140,322,435
17.04.2022T17:00,20.6,4.5,3,25,141,98,324,428
17.04.2022T17:00,18.8,4.6,2,29,37,44,318,421
17.04.2022T17:00,16.7,4.7,2,34,0,4,308,412
17.04.2022T17:00,15.1,4.7,2,39,0,0,299,405
17.04.2022T17:00,13.6,4.1,0,44,0,0,287,399
17.04.2022T17:00,12.2,3.6,0,51,0,0,274,394
17.04.2022T17:00,10.0,3.2,0,60,0,0,262,390
18.04.2022T18:00,8.8,3.5,1,70,0,0,257,387
18.04.2022T18:00,7.7,2.7,1,76,0,0,246,385
18.04.2022T18:00,8.0,3.5,2,77,0,0,242,383
18.04.2022T18:00,6.1,2.5,0,81,0,0,241,381
18.04.2022T18:00,6.8,2.7,2,85,0,0,241,379
18.04.2022T18:00,6.6,3.8,2,83,0,2,241,378
18.04.2022T18:00,8.0,3.8,1,81,47,52,236,378
18.04.2022T18:00,10.7,1.5,1,74,179,92,235,382
18.04.2022T18:00,13.2,2.3,1,62,329,110,236,390
18.04.2022T18:00,15.5,2.7,2,54,484,113,234,399
18.04.2022T18:00,17.4,3.3,2,49,613,110,249,408
18.04.2022T18:00,18.8,2.5,2,43,688,110,252,417
18.04.2022T18:00,20.4,2.3,2,38,655,141,259,423
18.04.2022T18:00,20.9,2.8,1,36,661,118,251,427
18.04.2022T18:00,19.8,3.8,1,38,520,153,246,430
18.04.2022T18:00,19.2,4.9,4,40,76,257,282,428
18.04.2022T18:00,18.0,5.7,7,41,2,134,330,423
18.04.2022T18:00,17.5,3.3,8,44,0,80,358,417
18.04.2022T18:00,15.1,5.7,8,52,5,42,361,410
18.04.2022T18:00,13.9,4.3,8,62,0,5,357,403
18.04.2022T18:00,13.0,3.8,4,70,0,0,325,399
18.04.2022T18:00,13.1,4.2,5,72,0,0,304,395
18.04.2022T18:00,12.6,5.4,5,76,0,0,314,391
18.04.2022T18:00,11.9,4.8,8,82,0,0,334,387
19.04.2022T19:00,11.4,4.8,2,86,0,0,309,384
19.04.2022T19:00,11.1,3.8,1,88,0,0,249,383
19.04.2022T19:00,10.8,4.4,3,85,0,0,248,381
19.04.2022T19:00,10.3,4.3,5,83,0,0,278,380
19.04.2022T19:00,10.1,3.5,8,83,0,0,320,379
19.04.2022T19:00,9.7,3.4,7,82,0,5,337,378
19.04.2022T19:00,9.6,2.9,8,80,5,56,335,378
19.04.2022T19:00,11.0,2.7,6,78,47,139,331,382
19.04.2022T19:00,12.6,4.4,4,73,195,190,306,388
19.04.2022T19:00,14.2,4.7,5,63,234,254,305,393
19.04.2022T19:00,15.1,4.7,4,54,254,308,310,399
19.04.2022T19:00,16.9,4.2,2,48,499,241,299,408
19.04.2022T19:00,17.2,5.8,2,41,393,306,296,419
19.04.2022T19:00,19.6,6.1,2,35,425,271,307,430
19.04.2022T19:00,20.3,5.9,2,33,279,290,317,431
19.04.2022T19:00,19.8,8.3,4,32,37,244,323,427
19.04.2022T19:00,17.9,7.9,6,33,20,178,331,421
19.04.2022T19:00,15.3,6.6,7,40,9,108,336,413
19.04.2022T19:00,11.7,7.4,8,62,1,40,338,407
19.04.2022T19:00,10.6,4.9,8,87,0,3,337,400
19.04.2022T19:00,10.5,3.0,8,93,0,0,336,392
19.04.2022T19:00,10.2,2.7,8,94,0,0,334,385
19.04.2022T19:00,10.5,5.0,8,92,0,0,333,378
19.04.2022T19:00,9.6,5.3,6,86,0,0,322,375
20.04.2022T20:00,9.5,4.9,8,83,0,0,320,371
20.04.2022T20:00,9.3,6.3,6,74,0,0,317,368
20.04.2022T20:00,8.5,3.4,3,68,0,0,285,364
20.04.2022T20:00,8.8,5.4,4,72,0,0,273,360
20.04.2022T20:00,8.2,4.1,8,76,0,0,301,357
20.04.2022T20:00,8.2,3.7,8,79,0,0,324,354
20.04.2022T20:00,8.6,4.6,8,75,7,57,325,352
20.04.2022T20:00,9.1,5.2,6,69,3,109,311,352
20.04.2022T20:00,9.9,5.9,8,66,6,175,312,357
20.04.2022T20:00,9.5,6.1,7,60,7,231,319,362
20.04.2022T20:00,10.4,6.2,8,57,7,257,319,368
20.04.2022T20:00,10.5,6.0,8,56,23,313,328,375
20.04.2022T20:00,12.1,6.1,7,50,71,352,322,376
20.04.2022T20:00,12.4,6.3,6,44,235,325,314,381
20.04.2022T20:00,12.5,5.3,6,42,133,306,310,387
20.04.2022T20:00,14.3,4.8,6,40,144,249,314,386
20.04.2022T20:00,13.4,6.0,5,38,211,150,310,386
20.04.2022T20:00,13.3,5.4,5,36,103,104,302,383
20.04.2022T20:00,12.5,4.7,4,36,15,45,293,378
20.04.2022T20:00,10.5,3.4,5,41,0,4,288,371
20.04.2022T20:00,10.0,2.7,6,46,0,0,293,364
20.04.2022T20:00,9.7,3.2,2,48,0,0,279,358
20.04.2022T20:00,9.4,2.7,2,49,0,0,262,354
20.04.2022T20:00,8.7,3.0,2,52,0,0,260,351
21.04.2022T21:00,7.2,3.1,4,60,0,0,265,348
21.04.2022T21:00,5.1,2.4,7,70,0,0,285,345
21.04.2022T21:00,4.5,2.7,8,80,0,0,305,342
21.04.2022T21:00,6.6,2.6,5,76,0,0,298,340
21.04.2022T21:00,6.8,2.1,6,71,0,0,292,338
21.04.2022T21:00,6.8,1.6,6,75,0,3,299,337
21.04.2022T21:00,7.7,0.9,6,74,9,68,301,337
21.04.2022T21:00,10.9,1.6,2,64,114,159,286,342
21.04.2022T21:00,13.2,2.9,2,55,231,232,274,353
21.04.2022T21:00,14.5,3.3,4,51,288,300,293,366
21.04.2022T21:00,15.3,3.2,5,47,189,394,312,380
21.04.2022T21:00,15.8,3.6,6,44,95,409,326,393
21.04.2022T21:00,15.8,4.0,6,43,15,323,331,397
21.04.2022T21:00,15.5,4.4,8,44,0,229,340,389
21.04.2022T21:00,16.0,4.5,6,43,1,213,338,383
21.04.2022T21:00,16.1,4.6,7,39,0,112,332,384
21.04.2022T21:00,15.1,5.6,8,40,0,93,336,386
21.04.2022T21:00,14.7,4.7,7,45,0,66,334,384
21.04.2022T21:00,13.9,2.6,7,51,0,39,329,378
21.04.2022T21:00,12.7,2.8,6,58,0,4,323,370
21.04.2022T21:00,12.8,2.9,7,63,0,0,322,362
21.04.2022T21:00,12.5,2.8,6,66,0,0,321,356
21.04.2022T21:00,11.4,2.9,6,72,0,0,316,352
21.04.2022T21:00,11.3,2.7,8,77,0,0,324,348
22.04.2022T22:00,10.2,1.2,7,78,0,0,329,346
22.04.2022T22:00,10.3,1.9,4,80,0,0,311,343
22.04.2022T22:00,10.1,1.7,8,84,0,0,317,340
22.04.2022T22:00,9.1,2.2,1,89,0,0,302,338
22.04.2022T22:00,9.0,2.1,6,92,0,0,289,336
22.04.2022T22:00,9.4,1.7,6,90,0,1,314,336
22.04.2022T22:00,10.2,1.1,3,87,20,67,298,337
22.04.2022T22:00,13.0,0.5,3,82,103,139,287,344
22.04.2022T22:00,15.9,3.2,3,71,260,169,295,357
22.04.2022T22:00,18.0,2.8,5,63,252,262,314,374
22.04.2022T22:00,18.7,2.5,4,58,307,301,324,391
22.04.2022T22:00,19.6,2.5,4,52,451,275,321,405
22.04.2022T22:00,20.9,2.3,4,46,404,308,325,415
22.04.2022T22:00,21.8,2.8,5,40,305,332,334,424
22.04.2022T22:00,21.5,2.5,3,36,517,177,333,428
22.04.2022T22:00,22.7,2.0,2,36,482,127,324,425
22.04.2022T22:00,22.0,2.0,4,36,323,117,330,419
22.04.2022T22:00,21.7,2.5,6,37,82,124,343,412
22.04.2022T22:00,20.7,2.5,6,38,6,47,348,403
22.04.2022T22:00,18.1,2.5,6,45,0,4,343,393
22.04.2022T22:00,15.2,2.8,6,57,0,0,335,386
22.04.2022T22:00,13.0,1.9,1,69,0,0,308,380
22.04.2022T22:00,10.9,0.8,0,80,0,0,278,374
22.04.2022T22:00,9.4,1.1,0,90,0,0,269,370
23.04.2022T23:00,8.7,1.5,0,94,0,0,266,367
23.04.2022T23:00,7.3,0.7,0,97,0,0,263,364
23.04.2022T23:00,7.2,1.2,0,100,0,0,263,361
23.04.2022T23:00,6.2,1.2,0,100,0,0,262,358
23.04.2022T23:00,5.7,1.2,2,100,0,0,267,356
23.04.2022T23:00,5.5,0.5,2,100,1,10,272,355
23.04.2022T23:00,9.0,1.2,2,100,62,61,278,356
23.04.2022T23:00,12.2,2.0,2,90,183,103,287,361
23.04.2022T23:00,15.3,1.8,2,75,339,119,297,373
23.04.2022T23:00,18.2,2.3,5,61,468,135,316,388
23.04.2022T23:00,20.8,1.9,5,50,559,152,336,403
23.04.2022T23:00,22.5,1.5,5,41,599,173,342,417
23.04.2022T23:00,24.2,1.9,5,36,636,160,349,428
23.04.2022T23:00,24.5,1.9,5,33,634,142,353,435
23.04.2022T23:00,25.5,2.0,3,31,531,155,348,439
23.04.2022T23:00,25.3,2.5,3,31,436,137,344,437
23.04.2022T23:00,25.4,1.2,5,31,302,119,351,433
23.04.2022T23:00,24.6,2.2,5,29,163,92,355,428
23.04.2022T23:00,22.8,2.4,6,31,49,49,355,421
23.04.2022T23:00,19.3,2.5,6,41,1,7,352,413
23.04.2022T23:00,16.4,2.3,4,56,0,0,336,405
23.04.2022T23:00,14.6,1.8,2,66,0,0,314,397
23.04.2022T23:00,13.1,2.2,2,76,0,0,300,391
23.04.2022T23:00,13.5,2.3,6,78,0,0,314,385
24.04.2022T24:00,13.7,1.9,7,78,0,0,336,379
24.04.2022T24:00,13.4,2.7,8,81,0,0,344,375
24.04.2022T24:00,13.8,2.2,8,81,0,0,348,371
24.04.2022T24:00,12.7,2.6,8,82,0,0,347,369
24.04.2022T24:00,12.6,2.8,7,86,0,0,342,368
24.04.2022T24:00,13.1,2.5,7,88,0,4,340,367
24.04.2022T24:00,13.5,2.4,5,89,2,60,333,366
24.04.2022T24:00,14.9,2.8,6,84,13,146,332,372
24.04.2022T24:00,15.1,4.8,8,76,1,157,346,383
24.04.2022T24:00,14.5,4.4,8,73,0,163,354,397
24.04.2022T24:00,13.7,4.8,8,75,0,159,351,412
24.04.2022T24:00,13.0,5.1,8,79,0,124,347,426
24.04.2022T24:00,13.3,4.3,8,81,0,119,344,437
24.04.2022T24:00,13.1,6.0,8,78,0,131,341,444
24.04.2022T24:00,12.7,5.7,8,72,0,109,338,447
24.04.2022T24:00,11.6,5.6,8,74,0,101,333,448
24.04.2022T24:00,12.1,4.8,8,77,1,147,330,444
24.04.2022T24:00,13.4,5.9,4,69,20,138,317,434
24.04.2022T24:00,12.9,3.2,3,64,34,71,302,422
24.04.2022T24:00,11.3,2.6,3,68,1,9,295,411
