Internal gains in W
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
402.26
1127.18
476.26
190.54
326.32
484.30
433.91
390.88
798.67
786.15
782.72
1179.71
899.55
368.84
401.24
380.99
401.24
502.68
1410.44
997.86
376.15
468.60
438.23
368.44
393.75
314.24
249.84
1012.83
1014.86
599.25
583.20
202.38
432.64
777.38
421.54
624.01
764.90
667.57
885.06
476.57
692.66
498.85
489.31
489.31
489.31
489.31
21.88
54.99
114.47
8.42
78.42
117.19
501.57
406.26
385.35
385.35
385.35
385.35
451.57
385.35
491.10
464.47
825.85
825.85
825.85
825.85
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
389.89
417.19
829.50
669.44
694.75
491.50
1726.42
963.45
505.68
268.64
203.71
252.00
172.25
141.88
313.13
475.85
475.85
475.85
475.85
78.42
104.82
104.82
104.82
507.82
392.80
21.88
21.88
21.88
21.88
21.88
21.88
21.88
475.85
475.85
475.85
475.85
8.42
8.42
113.23
392.80
21.88
21.88
91.88
276.01
339.85
412.18
914.32
407.82
696.67
753.16
1083.04
712.13
639.20
702.48
353.24
431.37
326.17
205.72
214.50
673.94
853.19
941.09
961.34
1354.41
962.44
470.05
454.87
513.28
463.28
816.19
429.28
817.01
358.42
1571.66
1176.53
434.70
385.35
385.35
385.35
385.35
385.35
418.46
825.85
825.85
825.85
825.85
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
758.61
529.41
358.42
358.42
950.49
901.76
520.72
490.35
338.16
493.57
373.61
719.61
757.34
249.91
300.53
247.18
245.91
215.54
268.89
348.62
703.67
764.81
786.86
786.86
312.04
257.52
1018.67
622.67
251.76
616.83
274.06
337.73
293.75
259.61
388.43
734.01
772.79
1221.82
991.53
364.85
186.79
283.90
303.16
665.22
492.23
644.87
647.40
977.53
1130.04
804.16
619.51
650.96
926.56
783.67
779.87
1183.86
751.13
484.91
866.96
668.49
629.06
654.37
512.94
577.68
534.90
841.56
1028.54
940.55
839.31
839.31
839.31
371.88
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
373.60
1371.94
1410.19
497.53
621.17
465.99
35.35
35.35
68.46
161.05
475.85
475.85
475.85
475.85
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
173.31
348.74
410.35
356.80
790.50
866.38
951.56
722.51
712.39
558.32
602.30
593.44
500.29
1007.19
1021.14
1462.92
1518.69
480.78
649.13
564.65
1014.23
521.63
511.90
543.74
497.16
997.21
464.32
461.28
905.12
898.79
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
397.55
781.26
517.07
913.30
234.93
621.50
256.34
179.25
171.66
21.88
21.88
475.85
475.85
475.85
475.85
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
78.42
83.48
477.98
467.86
26.95
21.88
21.88
21.88
21.88
21.88
21.88
8.42
8.42
78.42
462.80
620.53
669.88
172.42
233.56
563.14
293.44
320.89
401.03
802.17
967.29
876.42
931.23
512.16
934.96
1280.57
530.64
515.84
528.35
385.35
385.35
418.46
385.35
477.94
1210.23
839.31
839.31
358.42
358.42
358.42
358.42
358.42
358.42
358.42
383.73
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
436.87
421.69
1245.49
1277.82
228.79
844.87
399.07
247.08
513.44
569.12
418.84
744.92
1067.83
1112.52
780.82
370.17
703.93
715.03
1093.01
764.62
345.84
534.99
913.26
378.95
640.28
916.93
308.28
762.24
777.43
762.24
779.94
450.76
310.76
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
8.42
498.33
482.47
523.54
570.58
261.45
184.66
139.97
165.28
185.53
21.88
204.96
525.46
457.12
849.77
941.69
358.42
358.42
358.42
358.42
391.32
844.85
1190.22
385.35
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
8.42
8.42
8.42
78.42
512.15
607.46
321.73
888.18
944.75
930.51
586.42
384.95
35.35
21.88
21.88
54.99
475.85
575.84
639.56
648.41
172.13
250.99
180.99
207.42
578.33
541.41
21.88
21.88
21.88
21.88
54.99
21.88
114.47
8.42
8.42
8.42
8.42
8.42
584.02
287.54
687.58
435.62
537.21
473.89
986.84
714.30
737.28
965.08
697.30
954.09
1134.43
1050.57
975.15
1024.97
1049.02
861.07
850.95
857.23
867.35
894.86
529.24
566.14
1352.16
972.62
383.73
403.97
952.52
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
358.42
373.60
373.60
792.60
