id;building;year;retrofit;area
151;AB;1905.0;;6077.305320026872
154;AB;1905.0;;2524.7289600507074
155;-;1905.0;;138.35427900871
156;AB;1905.0;;10190.43020021558
159;AB;1905.0;;7666.255236083952
163;AB;1905.0;;4200.277360489445
166;AB;1905.0;;8157.770456251514
170;AB;1905.0;;8794.332611844384
172;-;;;20.95346400067063
174;AB;1905.0;;3951.2715959744655
175;AB;1905.0;;8378.202752895199
178;IWU Technical and Utility (supply and disposal);;;456.24908248242997
179;TH;1905.0;;788.2765175049597
180;AB;1955.0;;3471.1679791131755
182;IWU Transport;1905.0;;507.08736298126547
183;AB;1905.0;;5369.261667918847
184;AB;1905.0;;3939.380795049739
185;AB;1905.0;;1571.3512959643415
186;AB;1905.0;;3643.6126275959314
187;AB;1905.0;;2539.421720033475
189;-;;;14372.565385504862
191;AB;1905.0;;1870.0790360412807
192;AB;1905.0;;6656.073672074159
193;IWU Transport;1905.0;;58.4776115023449
195;AB;1905.0;;1827.225592544473
196;-;;;2.501219499736565
200;AB;1905.0;;2536.1728259887755
203;AB;1905.0;;7806.1034114532
204;IWU Transport;1905.0;;73.32324850101043
206;AB;1905.0;;5478.365559938156
209;AB;1905.0;;2264.6205879766267
211;AB;1905.0;;3646.7005959761977
214;AB;1905.0;;5549.650123426165
215;AB;1905.0;;2684.3036919668234
217;AB;1955.0;;1482.872057997684
218;IWU Hotels;1955.0;;4183.639428016876
219;AB;;;2290.403785455547
220;AB;1905.0;;5939.370983840821
221;-;1905.0;;6.682110499024313
223;IWU Transport;1905.0;;94.77068250107834
225;AB;1905.0;;6156.565500041444
226;IWU Transport;1955.0;;79.51630149974508
227;AB;1905.0;;4711.311886506918
228;AB;1905.0;;4627.577735994848
229;AB;1905.0;;4396.882855994862
230;AB;;;6099.488536350225
231;IWU Transport;1955.0;;59.11565249879314
232;AB;1905.0;;2279.681340037015
234;AB;1905.0;;3344.655660453979
236;AB;1905.0;;7951.281532015531
238;AB;1905.0;;4771.865160018904
239;AB;1905.0;;5212.175680018352
243;AB;1905.0;;6017.627245057728
245;AB;1905.0;;5092.6730598902195
248;AB;1905.0;;7412.28124936953
249;AB;1905.0;;3683.601668011529
250;AB;1905.0;;5106.67469542652
251;AB;1905.0;;6578.768296132226
257;AB;1905.0;;6577.975187926466
258;AB;1955.0;;1147.0760699547027
261;AB;1900.0;;2988.2074920572077
263;AB;;;3584.918817151056
264;IWU School;1905.0;;6764.775976019703
265;AB;1905.0;;5467.99883398001
266;AB;;;5621.540656445934
268;AB;1905.0;;3891.7114280089486
269;AB;1955.0;;1263.8397310338296
270;AB;1905.0;;2268.753800010511
271;AB;1905.0;;1462.9346560106303
272;IWU Transport;1905.0;;48.38703800139725
274;AB;;;7008.698592111615
276;AB;;;7504.750094845325
277;AB;1905.0;;4156.144149442899
278;AB;1905.0;;5854.302036011729
281;AB;1905.0;;2797.182965582333
286;IWU Office;;;169.13712301324898
290;AB;1905.0;;6025.743276089552
291;AB;1905.0;;6767.702127869794
292;IWU Office;;;226.4734715002774
293;AB;1905.0;;2936.5447639528984
294;AB;1905.0;;3958.035599977375
295;IWU Trade Buildings;1905.0;;118.17492500458371
297;AB;1905.0;;4632.499098419165
300;AB;1905.0;;3815.348229011042
301;AB;1905.0;;1811.591220069813
304;AB;1905.0;;2922.1557799973953
306;AB;1905.0;;1552.4381000304168
308;IWU Production;;;102.5397140012964
309;AB;1905.0;;1417.625558988021
310;AB;1905.0;;5398.5096089681165
314;-;1905.0;;237.80364000307176
317;AB;;;1559.2784079955127
318;IWU School;1905.0;;26376.76230003269
319;-;1905.0;;51.14815799791359
322;AB;1905.0;;1238.7880709951532
324;AB;1955.0;;4343.177704446472
325;AB;1905.0;;7062.598030521465
328;IWU Research and University Teaching;1905.0;;11421.851552955486
329;-;1905.0;;62.14756399958314
330;AB;;;5686.979570953976
333;AB;1905.0;;4150.8869040640275
334;AB;1905.0;;6388.012235549279
338;AB;1905.0;;6376.386460481336
339;AB;1905.0;;851.9912009882979
340;AB;1905.0;;2013.5764170052937
345;AB;1905.0;;4844.905764011185
347;AB;1905.0;;4832.631775993388
348;AB;1900.0;;4209.515313472693
349;AB;1955.0;;2020.7641240169144
350;AB;1905.0;;4646.261427986816
351;AB;1905.0;;1996.7291679758416
353;AB;;;5823.6247930370855
354;AB;1905.0;;8398.312260074246
358;AB;1905.0;;2053.0948590181392
359;AB;1905.0;;7781.318818054328
361;AB;1905.0;;5170.200912037146
364;AB;1955.0;;1142.0641539587848
367;AB;1955.0;;1040.0984369763387
371;AB;1905.0;;1884.3184120027904
373;AB;1905.0;;4769.323692070528
374;-;1905.0;;0.0
376;AB;;;4860.752903957486
377;AB;;;2219.9331914848376
380;IWU Culture and Leisure;1905.0;;2725.4886025070855
381;AB;1905.0;;6513.766011964944
382;AB;1905.0;;3471.6201439726574
387;AB;1905.0;;2964.5066534502785
389;IWU Research and University Teaching;1905.0;;31.584837001342905
391;AB;1905.0;;1454.3169690134978
393;AB;1905.0;;5442.054304442409
395;AB;1905.0;;4731.339207953631
397;IWU Sports Facilities;1905.0;;0.0
400;AB;1905.0;;4943.205266962278
401;IWU Office;1925.0;;45242.23356445123
402;-;;;4.837812000073411
405;-;1905.0;;0.0
407;AB;1905.0;;6022.518339940365
408;AB;1905.0;;7672.699652008774
409;AB;1905.0;;10906.758883966178
410;AB;1905.0;;3600.190120482299
411;AB;1925.0;;76592.63596226508
0;-;1925.0;;90.65798249731006
2;-;1925.0;;27.65350650109021
3;-;1955.0;;35.37077599711723
5;AB;1905.0;;3881.8658850231323
9;AB;1925.0;;5312.937027932681
10;IWU School;1955.0;;3037.5686569911063
11;AB;1905.0;;2438.8261049847088
16;IWU School;1955.0;;59.92037899556216
17;IWU Trade Buildings;;;16.794966499627286
18;AB;1955.0;;1932.463077994722
20;IWU Transport;1955.0;;227.43273899889112
26;-;;;9.979626998700471
28;-;;;6.245733000749206
37;-;;;9.662255999439155
41;AB;1925.0;;5316.446355960693
44;-;1905.0;;19.050586998960323
45;-;1905.0;;96.91916499254418
54;IWU Culture and Leisure;;;902.2957919862409
57;AB;1955.0;;5659.189588576177
58;AB;1925.0;;6826.222327892287
60;AB;1955.0;;6500.249237966764
61;IWU Transport;1925.0;;1158.2985145007908
62;AB;1905.0;;3517.4147280119046
64;-;1955.0;;10.39432999962506
65;AB;1925.0;;5981.171264086697
67;AB;1955.0;;4896.59158249159
68;AB;1925.0;;12888.137664036785
71;AB;1925.0;;12551.738813002316
76;-;1905.0;;117.21377949973346
77;AB;1935.0;;20764.834487969274
79;AB;1925.0;;5974.244115017233
82;IWU School;1955.0;;217.3279505001512
83;AB;1905.0;;3958.2849050009436
84;-;1955.0;;87.48231199951603
95;AB;1955.0;;8038.017620522965
96;TH;;;702.4438779891931
98;IWU Transport;1955.0;;176.9126449984466
99;AB;1925.0;;5843.977916005126
103;-;;;88.63660050618103
110;AB;1955.0;;1862.3442629465271
113;-;1925.0;;25.468567000704716
114;-;;;46.94668899776352
132;-;;;2.904925999562641
134;-;;;85.38456649815016
138;IWU Transport;1955.0;;488.9744764892951
144;-;1925.0;;0.0
145;IWU School;1955.0;;2058.577131984922
147;AB;1925.0;;16355.04456788811
148;IWU Office;1925.0;;6786.508189439924
150;AB;1925.0;;6535.532433012712
154;-;1925.0;;9.608750000210073
155;AB;1925.0;;28482.964986102284
157;AB;1955.0;;5481.450639001024
159;AB;1955.0;;6540.734111976451
160;AB;1925.0;;3125.334397551328
161;-;;;7366.299615021754
162;AB;1955.0;;4587.088913960213
170;AB;1905.0;;2491.8974450050173
172;IWU Technical and Utility (supply and disposal);1955.0;;13.271756999535498
175;-;1925.0;;11.112415998102657
178;-;1955.0;;61.2326320057206
179;-;;;25.167325998320507
184;-;1925.0;;17.129383000579576
186;AB;1955.0;;2321.5307324879395
192;AB;1905.0;;2993.5780200358513
193;AB;1955.0;;9712.49652000329
195;AB;1925.0;;8394.64075172735
199;AB;1955.0;;5555.541313001467
200;IWU Culture and Leisure;;;9873.42171897606
201;IWU School;;;871.2438970167957
203;-;1925.0;;26.12023549607234
204;-;;;3.125364000252333
210;-;1925.0;;26.64755199649595
212;IWU School;1955.0;;29782.114954918416
216;-;1925.0;;0.0
222;AB;1925.0;;19424.469671920564
223;AB;1925.0;;108202.07542846377
1;-;2013.0;;32.11393399897603
2;IWU Production;2005.0;;450.6440040063434
4;-;1905.0;;341.10922602306835
5;AB;;;2771.066248005053
9;-;1985.0;;38.23826849951889
10;IWU Trade Buildings;;;27.727364005087463
11;IWU Production;;;1303.3197030079054
12;-;2013.0;;14.21728849871977
13;AB;2005.0;;7494.571003975268
14;IWU Transport;;;168.8572120013431
17;IWU Technical and Utility (supply and disposal);2013.0;;1296.5553494980134
22;-;1985.0;;46.38122000196725
24;IWU Office;;;269.50027200081445
26;IWU Transport;1900.0;;43.35201000132908
28;TH;1925.0;;299.57386500278676
31;AB;1900.0;;2941.2700980626005
32;AB;;;8022.349489547822
33;IWU Hotels;2005.0;;740.3051179916686
34;-;1925.0;;985.1790570133207
35;-;1925.0;;18.40814700080291
36;IWU Transport;1955.0;;26.81704599889161
37;AB;2013.0;;3944.4588570364426
38;IWU Technical and Utility (supply and disposal);2013.0;;26024.914659990012
41;IWU Office;1900.0;;7574.82109200402
42;-;1905.0;;16.157714995509796
44;IWU Production;1925.0;;1686.6884939955185
46;IWU Trade Buildings;2013.0;;4906.343229004702
48;-;2005.0;;45.66413799499619
49;-;;;0.0
50;AB;1905.0;;2494.201941028392
51;-;;;306.56510501610404
53;AB;1905.0;;4888.074999960574
56;IWU Production;2005.0;;498.4559199931895
57;-;2013.0;;782.9041975001444
59;AB;2013.0;;2615.24524001125
60;-;;;0.0
63;AB;;;13261.960968161704
66;AB;2005.0;;7396.525556039461
76;AB;1905.0;;4367.291583071901
80;-;2013.0;;2220.9260649918815
82;-;;;177.00702000202824
83;AB;1905.0;;16565.582163908697
86;AB;;;2302.8317639646243
87;-;1900.0;;4.191004500260062
90;-;1985.0;;7.252154000012418
93;IWU Technical and Utility (supply and disposal);2005.0;;108.95864999809965
96;-;;;34.4933639991135
97;AB;;;1445.696347523886
98;-;2013.0;;1569.1450499984983
100;IWU Production;1905.0;;355.5489940016385
105;-;2005.0;;20.02199899962202
106;-;2013.0;;798.0146025056313
108;-;;;31.44210600110094
111;IWU Technical and Utility (supply and disposal);2013.0;;57941.40793735503
116;-;2005.0;;0.0
118;-;2013.0;;93.5068065013128
119;-;1985.0;;62.04375000395163
120;AB;1905.0;;4629.731487943589
123;IWU Production;1905.0;;6066.409619905957
125;IWU Trade Buildings;2013.0;;29.25201099886914
126;IWU Trade Buildings;2005.0;;334.88132549018354
130;-;2005.0;;8.164678001258565
131;IWU Technical and Utility (supply and disposal);2013.0;;3515.404758020023
134;IWU Production;2005.0;;850.2720224821009
136;-;1905.0;;176.07044199838163
137;-;1955.0;;4.329166500430022
140;-;1905.0;;11.495108998359003
141;TH;2005.0;;471.6410549930713
142;-;2013.0;;20.430527998766564
143;-;1985.0;;21.063895997083577
145;AB;2013.0;;1931.2185200041135
147;-;1905.0;;357.3613814759354
149;IWU Technical and Utility (supply and disposal);2013.0;;10656.295859984608
151;IWU Transport;1900.0;;345.72011899265914
153;-;1985.0;;38.23826849951889
155;IWU Technical and Utility (supply and disposal);2005.0;;343.0771909918658
158;IWU Technical and Utility (supply and disposal);;;697.5711429811978
160;AB;1900.0;;1994.3005120300852
162;-;1905.0;;928.0695269994086
163;AB;1900.0;;6724.3991675519155
165;-;2005.0;;899.8811969984306
166;IWU Production;2005.0;;2587.0475949747015
167;-;2005.0;;345.04263200465334
168;IWU Transport;1900.0;;170.67177800316028
169;AB;1900.0;;8846.848592131353
170;AB;1900.0;;1721.443251033138
171;AB;1905.0;;6768.056380112575
175;AB;2005.0;;6364.623660015952
177;-;2013.0;;1354.5993689977847
180;-;2005.0;;2.6206959994225434
183;AB;;;6681.902456067785
184;AB;1900.0;;1413.6048350392211
188;-;2013.0;;6.125993999587611
190;-;2005.0;;24.4714860111638
191;-;1985.0;;0.0
192;AB;1900.0;;9395.120751912695
193;AB;2005.0;;7491.19664808477
194;AB;1955.0;;7480.778588067168
195;AB;;;5301.913447966232
198;AB;1900.0;;1844.0989590095664
199;AB;2005.0;;5388.336472065024
200;IWU Production;1925.0;;900.1915705290066
202;IWU Transport;1900.0;;0.0
203;-;1905.0;;691.6569820045846
204;IWU Technical and Utility (supply and disposal);2013.0;;8213.645492021611
208;IWU Technical and Utility (supply and disposal);1900.0;;56.20438500271275
211;AB;2013.0;;1706.3155934944534
212;IWU Technical and Utility (supply and disposal);2013.0;;871.9830620010645
215;IWU Trade Buildings;2005.0;;1077.2956219704113
216;IWU Production;1905.0;;338.4986020244588
217;-;2013.0;;26.56953249963137
218;IWU Production;1925.0;;726.3009575003668
219;AB;2005.0;;8358.852303098629
220;IWU Technical and Utility (supply and disposal);2013.0;;10923.499394888224
222;AB;1905.0;;2446.5022854508693
223;IWU Transport;1925.0;;1881.3202889903205
224;IWU Production;1905.0;;723.9087779917395
226;IWU Technical and Utility (supply and disposal);2013.0;;132.13506398597337
227;IWU Trade Buildings;2013.0;;111.11259449638489
228;-;2013.0;;8302.195888080161
229;-;1905.0;;22.97563600035553
234;AB;2005.0;;1929.5363875235105
236;IWU Transport;2013.0;;577.2159090113663
237;IWU Production;1925.0;;1433.2543995098767
238;IWU Technical and Utility (supply and disposal);2013.0;;2024.74935595862
240;-;2013.0;;28.569210000330255
242;-;2005.0;;870.4645280072853
246;AB;2005.0;;7962.364668031709
248;IWU Transport;;;535.2424020010958
250;AB;1905.0;;7782.8851399662835
252;AB;1900.0;;1282.4270670180504
256;AB;2005.0;;6852.801531924705
257;-;2013.0;;0.0
258;-;1925.0;;126.9540660029453
259;IWU Health and Care;;;325.060026982125
265;IWU Production;2013.0;;1331.6889280022465
267;IWU Technical and Utility (supply and disposal);2013.0;;274.94999949339694
269;IWU Production;1905.0;;794.1284430089784
270;AB;1900.0;;5986.620348067028
271;IWU Technical and Utility (supply and disposal);2013.0;;11570.052155992067
274;AB;2005.0;;6327.454271945962
276;IWU Trade Buildings;;;32511.433232114858
277;-;2013.0;;3125.3592049989584
279;-;2013.0;;0.0
280;AB;1900.0;;2529.8321159777215
284;IWU Production;1905.0;;747.3285840068688
285;IWU Trade Buildings;1905.0;;1575.6634500216023
286;-;2013.0;;2237.692917499701
288;-;2005.0;;10.012799500114308
290;AB;1900.0;;4028.7694840172817
291;IWU Technical and Utility (supply and disposal);2013.0;;368.6944750045979
294;AB;1985.0;;7488.892623941399
295;IWU Culture and Leisure;;;5605.544595061401
296;IWU Office;2005.0;;3226.1364459478023
297;IWU Production;2005.0;;876.0461120105682
299;AB;1955.0;;2158.171582497107
301;AB;1900.0;;4668.9884120915785
303;AB;1905.0;;5749.011416114059
304;-;2013.0;;4801.297824025218
305;-;2013.0;;143.1002905037604
307;IWU Trade Buildings;1955.0;;10225.321737974562
310;-;1905.0;;1056.6965400046433
311;-;2013.0;;135.20195999845816
314;IWU Production;2005.0;;13161.003769971705
320;AB;1905.0;;10488.284840002922
322;AB;1955.0;;3279.5571880459233
324;IWU Technical and Utility (supply and disposal);;;7799.657762979504
325;AB;1985.0;;8550.251405482772
326;IWU Production;2013.0;;1031.7629350014015
327;AB;;;4705.313651525734
330;AB;;;6017.031580518833
331;IWU Hotels;1985.0;;4501.388649001693
332;IWU Production;2013.0;;5446.733822990112
335;-;2013.0;;1243.4545890019467
338;AB;2013.0;;2000.761510007785
341;-;2013.0;;0.0
344;IWU Technical and Utility (supply and disposal);2013.0;;30016.50785987162
351;IWU Production;1905.0;;342.13015699230607
353;-;1925.0;;666.314489002561
356;AB;1900.0;;4689.125287868283
358;IWU Transport;1985.0;;1959.9307469943617
360;IWU Transport;;;18.239514001326192
367;AB;1925.0;;22731.994269258426
369;AB;2005.0;;10168.77336763749
370;IWU Office;;;35358.00946800167
371;IWU Production;2005.0;;3883.5349080288297
374;-;1905.0;;16.370178999833882
377;AB;1985.0;;12546.651451918242
378;-;1900.0;;95.9779909988603
380;AB;1925.0;;29337.89062493717
383;IWU Production;2013.0;;0.0
384;AB;2013.0;;1676.152254029641
385;AB;1955.0;;3373.691107478781
388;AB;1900.0;;5340.1554239494435
389;IWU Production;2005.0;;90.90644150099855
391;-;1905.0;;258.2197144966864
396;AB;1900.0;;6923.996896016186
397;AB;2005.0;;6102.2449239538255
400;IWU Office;2013.0;;17429.103467984558
401;-;2013.0;;27.99486600037022
403;IWU Production;1925.0;;23.86604300140753
404;AB;;;3523.4228159690065
406;AB;2013.0;;8359.620021035542
408;AB;2005.0;;8992.185863857892
409;IWU Office;;;3323.835371953651
410;IWU Transport;1905.0;;233.83883700213048
411;-;1905.0;;1016.9996079889
414;AB;1900.0;;8497.91810797759
418;IWU Production;2013.0;;15441.149207663479
419;IWU Production;2005.0;;1084.3725134991478
420;IWU Production;1905.0;;1275.837334988116
422;IWU Technical and Utility (supply and disposal);2013.0;;2759.9949959951855
424;AB;1925.0;;28761.93347853834
425;AB;2005.0;;963.6003559994847
427;AB;1900.0;;4036.2477719558847
428;AB;1900.0;;5467.11461998609
429;AB;;;2302.8317640300384
431;IWU Technical and Utility (supply and disposal);2013.0;;65.39174249625451
433;-;2005.0;;12.413930000085756
435;AB;1900.0;;1796.3398214876493
439;AB;1900.0;;6335.1164386827895
441;IWU Technical and Utility (supply and disposal);2013.0;;14381.606627979407
444;IWU Production;1955.0;;3191.3215274886966
446;-;;;0.0
447;-;2005.0;;28.09239200005191
448;IWU Production;2013.0;;47.24192650199612
449;IWU Production;1925.0;;544.2605569790289
450;AB;;;6233.612951938861
453;AB;1900.0;;5274.36001203256
454;-;2013.0;;2233.4903199776795
455;AB;1900.0;;5814.978507978535
456;AB;;;5360.246335970676
457;IWU Transport;;;407.3351139976314
459;AB;;;2302.8775245201246
461;-;2013.0;;889.1601449913919
462;AB;1900.0;;1809.8000560250607
464;-;1905.0;;22.212488998354612
465;AB;1905.0;;2549.930671985739
466;-;2013.0;;110.6696779952743
467;AB;1905.0;;5749.198680075637
473;IWU Transport;1900.0;;130.64478549934137
477;-;1985.0;;258.5621440000291
478;AB;;;1455.7292999685603
479;-;2013.0;;25.66198800087046
481;IWU Technical and Utility (supply and disposal);2013.0;;138.2527769912762
482;AB;1955.0;;1733.5362479579585
486;-;2013.0;;104.51251700640394
487;IWU Production;1905.0;;2325.270752011466
489;TH;1955.0;;605.0929320171534
490;IWU Production;1925.0;;471.6724860071465
491;IWU Production;1905.0;;167.18808499578196
493;IWU Technical and Utility (supply and disposal);2013.0;;2150.107318488951
494;-;2013.0;;10.193312001166316
495;-;2013.0;;0.0
496;IWU Trade Buildings;2005.0;;6862.803441064887
500;AB;1955.0;;1610.1700830079767
501;-;1905.0;;20.09591500412956
502;IWU Technical and Utility (supply and disposal);2013.0;;8008.519576092419
503;-;2005.0;;55.3392374996817
511;-;2005.0;;2.656646500064819
513;-;2013.0;;78.41116699942802
515;-;2005.0;;262.56512399786413
517;-;2013.0;;0.0
518;-;2013.0;;0.0
522;AB;2005.0;;5635.335348005512
526;AB;1905.0;;4271.913056009378
528;IWU Production;1905.0;;2722.9150200019476
529;AB;2013.0;;1896.6733960085571
530;AB;1905.0;;9135.09591752744
531;AB;2005.0;;10370.373041015226
532;AB;1900.0;;6090.4451159305845
538;IWU Office;;;6181.231603976465
541;AB;1900.0;;6758.18009192712
542;-;;;79.96846200406841
544;-;1905.0;;55.02703400429331
546;IWU Production;2013.0;;583.664959010136
549;AB;2013.0;;1855.815831965354
550;-;1900.0;;10.981092498715238
551;AB;2013.0;;1642.6082470099964
552;-;1905.0;;241.2938299823159
553;IWU Production;2013.0;;49.679463000001135
557;IWU Technical and Utility (supply and disposal);2005.0;;247.72807199813445
559;IWU Office;2005.0;;147071.52578383873
560;IWU Technical and Utility (supply and disposal);2013.0;;8072.882224051528
0;-;2005.0;;165.073004999376
1;-;;;4068.876703992931
2;-;;;11419.231578008457
3;IWU Office;;;887.8206479684985
4;-;;;114.62300000359652
8;IWU Trade Buildings;;;12630.406164838512
9;-;;;22.25269599968753
12;-;;;37.07226599519986
14;IWU Office;;;5716.294064994381
16;-;;;12130.391980459237
19;-;2005.0;;42.14665999647879
21;-;;;61.86794700178485
26;-;;;213.02748200608295
36;IWU Technical and Utility (supply and disposal);;;84.06344749986245
37;IWU Production;2005.0;;527.5206610090203
40;IWU Production;;;1197.1827359894787
41;-;;;99977.70525327371
42;-;;;5211.344120972195
51;MFH;2005.0;;279.9127310011169
52;IWU Office;2005.0;;2735.295119999919
55;-;2005.0;;216.66456000240063
56;-;2005.0;;217.9611484980165
58;IWU Technical and Utility (supply and disposal);;;1880.2259594540196
62;-;1905.0;;19.04914550117693
68;-;;;26660.26467998157
72;IWU Trade Buildings;;;2856.0798779655206
73;IWU Health and Care;1905.0;;2733.648564511216
74;-;2005.0;;114.93880150631551
76;-;;;357.9350599895751
77;IWU Office;;;12987.944722036686
78;-;;;304.2068685060096
79;SF;2005.0;;70.868404498306
80;-;;;25.81647300359461
81;-;;;1107.6580739879494
82;-;;;107.75450399867255
86;-;;;11679.560472019968
91;IWU Technical and Utility (supply and disposal);;;4.261577000087058
92;-;;;36.8655349959285
93;IWU Trade Buildings;2005.0;;9805.627120473247
95;-;2005.0;;14.290847496517472
98;-;;;28.72234399962406
100;-;;;7.435831499905762
101;-;;;196.92359299641913
102;-;;;24.338316999141572
103;-;;;11.583408499014002
104;-;1905.0;;10.433009000718556
105;-;2005.0;;46.48906299827821
108;-;1905.0;;10.9910260007138
109;-;;;0.0
110;-;;;151.68126396581994
111;-;1905.0;;11.687734499551958
112;-;;;36.97647500005048
114;-;;;585.7271850137694
115;-;;;269.4132840145144
116;-;;;8614.592041496195
117;IWU Technical and Utility (supply and disposal);;;130.8794880036632
123;IWU Technical and Utility (supply and disposal);2005.0;;3.964743000637582
124;IWU Technical and Utility (supply and disposal);;;412.5634279992694
125;-;2005.0;;391.224052006493
126;IWU Trade Buildings;2005.0;;56.7356124990688
128;-;;;48.66282100542216
129;SF;2005.0;;12.396005501495964
130;-;2005.0;;3514.168243466899
131;-;;;5053.467481500809
150;-;;;69.11584949892747
153;AB;1905.0;;10921.414252546207
155;IWU Health and Care;1905.0;;3287.014083030834
162;-;1905.0;;6.911799000233906
164;AB;1905.0;;3183.0764449944536
170;IWU Trade Buildings;2005.0;;5376.249055486453
172;-;;;146.1828550276638
180;-;2005.0;;40.56490799627249
194;-;;;5975.182017020109
201;AB;1905.0;;6553.493579453942
209;-;1905.0;;8.451329998841409
211;-;;;76.56969100335264
213;-;;;15.97796499938008
214;-;1905.0;;10.528476499835165
216;-;;;37.083325997280426
219;-;1905.0;;11.313048499173664
226;-;;;15.695537999965833
228;-;;;24.427994001352474
229;-;;;151.473449988422
232;-;;;49.918433014637344
233;-;;;107.99345600713697
234;-;;;36.73913500882605
235;-;1905.0;;11.2791199995453
236;-;;;979.7094749931255
244;IWU Production;2005.0;;2809.339515002303
245;-;1905.0;;11.614369499532916
249;AB;1905.0;;8307.273439943898
251;-;;;44.57004299931561
252;-;;;201.06723900049403
256;-;2005.0;;486.37238202708215
260;-;;;120.74573000237874
262;-;;;73.44451800407062
263;-;;;0.0
267;IWU Trade Buildings;;;3961.503957068171
268;AB;1905.0;;4117.696019991203
269;-;;;78.95232599491376
276;IWU Production;;;4605.6564554997385
277;IWU Technical and Utility (supply and disposal);;;30.310528001235788
278;-;;;22526.88667796123
280;-;;;99.47757400107886
282;IWU Production;;;406.55344398044497
293;AB;;;9575.264363889048
296;-;;;58.1058910116969
